index,id,name,slug,parent_id,count,child_count,is_leaf,is_fetch_root,path,path_ids,permalink,image_url
17,6506,"KALÁCSOK, KUGLÓFOK",kalacsok-kuglofok,5418,4,0,true,false,"FRISSÁRU > SŰTŐIPARI TERMÉK > KALÁCSOK, KUGLÓFOK",4494|5418|6506,https://coopshop.hu/termekkategoria/frissaru/sutoipari-termek/kalacsok-kuglofok/,
18,6538,KENYÉR,kenyer,5418,29,0,true,false,FRISSÁRU > SŰTŐIPARI TERMÉK > KENYÉR,4494|5418|6538,https://coopshop.hu/termekkategoria/frissaru/sutoipari-termek/kenyer/,
19,6507,"KIFLI, ZSEMLE",kifli-zsemle,5418,1,0,true,false,"FRISSÁRU > SŰTŐIPARI TERMÉK > KIFLI, ZSEMLE",4494|5418|6507,https://coopshop.hu/termekkategoria/frissaru/sutoipari-termek/kifli-zsemle/,
20,6623,PÉKSÜTEMÉNYEK,peksutemenyek-sutoipari-termek,5418,7,0,true,false,FRISSÁRU > SŰTŐIPARI TERMÉK > PÉKSÜTEMÉNYEK,4494|5418|6623,https://coopshop.hu/termekkategoria/frissaru/sutoipari-termek/peksutemenyek-sutoipari-termek/,
21,4495,TEJTERMÉK,tejtermek,4494,594,13,false,false,FRISSÁRU > TEJTERMÉK,4494|4495,https://coopshop.hu/termekkategoria/frissaru/tejtermek/,
22,6499,JOGHURT,joghurt,4495,120,0,true,false,FRISSÁRU > TEJTERMÉK > JOGHURT,4494|4495|6499,https://coopshop.hu/termekkategoria/frissaru/tejtermek/joghurt/,
23,6509,KEFÍR,kefir,4495,13,0,true,false,FRISSÁRU > TEJTERMÉK > KEFÍR,4494|4495|6509,https://coopshop.hu/termekkategoria/frissaru/tejtermek/kefir/,
24,5162,KÁVÉITALOK,kaveitalok,4495,20,0,true,false,FRISSÁRU > TEJTERMÉK > KÁVÉITALOK,4494|4495|5162,https://coopshop.hu/termekkategoria/frissaru/tejtermek/kaveitalok/,
25,6487,SAJT,sajt,4495,126,0,true,false,FRISSÁRU > TEJTERMÉK > SAJT,4494|4495|6487,https://coopshop.hu/termekkategoria/frissaru/tejtermek/sajt/,
26,6505,TEJ,tej,4495,13,0,true,false,FRISSÁRU > TEJTERMÉK > TEJ,4494|4495|6505,https://coopshop.hu/termekkategoria/frissaru/tejtermek/tej/,
27,6510,TEJ HELYETTESÍTŐK,tej-helyettesitok,4495,18,0,true,false,FRISSÁRU > TEJTERMÉK > TEJ HELYETTESÍTŐK,4494|4495|6510,https://coopshop.hu/termekkategoria/frissaru/tejtermek/tej-helyettesitok/,
28,6488,TEJDESSZERTEK,tejdesszertek,4495,93,0,true,false,FRISSÁRU > TEJTERMÉK > TEJDESSZERTEK,4494|4495|6488,https://coopshop.hu/termekkategoria/frissaru/tejtermek/tejdesszertek/,
29,6503,TEJFÖL,tejfol,4495,23,0,true,false,FRISSÁRU > TEJTERMÉK > TEJFÖL,4494|4495|6503,https://coopshop.hu/termekkategoria/frissaru/tejtermek/tejfol/,
30,6501,TEJSZÍN,tejszin,4495,23,0,true,false,FRISSÁRU > TEJTERMÉK > TEJSZÍN,4494|4495|6501,https://coopshop.hu/termekkategoria/frissaru/tejtermek/tejszin/,
31,6489,TÚRÓ,turo,4495,17,0,true,false,FRISSÁRU > TEJTERMÉK > TÚRÓ,4494|4495|6489,https://coopshop.hu/termekkategoria/frissaru/tejtermek/turo/,
