master_product_id,canonical_name,representative_name,primary_barcode,barcodes,barcode_norms,representative_image_url,image_keys,stores_count,stores,offers_count,match_methods,needs_review,review_reason,offer_names,offer_units
MP000374,Akácméz 250 g,Akácméz 250 g,5997508311194,5997508311194;5998150510133;5998150512502,5997508311194;5998150510133;5998150512502,https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a538,https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a538;https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a539;https://imageproxy.wolt.com/assets/69aebdb9f115f4a3251e8d4c,2,Prima;Spar,3,same_exact_name,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,Akácméz 250 g | Akácméz 250 g | Akácméz 250 g,Spar: 250.0 g | Spar: 250.0 g | Prima: 250.0 g
MP000383,Albatross gyümölcssaláta cukrozott lében 230 g,Albatross gyümölcssaláta cukrozott lében 230 g,5999538341226,05999538341226;5999538341226,5999538341226,https://imageproxy.wolt.com/assets/689b972ef18c6aaa8030bb68,https://digitalcontent.api.tesco.com/v2/media/ghs/a683a96d-bd53-448b-a091-a7817e708e5c/df45150f-88c4-49d6-b103-bde379a01c4f_1281379550.jpeg;https://imageproxy.wolt.com/assets/689b972ef18c6aaa8030bb68,2,Spar;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelés_g,Albatross gyümölcssaláta cukrozott lében 230 g | Albatross gyümölcssaláta cukrozott lében 230 g,Spar: 140.0 g | Tesco: 230.0 g
MP000385,"Albatross hámozott, darabolt őszibarack 230 g","Albatross hámozott, darabolt őszibarack 230 g",5999538341219,05999538341219;5999538341219,5999538341219,https://imageproxy.wolt.com/assets/689b972ef18c6aaa8030bb67,https://digitalcontent.api.tesco.com/v2/media/ghs/376c963e-76fa-463a-a7d5-0eccc30a3c4c/99e069cb-ac06-4e24-b355-329e83845a0e_410519055.jpeg;https://imageproxy.wolt.com/assets/689b972ef18c6aaa8030bb67,2,Spar;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelés_g,"Albatross hámozott, darabolt őszibarack 230 g | Albatross hámozott, darabolt őszibarack 230 g",Spar: 140.0 g | Tesco: 230.0 g
MP000386,"Albatross hámozott, felezett őszibarack cukrozott lében 700 g","Albatross hámozott, felezett őszibarack cukrozott lében 700 g",3800016701055,03800016701055;05999538341233;3800016701055;5999538341028,3800016701055;5999538341028;5999538341233,https://imageproxy.wolt.com/assets/689b6adff18c6aaa803087f7,https://digitalcontent.api.tesco.com/v2/media/ghs/86084ddb-f05c-4aca-89c0-e5dc039a317d/2364dca0-7078-4f3b-8b66-7e560fe0feaf_1475964073.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/ca00990b-9ce8-45b5-9365-8779a68e1e07/56b7d358-48f0-4ac9-b479-2ee8589c1c8b_2006349630.jpeg;https://imageproxy.wolt.com/assets/689b6adff18c6aaa803087f7;https://imageproxy.wolt.com/assets/689b972b9bbcfa1dc39bcdf6,2,Spar;Tesco,4,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;eltérő_kiszerelés_g,"Albatross hámozott, felezett őszibarack cukrozott lében 700 g | Albatross hámozott, felezett őszibarack cukrozott lében 820 g | Albatross hámozott, felezett őszibarack cukrozott lében 415 g | Albatross hámozott, felezett őszibarack cukrozott lében 700 g",Spar: 385.0 g | Spar: 470.0 g | Tesco: 415.0 g | Tesco: 700.0 g
MP000428,Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l,Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l,5411188112709,05411188112709;05411188122661;5411188112709;5411188122661,5411188112709;5411188122661,https://imageproxy.wolt.com/assets/66793eed35e1b1789b04f210,https://digitalcontent.api.tesco.com/v2/media/ghs/1cdaabbb-08f3-4564-b16e-2202ca7b7d5b/7ccfbe9d-50d5-49aa-9f1b-c5043b40735d.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/c9757bbf-4107-47e1-a08a-7d6ef927f58d/19c57dc5-cf47-49ed-86c0-209bfedd459d.jpeg;https://imageproxy.wolt.com/assets/667936f3a1ccf454349972c0;https://imageproxy.wolt.com/assets/66793eed35e1b1789b04f210,3,Prima;Spar;Tesco,6,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,"Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l | Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l | Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l | Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l | Alpro cukormentes UHT mandulaital hozzáadott kalciummal, jóddal, B12-, D2- és E-vitaminnal 1 l | Alpro cukormentes mandulaital hozzáadott kalciummal és vitaminokkal 1 l",Spar: 1000.0 ml | Spar: 1000.0 ml | Prima: 1000.0 ml | Prima: 1000.0 ml | Tesco: 1000.0 ml | Tesco: 1000.0 ml
MP000435,"Alpro fermentált szójakészítmény kókusszal, hozzáadott kalciummal és vitaminokkal 400 g","Alpro fermentált szójakészítmény kókusszal, hozzáadott kalciummal és vitaminokkal 400 g",5411188138051,05411188138051;5411188138051,5411188138051,https://imageproxy.wolt.com/assets/667944c31ddf225f482bb6da,https://digitalcontent.api.tesco.com/v2/media/ghs/3ddef089-db05-42ad-8ebf-0dd15e8c376e/4c0122bd-821c-4657-b65a-3054dd0ed9bb_424542815.jpeg;https://imageproxy.wolt.com/assets/667944c31ddf225f482bb6da,2,Prima;Tesco,2,same_barcode,true,eltérő_kiszerelés_g,"Alpro fermentált szójakészítmény kókusszal, hozzáadott kalciummal és vitaminokkal 400 g | Alpro zsírszegény fermentált szójakészítmény kókusszal, hozzáadott kalciummal és vitaminokkal 40 g",Prima: 400.0 g | Tesco: 40.0 g
MP000453,"Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 1,8% 1 l","Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 1,8% 1 l",5411188134985,05411188134985;05411188135005;5411188134985;5411188135005,5411188134985;5411188135005,https://imageproxy.wolt.com/assets/6679366535e1b1789b042f0c,https://digitalcontent.api.tesco.com/v2/media/ghs/dc5129c3-c7fd-4f84-8601-0dcb8b1ef21b/ddd2a48e-8a9b-4754-b8b2-e34f055dd1b7.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/e531d20c-2db2-4c48-a0df-e8f882bfcfaf/4f5695ac-5091-4766-b8c4-0cb904c91c27_1439721167.jpeg;https://imageproxy.wolt.com/assets/6679366535e1b1789b042f0c;https://imageproxy.wolt.com/assets/689b776e87a8f04a4a7d825c,3,Prima;Spar;Tesco,6,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,"Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 1,8% 1 l | Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 3.5%, 1000 ml | Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 1,8% 1 l | Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 3.5%, 1000 ml | Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 3,5% 1 l | Alpro Shhh... this is not Milk cukormentes zabital hozzáadott kalciummal és D2-vitaminnal 1,8% 1 l",Spar: 1000.0 ml | Spar: 1000.0 ml | Prima: 1000.0 ml | Prima: 1000.0 ml | Tesco: 1000.0 ml | Tesco: 1000.0 ml
MP000515,Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 12],Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 12],4015400612469,04015400612469;08006540093764;4015400612469,4015400612469;8006540093764,https://imageproxy.wolt.com/assets/68eceab83ad8667942a223d1,https://digitalcontent.api.tesco.com/v2/media/ghs/479aa59d-f88a-4c9a-a1b5-e9f351fab19a/1a20ab4b-0aab-4621-a14f-f87838e13e4e_1691853710.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/cf67dc99-4d33-4dab-91de-6160beba1e6e/dba8e730-fd65-4698-b4de-39de3732bd67_568969670.jpeg;https://imageproxy.wolt.com/assets/68eceab83ad8667942a223d1,3,Prima;Spar;Tesco,4,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 12] | Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 12] | Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 12] | Always Ultra Secure Night Egészségügyi Betét (4-es Méret) Szárnyas Betét x 24],Spar: 1.0 db | Prima: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db
MP000517,Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 10],Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 10],8006540093849,08006540093849;08006540903766;8006540093849;8006540903766,8006540093849;8006540903766,https://imageproxy.wolt.com/assets/690c8e00e888050f319e557c,https://digitalcontent.api.tesco.com/v2/media/ghs/b4dbef8a-5cdb-4fe0-918c-46ba9d172a6e/9a3dd6de-d74b-4937-9a9c-db85af09b46d_1944890423.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/c43aa6f4-fb46-4961-b6c5-1e4812df9fa2/4ca67173-ed9e-46aa-befb-dbbd1bb4cc55_1774515991.jpeg;https://imageproxy.wolt.com/assets/68d13a8135cd665795fd0fb9;https://imageproxy.wolt.com/assets/690c8e00e888050f319e557c,3,Prima;Spar;Tesco,5,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 10] | Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 20] | Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 10] | Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 10] | Always Ultra Secure Night Extra Egészségügyi Betét (5-ös Méret) Szárnyas Betét x 20],Spar: 1.0 db | Spar: 1.0 db | Prima: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db
MP000550,Ambi Pur Légfrissítő Spray Gold Orchid 185 ml,Ambi Pur Légfrissítő Spray Gold Orchid 185 ml,8006530260541,08006530260541;08700216261623;8006530260541;8700216261623,8006530260541;8700216261623,https://imageproxy.wolt.com/assets/692450117a24b1c086711635,https://digitalcontent.api.tesco.com/v2/media/ghs/65c6e1be-517b-4860-a227-0ba2cdb72ea1/49fb44b0-8aff-4fad-9599-98dba83351c9_2135138112.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/a23288c7-e655-4c5c-b9ad-d7b477e9bae9/a88cdac6-115a-471c-a985-c63b63461535_1665039087.jpeg;https://imageproxy.wolt.com/assets/692450117a24b1c086711635,3,Prima;Spar;Tesco,5,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;eltérő_kiszerelés_ml;azonos_kép_eltérő_vonalkód,Ambi Pur Légfrissítő Spray Gold Orchid 185 ml | Ambi Pur Légfrissítő Spray Gold Orchid 370 ml | Ambi Pur Légfrissítő Spray Gold Orchid 185 ml | Ambi Pur Légfrissítő Spray Gold Orchid 185 ml | Ambi Pur Légfrissítő Spray Gold Orchid 370 ml,Spar: 185.0 ml | Spar: 370.0 ml | Prima: 185.0 ml | Tesco: 185.0 ml | Tesco: 370.0 ml
MP000704,Aquafresh Clean & Flex Medium fogkefe 2 db,Aquafresh Clean & Flex Medium fogkefe 2 db,5054563931832,05054563931832;5054563931832,5054563931832,https://imageproxy.wolt.com/assets/6974bb76d0bdb8bbc81d138e,https://digitalcontent.api.tesco.com/v2/media/ghs/ba0ed059-1739-4d9a-a268-015d42e4d5d3/47e3e320-76d7-4b09-8e72-710e1ecda628_687341181.jpeg;https://imageproxy.wolt.com/assets/6974bb76d0bdb8bbc81d138e,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,eltérő_kiszerelési_egység,Aquafresh Clean & Flex Medium fogkefe 2 db | Aquafresh Clean & Flex Medium fogkefe 2 db | Aquafresh Clean & Flex Medium fogkefe 2 db,Spar: 40.0 g | Prima: 40.0 g | Tesco: 2.0 db
MP000744,"Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 30 Mosáshoz","Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 30 Mosáshoz",8006530202336,08006530202336;08700216764285;08700216764544;08700216765183;08700216766173;8700216766173,8006530202336;8700216764285;8700216764544;8700216765183;8700216766173,https://imageproxy.wolt.com/assets/69b29cd7649ecdda9f3fe6b6,https://digitalcontent.api.tesco.com/v2/media/ghs/7d145932-5f3e-4451-82da-fa96e277cfb1/8002efcd-588e-445d-a1b4-db677caf596f_2000332160.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/9db5df71-d260-43e6-87e9-bb41983277ee/bd43e564-4e87-43f7-99ff-3161dba935f2_1112534061.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/a7377292-aac0-4577-a9dc-d8289f6474f4/c242fc38-6d96-490e-9418-98733e399a1d_1214898700.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/db5ba150-e804-427b-8962-e5861d774456/a37bee9f-0d66-4543-b53c-5cc608ea1af7_547114710.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/ef98ecf2-7031-4714-94d1-727e1e5f6d32/8510a235-c538-44ed-ae26-0d7d46970bcd_1328016333.jpeg;https://imageproxy.wolt.com/assets/69b29cd7649ecdda9f3fe6b6,2,Spar;Tesco,6,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;sok_névváltozat,"Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 30 Mosáshoz | Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 30 Mosáshoz | Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 50 Mosáshoz | Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 44 Mosáshoz | Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 60 Mosáshoz | Ariel Allin1 PODS Folyékony Mosókapszula Színes Ruhákhoz, 38 Mosáshoz",Spar: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db
MP000745,"Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 30 Mosáshoz","Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 30 Mosáshoz",8700216764667,08700216764667;08700216765145;08700216765480;8700216765480,8700216764667;8700216765145;8700216765480,https://imageproxy.wolt.com/assets/69b3ee4b7c28665a5e591eeb,https://digitalcontent.api.tesco.com/v2/media/ghs/153263ac-1e1c-42de-b06c-47155e286234/ed936e62-a445-4ef6-b1ab-8ec4f5ded189_1767330711.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/22fc5337-49a3-4bd3-9d98-ad7b7cbf12a8/ee6a58c5-7daf-49f9-a69b-ad62af61153a_1753523994.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/f69de413-cead-40d7-a1aa-914372182bd8/a08ac544-9ccf-4465-99df-86fbcc982a26_1523735106.jpeg;https://imageproxy.wolt.com/assets/69b3ee4b7c28665a5e591eeb,2,Spar;Tesco,4,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,"Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 30 Mosáshoz | Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 30 Mosáshoz | Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 44 Mosáshoz | Ariel Allin1 PODS Mountain Spring Universal Mosókapszula, 60 Mosáshoz",Spar: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db | Tesco: 1.0 db
MP000757,"Ariel Folyékony Mosószer Színes Ruhákhoz, 1.8 l, 40 Mosáshoz","Ariel Folyékony Mosószer Színes Ruhákhoz, 1.8 l, 40 Mosáshoz",8700216690829,08700216690829;08700216691475;08700216691604;8700216690829;8700216691604,8700216690829;8700216691475;8700216691604,https://imageproxy.wolt.com/assets/69c11d7d872dc935a0bd1e3d,https://digitalcontent.api.tesco.com/v2/media/ghs/51d1e85f-62ee-403a-9059-b88d3a70f441/e5b9798b-4822-445a-ad76-3ff9b85c8031_957961114.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/94625655-fe70-4902-a28a-9118f636f947/995983ce-c652-48a3-9d4f-3bfad0e99e44_1317331576.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/f9cc39da-b72e-46a1-9380-2831ffff4206/350949b1-e726-453e-8299-f6b2a55f7dac_2076010872.jpeg;https://imageproxy.wolt.com/assets/69a82629dbcc2d14e2cedc45;https://imageproxy.wolt.com/assets/69c11d7d872dc935a0bd1e3d,2,Spar;Tesco,5,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;eltérő_kiszerelés_ml,"Ariel Folyékony Mosószer Színes Ruhákhoz, 2.7 l, 60 Mosáshoz | Ariel Folyékony Mosószer Színes Ruhákhoz, 1.8 l, 40 Mosáshoz | Ariel Folyékony Mosószer Színes Ruhákhoz, 1.8 l, 40 Mosáshoz | Ariel Folyékony Mosószer Színes Ruhákhoz, 2.25 l, 50 Mosáshoz | Ariel Folyékony Mosószer Színes Ruhákhoz, 2.7 l, 60 Mosáshoz",Spar: 2700.0 ml | Spar: 1800.0 ml | Tesco: 1800.0 ml | Tesco: 2250.0 ml | Tesco: 2700.0 ml
MP000773,"Ariel Mountain Spring Universal Folyékony Mosószer, 1.8 l, 40 Mosáshoz","Ariel Mountain Spring Universal Folyékony Mosószer, 1.8 l, 40 Mosáshoz",8700216691086,08700216691086;08700216691147;8700216691086,8700216691086;8700216691147,https://imageproxy.wolt.com/assets/69b0080072fe5729b2102434,https://digitalcontent.api.tesco.com/v2/media/ghs/71626358-4469-45dc-98f6-86ca1ca97046/9f0deda5-787e-42e8-9c70-4cf2bf4bcfee_1260906525.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/92f0f16a-e053-4fc2-add5-7b377f3b087d/6f8e2e08-b51e-4a06-868e-24d3a0b0d224_1182421759.jpeg;https://imageproxy.wolt.com/assets/69b0080072fe5729b2102434,2,Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,"Ariel Mountain Spring Universal Folyékony Mosószer, 1.8 l, 40 Mosáshoz | Ariel Mountain Spring Universal Folyékony Mosószer, 1.8 l, 40 Mosáshoz | Ariel Mountain Spring Universal Folyékony Mosószer, 2.25 l, 50 Mosáshoz",Spar: 1800.0 ml | Tesco: 1800.0 ml | Tesco: 2250.0 ml
MP000902,Aviko előfőzött és gyorsfagyasztott churros tésztarudacskák 300 g,Aviko előfőzött és gyorsfagyasztott churros tésztarudacskák 300 g,8710449949229,08710449949229;8710449955527,8710449949229;8710449955527,https://imageproxy.wolt.com/assets/678e0e50daf01e7f1ad1af30,https://digitalcontent.api.tesco.com/v2/media/ghs/820a79a3-15a1-40cc-b2aa-b0b722b21fd0/c1c015af-8c43-47fe-8067-825b78a137fb_160797701.jpeg;https://imageproxy.wolt.com/assets/678e0e50daf01e7f1ad1af30,2,Spar;Tesco,2,same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Aviko előfőzött és gyorsfagyasztott churros tésztarudacskák 300 g | Aviko előfőzött és gyorsfagyasztott churros tésztarudacskák 300 g,Spar: 300.0 g | Tesco: 300.0 g
MP000920,Aviko Pati Parts Garlic elősütött-gyorsfagyasztott burgonyagerezdek fokhagymás fűszerköpenyben 600 g,Aviko Pati Parts Garlic elősütött-gyorsfagyasztott burgonyagerezdek fokhagymás fűszerköpenyben 600 g,8710449954315,08710449954315;8710449954315;8710449986231,8710449954315;8710449986231,https://imageproxy.wolt.com/assets/689ba55e9bbcfa1dc39bd9ea,https://digitalcontent.api.tesco.com/v2/media/ghs/e04e6635-8d19-4682-9f75-4b78075f6d49/77221813-fc78-448e-84e6-b23502445274_1830118834.jpeg;https://imageproxy.wolt.com/assets/678e0e4e8f2fa330bd807069;https://imageproxy.wolt.com/assets/689ba55e9bbcfa1dc39bd9ea,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Aviko Pati Parts Garlic elősütött-gyorsfagyasztott burgonyagerezdek fokhagymás fűszerköpenyben 600 g | Aviko Pati Parts Garlic elősütött-gyorsfagyasztott burgonyagerezdek fokhagymás fűszerköpenyben 600 g | Aviko gyorsfagyasztott burgonyagerezdek fokhagymás fűszerköpenyben 600 g,Spar: 600.0 g | Prima: 600.0 g | Tesco: 600.0 g
MP001117,Barbie magazin,Barbie magazin,9771419260002,09771419260002;9771419260002,9771419260002,https://imageproxy.wolt.com/assets/6936c516b0f2d0c0d8d5a046,https://digitalcontent.api.tesco.com/v2/media/ghs/07183bde-8bf4-4b1a-ba0d-9b3bfeb608d3/607a97b1-98ec-4148-81bd-acaf4d5e6f5f_1844553670.jpeg;https://imageproxy.wolt.com/assets/6936c516b0f2d0c0d8d5a046,2,Prima;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,Barbie magazin | Barbie magazin,Prima: 145.0 g | Tesco: 1.0 db
MP001122,Barilla Arrabbiata paradicsomszósz csípőspaprikával 400 g,Barilla Arrabbiata paradicsomszósz csípőspaprikával 400 g,8076809513388,08076809569118;8076809513388;8076809569118,8076809513388;8076809569118,https://imageproxy.wolt.com/assets/689ba142f18c6aaa8030cbd2,https://digitalcontent.api.tesco.com/v2/media/ghs/e58e44c8-cf39-4e24-8d5d-454c6c81412e/d91fbf6a-aefe-4f88-bcf0-949fd01a0c6a.jpeg;https://imageproxy.wolt.com/assets/68189ccd82f00f6d6fdb71f0;https://imageproxy.wolt.com/assets/689ba142f18c6aaa8030cbd2,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Barilla Arrabbiata paradicsomszósz csípőspaprikával 400 g | Barilla Arrabbiata paradicsomszósz csípőspaprikával 400 g | Barilla Arrabbiata paradicsomszósz csípőspaprikával 400 g,Spar: 400.0 g | Prima: 400.0 g | Tesco: 400.0 g
MP001127,Barilla Farfalle apró durum száraztészta 500 g,Barilla Farfalle apró durum száraztészta 500 g,8076808060654,08076809580144;8076808060654;8076809580144,8076808060654;8076809580144,https://imageproxy.wolt.com/assets/6744693c1247bf667acc3365,https://digitalcontent.api.tesco.com/v2/media/ghs/7146ac2b-c26b-47b4-b54c-a48d990e1ab8/67758eb2-d3a8-4151-ab3e-557efb1cfe34.jpeg;https://imageproxy.wolt.com/assets/6744693c1247bf667acc3365,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;azonos_kép_eltérő_vonalkód,Barilla Farfalle apró durum száraztészta 500 g | Barilla Farfalle apró durum száraztészta 500 g | Barilla Farfalle apró száraztészta durum búzadarából 500 g,Spar: 500.0 g | Prima: 500.0 g | Tesco: 500.0 g
MP001180,"BB félszáraz fehér pezsgő 11.5%, 750 ml","BB félszáraz fehér pezsgő 11.5%, 750 ml",5999136650713,05999136650713;5999136650713,5999136650713,https://imageproxy.wolt.com/assets/69381677d04962baa1b138a2,https://digitalcontent.api.tesco.com/v2/media/ghs/1fa4caf7-81aa-4757-883d-3468f6d3b704/6fa1a462-a04e-406f-8ce9-53a5051403ef.jpeg;https://imageproxy.wolt.com/assets/69381677d04962baa1b138a2,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,eltérő_kiszerelés_ml,"BB félszáraz fehér pezsgő 11.5%, 750 ml | BB félszáraz fehér pezsgő 11.5%, 750 ml | BB félszáraz fehér pezsgő 10,5% 75 l",Spar: 750.0 ml | Prima: 750.0 ml | Tesco: 75000.0 ml
MP001190,BBC Good Food Világkonyha,BBC Good Food Világkonyha,9772063246008,09772063246008;9772063246008,9772063246008,https://imageproxy.wolt.com/assets/6936c529b0f2d0c0d8d5a091,https://digitalcontent.api.tesco.com/v2/media/ghs/21612f96-5cd5-4cdb-8048-a40ac7205f23/8cdaf32b-5bf5-41af-817a-24950966ea3c_1441571767.jpeg;https://imageproxy.wolt.com/assets/6936c529b0f2d0c0d8d5a091,2,Prima;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,BBC Good Food Világkonyha | BBC Good Food Világkonyha,Prima: 231.0 g | Tesco: 1.0 db
MP001265,Beck's minőségi világos sör 5% 500 ml,Beck's minőségi világos sör 5% 500 ml,5998817523728,05998817523728;05998817530191;5998817530191,5998817523728;5998817530191,https://imageproxy.wolt.com/assets/689b8e339bbcfa1dc39bc76a,https://digitalcontent.api.tesco.com/v2/media/ghs/98b2e9f4-2149-4859-a050-1284e6735312/3c5f5656-3e43-45b2-92f9-855470a12d9c_1523236261.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/b9688675-5344-4f90-9027-fa56391f4263/1d433460-73a2-48ed-9101-c2c899144bd3_549740907.jpeg;https://imageproxy.wolt.com/assets/689b8e339bbcfa1dc39bc76a,3,Prima;Spar;Tesco,4,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,"Beck's minőségi világos sör 5% 500 ml | Beck's minőségi világos sör 5% 500 ml | Beck's minőségi világos sör 5% 500 ml | Beck's minőségi világos sör 5% 0,5 l",Spar: 500.0 ml | Prima: 500.0 ml | Tesco: 500.0 ml | Tesco: 500.0 ml
MP001347,Benei isler édes teasütemény 270 g,Benei isler édes teasütemény 270 g,5997944702020,05997944702020;5997944703706,5997944702020;5997944703706,https://imageproxy.wolt.com/assets/6a2035684d397ca2e0f96127,https://digitalcontent.api.tesco.com/v2/media/ghs/9de386fd-6e11-4901-85e6-c210bd29d849/03d71c45-3e09-47be-8abe-103871485241.jpeg;https://imageproxy.wolt.com/assets/6a2035684d397ca2e0f96127,2,Spar;Tesco,2,same_name_core_compatible_pack,true,több_normalizált_vonalkód,Benei isler édes teasütemény 270 g | Benei isler édes teasütemény 300 g,Spar: 270.0 g | Tesco: 300.0 g
