barcode_norm,name_norm,store_product_id_spar,product_name_spar,available_spar,unit_price_num_spar,unit_type_norm_spar,unit_step_num_spar,base_unit_spar,base_price_spar,is_discounted_spar,original_unit_price_spar,categories_spar,image_urls_spar,store_product_id_prima,product_name_prima,available_prima,unit_price_num_prima,unit_type_norm_prima,unit_step_num_prima,base_unit_prima,base_price_prima,is_discounted_prima,original_unit_price_prima,categories_prima,image_urls_prima,price_diff_prima_minus_spar,price_pct_prima_vs_spar,same_package_unit,same_base_unit,base_price_diff_prima_minus_spar,base_price_pct_prima_vs_spar
8445290154422,starbucks by nespresso smooth caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,80d60556d4312ad82760691a,Starbucks by Nespresso Smooth Caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,True,2099.0,g,51.0,Ft/kg,41156.86274509804,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/689ba24987a8f04a4a7db5a7;https://imageproxy.wolt.com/assets/689ba24a87a8f04a4a7db5ac,213ae758f205ccb327fe3a2e,Starbucks by Nespresso Smooth Caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,False,2499.0,g,51.0,Ft/kg,49000.0,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/689ba24987a8f04a4a7db5a7;https://imageproxy.wolt.com/assets/689ba24a87a8f04a4a7db5ac,400.0,19.05669366364936,True,True,7843.137254901958,19.056693663649348
4009900536257,orbit refreshers spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,29363b71935ce893271bb7d7,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,True,1574.0,g,67.0,Ft/kg,23492.537313432837,False,,cukormentes-78,https://imageproxy.wolt.com/assets/689b761487a8f04a4a7d7f5a,a627c03ee5b369a883e81fa3,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,True,2099.0,g,67.0,Ft/kg,31328.358208955222,False,,cukorka-ragogumi-egyeb-163,https://imageproxy.wolt.com/assets/689b761487a8f04a4a7d7f5a,525.0,33.35451080050826,True,True,7835.820895522385,33.354510800508244
8711000357576,l'or espresso ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,9380ca1e35ad1b7c4ac714fa,L'OR Espresso Ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f4103f31751f2f3388ac,9048b24321359637baa77a00,L'OR Espresso Ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f4103f31751f2f3388ac,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000357613,l'or espresso colombia őrölt-pörkölt kávé kapszulában 10 db 52 g,4513605e77a2cc947e71b9e3,L'OR Espresso Colombia őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ad,efb911e94fb570efbc63afe9,L'OR Espresso Colombia őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ad,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000357965,l'or espresso decaffeinato koffeinmentes őrölt-pörkölt kávé kapszulában 10 db 52 g,82bed6c21fd7af26bc3e2664,L'OR Espresso Decaffeinato koffeinmentes őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f3fd3f31751f2f338875,ee447173c25290f2183471d2,L'OR Espresso Decaffeinato koffeinmentes őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f3fd3f31751f2f338875,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000360606,l'or espresso or rose őrölt-pörkölt kávé kapszulában 10 db 52 g,353c0f298c2b52bf878477c9,L'OR Espresso Or Rose őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ae,e15d741c052a3edb7b8f06cf,L'OR Espresso Or Rose őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ae,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000488201,l'or espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,21d779b70638150fbe3a4a29,L'OR Espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f4023f31751f2f33887d,bb2e64c0703cf4b827fc0cba,L'OR Espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f4023f31751f2f33887d,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000488225,l'or espresso karamellízű őrölt-pörkölt kávé kapszulában 10 db 52 g,24ecb7eed49e9fa768a03818,L'OR Espresso karamellízű őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388af,d359b34b933b8b186c7401f3,L'OR Espresso karamellízű őrölt-pörkölt kávé kapszulában 10 db 52 g,False,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388af,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8711000712559,l'or espresso mogyoróízű őrölt-pörkölt kávé kapszulában 10 db 52 g,15873fee80d9a71de2d88655,L'OR Espresso mogyoróízű őrölt-pörkölt kávé kapszulában 10 db 52 g,True,1994.0,g,52.0,Ft/kg,38346.153846153844,False,,kapszulas-kave-137,https://imageproxy.wolt.com/assets/6943f3fe3f31751f2f338876,7303aac3759f0cb901c2a505,L'OR Espresso mogyoróízű őrölt-pörkölt kávé kapszulában 10 db 52 g,True,2399.0,g,52.0,Ft/kg,46134.61538461539,False,,kavekapszula-167,https://imageproxy.wolt.com/assets/6943f3fe3f31751f2f338876,405.0,20.310932798395186,True,True,7788.461538461546,20.310932798395207
8712100868467,knorr cup a soup instant brokkolikrémleves zsemlekockával 16 g,c71dbef1b31149cbf1feb7fb,Knorr Cup a Soup instant brokkolikrémleves zsemlekockával 16 g,True,314.0,g,16.0,Ft/kg,19625.0,False,,levesek-tesztak-230,https://imageproxy.wolt.com/assets/69e178a8609eafedc63bc572,f1ecade7812482acab305eae,Knorr Cup a Soup instant brokkolikrémleves zsemlekockával 16 g,True,435.0,g,16.0,Ft/kg,27187.5,False,,instant-teszta-es-leves-117,https://imageproxy.wolt.com/assets/69e178a8609eafedc63bc572,121.0,38.53503184713376,True,True,7562.5,38.53503184713376
