product_name,old_image,new_image,old_barcode,new_barcode,old_price,new_price
Hajdú natúr vajkrém 200 g,https://imageproxy.wolt.com/assets/689bb4ee9bbcfa1dc39bed4e,https://imageproxy.wolt.com/assets/6985df969b8bf6759953056e,5998207901860.0,5998207901860.0,599.0,734.0
"Halls citromízű, mézes, töltetlen keménycukorka 33,5 g",https://imageproxy.wolt.com/assets/689b72cd87a8f04a4a7d7b6e,https://imageproxy.wolt.com/assets/6970c7527e37809df6dec426,50985104.0,50985104.0,259.0,284.0
"Halls extra erős mentol-eukaliptuszízű töltetlen keménycukorka 33,5 g",https://imageproxy.wolt.com/assets/68dd1faae4991e9d3ee0b05b,https://imageproxy.wolt.com/assets/68fb6af43548256996250efa,50985098.0,50985098.0,259.0,284.0
"Halls mentol-eukaliptuszízű, töltetlen keménycukorka 33,5 g",https://imageproxy.wolt.com/assets/68de716db16814eaa0e5a317,https://imageproxy.wolt.com/assets/69833c41879d20d22ae7f1b1,50985081.0,50985081.0,259.0,284.0
Hamé darabos pirospaprikás sertésmájkrém 105 g,https://imageproxy.wolt.com/assets/689ba417f18c6aaa8030d093,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/3928c...,8594001691227.0,8594001691227.0,489.0,246.0
Hamé falusi sertésmájas 105 g,https://imageproxy.wolt.com/assets/689ba41987a8f04a4a7db728,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/7b506...,8594001691241.0,8594001691241.0,579.0,342.0
Hamé lazacos pástétom 100 g,https://imageproxy.wolt.com/assets/689ba4ac87a8f04a4a7db79d,https://imageproxy.wolt.com/assets/689ba3fef18c6aaa8030d06d,8595139787448.0,8593837271887.0,579.0,690.0
Hamé parasztos sertésmájkrém 105 g,https://imageproxy.wolt.com/assets/689ba417f18c6aaa8030d091,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/3e27a...,8594001691210.0,8594001691210.0,489.0,246.0
Hamé tepertős pástétom 105 g,https://imageproxy.wolt.com/assets/689bb6ca87a8f04a4a7de403,https://imageproxy.wolt.com/assets/69a97801f115f4a3251e87fb,8593837272624.0,8593837272624.0,579.0,690.0
Haribo Balla Stixx eperízű gumicukorka 80 g,https://imageproxy.wolt.com/assets/689b6b2c87a8f04a4a7d740f,https://imageproxy.wolt.com/assets/6972189d3c4317679c57f6d7,4001686117194.0,8426617001438.0,489.0,584.0
Haribo Chamallows Tubular Colors habcukorka 90 g,https://imageproxy.wolt.com/assets/689b76d187a8f04a4a7d80d4,https://imageproxy.wolt.com/assets/692d8aca6980ec1e3ff65810,5410358452966.0,5410358452966.0,549.0,614.0
Haribo Goldbären gyümölcsízű gumicukorka 200 g,https://imageproxy.wolt.com/assets/689ba8cd9bbcfa1dc39bdf75,https://imageproxy.wolt.com/assets/69bc39de016902d4a7a17f65,9002975301268.0,9002975301268.0,799.0,849.0
Haribo Happy Cherries gyümölcsízű gumicukorka 100 g,https://imageproxy.wolt.com/assets/689b7fa987a8f04a4a7d8dbb,https://imageproxy.wolt.com/assets/69bc39dc016902d4a7a17f64,5996379309828.0,5996379309828.0,499.0,564.0
Haribo Starmix gyümölcs- és kólaízű gumicukorka 80 g,https://imageproxy.wolt.com/assets/689ba8ce87a8f04a4a7dbcb4,https://imageproxy.wolt.com/assets/69d054ad451d91390b7abcd9,9002975376464.0,9002975376464.0,489.0,564.0
Haribo Tropifrutti gyümölcsízű gumicukorka 200 g,https://imageproxy.wolt.com/assets/689ba8ce87a8f04a4a7dbcb5,https://imageproxy.wolt.com/assets/69bc39df016902d4a7a17f66,9002975367349.0,9002975367349.0,799.0,849.0
Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g,https://imageproxy.wolt.com/assets/689b7fab9bbcfa1dc39bbfc3,https://imageproxy.wolt.com/assets/69df6fffddef9b56faf9e760,5996379377278.0,5996379377278.0,499.0,564.0
Haribo Wummis gyümölcsízű gumicukorka 100 g,https://imageproxy.wolt.com/assets/689b7fab9bbcfa1dc39bbfc4,https://imageproxy.wolt.com/assets/690de758f365b197a3604687,5996379377360.0,5996379377360.0,499.0,564.0
"Heineken 0.0 alkoholmentes világos sör 0,0% 0,33 l",https://imageproxy.wolt.com/assets/689b8e82f18c6aaa8030b048,https://imageproxy.wolt.com/assets/68ff66753548256996251428,5998818174257.0,5998818174257.0,419.0,449.0
"Heineken 0.0 alkoholmentes világos sör 0,0% 0,5 l",https://imageproxy.wolt.com/assets/689baa0c9bbcfa1dc39be1a4,https://imageproxy.wolt.com/assets/69848db5eeedadb5fac626d0,9028800150320.0,9028800150320.0,509.0,544.0
"Heineken minőségi világos sör 5% 6 x 0,5 l",https://imageproxy.wolt.com/assets/689b8e84f18c6aaa8030b04e,https://imageproxy.wolt.com/assets/69c26f09a1616105d2c1ad56,5998818174790.0,5998818174790.0,2899.0,3084.0
Heineken minőségi világos sör 5% 6 x 25 cl,https://imageproxy.wolt.com/assets/689ba621f18c6aaa8030d265,https://imageproxy.wolt.com/assets/69c511f93c71c6b1ec23d656,8712000061951.0,8712000061951.0,2839.0,3029.0
Hellmann's avokádós szósz 255 g,https://imageproxy.wolt.com/assets/689ba6dc87a8f04a4a7db98c,https://imageproxy.wolt.com/assets/69d83d9cf17312ee6578f176,8720182308078.0,8720182308078.0,1139.0,1260.0
Hellmann's burger szósz 260 g,https://imageproxy.wolt.com/assets/689ba6d89bbcfa1dc39bdc40,https://imageproxy.wolt.com/assets/69c512043c71c6b1ec23d65a,8720182282057.0,8720182282057.0,1139.0,1260.0
Hellmann's burger szósz csemegeuborka és vöröshagyma darabokkal 258 g,https://imageproxy.wolt.com/assets/689ba6d69bbcfa1dc39bdc3b,https://imageproxy.wolt.com/assets/69d83d9ff17312ee6578f17a,8720182197870.0,8720182197870.0,1139.0,1260.0
Hellmann's Cheddar sajtos szósz 250 g,https://imageproxy.wolt.com/assets/689ba56e9bbcfa1dc39bda05,https://imageproxy.wolt.com/assets/69c512023c71c6b1ec23d658,8710522976876.0,8710522976876.0,1139.0,1260.0
Hellmann's chilis szósz 250 ml,https://imageproxy.wolt.com/assets/689ba63b9bbcfa1dc39bdb35,https://imageproxy.wolt.com/assets/69d83d9cf17312ee6578f177,8712566388066.0,8712566388066.0,1139.0,1260.0
Hellmann's fokhagymás szósz 260 g,https://imageproxy.wolt.com/assets/689ba6ef9bbcfa1dc39bdc5c,https://imageproxy.wolt.com/assets/69c512053c71c6b1ec23d65b,8720182817730.0,8720182817730.0,1139.0,1260.0
Hellmann's tzatziki-jellegű szósz 258 g,https://imageproxy.wolt.com/assets/689badae87a8f04a4a7dc77b,https://imageproxy.wolt.com/assets/69d83dadf17312ee6578f185,8720182589699.0,8720182589699.0,1139.0,1260.0
Hellmann's édes-savanyú szósz 280 g,https://imageproxy.wolt.com/assets/689bacf887a8f04a4a7dc555,https://imageproxy.wolt.com/assets/69c5120a3c71c6b1ec23d65e,8720182589323.0,8720182589323.0,1139.0,1260.0
"Herbária filterezett borsosmentalevél 25 filter 37,5 g",https://imageproxy.wolt.com/assets/689b804487a8f04a4a7d8ebe,https://imageproxy.wolt.com/assets/690b4384f0e433b8a3b0b14b,5997005330056.0,5997005330056.0,749.0,649.0
Herbária filterezett csalánlevél 25 filter 25 g,https://imageproxy.wolt.com/assets/689b804487a8f04a4a7d8ec0,https://imageproxy.wolt.com/assets/690b4384f0e433b8a3b0b14a,5997005330070.0,5997005330070.0,579.0,649.0
House Salad 2 db kaszinótojás + 2 db tormás sonkatekercs cukorral és édesítőszerekkel 380 g,https://imageproxy.wolt.com/assets/67c03a223cde546b72ee089d,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/fd614...,5999545212540.0,5999545212540.0,1359.0,1429.0
Iglo gyorsfagyasztott halrudacska 15 x 28 g (420 g),https://imageproxy.wolt.com/assets/689ba99387a8f04a4a7dbe1b,https://imageproxy.wolt.com/assets/696e244937fecf84c67b9595,9008695415124.0,9008695415124.0,2599.0,2704.0
Iglo gyorsfagyasztott halrúd ropogós bundában 12 x 28 g (336 g),https://imageproxy.wolt.com/assets/689ba99287a8f04a4a7dbe1a,https://imageproxy.wolt.com/assets/696e244937fecf84c67b9596,9008695416527.0,9008695416527.0,2629.0,2734.0
Iglo gyorsfagyasztott krémes parajpüré 450 g,https://imageproxy.wolt.com/assets/689ba9949bbcfa1dc39be0d5,https://imageproxy.wolt.com/assets/696e244a37fecf84c67b959a,9008695420029.0,9008695420029.0,969.0,1009.0
Iglo gyorsfagyasztott natúr zsenge parajkrém 450 g,https://imageproxy.wolt.com/assets/689ba9959bbcfa1dc39be0d8,https://imageproxy.wolt.com/assets/696e244b37fecf84c67b959b,9008695420128.0,9008695420128.0,759.0,789.0
Jacobs Espresso Classico őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5cbf18c6aaa8030d226,https://imageproxy.wolt.com/assets/6943f4123f31751f2f3388b2,8711000371176.0,8711000371176.0,1749.0,1679.0
Jacobs Espresso Intenso őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5cbf18c6aaa8030d224,https://imageproxy.wolt.com/assets/6943f4123f31751f2f3388b3,8711000371183.0,8711000371183.0,1749.0,1679.0
Jacobs Espresso Intenso őrölt-pörkölt kávé kapszulában 40 db 208 g,https://imageproxy.wolt.com/assets/689ba5cf87a8f04a4a7db8a0,https://imageproxy.wolt.com/assets/6943f40e3f31751f2f33889f,8711000397763.0,8711000397763.0,4599.0,4829.0
Jacobs Espresso Ristretto őrölt-pörkölt kávé kapszulában 40 db 208 g,https://imageproxy.wolt.com/assets/689ba5f4f18c6aaa8030d23e,https://imageproxy.wolt.com/assets/6943f40e3f31751f2f3388a2,8711000678763.0,8711000678763.0,4599.0,4829.0
Jacobs Gold instant kávé 200 g,https://imageproxy.wolt.com/assets/689ba5e387a8f04a4a7db8b2,https://imageproxy.wolt.com/assets/694150fb971a9b8089960800,8711000516195.0,8711000516195.0,4199.0,4619.0
Jacobs Krönung instant kávé 200 g,https://imageproxy.wolt.com/assets/689ba5e387a8f04a4a7db8b3,https://imageproxy.wolt.com/assets/694150f6971a9b80899607f4,8711000516164.0,8711000516164.0,4199.0,4619.0
Jacobs Lungo Intenso őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5cd9bbcfa1dc39bda8e,https://imageproxy.wolt.com/assets/6943f4133f31751f2f3388b6,8711000371244.0,8711000371244.0,1749.0,1679.0
Jaus szezámmagos hamburger zsemle 6 x 50 g (300 g),https://imageproxy.wolt.com/assets/678e0e34daf01e7f1ad1aeb0,https://imageproxy.wolt.com/assets/689b6bd487a8f04a4a7d7644,4003587070554.0,4058077763140.0,1049.0,1134.0
Jägermeister gyógynövénylikőr 35% 700 ml,https://imageproxy.wolt.com/assets/689badc387a8f04a4a7dc7cb,https://imageproxy.wolt.com/assets/69d6357cf17312ee6578ee1e,4067700031846.0,4067700031846.0,8449.0,9005.0
Kaiser klasszikus májas 200 g,https://imageproxy.wolt.com/assets/689b8af587a8f04a4a7da0c4,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/5b6d3...,5998279181177.0,5998279181177.0,499.0,299.0
Karaván szeletelt füstölt zsíros ömlesztett sajt 125 g,https://imageproxy.wolt.com/assets/689b89c7f18c6aaa8030a72d,https://imageproxy.wolt.com/assets/699c48d333fb99da5472fb4d,5998201564948.0,5998201564948.0,849.0,934.0
Karfiol db,https://imageproxy.wolt.com/assets/689b9cd9f18c6aaa8030c511,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/38cdd...,5999886187842.0,(nincs),999.0,1559.0
Kelkáposzta lédig,https://imageproxy.wolt.com/assets/689b6b4e87a8f04a4a7d7483,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/ff04c...,4007508002389.0,(nincs),599.0,124.8
Kezeletlen héjú citrom 400 g,https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/e9bd8...,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/540b3...,(nincs),(nincs),849.0,935.0
KitKat ropogós ostya mogyorós krémmel tej- és étcsokoládéban 99 g,https://imageproxy.wolt.com/assets/689bb4cd87a8f04a4a7ddedf,https://imageproxy.wolt.com/assets/6908a0bf5a64760b23662102,3800020491546.0,3800020491546.0,999.0,1049.0
"KitKat ropogós ostya tejcsokoládéban 41,5 g",https://imageproxy.wolt.com/assets/689b76d487a8f04a4a7d80e2,https://imageproxy.wolt.com/assets/69833c54879d20d22ae7f1df,40052489.0,40052489.0,349.0,369.0
Knorr halászlékocka 12 x 10 g (120 g),https://imageproxy.wolt.com/assets/689b7fa69bbcfa1dc39bbfba,https://imageproxy.wolt.com/assets/698c76b2a51adfa230b31a5f,5996358014286.0,5996358014286.0,869.0,914.0
Knorr marhahúsleves-kocka 12 x 10 g (120 g),https://imageproxy.wolt.com/assets/689ba5fc9bbcfa1dc39bdad6,https://imageproxy.wolt.com/assets/698c76b1a51adfa230b31a5d,8711200318735.0,8711200318735.0,839.0,884.0
Knorr tyúkhúsleveskocka 12 x 10 g (120 g),https://imageproxy.wolt.com/assets/689b7fa587a8f04a4a7d8db6,https://imageproxy.wolt.com/assets/698c76b0a51adfa230b31a5b,5996358014187.0,5996358014187.0,839.0,884.0
Knorr tyúkhúsleveskocka 6 x 10 g (60 g),https://imageproxy.wolt.com/assets/689b7fa587a8f04a4a7d8db9,https://imageproxy.wolt.com/assets/698c76b2a51adfa230b31a60,5996358014170.0,5996358014170.0,539.0,569.0
Knorr XXL tyúkhúsleveskocka 18 x 10 g (180 g),https://imageproxy.wolt.com/assets/689b7fa587a8f04a4a7d8db8,https://imageproxy.wolt.com/assets/698c76b3a51adfa230b31a62,5996358014194.0,5996358014194.0,999.0,1049.0
Kometa Kemencés szeletelt sült csirkemellsonka 90 g,https://imageproxy.wolt.com/assets/689bb04e87a8f04a4a7dcfd8,https://imageproxy.wolt.com/assets/69d4e3d7081970206946f126,5998002051838.0,5998002051838.0,859.0,839.0
Kometa Kemencés szeletelt sült sertés sonka 90 g,https://imageproxy.wolt.com/assets/689bafeb87a8f04a4a7dcebf,https://imageproxy.wolt.com/assets/69ce4cad804cb482365a0f8d,5998002084829.0,5998002084829.0,859.0,839.0
Kometa Kemencés szeletelt sült tarja 100 g,https://imageproxy.wolt.com/assets/689b8721f18c6aaa8030a307,https://imageproxy.wolt.com/assets/69ce4cbe804cb482365a0fa7,5998002084843.0,5998002084843.0,859.0,839.0
Kígyóuborka db,https://imageproxy.wolt.com/assets/689ba2389bbcfa1dc39bd6ef,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/82ef6...,8436557064172.0,(nincs),349.0,519.0
Körte 4 db,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/0a94c...,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/598d9...,(nincs),(nincs),995.0,945.0
Körte nashi db,https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/44da4...,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/e4983...,(nincs),(nincs),499.0,624.0
"Kőbányai világos sör 4,3% 0,33 l",https://imageproxy.wolt.com/assets/689b8dfcf18c6aaa8030af24,https://imageproxy.wolt.com/assets/6932d078fb724c46d5246f87,5998817313398.0,5998817313398.0,329.0,364.0
"Kőbányai világos sör 4,3% 6 x 0,5 l",https://imageproxy.wolt.com/assets/689b8e01f18c6aaa8030af2b,https://imageproxy.wolt.com/assets/6932d078fb724c46d5246f86,5998817313718.0,5998817313718.0,2399.0,2559.0
L'OR Crema Absolu Classique szemes pörkölt kávé 1000 g,https://imageproxy.wolt.com/assets/689ba5d19bbcfa1dc39bda93,https://imageproxy.wolt.com/assets/6943f40a3f31751f2f33888b,8711000400791.0,8711000400791.0,10999.0,11129.0
L'OR Espresso Brazil szemes pörkölt kávé 500 g,https://imageproxy.wolt.com/assets/689ba5d887a8f04a4a7db8a8,https://imageproxy.wolt.com/assets/6943f4093f31751f2f338889,8711000464649.0,8711000464649.0,5799.0,6089.0
L'OR Espresso Colombia őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5c89bbcfa1dc39bda85,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ad,8711000357613.0,8711000357613.0,2099.0,2049.0
L'OR Espresso Decaffeinato koffeinmentes őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5c99bbcfa1dc39bda88,https://imageproxy.wolt.com/assets/6943f3fd3f31751f2f338875,8711000357965.0,8711000357965.0,2099.0,2049.0
L'OR Espresso karamellízű őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5def18c6aaa8030d232,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388af,8711000488225.0,8711000488225.0,2099.0,2049.0
L'OR Espresso mogyoróízű őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5f79bbcfa1dc39bdacf,https://imageproxy.wolt.com/assets/6943f3fe3f31751f2f338876,8711000712559.0,8711000712559.0,2099.0,2049.0
L'OR Espresso Or Rose őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5c99bbcfa1dc39bda89,https://imageproxy.wolt.com/assets/6943f4113f31751f2f3388ae,8711000360606.0,8711000360606.0,2099.0,2049.0
L'OR Espresso Ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5c99bbcfa1dc39bda87,https://imageproxy.wolt.com/assets/6943f4103f31751f2f3388ac,8711000357576.0,8711000357576.0,2099.0,2049.0
L'OR Espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,https://imageproxy.wolt.com/assets/689ba5db9bbcfa1dc39bdaa5,https://imageproxy.wolt.com/assets/6943f4023f31751f2f33887d,8711000488201.0,8711000488201.0,2099.0,2049.0
"Lambertz Mozart Golyó csokoládés praliné pisztácia-marcipán, marcipán, mogyoró-nugát töltettel 200 g",https://imageproxy.wolt.com/assets/689b6b4c87a8f04a4a7d747b,https://imageproxy.wolt.com/assets/678e0e40daf01e7f1ad1aef5,4006894276800.0,4006894733709.0,2499.0,2624.0
Lestello bulgur 2 x 125 g,https://imageproxy.wolt.com/assets/689bb02687a8f04a4a7dcf5f,https://imageproxy.wolt.com/assets/69205bf206e04050fa7f5f15,5902609001073.0,5902609001073.0,569.0,604.0
Lime 3 db,https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/b58c4...,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/fc13a...,(nincs),(nincs),499.0,624.0
"Lindemans Tarot Noir belga vörös erdei gyümölcsös lambic sör 8% 0,25 l",https://imageproxy.wolt.com/assets/689b784687a8f04a4a7d851f,https://imageproxy.wolt.com/assets/691b163caf7ff67e6dc54474,5411223005300.0,5411223005300.0,1249.0,1424.0
Lindt Lindor tejcsokoládé lágyan olvadó narancsos töltelékkel 38 g,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/e190e...,https://imageproxy.wolt.com/assets/678e0e40daf01e7f1ad1aef8,4000539397660.0,4000539397660.0,579.0,660.0
Lindt Swiss Luxury Selection csokoládéválogatás 143 g,https://imageproxy.wolt.com/assets/689b9dfa87a8f04a4a7daef3,https://imageproxy.wolt.com/assets/68ecf1a5190712a29dd2f83e,7610400096560.0,7610400096560.0,5499.0,5774.0
Lorenz Pomsticks sós burgonya pálcikák 85 g,https://imageproxy.wolt.com/assets/689b6bb387a8f04a4a7d75dc,https://imageproxy.wolt.com/assets/68f8ced85d9a046ba8e94a1c,4018077821424.0,4018077821424.0,699.0,755.0
Loyd erdei gyümölcs ízű filteres tea 20 filter 40 g,https://imageproxy.wolt.com/assets/689b7aae9bbcfa1dc39bb5ac,https://imageproxy.wolt.com/assets/698dc830a51adfa230b31ca8,5900396022455.0,5900396022455.0,739.0,794.0
Lurpak enyhén sózott kenhető keverék készítmény 200 g,https://imageproxy.wolt.com/assets/689b7a2087a8f04a4a7d8bc4,https://imageproxy.wolt.com/assets/698f198d960776714feee152,5740900400849.0,5740900400849.0,1849.0,1944.0
Lurpak kenhető keverék készítmény vajjal és növényi olajjal 200 g,https://imageproxy.wolt.com/assets/689b7a2087a8f04a4a7d8bc3,https://imageproxy.wolt.com/assets/698c76b6a51adfa230b31a6a,5740900401402.0,5740900401402.0,1849.0,1944.0
Maggi Erőleveskocka 120 g,https://imageproxy.wolt.com/assets/689ba2e89bbcfa1dc39bd75b,https://imageproxy.wolt.com/assets/69205b9406e04050fa7f5e44,8585002484932.0,8585002484932.0,839.0,884.0
Maggi Füstölt ízű ízesítőkocka 60 g,https://imageproxy.wolt.com/assets/689ba2d19bbcfa1dc39bd751,https://imageproxy.wolt.com/assets/69205b9206e04050fa7f5e3c,8585002470232.0,8585002470232.0,549.0,579.0
Maggi klasszikus bolognai szósz 500 g,https://imageproxy.wolt.com/assets/689b9e5587a8f04a4a7daf87,https://imageproxy.wolt.com/assets/69205b9106e04050fa7f5e38,7613039380536.0,8445291410473.0,1339.0,1629.0
Maggi Magyaros gulyásleveskocka 60 g,https://imageproxy.wolt.com/assets/689ba2cf87a8f04a4a7db60c,https://imageproxy.wolt.com/assets/6936c55ab0f2d0c0d8d5a0f9,8585002470171.0,8585002470171.0,549.0,579.0
Maggi magyaros halászlé kocka 60 g,https://imageproxy.wolt.com/assets/689ba2cf87a8f04a4a7db60b,https://imageproxy.wolt.com/assets/6936c559b0f2d0c0d8d5a0f6,8585002470133.0,8585002470133.0,458.0,484.0
Maggi Magyaros pörköltszaftkocka 60 g,https://imageproxy.wolt.com/assets/689ba2ce87a8f04a4a7db60a,https://imageproxy.wolt.com/assets/6936c55ab0f2d0c0d8d5a0f7,8585002470195.0,8585002470195.0,549.0,579.0
Maggi Marhahúsleves-kocka 120 g,https://imageproxy.wolt.com/assets/689ba2e587a8f04a4a7db612,https://imageproxy.wolt.com/assets/689ba2ef87a8f04a4a7db61d,8585002484918.0,8585002485670.0,839.0,884.0
Maggi Tyúkhúsleveskocka 120 g,https://imageproxy.wolt.com/assets/689ba2e587a8f04a4a7db613,https://imageproxy.wolt.com/assets/69205b9706e04050fa7f5e4d,8585002484871.0,8585002484871.0,839.0,884.0
Maggi zöldfűszeres bolognai szósz 500 g,https://imageproxy.wolt.com/assets/689b9e5587a8f04a4a7daf88,https://imageproxy.wolt.com/assets/689ba28bf18c6aaa8030ce09,7613039380994.0,8445291410428.0,1339.0,1629.0
Maggi Ízvarázs ételízesítő 10 féle zöldséggel 75 g,https://imageproxy.wolt.com/assets/689ba2d19bbcfa1dc39bd750,https://imageproxy.wolt.com/assets/69205b8606e04050fa7f5e19,8585002472670.0,8585002472670.0,459.0,489.0
Magnum Mini Multipack Jégkrém Dupla Karamell - Dupla Csokoládé 6 x 55 ml,https://imageproxy.wolt.com/assets/689bb3c287a8f04a4a7ddb59,https://imageproxy.wolt.com/assets/69147e4143a2bd3cfbf4615c,8711327578463.0,8711327578463.0,2499.0,2704.0
Magnum Mini Multipack Jégkrém Dupla Karamell Mandula-Dupla Gold Karamell Billionaire 6 x 55 ml,https://imageproxy.wolt.com/assets/689bb3c19bbcfa1dc39bebf8,https://imageproxy.wolt.com/assets/69147e4243a2bd3cfbf4615e,8711327585782.0,8711327585782.0,2499.0,2704.0
Magnum Mini Multipack Jégkrém Mandula 6 x 55 ml,https://imageproxy.wolt.com/assets/689ba61187a8f04a4a7db8d8,https://imageproxy.wolt.com/assets/69132c8ee9eb908bf84ef7a8,8711327611924.0,8711327611924.0,2499.0,2704.0
Magnum Multipack Jégkrém Klasszik 6 x 100 ml,https://imageproxy.wolt.com/assets/689bb3d59bbcfa1dc39bec11,https://imageproxy.wolt.com/assets/69132d4ee9eb908bf84ef8e9,8711327532359.0,8711327532359.0,3999.0,4159.0
MAGNUM Multipack Jégkrém Klasszik-Mandula-Fehér 580 ml,https://imageproxy.wolt.com/assets/689bb3cf87a8f04a4a7ddb85,https://imageproxy.wolt.com/assets/69132d4de9eb908bf84ef8e7,8711327621107.0,8711327621107.0,3999.0,4159.0
MAGNUM Multipack Jégkrém Vegán Mandula 3 x 90 ml,https://imageproxy.wolt.com/assets/689bb3cc9bbcfa1dc39bec08,https://imageproxy.wolt.com/assets/69132d4ee9eb908bf84ef8ea,8711327664500.0,8711327664500.0,2499.0,2599.0
Magnum Poharas Jégkrém Dupla Sós Karamell 440 ml,https://imageproxy.wolt.com/assets/689bb3c487a8f04a4a7ddb5c,https://imageproxy.wolt.com/assets/691c679386ec9335bd492736,8711327617353.0,8711327617353.0,2999.0,3179.0
Magnum Pálcikás Jégkrém Classic 110 ml,https://imageproxy.wolt.com/assets/689bb3c39bbcfa1dc39bebfb,https://imageproxy.wolt.com/assets/691c679986ec9335bd49273c,8711327612372.0,8711327612372.0,999.0,1069.0
Magnum Pálcikás Jégkrém Dupla Csokoládé 3 x 85 ml,https://imageproxy.wolt.com/assets/689bb3cd87a8f04a4a7ddb7b,https://imageproxy.wolt.com/assets/691c67a786ec9335bd492756,8711327578005.0,8711327578005.0,2299.0,2495.0
Magnum Pálcikás Jégkrém Dupla Csokoládé 85 ml,https://imageproxy.wolt.com/assets/689bb3c287a8f04a4a7ddb56,https://imageproxy.wolt.com/assets/69147e3f43a2bd3cfbf46156,8711327577978.0,8711327577978.0,999.0,1069.0
Magnum Pálcikás Jégkrém Dupla Málna 85 ml,https://imageproxy.wolt.com/assets/689bb3c287a8f04a4a7ddb55,https://imageproxy.wolt.com/assets/69147e4043a2bd3cfbf46157,8711327582996.0,8711327582996.0,999.0,1069.0
Magnum Pálcikás Jégkrém Fehér Csokoládés 110 ml,https://imageproxy.wolt.com/assets/689bb3c39bbcfa1dc39bebfc,https://imageproxy.wolt.com/assets/69132c77e9eb908bf84ef78e,8711327612945.0,8711327612945.0,999.0,1069.0
Magnum Pálcikás Jégkrém Klasszik 3 x 100 ml,https://imageproxy.wolt.com/assets/689bb3d59bbcfa1dc39bec12,https://imageproxy.wolt.com/assets/69132d4fe9eb908bf84ef8ec,8711327574991.0,8711327574991.0,2299.0,2495.0
Magnum Pálcikás Jégkrém Mandula 110 ml,https://imageproxy.wolt.com/assets/689bb3c487a8f04a4a7ddb5a,https://imageproxy.wolt.com/assets/69132c81e9eb908bf84ef79d,8711327609341.0,8711327609341.0,999.0,1069.0
Magnum Pálcikás Jégkrém Mandula 3 x 100 ml,https://imageproxy.wolt.com/assets/689bb3ce87a8f04a4a7ddb7f,https://imageproxy.wolt.com/assets/69132d4fe9eb908bf84ef8eb,8711327610835.0,8711327610835.0,2299.0,2495.0
"Magyar Trappista Sajt zsíros, félkemény trappista sajt",https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/1903c...,https://imageproxy.wolt.com/assets/69bbd7cd94e8ba0fb797db76,95998200567189.0,95998200567189.0,5130.0,5130.0
Manner mogyorókrémmel töltött ropogós ostyaszeletek 75 g,https://imageproxy.wolt.com/assets/678e0e3fdaf01e7f1ad1aeee,https://imageproxy.wolt.com/assets/689ba8349bbcfa1dc39bde6f,9000331697024.0,9000331604275.0,449.0,545.0
Marlenka mézes torta dióval 100 g,https://imageproxy.wolt.com/assets/689ba45d9bbcfa1dc39bd882,https://imageproxy.wolt.com/assets/68d688064b12d0f3005f38ea,8594071650353.0,8594071653132.0,1239.0,1404.0
