name,barcode_file1,internal_conflict_file1,barcode_file2,internal_conflict_file2,status
"Angyal Borászat Vonzás Tokaji Szamorodni száraz fehér borkülönlegesség 14,5% 0,5 l",,,5999861381586.0,False,only_in_file2
Anjuna csokoládé-mogyoró jégkrém édesítőszerrel 84 ml,,,5999860929062.0,False,only_in_file2
Anjuna málna-lime szorbé 84 ml,,,5999860929017.0,False,only_in_file2
Anthon Berg csokoládé marcipánnal és narancslikőrös málnával töltve 8 db 220 g,,,5774540989853.0,False,only_in_file2
Anthon Berg csokoládé marcipánnal és pezsgőborban lévő eperrel töltve 8 db 220 g,,,5709678267979.0,False,only_in_file2
Anthon Berg csokoládé marcipánnal és rumban lévő cseresznyével töltve 8 db 220 g,,,5774540984452.0,False,only_in_file2
Apetina krémfehérsajt olívabogyóval és fokhagymával 100 g,,,5760466799836.0,False,only_in_file2
Argeta csirkepástétom marhahússal 95 g,,,3838471029629.0,False,only_in_file2
Argeta csirkepástétom marhaszalámival 95 g,,,3838471045889.0,False,only_in_file2
Argeta pulykapástétom 95 g,,,3838975566521.0,False,only_in_file2
Arla fokhagymás fűszeres friss zsíros lágy laktózmentes krémsajt 200 g,,,5711953158483.0,False,only_in_file2
"Arla friss, zsíros, lágy krémsajt hagymával és metélőhagymával 200 g",,,5711953158520.0,False,only_in_file2
"Arla szeletelt havarti röglyukas zsírdús, félkemény sajt 150 g",,,5711953013102.0,False,only_in_file2
"Arla zsíros, félkemény, szeletelt gouda sajt 150 g",,,5711953013089.0,False,only_in_file2
Augusto Gulliver Supreme mangós és vaníliaízű jégkrém marakujaízű mangószósszal 100 ml,,,5902533423897.0,False,only_in_file2
Aviko Bistro elősütött és gyorsfagyasztott burgonyakrokett 750 g,,,8710449135608.0,False,only_in_file2
"Aviko Mama's Fries elősütött és gyorsfagyasztott, háziasan szelt héjas burgonyahasábok 750 g",,,8710449918720.0,False,only_in_file2
"Aviko Pati Parts Tex Mex elősütött, gyorsfagyasztott burgonyagerezdek tex-mex fűszerköpenyben 600 g",,,8710449986248.0,False,only_in_file2
"Aviko elősütött, gyorsfagyasztott hasábburgonya 1 kg",,,8710449925346.0,False,only_in_file2
