id,alcohol_permille,barcode_gtin,checksum,description,has_extra_info,images,max_quantity_per_purchase,name,price,product_hierarchy_tags,purchasable_balance,restrictions,tags,unit_info,vat_percentage,vat_percentage_decimal,category_slug,can_be_promoted.basket,can_be_promoted.venue,can_be_promoted.credits,sell_by_weight_config.grams_per_step,sell_by_weight_config.input_type,sell_by_weight_config.price_per_kg,unit_price.base,unit_price.price,unit_price.unit,disabled_info.disable_text,disabled_info.disable_reason,deposit.amount
66c5880276953f4db0813d97,0,5999541221775.0,239e084d6276097a9d725f3f02d46447,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/5957a904-0baa-11ef-859b-7248709ff226_37897000.jpg', 'blurhash': 'jmYvbwpSXLKHlktVGGCmTvBSh2CG'}, {'url': 'https://imageproxy.wolt.com/assets/678e0e1bdaf01e7f1ad1ae47', 'blurhash': 'jmYvbwpSXLKHlktVGGCmTvBSh2CG'}]",,Golden alma lédig,84900,[],49950,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,84900.0,1.0,84900.0,kilogram,,,
66c5880276953f4db0813d80,0,5999541221706.0,35ec7ba4fbb0713e62d40e57829c7eb5,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/8d960634-0baa-11ef-ab80-f2a986b53070_66573005.jpg', 'blurhash': 'jkZ:LxtrT;GRl4tCKXCXT;GWgOl5'}, {'url': 'https://imageproxy.wolt.com/assets/678e0e1bdaf01e7f1ad1ae43', 'blurhash': 'jkZ:LxtrT;GRl4tCKXCXT;GWgOl5'}]",,Idared alma lédig,84900,[],81000,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,84900.0,1.0,84900.0,kilogram,,,
66c5880276953f4db0813d93,0,5999541221713.0,0be3d4ba7adb45d04eed92a277cf4c6e,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/9a905cea-0baa-11ef-9f4b-06b29dded32a_71787008.jpg', 'blurhash': 'jkZuPypDX;KWpQpBBGKXT;GmcypG'}, {'url': 'https://imageproxy.wolt.com/assets/678e0e1bdaf01e7f1ad1ae45', 'blurhash': 'jkZuPypDX;KWpQpBBGKXT;GmcypG'}]",,Jonagored alma lédig,84900,[],12900,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,84900.0,1.0,84900.0,kilogram,,,
66c5880276953f4db0813db7,0,8591189961869.0,d2fe2fd13b62042adeb7a14b9c9d722c,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/0d9a6974-0bab-11ef-9e41-4243685af4ac_285396003.jpg', 'blurhash': 'jkY:ryLbX;gQp4GGCHpmT;qqcyFB'}, {'url': 'https://imageproxy.wolt.com/assets/678e0e1bdaf01e7f1ad1ae42', 'blurhash': 'jkY:ryLbX;gQp4GGCHpmT;qqcyFB'}]",,Red Jonaprince alma lédig,99900,[],16950,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,99900.0,1.0,99900.0,kilogram,,,
66c5880276953f4db0814043,0,8591189962385.0,76471aced2918d15ab8ce976b32d1603,,False,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/81be50fe-5976-11ef-a29c-9a17daacd02a_image__31_.jpg', 'blurhash': 'jiWuDCll;;PcPcKXllh4;;KG8yll'}]",,Körte Conference kg,139900,,6900,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,139900.0,1.0,139900.0,kilogram,,,
66c5880276953f4db0814237,0,5999139400766.0,73c012a424dcb4e689cc2e2d480da162,,True,"[{'url': 'https://imageproxy.wolt.com/assets/667688cab669ac6c8eaedc2f', 'blurhash': 'jeZvbKl4;;PuFDtSCGCG;;Lc8hgP'}, {'url': 'https://imageproxy.wolt.com/assets/667688cbb669ac6c8eaedc32', 'blurhash': 'jiX:PDl4;;PdGXKYplh3X;KY8yh4'}]",,S-Budget körte 1 kg,109900,['PERISHABLE'],15,[],[],1 kg,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,109900.0,kilogram,,,
67ad25f31af9fcb37887c1b2,0,8585015406594.0,16d768e843ee5495dd59f3308dc1532e,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/0bae7f08-0ee6-11f0-931e-9a347a09c22a_357115006.jpg', 'blurhash': 'jc:v7NqpX;FCF4GWHcllX;GpchuG'}]",,ALMA PINK LADY KG,149900,['PERISHABLE'],9900,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,149900.0,1.0,149900.0,kilogram,,,
67bf8f6b31caa9252d5518a6,0,,072d1bd42d2f760ec71092d3656ad393,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/055d6890-145d-11f0-a3de-569a15afc9a9_313659001.jpg', 'blurhash': 'jdLGCI4iT;LcOSKYPcllX;OSEPGH'}]",,Alma idared 4db,79500,,3,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
688bdc88f6c7a553faf61c45,0,8586015391361.0,8a52cf79f74a4ef2fa5259df39b3b3dd,,True,"[{'url': 'https://imageproxy.wolt.com/assets/66759de7e98c4a1a5c63f6ae', 'blurhash': 'jkY:;DpCX;LcPtGGh3llTuplgOKY'}]",,Abate Fetel körte lédig,139900,['PERISHABLE'],13000,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
688bdc88f6c7a553faf61e60,0,,2cf9d3e76c3ac2a9a91360660b9ec198,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/f39d5028-6e04-11f0-89eb-326ae7e8d9ab_530251002.jpg', 'blurhash': 'j6DDG04yf:R7VccP4xl4X;gyTclk'}]",,Alma crimson snow kg,139900,,0,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,Sold out,,
688bdc88f6c7a553faf61e62,0,,e8bc0a4bb3308d984fde9b4fa3957c1e,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/0838134c-6e05-11f0-842d-7e1c366a0547_551779004.jpg', 'blurhash': 'jrXubeKXX;lmPsplh4GWTKlmgQKV'}]",,Alma joya 4db,99900,,11,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
688bdc88f6c7a553faf61e64,0,,41b350e8df895b3e6860ccd2766b3dab,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/eafe7b72-6e04-11f0-9991-3afe9abc2338_237908001.jpg', 'blurhash': 'jiJapXjbX;N5TahFhqPbiqKmOVhH'}]",,Körte nashi db,49900,,19,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
688bdc88f6c7a553faf61e6f,0,,b3149c413d5e09b83dbd120abeb51425,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/f39d7f12-6e04-11f0-83a5-7e6769932a85_536889001.jpg', 'blurhash': 'jlWe7rKX;;h5TtlCl4KXX;pCcOGX'}]",,Körte dazzling gold kg,139900,,18000,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
688bdc88f6c7a553faf61e74,0,,b43321591d3c7871d9532f41640ee3bd,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/10581860-6e05-11f0-81ea-0e439a17bb02_552704005.jpg', 'blurhash': 'jiTtzmh4;;PtOSPcpGh4X;lkgPPc'}]",,Körte dazzling gold 4db,99500,,6,[],[],,27,27.0,alma-es-korte-7,True,True,True,,,,,,,,,
66c5880276953f4db0813433,0,8585015405801.0,a200ada0d3072a9f6c67df569840f92b,,True,"[{'url': 'https://imageproxy.wolt.com/assets/6675dc99e98c4a1a5c641b48', 'blurhash': 'jdYuXKPc;;cPPcLcllh4;;h44hTt'}]",,Piros szőlő 500 g,139900,['PERISHABLE'],79,[],[],500 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,279800.0,kilogram,,,
66c5880276953f4db0814062,0,5999541221683.0,5dd5394d8f28cc6c69049e248139153e,,True,"[{'url': 'https://imageproxy.wolt.com/assets/678e0e1fdaf01e7f1ad1ae4a', 'blurhash': 'jdYf3MCp;;GGOXCpllpC;;C84hpT'}]",,Szeder 125g,99900,[],68,[],[],125 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,799200.0,kilogram,,,
66c5880276953f4db081406f,0,5999861669172.0,0b2121dd022c3cadb198d9985aeed34f,,True,"[{'url': 'https://imageproxy.wolt.com/assets/678e0e1fdaf01e7f1ad1ae4b', 'blurhash': 'jkYZHsBCX;pmPcpll5LcT;GXgypC'}]",,Ribizli 125g,79900,[],41,[],[],125 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,639200.0,kilogram,,,
66c5880276953f4db081415e,0,5999861669233.0,3df1219173b830c508798fa201d4c294,,True,"[{'url': 'https://imageproxy.wolt.com/assets/678e0e1fdaf01e7f1ad1ae4e', 'blurhash': 'jlWKbvKX;;l4KXCGlltCXLpCcyKX'}]",,EPER 400g,139900,[],0,[],[],400 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,349750.0,kilogram,Sold out,,
67ad25f31af9fcb37887c1dd,0,5998899780002.0,83a5eae4bdf83628f3d5faff765c1d8f,,True,"[{'url': 'https://imageproxy.wolt.com/assets/6675dc7c1b708918eb6e26b9', 'blurhash': 'jhYu;FpS;;KHXLBDcOuGPdCqh4tC'}]",,Magnélküli fehér szőlő 500 g,119900,['PERISHABLE'],27,[],[],500 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,239800.0,kilogram,,,
67ad25f31af9fcb37887c1d4,0,,1069f4b93c2e8726c20b1bdd5cfe1557,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/fe7c5144-145c-11f0-8bde-d61f747f62cf_246448000.jpg', 'blurhash': 'jcPc7bh4X;JlTcpmCXGXX;KX8hll'}]",,MÁLNA 125G,99900,,0,[],[],,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,,,,Sold out,,
