id,alcohol_permille,barcode_gtin,checksum,description,has_extra_info,images,max_quantity_per_purchase,name,price,product_hierarchy_tags,purchasable_balance,restrictions,tags,unit_info,vat_percentage,vat_percentage_decimal,category_slug,can_be_promoted.basket,can_be_promoted.venue,can_be_promoted.credits,sell_by_weight_config.grams_per_step,sell_by_weight_config.input_type,sell_by_weight_config.price_per_kg,unit_price.base,unit_price.price,unit_price.unit,disabled_info.disable_text,disabled_info.disable_reason,deposit.amount
66c5880276953f4db0813d97,0,,32f47e596f233a0f964b31c0d29ca8e2,,False,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/ade94eb4-79b8-11f0-85ce-be212e8d2318_37897000.png', 'blurhash': 'jdZvnGPd;LcOLbGHllplXLhj8NPe'}]",,Golden alma lédig,59900,['PERISHABLE'],52050.0,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,59900.0,,,,,,
66c5880276953f4db0812b9a,0,5999033881913.0,37ba6f2cdffac8f37f647b066018abe0,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b910687a8f04a4a7da242', 'blurhash': 'jvUtfhpC;;KXpWtTGECpTKBTh4CG'}, {'url': 'https://imageproxy.wolt.com/assets/689b910787a8f04a4a7da245', 'blurhash': 'jnWtXupl;;KXGXGGpmpCX;up8yGp'}]",,S-Budget piros alma 2 kg,129900,['PERISHABLE'],20.0,[],[],2 kg,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,64950.0,kilogram,,,
66c5880276953f4db0814237,0,5999139400766.0,bcc474f669f748af3aee8db2e7c76b39,,True,"[{'url': 'https://imageproxy.wolt.com/assets/689b95da87a8f04a4a7dab2c', 'blurhash': 'jeZvbKl4;;PuFDtSCGCG;;Lc8hgP'}, {'url': 'https://imageproxy.wolt.com/assets/689b95db87a8f04a4a7dab31', 'blurhash': 'jiX:PDl4;;PdGXKYplh3X;KY8yh4'}]",,S-Budget körte 1 kg,89900,['PERISHABLE'],13.0,[],[],1 kg,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,89900.0,kilogram,,,
66c5880276953f4db08140d8,0,,522f83d860efbb35be856043c992980f,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/0a94c222-994b-11f0-8469-3a8c47fd6da3_4_db_k_rte.jpg', 'blurhash': 'jgY:XEGX;;plLcGGpCl4XLGGcOpS'}]",,Körte 4 db,99500,['PERISHABLE'],4.0,[],[],4 pcs,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,24875.0,piece,,,
67bf8f6b31caa9252d5518af,0,,bd79f07f556f43c7e6539e6a2982618c,,False,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/49424760-994b-11f0-8c36-829ff0dc0c22_157101.jpg', 'blurhash': 'jfPseVcP;;KX;;BBGqll;;PccOGm'}]",,Xenia körte lédig,99900,['PERISHABLE'],15000.0,[],[],,27,27.0,alma-es-korte-7,True,True,True,150.0,grams,99900.0,,,,,,
688bdc88f6c7a553faf61e68,0,,7d0fb0f5ce21cc307290ecfa23688068,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/eafeef9e-6e04-11f0-ae49-7ed67a7b64c3_94843002.jpg', 'blurhash': 'jiUcz9gPX;Pt;;FlmnrcX;uYgPtR'}]",,Gránátalma db,59900,['PERISHABLE'],25.0,[],[],1 pc,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,59900.0,piece,,,
688bdc88f6c7a553faf61e64,0,,41b350e8df895b3e6860ccd2766b3dab,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/44da4e90-78fb-11f0-b538-76314f348b2c_237908001.png', 'blurhash': 'j5E8R1bZ0YV4;H5qdbXI6HWB;rds'}]",,Körte nashi db,49900,['PERISHABLE'],3.0,[],[],1 pc,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,49900.0,piece,,,
68d30cacfc07aa8af38eff09,0,5990711672250.0,b73133f083adf6ff53cabec49c4fd99b,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/5d05c754-9482-11f0-8640-ce7427a393ee_288190004.png', 'blurhash': 'jxWtH9GXX;tBqGuppCBCPttCllqn'}]",,Gála alma 4 db,79500,['PERISHABLE'],6.0,[],[],650 g,27,27.0,alma-es-korte-7,True,True,True,,,,1.0,122308.0,kilogram,,,
66c5880276953f4db081415e,0,,533e5451ab0665b3ae9f640170c7ced8,,False,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/1654a37e-790d-11f0-9257-0efc9fe7468e_430764008.png', 'blurhash': 'jnPryQllX;FDXKKXh4ll;;pCl4GX'}]",,Eper 400 g,179900,['PERISHABLE'],11.0,[],[],400 g,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,1.0,449750.0,kilogram,,,
67ad25f31af9fcb37887c1d4,0,,e5ec29f279ad8c651906e9f321a050c3,,True,"[{'url': 'https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/d0c1d9ce-9948-11f0-b151-3268915a0aa3_dekor_repro_00964__1_.jpg', 'blurhash': 'jcZLbOll;;PcllpCLcKXX;KX8hh4'}]",,Málna 125 g,99900,['PERISHABLE'],24.0,[],[],,27,27.0,szolo-es-bogyos-gyumolcsok-8,True,True,True,,,,,,,,,
