index,name,path,facet_code,facet,parent_path,depth,product_count
13,Alapvető élelmiszerek,Alapvető élelmiszerek,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVr,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVr,,0,3040
411,Baba,Baba,QmFiYQ==,b;QmFiYQ==,,0,435
426,Drogéria,Drogéria,RHJvZyVDMyVBOXJpYQ==,b;RHJvZyVDMyVBOXJpYQ==,,0,2366
197,Háztartás,Háztartás,SCVDMyVBMXp0YXJ0JUMzJUExcw==,b;SCVDMyVBMXp0YXJ0JUMzJUExcw==,,0,1320
7,Húsáru,Húsáru,SCVDMyVCQXMlQzMlQTFydQ==,b;SCVDMyVCQXMlQzMlQTFydQ==,,0,625
43,Italok,Italok,SXRhbG9r,b;SXRhbG9r,,0,2424
266,Kisállat,Kisállat,S2lzJUMzJUExbGxhdA==,b;S2lzJUMzJUExbGxhdA==,,0,586
257,Most ajánlott!,Most ajánlott!,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjE=,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjE=,,0,164
61,Mélyhűtött,Mélyhűtött,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dA==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dA==,,0,590
495,Otthon-hobbi,Otthon-hobbi,T3R0aG9uLWhvYmJp,b;T3R0aG9uLWhvYmJp,,0,3818
53,Pékáru,Pékáru,UCVDMyVBOWslQzMlQTFydQ==,b;UCVDMyVBOWslQzMlQTFydQ==,,0,294
107,Speciális,Speciális,U3BlY2klQzMlQTFsaXM=,b;U3BlY2klQzMlQTFsaXM=,,0,986
17,Tejtermék-tojás,Tejtermék-tojás,VGVqdGVybSVDMyVBOWstdG9qJUMzJUExcw==,b;VGVqdGVybSVDMyVBOWstdG9qJUMzJUExcw==,,0,826
1,Zöldség és gyümölcs,Zöldség és gyümölcs,WiVDMyVCNmxkcyVDMyVBOWclMjAlQzMlQTlzJTIwZ3klQzMlQkNtJUMzJUI2bGNz,b;WiVDMyVCNmxkcyVDMyVBOWclMjAlQzMlQTlzJTIwZ3klQzMlQkNtJUMzJUI2bGNz,,0,456
1714,Újdonságok,Újdonságok,JUMzJTlBamRvbnMlQzMlQTFnb2s=,b;JUMzJTlBamRvbnMlQzMlQTFnb2s=,,0,7
973,Ajándékkosarak,Alapvető élelmiszerek|Ajándékkosarak,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQWolQzMlQTFuZCVDMyVBOWtrb3NhcmFr,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQWolQzMlQTFuZCVDMyVBOWtrb3NhcmFr,Alapvető élelmiszerek,1,5
903,Csokoládék,Alapvető élelmiszerek|Csokoládék,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQ3Nva29sJUMzJUExZCVDMyVBOWs=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQ3Nva29sJUMzJUExZCVDMyVBOWs=,Alapvető élelmiszerek,1,310
917,"Cukorkák, rágógumik és egyéb édességek","Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQ3Vrb3JrJUMzJUExaywlMjByJUMzJUExZyVDMyVCM2d1bWlrJTIwJUMzJUE5cyUyMGVneSVDMyVBOWIlMjAlQzMlQTlkZXNzJUMzJUE5Z2Vr,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDQ3Vrb3JrJUMzJUExaywlMjByJUMzJUExZyVDMyVCM2d1bWlrJTIwJUMzJUE5cyUyMGVneSVDMyVBOWIlMjAlQzMlQTlkZXNzJUMzJUE5Z2Vr,Alapvető élelmiszerek,1,178
342,"Gabona- és kukoricapelyhek, müzli","Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDR2Fib25hLSUyMCVDMyVBOXMlMjBrdWtvcmljYXBlbHloZWssJTIwbSVDMyVCQ3psaQ==,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDR2Fib25hLSUyMCVDMyVBOXMlMjBrdWtvcmljYXBlbHloZWssJTIwbSVDMyVCQ3psaQ==,Alapvető élelmiszerek,1,190
240,"Instant ételalapok, levesporok","Alapvető élelmiszerek|Instant ételalapok, levesporok",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDSW5zdGFudCUyMCVDMyVBOXRlbGFsYXBvaywlMjBsZXZlc3Bvcm9r,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDSW5zdGFudCUyMCVDMyVBOXRlbGFsYXBvaywlMjBsZXZlc3Bvcm9r,Alapvető élelmiszerek,1,173
891,"Kekszek, piskóták, nápolyik","Alapvető élelmiszerek|Kekszek, piskóták, nápolyik",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDS2Vrc3playwlMjBwaXNrJUMzJUIzdCVDMyVBMWssJTIwbiVDMyVBMXBvbHlpaw==,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDS2Vrc3playwlMjBwaXNrJUMzJUIzdCVDMyVBMWssJTIwbiVDMyVBMXBvbHlpaw==,Alapvető élelmiszerek,1,187
85,"Konzervek, olívabogyók","Alapvető élelmiszerek|Konzervek, olívabogyók",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDS29uemVydmVrLCUyMG9sJUMzJUFEdmFib2d5JUMzJUIzaw==,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDS29uemVydmVrLCUyMG9sJUMzJUFEdmFib2d5JUMzJUIzaw==,Alapvető élelmiszerek,1,296
485,Készételek,Alapvető élelmiszerek|Készételek,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDSyVDMyVBOXN6JUMzJUE5dGVsZWs=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDSyVDMyVBOXN6JUMzJUE5dGVsZWs=,Alapvető élelmiszerek,1,167
222,"Lekvár, méz és mogyorókrém","Alapvető élelmiszerek|Lekvár, méz és mogyorókrém",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTGVrdiVDMyVBMXIsJTIwbSVDMyVBOXolMjAlQzMlQTlzJTIwbW9neW9yJUMzJUIza3IlQzMlQTlt,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTGVrdiVDMyVBMXIsJTIwbSVDMyVBOXolMjAlQzMlQTlzJTIwbW9neW9yJUMzJUIza3IlQzMlQTlt,Alapvető élelmiszerek,1,69
35,Liszt,Alapvető élelmiszerek|Liszt,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTGlzenQ=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTGlzenQ=,Alapvető élelmiszerek,1,27
365,Nemzetközi konyha,Alapvető élelmiszerek|Nemzetközi konyha,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTmVtemV0ayVDMyVCNnppJTIwa29ueWhh,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTmVtemV0ayVDMyVCNnppJTIwa29ueWhh,Alapvető élelmiszerek,1,142
73,"Olaj, ecet","Alapvető élelmiszerek|Olaj, ecet",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDT2xhaiwlMjBlY2V0,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDT2xhaiwlMjBlY2V0,Alapvető élelmiszerek,1,49
104,"Rizs, tészta, hüvelyesek, egyéb köretek","Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUml6cywlMjB0JUMzJUE5c3p0YSwlMjBoJUMzJUJDdmVseWVzZWssJTIwZWd5JUMzJUE5YiUyMGslQzMlQjZyZXRlaw==,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUml6cywlMjB0JUMzJUE5c3p0YSwlMjBoJUMzJUJDdmVseWVzZWssJTIwZWd5JUMzJUE5YiUyMGslQzMlQjZyZXRlaw==,Alapvető élelmiszerek,1,184
894,"Rágcsálnivalók, chips","Alapvető élelmiszerek|Rágcsálnivalók, chips",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUiVDMyVBMWdjcyVDMyVBMWxuaXZhbCVDMyVCM2ssJTIwY2hpcHM=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUiVDMyVBMWdjcyVDMyVBMWxuaXZhbCVDMyVCM2ssJTIwY2hpcHM=,Alapvető élelmiszerek,1,319
204,"Szószok, mártások, poralapok","Alapvető élelmiszerek|Szószok, mártások, poralapok",QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDU3olQzMlQjNzem9rLCUyMG0lQzMlQTFydCVDMyVBMXNvaywlMjBwb3JhbGFwb2s=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDU3olQzMlQjNzem9rLCUyMG0lQzMlQTFydCVDMyVBMXNvaywlMjBwb3JhbGFwb2s=,Alapvető élelmiszerek,1,222
14,Só és Cukor,Alapvető élelmiszerek|Só és Cukor,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUyVDMyVCMyUyMCVDMyVBOXMlMjBDdWtvcg==,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUyVDMyVCMyUyMCVDMyVBOXMlMjBDdWtvcg==,Alapvető élelmiszerek,1,25
77,Sütés-főzés hozzávalók,Alapvető élelmiszerek|Sütés-főzés hozzávalók,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUyVDMyVCQ3QlQzMlQTlzLWYlQzUlOTF6JUMzJUE5cyUyMGhvenolQzMlQTF2YWwlQzMlQjNr,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUyVDMyVCQ3QlQzMlQTlzLWYlQzUlOTF6JUMzJUE5cyUyMGhvenolQzMlQTF2YWwlQzMlQjNr,Alapvető élelmiszerek,1,206
278,Tesco Finest termékek,Alapvető élelmiszerek|Tesco Finest termékek,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDVGVzY28lMjBGaW5lc3QlMjB0ZXJtJUMzJUE5a2Vr,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDVGVzY28lMjBGaW5lc3QlMjB0ZXJtJUMzJUE5a2Vr,Alapvető élelmiszerek,1,37
146,Ételízesítés,Alapvető élelmiszerek|Ételízesítés,QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDJUMzJTg5dGVsJUMzJUFEemVzJUMzJUFEdCVDMyVBOXM=,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDJUMzJTg5dGVsJUMzJUFEemVzJUMzJUFEdCVDMyVBOXM=,Alapvető élelmiszerek,1,254
1528,Baba kiegészítők,Baba|Baba kiegészítők,QmFiYSU3Q0JhYmElMjBraWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,b;QmFiYSU3Q0JhYmElMjBraWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,Baba,1,30
1505,Babakeksz és snack,Baba|Babakeksz és snack,QmFiYSU3Q0JhYmFrZWtzeiUyMCVDMyVBOXMlMjBzbmFjaw==,b;QmFiYSU3Q0JhYmFrZWtzeiUyMCVDMyVBOXMlMjBzbmFjaw==,Baba,1,12
412,Babapelenkák,Baba|Babapelenkák,QmFiYSU3Q0JhYmFwZWxlbmslQzMlQTFr,b;QmFiYSU3Q0JhYmFwZWxlbmslQzMlQTFr,Baba,1,144
1424,Babaápolási termékek,Baba|Babaápolási termékek,QmFiYSU3Q0JhYmElQzMlQTFwb2wlQzMlQTFzaSUyMHRlcm0lQzMlQTlrZWs=,b;QmFiYSU3Q0JhYmElQzMlQTFwb2wlQzMlQTFzaSUyMHRlcm0lQzMlQTlrZWs=,Baba,1,98
1123,Bébiital,Baba|Bébiital,QmFiYSU3Q0IlQzMlQTliaWl0YWw=,b;QmFiYSU3Q0IlQzMlQTliaWl0YWw=,Baba,1,3
491,Bébiétel,Baba|Bébiétel,QmFiYSU3Q0IlQzMlQTliaSVDMyVBOXRlbA==,b;QmFiYSU3Q0IlQzMlQTliaSVDMyVBOXRlbA==,Baba,1,66
1508,Tej- és gabonapépek,Baba|Tej- és gabonapépek,QmFiYSU3Q1Rlai0lMjAlQzMlQTlzJTIwZ2Fib25hcCVDMyVBOXBlaw==,b;QmFiYSU3Q1Rlai0lMjAlQzMlQTlzJTIwZ2Fib25hcCVDMyVBOXBlaw==,Baba,1,31
1511,Tápszer és Junior gyerekital,Baba|Tápszer és Junior gyerekital,QmFiYSU3Q1QlQzMlQTFwc3plciUyMCVDMyVBOXMlMjBKdW5pb3IlMjBneWVyZWtpdGFs,b;QmFiYSU3Q1QlQzMlQTFwc3plciUyMCVDMyVBOXMlMjBKdW5pb3IlMjBneWVyZWtpdGFs,Baba,1,51
1365,Bőrápolás,Drogéria|Bőrápolás,RHJvZyVDMyVBOXJpYSU3Q0IlQzUlOTFyJUMzJUExcG9sJUMzJUExcw==,b;RHJvZyVDMyVBOXJpYSU3Q0IlQzUlOTFyJUMzJUExcG9sJUMzJUExcw==,Drogéria,1,253
1492,Egyéb kozmetikumok,Drogéria|Egyéb kozmetikumok,RHJvZyVDMyVBOXJpYSU3Q0VneSVDMyVBOWIlMjBrb3ptZXRpa3Vtb2s=,b;RHJvZyVDMyVBOXJpYSU3Q0VneSVDMyVBOWIlMjBrb3ptZXRpa3Vtb2s=,Drogéria,1,3
1417,Férfi borotválkozás,Drogéria|Férfi borotválkozás,RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQTlyZmklMjBib3JvdHYlQzMlQTFsa296JUMzJUExcw==,b;RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQTlyZmklMjBib3JvdHYlQzMlQTFsa296JUMzJUExcw==,Drogéria,1,101
479,Férfi kozmetikumok,Drogéria|Férfi kozmetikumok,RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQTlyZmklMjBrb3ptZXRpa3Vtb2s=,b;RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQTlyZmklMjBrb3ptZXRpa3Vtb2s=,Drogéria,1,312
427,"Fürdés, kézmosás","Drogéria|Fürdés, kézmosás",RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQkNyZCVDMyVBOXMsJTIwayVDMyVBOXptb3MlQzMlQTFz,b;RHJvZyVDMyVBOXJpYSU3Q0YlQzMlQkNyZCVDMyVBOXMsJTIwayVDMyVBOXptb3MlQzMlQTFz,Drogéria,1,276
1377,Hajápolás,Drogéria|Hajápolás,RHJvZyVDMyVBOXJpYSU3Q0hhaiVDMyVBMXBvbCVDMyVBMXM=,b;RHJvZyVDMyVBOXJpYSU3Q0hhaiVDMyVBMXBvbCVDMyVBMXM=,Drogéria,1,564
499,Női dezodorok,Drogéria|Női dezodorok,RHJvZyVDMyVBOXJpYSU3Q04lQzUlOTFpJTIwZGV6b2Rvcm9r,b;RHJvZyVDMyVBOXJpYSU3Q04lQzUlOTFpJTIwZGV6b2Rvcm9r,Drogéria,1,131
522,Női higiénia,Drogéria|Női higiénia,RHJvZyVDMyVBOXJpYSU3Q04lQzUlOTFpJTIwaGlnaSVDMyVBOW5pYQ==,b;RHJvZyVDMyVBOXJpYSU3Q04lQzUlOTFpJTIwaGlnaSVDMyVBOW5pYQ==,Drogéria,1,213
1470,Parfümök,Drogéria|Parfümök,RHJvZyVDMyVBOXJpYSU3Q1BhcmYlQzMlQkNtJUMzJUI2aw==,b;RHJvZyVDMyVBOXJpYSU3Q1BhcmYlQzMlQkNtJUMzJUI2aw==,Drogéria,1,27
1384,Patika,Drogéria|Patika,RHJvZyVDMyVBOXJpYSU3Q1BhdGlrYQ==,b;RHJvZyVDMyVBOXJpYSU3Q1BhdGlrYQ==,Drogéria,1,143
1489,Szezonális és utazó termékek,Drogéria|Szezonális és utazó termékek,RHJvZyVDMyVBOXJpYSU3Q1N6ZXpvbiVDMyVBMWxpcyUyMCVDMyVBOXMlMjB1dGF6JUMzJUIzJTIwdGVybSVDMyVBOWtlaw==,b;RHJvZyVDMyVBOXJpYSU3Q1N6ZXpvbiVDMyVBMWxpcyUyMCVDMyVBOXMlMjB1dGF6JUMzJUIzJTIwdGVybSVDMyVBOWtlaw==,Drogéria,1,39
1368,Szájápolás,Drogéria|Szájápolás,RHJvZyVDMyVBOXJpYSU3Q1N6JUMzJUExaiVDMyVBMXBvbCVDMyVBMXM=,b;RHJvZyVDMyVBOXJpYSU3Q1N6JUMzJUExaiVDMyVBMXBvbCVDMyVBMXM=,Drogéria,1,304
1236,Háztartási papír,Háztartás|Háztartási papír,SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0glQzMlQTF6dGFydCVDMyVBMXNpJTIwcGFwJUMzJUFEcg==,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0glQzMlQTF6dGFydCVDMyVBMXNpJTIwcGFwJUMzJUFEcg==,Háztartás,1,137
652,Konyhai kellékek és szemeteszsákok,Háztartás|Konyhai kellékek és szemeteszsákok,SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0tvbnloYWklMjBrZWxsJUMzJUE5a2VrJTIwJUMzJUE5cyUyMHN6ZW1ldGVzenMlQzMlQTFrb2s=,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0tvbnloYWklMjBrZWxsJUMzJUE5a2VrJTIwJUMzJUE5cyUyMHN6ZW1ldGVzenMlQzMlQTFrb2s=,Háztartás,1,53
1296,Légfrissítés,Háztartás|Légfrissítés,SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0wlQzMlQTlnZnJpc3MlQzMlQUR0JUMzJUE5cw==,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q0wlQzMlQTlnZnJpc3MlQzMlQUR0JUMzJUE5cw==,Háztartás,1,159
198,Mosogatáshoz,Háztartás|Mosogatáshoz,SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q01vc29nYXQlQzMlQTFzaG96,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q01vc29nYXQlQzMlQTFzaG96,Háztartás,1,125
1259,Mosás,Háztartás|Mosás,SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q01vcyVDMyVBMXM=,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q01vcyVDMyVBMXM=,Háztartás,1,407
517,"Tisztítószerek, takarítóeszközök","Háztartás|Tisztítószerek, takarítóeszközök",SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q1Rpc3p0JUMzJUFEdCVDMyVCM3N6ZXJlaywlMjB0YWthciVDMyVBRHQlQzMlQjNlc3prJUMzJUI2eiVDMyVCNms=,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3Q1Rpc3p0JUMzJUFEdCVDMyVCM3N6ZXJlaywlMjB0YWthciVDMyVBRHQlQzMlQjNlc3prJUMzJUI2eiVDMyVCNms=,Háztartás,1,437
1332,Öko termékek,Háztartás|Öko termékek,SCVDMyVBMXp0YXJ0JUMzJUExcyU3QyVDMyU5NmtvJTIwdGVybSVDMyVBOWtlaw==,b;SCVDMyVBMXp0YXJ0JUMzJUExcyU3QyVDMyU5NmtvJTIwdGVybSVDMyVBOWtlaw==,Háztartás,1,2
467,BBQ,Húsáru|BBQ,SCVDMyVCQXMlQzMlQTFydSU3Q0JCUQ==,b;SCVDMyVCQXMlQzMlQTFydSU3Q0JCUQ==,Húsáru,1,14
91,Csemege húskészítmények,Húsáru|Csemege húskészítmények,SCVDMyVCQXMlQzMlQTFydSU3Q0NzZW1lZ2UlMjBoJUMzJUJBc2slQzMlQTlzeiVDMyVBRHRtJUMzJUE5bnllaw==,b;SCVDMyVCQXMlQzMlQTFydSU3Q0NzZW1lZ2UlMjBoJUMzJUJBc2slQzMlQTlzeiVDMyVBRHRtJUMzJUE5bnllaw==,Húsáru,1,435
65,Csomagolt friss húsok,Húsáru|Csomagolt friss húsok,SCVDMyVCQXMlQzMlQTFydSU3Q0Nzb21hZ29sdCUyMGZyaXNzJTIwaCVDMyVCQXNvaw==,b;SCVDMyVCQXMlQzMlQTFydSU3Q0Nzb21hZ29sdCUyMGZyaXNzJTIwaCVDMyVCQXNvaw==,Húsáru,1,103
666,Halak,Húsáru|Halak,SCVDMyVCQXMlQzMlQTFydSU3Q0hhbGFr,b;SCVDMyVCQXMlQzMlQTFydSU3Q0hhbGFr,Húsáru,1,42
8,Pultos friss húsok,Húsáru|Pultos friss húsok,SCVDMyVCQXMlQzMlQTFydSU3Q1B1bHRvcyUyMGZyaXNzJTIwaCVDMyVCQXNvaw==,b;SCVDMyVCQXMlQzMlQTFydSU3Q1B1bHRvcyUyMGZyaXNzJTIwaCVDMyVCQXNvaw==,Húsáru,1,31
1173,Egyéb borok,Italok|Egyéb borok,SXRhbG9rJTdDRWd5JUMzJUE5YiUyMGJvcm9r,b;SXRhbG9rJTdDRWd5JUMzJUE5YiUyMGJvcm9r,Italok,1,5
1112,Gyöngyözőborok,Italok|Gyöngyözőborok,SXRhbG9rJTdDR3klQzMlQjZuZ3klQzMlQjZ6JUM1JTkxYm9yb2s=,b;SXRhbG9rJTdDR3klQzMlQjZuZ3klQzMlQjZ6JUM1JTkxYm9yb2s=,Italok,1,20
533,Gyümölcs és zöldséglevek,Italok|Gyümölcs és zöldséglevek,SXRhbG9rJTdDR3klQzMlQkNtJUMzJUI2bGNzJTIwJUMzJUE5cyUyMHolQzMlQjZsZHMlQzMlQTlnbGV2ZWs=,b;SXRhbG9rJTdDR3klQzMlQkNtJUMzJUI2bGNzJTIwJUMzJUE5cyUyMHolQzMlQjZsZHMlQzMlQTlnbGV2ZWs=,Italok,1,312
1003,Hazai fehérborok,Italok|Hazai fehérborok,SXRhbG9rJTdDSGF6YWklMjBmZWglQzMlQTlyYm9yb2s=,b;SXRhbG9rJTdDSGF6YWklMjBmZWglQzMlQTlyYm9yb2s=,Italok,1,155
1107,Hazai roséborok,Italok|Hazai roséborok,SXRhbG9rJTdDSGF6YWklMjByb3MlQzMlQTlib3Jvaw==,b;SXRhbG9rJTdDSGF6YWklMjByb3MlQzMlQTlib3Jvaw==,Italok,1,65
1088,Hazai vörösborok,Italok|Hazai vörösborok,SXRhbG9rJTdDSGF6YWklMjB2JUMzJUI2ciVDMyVCNnNib3Jvaw==,b;SXRhbG9rJTdDSGF6YWklMjB2JUMzJUI2ciVDMyVCNnNib3Jvaw==,Italok,1,97
1034,Kakaó és forró csokoládé,Italok|Kakaó és forró csokoládé,SXRhbG9rJTdDS2FrYSVDMyVCMyUyMCVDMyVBOXMlMjBmb3JyJUMzJUIzJTIwY3Nva29sJUMzJUExZCVDMyVBOQ==,b;SXRhbG9rJTdDS2FrYSVDMyVCMyUyMCVDMyVBOXMlMjBmb3JyJUMzJUIzJTIwY3Nva29sJUMzJUExZCVDMyVBOQ==,Italok,1,17
595,Koktélok,Italok|Koktélok,SXRhbG9rJTdDS29rdCVDMyVBOWxvaw==,b;SXRhbG9rJTdDS29rdCVDMyVBOWxvaw==,Italok,1,63
332,Kávé,Italok|Kávé,SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTk=,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTk=,Italok,1,266
982,Nemzetközi borok,Italok|Nemzetközi borok,SXRhbG9rJTdDTmVtemV0ayVDMyVCNnppJTIwYm9yb2s=,b;SXRhbG9rJTdDTmVtemV0ayVDMyVCNnppJTIwYm9yb2s=,Italok,1,40
969,Pezsgők,Italok|Pezsgők,SXRhbG9rJTdDUGV6c2clQzUlOTFr,b;SXRhbG9rJTdDUGV6c2clQzUlOTFr,Italok,1,98
508,Szeszes italok,Italok|Szeszes italok,SXRhbG9rJTdDU3plc3plcyUyMGl0YWxvaw==,b;SXRhbG9rJTdDU3plc3plcyUyMGl0YWxvaw==,Italok,1,308
547,"Szörpök, italporok, citromlevek","Italok|Szörpök, italporok, citromlevek",SXRhbG9rJTdDU3olQzMlQjZycCVDMyVCNmssJTIwaXRhbHBvcm9rLCUyMGNpdHJvbWxldmVr,b;SXRhbG9rJTdDU3olQzMlQjZycCVDMyVCNmssJTIwaXRhbHBvcm9rLCUyMGNpdHJvbWxldmVr,Italok,1,100
482,"Sör, cider","Italok|Sör, cider",SXRhbG9rJTdDUyVDMyVCNnIsJTIwY2lkZXI=,b;SXRhbG9rJTdDUyVDMyVCNnIsJTIwY2lkZXI=,Italok,1,180
388,Tea,Italok|Tea,SXRhbG9rJTdDVGVh,b;SXRhbG9rJTdDVGVh,Italok,1,171
44,Víz,Italok|Víz,SXRhbG9rJTdDViVDMyVBRHo=,b;SXRhbG9rJTdDViVDMyVBRHo=,Italok,1,97
194,Üdítőitalok,Italok|Üdítőitalok,SXRhbG9rJTdDJUMzJTlDZCVDMyVBRHQlQzUlOTFpdGFsb2s=,b;SXRhbG9rJTdDJUMzJTlDZCVDMyVBRHQlQzUlOTFpdGFsb2s=,Italok,1,430
1558,Egyéb kisállat eledelek & kiegészítők,Kisállat|Egyéb kisállat eledelek & kiegészítők,S2lzJUMzJUExbGxhdCU3Q0VneSVDMyVBOWIlMjBraXMlQzMlQTFsbGF0JTIwZWxlZGVsZWslMjAlMjYlMjBraWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,b;S2lzJUMzJUExbGxhdCU3Q0VneSVDMyVBOWIlMjBraXMlQzMlQTFsbGF0JTIwZWxlZGVsZWslMjAlMjYlMjBraWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,Kisállat,1,25
442,Kutyaeledelek & Kiegészítők,Kisállat|Kutyaeledelek & Kiegészítők,S2lzJUMzJUExbGxhdCU3Q0t1dHlhZWxlZGVsZWslMjAlMjYlMjBLaWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,b;S2lzJUMzJUExbGxhdCU3Q0t1dHlhZWxlZGVsZWslMjAlMjYlMjBLaWVnJUMzJUE5c3olQzMlQUR0JUM1JTkxaw==,Kisállat,1,272
267,Macskaeledelek & Kiegészítők,Kisállat|Macskaeledelek & Kiegészítők,S2lzJUMzJUExbGxhdCU3Q01hY3NrYWVsZWRlbGVrJTIwJTI2JTIwS2llZyVDMyVBOXN6JUMzJUFEdCVDNSU5MWs=,b;S2lzJUMzJUExbGxhdCU3Q01hY3NrYWVsZWRlbGVrJTIwJTI2JTIwS2llZyVDMyVBOXN6JUMzJUFEdCVDNSU5MWs=,Kisállat,1,289
