store_name,store_product_id,name,brand_name,available,expected_restock,barcode,price,unit_type,unit_step,is_discounted,original_unit_price,secondary_unit_price,secondary_unit_type,secondary_unit_step,image_urls,description,categories
Spar,670fdbfca1b61551859c69cd,Akácméz 250 g,,True,,5998150510133.0,1799.0,g,250.0,False,,,,,https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a539,,mez-80
Spar,670fdbfca1b61551859c6fb4,Akácméz 250 g,,True,,5998150512502.0,1849.0,g,250.0,False,,,,,https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a538,,mez-80
Spar,670fdbfca1b61551859c7c46,Akácméz 900 g,,True,,5998035100244.0,4699.0,g,900.0,False,,,,,https://imageproxy.wolt.com/assets/689b87bef18c6aaa8030a402,,mez-80
Spar,670fdbfca1b61551859c6c87,Akácméz 900 g,,True,,5998150510072.0,4399.0,g,900.0,False,,,,,https://imageproxy.wolt.com/assets/689b888df18c6aaa8030a537,,mez-80
Spar,670fdbfda1b61551859c82b2,"Arany Ászok tradicionális világos sör 4,3% 0,5 l",,True,,5998817312964.0,439.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8df6f18c6aaa8030af1e,,vilagos-sor-231
Spar,67f43d94214a30f586c11380,"Arany Ászok tradicionális világos sör 4,3% 0,5 l",,False,,5998817312971.0,394.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8df4f18c6aaa8030af1a,,vilagos-sor-231
Spar,670fdbfda1b61551859c8519,Biopont bio gluténmentes sóspálcika 45 g,,True,,5998858706562.0,399.0,g,45.0,False,,,,,https://imageproxy.wolt.com/assets/667942257cb0090848aca0e0,,glutenmentes-85
Spar,670fdbfca1b61551859c76fe,Biopont bio gluténmentes sóspálcika 45 g,,True,,5998858706579.0,399.0,g,45.0,False,,,,,https://imageproxy.wolt.com/assets/6679420865e31436d80aa919,,glutenmentes-85
Spar,67ad259dd95b3961e2187e0e,"Borsodi világos sör 4,5% 0,5 l",,True,,59969921.0,439.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b7ff09bbcfa1dc39bc03e;https://imageproxy.wolt.com/assets/689b7ff19bbcfa1dc39bc042,,vilagos-sor-231
Spar,670fdbfca1b61551859c6c08,"Borsodi világos sör 4,5% 0,5 l",,True,,5998817520567.0,414.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8e029bbcfa1dc39bc724;https://imageproxy.wolt.com/assets/689b8e039bbcfa1dc39bc728,,vilagos-sor-231
Spar,670fdbfca1b61551859c6f61,DESPAR paradicsompüré 690 g,,True,,8001300223016.0,749.0,g,690.0,False,,,,,https://imageproxy.wolt.com/assets/689b9f6487a8f04a4a7db13d;https://imageproxy.wolt.com/assets/689b9f6587a8f04a4a7db141,,paradicsompure-pesto-egyeb-olasz-szoszok-154
Spar,670fdbfca1b61551859c6f5a,DESPAR paradicsompüré 690 g,,True,,8001300223078.0,749.0,g,690.0,False,,,,,https://imageproxy.wolt.com/assets/689b9f6487a8f04a4a7db13b;https://imageproxy.wolt.com/assets/689b9f6487a8f04a4a7db140,,paradicsompure-pesto-egyeb-olasz-szoszok-154
Spar,670fdbfca1b61551859c800e,Dr. Oetker Vitalis csokoládés rizskása alappor 52 g,,True,,5997381373197.0,399.0,g,52.0,False,,,,,https://imageproxy.wolt.com/assets/689b83bf87a8f04a4a7d95a4,,zabpehely-zabkasa-rizskasa-70
Spar,68d30ba05f1e50d78a105e54,Dr. Oetker Vitalis csokoládés rizskása alappor 52 g,,True,,5997381376389.0,349.0,g,52.0,False,,,,,https://imageproxy.wolt.com/assets/68ac6eda2f2683b7eadfe3ea,,alapporok-170
Spar,670fdbfca1b61551859c7851,"Dreher Gold minőségi világos sör 5% 0,5 l",,True,,5998817312063.0,424.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/679a5314a5bbf47476d808fe,,vilagos-sor-231
Spar,670fdbfda1b61551859c82e1,"Dreher Gold minőségi világos sör 5% 0,5 l",,True,,5998817313015.0,469.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8df6f18c6aaa8030af1d,,vilagos-sor-231
Spar,68d30ba05f1e50d78a105d99,Félbarna kenyér 500 g,,False,,5999555260104.0,449.0,g,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b9812f18c6aaa8030bce6,,kenyerek-27
Spar,68d30ba05f1e50d78a105d23,Félbarna kenyér 500 g,,False,,5999555260142.0,549.0,g,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b9811f18c6aaa8030bce4,,kenyerek-27
Spar,670fdbfca1b61551859c7292,Gárdonyi Teaház gyümölcstea válogatás 20 filter 40 g,,True,,5997505321400.0,829.0,g,40.0,False,,,,,https://imageproxy.wolt.com/assets/689b850087a8f04a4a7d9854;https://imageproxy.wolt.com/assets/689b850287a8f04a4a7d985a,,gyumolcsteak-288
Spar,670fdbfca1b61551859c74f6,Gárdonyi Teaház gyümölcstea válogatás 20 filter 40 g,,True,,5997505321608.0,829.0,g,40.0,False,,,,,https://imageproxy.wolt.com/assets/689b850487a8f04a4a7d9860;https://imageproxy.wolt.com/assets/689b850587a8f04a4a7d9865,,gyumolcsteak-288
Spar,670fdbfca1b61551859c758a,Hey-Ho almaital 1 l,,True,,9008700179003.0,499.0,ml,1000.0,False,,,,,https://imageproxy.wolt.com/assets/689ba99f9bbcfa1dc39be0ea;https://imageproxy.wolt.com/assets/689ba9a09bbcfa1dc39be0ed,,szensavmentes-uditoitalok-140
Spar,670fdbfca1b61551859c7585,Hey-Ho almaital 1 l,,True,,9008700179102.0,649.0,ml,1000.0,False,,,,,https://imageproxy.wolt.com/assets/689ba9a287a8f04a4a7dbe33;https://imageproxy.wolt.com/assets/689ba9a387a8f04a4a7dbe36,,szensavmentes-uditoitalok-140
Spar,670fdbfca1b61551859c758c,Hey-Ho őszibarackital 1 l,,True,,9008700179027.0,499.0,ml,1000.0,False,,,,,https://imageproxy.wolt.com/assets/689ba99f9bbcfa1dc39be0ec;https://imageproxy.wolt.com/assets/689ba9a09bbcfa1dc39be0ef,,szensavmentes-uditoitalok-140
Spar,670fdbfca1b61551859c7587,Hey-Ho őszibarackital 1 l,,True,,9008700179140.0,649.0,ml,1000.0,False,,,,,https://imageproxy.wolt.com/assets/689ba9a287a8f04a4a7dbe30;https://imageproxy.wolt.com/assets/689ba9a387a8f04a4a7dbe35,,szensavmentes-uditoitalok-140
Spar,67ad259dd95b3961e21877b5,Juhász Egri Bikavér száraz vörösbor 13% 750 ml,,True,,5999881815269.0,2199.0,ml,750.0,False,,,,,https://imageproxy.wolt.com/assets/689b9bdcf18c6aaa8030c368;https://imageproxy.wolt.com/assets/689b9bddf18c6aaa8030c36d,,voros-bor-191
Spar,67ad259dd95b3961e2187770,Juhász Egri Bikavér száraz vörösbor 13% 750 ml,,True,,5999881815740.0,1849.0,ml,750.0,False,,,,,https://imageproxy.wolt.com/assets/689b9be487a8f04a4a7dac94;https://imageproxy.wolt.com/assets/689b9be487a8f04a4a7dac98,,voros-bor-191
Spar,670fdbfda1b61551859c82c5,"Kőbányai világos sör 4,3% 0,5 l",,True,,5998817313404.0,429.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8dfcf18c6aaa8030af25;https://imageproxy.wolt.com/assets/689b8dfef18c6aaa8030af27,,vilagos-sor-231
Spar,67f43d94214a30f586c11381,"Kőbányai világos sör 4,3% 0,5 l",,False,,5998817313442.0,384.0,ml,500.0,False,,,,,https://imageproxy.wolt.com/assets/689b8dfe9bbcfa1dc39bc71d;https://imageproxy.wolt.com/assets/689b8dff9bbcfa1dc39bc721,,vilagos-sor-231
Spar,670fdbfca1b61551859c7726,Lindt Lindor tejcsokoládé lágyan olvadó töltelékkel 38 g,,True,,4000539397240.0,579.0,g,38.0,False,,,,,https://imageproxy.wolt.com/assets/689b6cd7f18c6aaa80308abe,,csokolade-105
