key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Tesco_product_name,Spar_barcode,Tesco_barcode,Spar_unit_price,Tesco_unit_price,Spar_unit_type,Tesco_unit_type,Spar_unit_step,Tesco_unit_step,Spar_base_price,Tesco_base_price,Spar_categories,Tesco_categories
"3600523741878|ľoréal paris elseve dream long balzsam, 200 ml",l,-1175.0,-13.552,"ĽOréal Paris Elseve Dream long balzsam, 200 ml","ĽOréal Paris Elseve Dream long balzsam, 200 ml",3600523741878,03600523741878,1734.0,1499.0,ml,ml,200.0,200.0,8670.0,7495.0,hajbalzsam-302,Drogéria|Hajápolás|Hajbalzsamok|Normál hajra
"3600523741885|ľoréal paris elseve dream long sampon, 400 ml",l,-1050.0,-20.01,"ĽOréal Paris Elseve Dream Long sampon, 400 ml","ĽOréal Paris Elseve Dream Long sampon, 400 ml",3600523741885,03600523741885,2099.0,1679.0,ml,ml,400.0,400.0,5247.5,4197.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
"3600524029562|l´oréal paris elseve hyaluron plump akár 72 órán át hidratáló sampon hialuronsavval, 250 ml",l,-1020.0,-16.201,"L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló sampon hialuronsavval, 250 ml","L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló sampon hialuronsavval, 250 ml",3600524029562,03600524029562,1574.0,1319.0,ml,ml,250.0,250.0,6296.0,5276.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
"3600524029784|l´oréal paris elseve hyaluron plump akár 72 órán át hidratáló balzsam hialuronsavval, 200 ml",l,-1175.0,-13.552,"L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló balzsam hialuronsavval, 200 ml","L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló balzsam hialuronsavval, 200 ml",3600524029784,03600524029784,1734.0,1499.0,ml,ml,200.0,200.0,8670.0,7495.0,hajbalzsam-302,Drogéria|Hajápolás|Hajbalzsamok|Normál hajra
"3600524029913|l´oréal paris elseve hyaluron plump akár 72 órán át hidratáló sampon hialuronsavval, 400 ml",l,-1050.0,-20.01,"L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló sampon hialuronsavval, 400 ml","L´oréal Paris Elseve Hyaluron Plump akár 72 órán át hidratáló sampon hialuronsavval, 400 ml",3600524029913,03600524029913,2099.0,1679.0,ml,ml,400.0,400.0,5247.5,4197.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
"3600524173098|ľoréal paris elseve color vive sampon utántöltő, 250 ml",l,-520.0,-12.393,"ĽOréal Paris Elseve Color Vive sampon utántöltő, 250 ml","ĽOréal Paris Elseve Color Vive sampon utántöltő, 250 ml",3600524173098,03600524173098,1049.0,919.0,ml,ml,250.0,250.0,4196.0,3676.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Festett hajra
"3600524173579|ľoréal paris elseve hyaluron plump sampon utántöltő, 250 ml",l,-520.0,-12.393,"ĽOréal Paris Elseve Hyaluron Plump sampon utántöltő, 250 ml","ĽOréal Paris Elseve Hyaluron Plump sampon utántöltő, 250 ml",3600524173579,03600524173579,1049.0,919.0,ml,ml,250.0,250.0,4196.0,3676.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
3600541358577|garnier skin naturals micellás víz 3 in1 érzékeny bőrre 400 ml,l,-950.0,-13.925,Garnier Skin Naturals Micellás Víz 3 in1 Érzékeny Bőrre 400 ml,Garnier Skin Naturals Micellás Víz 3 in1 Érzékeny Bőrre 400 ml,3600541358577,03600541358577,2729.0,2349.0,ml,ml,400.0,400.0,6822.5,5872.5,arcapolas-293,Drogéria|Bőrápolás|Arcápolás|Sminklemosók
3600541448315|garnier mineral invisible black white colors floral touch 48 h roll-on 50 ml,l,-3200.0,-12.708,Garnier Mineral Invisible Black White Colors Floral Touch 48 h Roll-on 50 ml,Garnier Mineral Invisible Black White Colors Floral Touch 48 h Roll-on 50 ml,3600541448315,03600541448315,1259.0,1099.0,ml,ml,50.0,50.0,25180.0,21980.0,golyos-stift-dezodor-291,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
3600542396585|garnier skin naturals hyaluronic aloe micellás víz 400 ml,l,-950.0,-13.925,Garnier Skin Naturals Hyaluronic Aloe Micellás víz 400 ml,Garnier Skin Naturals Hyaluronic Aloe Micellás víz 400 ml,3600542396585,03600542396585,2729.0,2349.0,ml,ml,400.0,400.0,6822.5,5872.5,arcapolas-293,Drogéria|Bőrápolás|Arcápolás|Sminklemosók
3600542522755|garnier fructis soothing sampon minden típusú korpás hajra 250 ml,l,-860.0,-12.052,Garnier Fructis Soothing sampon minden típusú korpás hajra 250 ml,Garnier Fructis Soothing sampon minden típusú korpás hajra 250 ml,3600542522755,03600542522755,1784.0,1569.0,ml,ml,250.0,250.0,7136.0,6276.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
"3800016701055|albatross hámozott, felezett őszibarack cukrozott lében 700 g",kg,-1487.143,-41.976,"Albatross hámozott, felezett őszibarack cukrozott lében 700 g","Albatross hámozott, felezett őszibarack cukrozott lében 700 g",3800016701055,03800016701055,1364.0,1439.0,g,g,385.0,700.0,3542.857,2055.714,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
3800020418604|kitkat chunky földimogyorós krémmel bevont ropogós ostya tejcsokoládéban 42 g,kg,-476.19,-5.42,KitKat Chunky földimogyorós krémmel bevont ropogós ostya tejcsokoládéban 42 g,KitKat Chunky földimogyorós krémmel bevont ropogós ostya tejcsokoládéban 42 g,3800020418604,03800020418604,369.0,349.0,g,g,42.0,42.0,8785.714,8309.524,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Ostyaszeletek
3800020491560|kitkat ropogós ostya sóskaramellízű krémmel karamellízű tejcsokoládéban és fehér bevonóban 99 g,kg,505.051,4.766,KitKat ropogós ostya sóskaramellízű krémmel karamellízű tejcsokoládéban és fehér bevonóban 99 g,KitKat ropogós ostya sóskaramellízű krémmel karamellízű tejcsokoládéban és fehér bevonóban 99 g,3800020491560,03800020491560,1049.0,1099.0,g,g,99.0,99.0,10595.96,11101.01,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Ostyaszeletek
3800020493939|kitkat chunky ropogós töltött ostya fehér masszában 40 g,kg,-500.0,-5.42,KitKat Chunky ropogós töltött ostya fehér masszában 40 g,KitKat Chunky ropogós töltött ostya fehér masszában 40 g,3800020493939,03800020493939,369.0,349.0,g,g,40.0,40.0,9225.0,8725.0,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Ostyaszeletek
"3800205875109|maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g",kg,71.429,0.887,"Maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g","Maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g",3800205875109,03800205875109,564.0,569.0,g,g,70.0,70.0,8057.143,8128.571,ropi-perec-sos-kekszek-190,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Kétszersült snackek"
"3800233070033|riceup! eat smart teljes kiőrlésű puffasztott rizs barna rizzsel, chia maggal és quinoával 120 g",kg,-1000.0,-22.263,"RiceUp! Eat Smart teljes kiőrlésű puffasztott rizs barna rizzsel, chia maggal és quinoával 120 g","RiceUp! Eat Smart teljes kiőrlésű puffasztott rizs barna rizzsel, chia maggal és quinoával 120 g",3800233070033,03800233070033,539.0,419.0,g,g,120.0,120.0,4491.667,3491.667,tortilla-pita-ketszersult-85,Speciális|Gluténmentes|Rágcsálnivaló|Rágcsálnivaló
3800233070071|riceup! eat smart teljes kiőrlésű puffasztott rizs szupermagvakkal 120 g,kg,-1000.0,-22.263,RiceUp! Eat Smart teljes kiőrlésű puffasztott rizs szupermagvakkal 120 g,RiceUp! Eat Smart teljes kiőrlésű puffasztott rizs szupermagvakkal 120 g,3800233070071,03800233070071,539.0,419.0,g,g,120.0,120.0,4491.667,3491.667,tortilla-pita-ketszersult-85,Speciális|Gluténmentes|Rágcsálnivaló|Rágcsálnivaló
3800233070118|riceup! eat smart teljes kiőrlésű barna rizs chips hagymás-tejfölös ízesítéssel 60 g,kg,-2483.333,-27.644,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips hagymás-tejfölös ízesítéssel 60 g,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips hagymás-tejfölös ízesítéssel 60 g,3800233070118,03800233070118,539.0,390.0,g,g,60.0,60.0,8983.333,6500.0,chips-extrudalt-termekek-188,Speciális|Gluténmentes|Rágcsálnivaló|Rágcsálnivaló
3800233070149|riceup! eat smart teljes kiőrlésű barna rizs chips sajtos ízesítéssel 60 g,kg,-2483.333,-27.644,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips sajtos ízesítéssel 60 g,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips sajtos ízesítéssel 60 g,3800233070149,03800233070149,539.0,390.0,g,g,60.0,60.0,8983.333,6500.0,chips-extrudalt-termekek-188,Speciális|Gluténmentes|Rágcsálnivaló|Rágcsálnivaló
3800233073393|riceup! eat smart teljes kiőrlésű barna rizs chips tengeri sóval 60 g,kg,-2483.333,-27.644,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips tengeri sóval 60 g,RiceUp! Eat Smart teljes kiőrlésű barna rizs chips tengeri sóval 60 g,3800233073393,03800233073393,539.0,390.0,g,g,60.0,60.0,8983.333,6500.0,chips-extrudalt-termekek-188,Speciális|Gluténmentes|Rágcsálnivaló|Rágcsálnivaló
3800233074994|riceup! puffasztott teljes kiőrlésű barna rizsszelet narancs ízű étcsokoládéval 18 g,kg,-1111.111,-6.27,RiceUp! puffasztott teljes kiőrlésű barna rizsszelet narancs ízű étcsokoládéval 18 g,RiceUp! puffasztott teljes kiőrlésű barna rizsszelet narancs ízű étcsokoládéval 18 g,3800233074994,03800233074994,319.0,299.0,g,g,18.0,18.0,17722.222,16611.111,muzliszelet-gabonapehely-szelet-185,Speciális|Gluténmentes|Édesség|Édesség
3800233075120|riceup! zero sugar gluténmentes zabszelet narancshéjjal és étcsokoládéval 70 g,kg,-942.857,-10.732,RiceUp! Zero Sugar gluténmentes zabszelet narancshéjjal és étcsokoládéval 70 g,RiceUp! Zero Sugar gluténmentes zabszelet narancshéjjal és étcsokoládéval 70 g,3800233075120,03800233075120,615.0,549.0,g,g,70.0,70.0,8785.714,7842.857,glutenmentes-76,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló
3800233076035|riceup! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g,kg,-2800.0,-18.945,RiceUp! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g,RiceUp! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g,3800233076035,03800233076035,739.0,599.0,g,g,50.0,50.0,14780.0,11980.0,protein-tartalmu-keszitmeny-151,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
"3800233076455|riceup! málna ízű fehérje szelet, hozzáadott cukor nélkül 40 g",kg,-1375.0,-8.54,"RiceUp! málna ízű fehérje szelet, hozzáadott cukor nélkül 40 g","RiceUp! málna ízű fehérje szelet, hozzáadott cukor nélkül 40 g",3800233076455,03800233076455,644.0,589.0,g,g,40.0,40.0,16100.0,14725.0,muzliszelet-gabonapehely-szelet-185,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
"3800233076462|riceup! keksz és krém ízű fehérje szelet, hozzáadott cukor nélkül 40 g",kg,-1375.0,-8.54,"RiceUp! keksz és krém ízű fehérje szelet, hozzáadott cukor nélkül 40 g","RiceUp! keksz és krém ízű fehérje szelet, hozzáadott cukor nélkül 40 g",3800233076462,03800233076462,644.0,589.0,g,g,40.0,40.0,16100.0,14725.0,muzliszelet-gabonapehely-szelet-185,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
"3800233076479|riceup! csokoládé brownie ízű fehérje szelet, hozzáadott cukor nélkül 40 g",kg,-1375.0,-8.54,"RiceUp! csokoládé brownie ízű fehérje szelet, hozzáadott cukor nélkül 40 g","RiceUp! csokoládé brownie ízű fehérje szelet, hozzáadott cukor nélkül 40 g",3800233076479,03800233076479,644.0,589.0,g,g,40.0,40.0,16100.0,14725.0,muzliszelet-gabonapehely-szelet-185,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
"3800233076486|riceup! karamell ízű fehérje szelet, hozzáadott cukor nélkül 40 g",kg,-1375.0,-8.54,"RiceUp! karamell ízű fehérje szelet, hozzáadott cukor nélkül 40 g","RiceUp! karamell ízű fehérje szelet, hozzáadott cukor nélkül 40 g",3800233076486,03800233076486,644.0,589.0,g,g,40.0,40.0,16100.0,14725.0,muzliszelet-gabonapehely-szelet-185,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
"3800233076691|riceup! zero kollagénes fehérje keksz tripla csokoládé ízű töltelékkel, hozzáadott cukor nélkül 60 g",kg,-916.667,-6.841,"RiceUp! Zero kollagénes fehérje keksz tripla csokoládé ízű töltelékkel, hozzáadott cukor nélkül 60 g","RiceUp! Zero kollagénes fehérje keksz tripla csokoládé ízű töltelékkel, hozzáadott cukor nélkül 60 g",3800233076691,03800233076691,804.0,749.0,g,g,60.0,60.0,13400.0,12483.333,protein-tartalmu-keszitmeny-151,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
3800233076707|riceup! zero kollagénes fehérje keksz karamell ízű töltelékkel hozzáadott cukor nélkül 60 g,kg,-916.667,-6.841,RiceUp! Zero kollagénes fehérje keksz karamell ízű töltelékkel hozzáadott cukor nélkül 60 g,RiceUp! Zero kollagénes fehérje keksz karamell ízű töltelékkel hozzáadott cukor nélkül 60 g,3800233076707,03800233076707,804.0,749.0,g,g,60.0,60.0,13400.0,12483.333,protein-tartalmu-keszitmeny-151,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
3838824058245|taft volume hajlakk vékonyszálú hajra 4-es erősségű tartás 250 ml,l,-1400.0,-16.675,Taft Volume hajlakk vékonyszálú hajra 4-es erősségű tartás 250 ml,Taft Volume hajlakk vékonyszálú hajra 4-es erősségű tartás 250 ml,3838824058245,03838824058245,2099.0,1749.0,ml,ml,250.0,250.0,8396.0,6996.0,hajapolo-termekek-303,Drogéria|Hajápolás|Hajformázás|Hajlakkok
3838824083667|taft shine hajhab minden hajtípusra 200 ml,l,-1750.0,-16.675,Taft Shine hajhab minden hajtípusra 200 ml,Taft Shine hajhab minden hajtípusra 200 ml,3838824083667,03838824083667,2099.0,1749.0,ml,ml,200.0,200.0,10495.0,8745.0,hajapolo-termekek-303,Drogéria|Hajápolás|Hajformázás|Hajhabok
3838824085272|fa men deospray sport 150 ml,l,-400.0,-7.151,Fa Men deospray Sport 150 ml,Fa Men deospray Sport 150 ml,3838824085272,03838824085272,839.0,779.0,ml,ml,150.0,150.0,5593.333,5193.333,spray-dezodor-289,"Drogéria|Férfi kozmetikumok|Izzadásgátló stiftek, golyós dezodorok|Izzadásgátló stiftek, golyós dezodorok"
"3838824086675|schauma férfi sampon komlóval, minden hajtípusra 400 ml",l,-562.5,-16.496,"Schauma Férfi sampon komlóval, minden hajtípusra 400 ml","Schauma Férfi sampon komlóval, minden hajtípusra 400 ml",3838824086675,03838824086675,1364.0,1139.0,ml,ml,400.0,400.0,3410.0,2847.5,hajsampon-301,Drogéria|Férfi kozmetikumok|Férfi samponok|Férfi samponok
3838824086736|schauma color & shine sampon 400 ml,l,-562.5,-16.496,Schauma Color & Shine sampon 400 ml,Schauma Color & Shine sampon 400 ml,3838824086736,03838824086736,1364.0,1139.0,ml,ml,400.0,400.0,3410.0,2847.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Festett hajra
"3838824086750|schauma 7 gyógynövény sampon lelapulás ellen, zsíros hajra 400 ml",l,-562.5,-16.496,"Schauma 7 gyógynövény sampon lelapulás ellen, zsíros hajra 400 ml","Schauma 7 gyógynövény sampon lelapulás ellen, zsíros hajra 400 ml",3838824086750,03838824086750,1364.0,1139.0,ml,ml,400.0,400.0,3410.0,2847.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
3838824116204|fa deospray pink passion 150 ml,l,-400.0,-7.151,Fa deospray Pink Passion 150 ml,Fa deospray Pink Passion 150 ml,3838824116204,03838824116204,839.0,779.0,ml,ml,150.0,150.0,5593.333,5193.333,spray-dezodor-289,"Drogéria|Női dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok|Izzadásgátló stiftek, dezodorok, golyós dezodorok"
3838824138923|schauma repair & care sampon 400 ml,l,-562.5,-16.496,Schauma Repair & Care sampon 400 ml,Schauma Repair & Care sampon 400 ml,3838824138923,03838824138923,1364.0,1139.0,ml,ml,400.0,400.0,3410.0,2847.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
3838824142296|fa men tusfürdő sport 400 ml,l,-512.5,-15.029,Fa Men tusfürdő Sport 400 ml,Fa Men tusfürdő Sport 400 ml,3838824142296,03838824142296,1364.0,1159.0,ml,ml,400.0,400.0,3410.0,2897.5,ferfi-tusfurdo-309,Drogéria|Férfi kozmetikumok|Férfi tusfürdők|Férfi tusfürdők
3838824159133|palette intensive color creme tartós hajfesték 10-2 ultra hamvasszőke,db,-470.0,-31.995,Palette Intensive Color Creme tartós hajfesték 10-2 Ultra hamvasszőke,Palette Intensive Color Creme tartós hajfesték 10-2 Ultra hamvasszőke,3838824159133,03838824159133,1469.0,999.0,db,db,1.0,1.0,1469.0,999.0,egyeb-haztartasi-kellekek-283,Drogéria|Hajápolás|Hajfestékek|Világos árnyalatok
3838824159416|palette intensive color creme tartós hajfesték 1-0 ónix fekete,db,-470.0,-31.995,Palette Intensive Color Creme tartós hajfesték 1-0 Ónix fekete,Palette Intensive Color Creme tartós hajfesték 1-0 Ónix fekete,3838824159416,03838824159416,1469.0,999.0,db,db,1.0,1.0,1469.0,999.0,hajfestek-304,Drogéria|Hajápolás|Hajfestékek|Fekete árnyalatok
3838824159492|palette intensive color creme tartós hajfesték 4-0 középbarna,db,-470.0,-31.995,Palette Intensive Color Creme tartós hajfesték 4-0 Középbarna,Palette Intensive Color Creme tartós hajfesték 4-0 Középbarna,3838824159492,03838824159492,1469.0,999.0,db,db,1.0,1.0,1469.0,999.0,hajfestek-304,Drogéria|Hajápolás|Hajfestékek|Barna árnyalatok
3838824159539|palette intensive color creme tartós hajfesték 5-0 világosbarna,db,-470.0,-31.995,Palette Intensive Color Creme tartós hajfesték 5-0 Világosbarna,Palette Intensive Color Creme tartós hajfesték 5-0 Világosbarna,3838824159539,03838824159539,1469.0,999.0,db,db,1.0,1.0,1469.0,999.0,hajfestek-304,Drogéria|Hajápolás|Hajfestékek|Barna árnyalatok
3838824159850|palette intensive color creme tartós hajfesték 4-89 intenzív padlizsán,db,-470.0,-31.995,Palette Intensive Color Creme tartós hajfesték 4-89 Intenzív padlizsán,Palette Intensive Color Creme tartós hajfesték 4-89 Intenzív padlizsán,3838824159850,03838824159850,1469.0,999.0,db,db,1.0,1.0,1469.0,999.0,hajfestek-304,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
3838824193106|schauma q10 fullness sampon 400 ml,l,-562.5,-16.496,Schauma Q10 Fullness sampon 400 ml,Schauma Q10 Fullness sampon 400 ml,3838824193106,03838824193106,1364.0,1139.0,ml,ml,400.0,400.0,3410.0,2847.5,hajsampon-301,Drogéria|Hajápolás|Női samponok|Vékony szálú hajra
3850103902476|heineken silver világos sör 4% 330 ml,l,-224.242,-16.481,Heineken Silver világos sör 4% 330 ml,Heineken Silver világos sör 4% 330 ml,3850103902476,03850103902476,449.0,375.0,ml,ml,330.0,330.0,1360.606,1136.364,vilagos-sor-234,"Italok|Sör, cider|Világos sörök|Dobozos"
3850104008054|vegeta ételízesítő 75 g,kg,-1266.667,-22.947,Vegeta ételízesítő 75 g,Vegeta ételízesítő 75 g,3850104008054,03850104008054,414.0,319.0,g,g,75.0,75.0,5520.0,4253.333,etelizesito-leveskocka-171,Alapvető élelmiszerek|Ételízesítés|Ételízesítők|Ételízesítők
3850104008597|vegeta ételízesítő 250 g,kg,-840.0,-24.735,Vegeta ételízesítő 250 g,Vegeta ételízesítő 250 g,3850104008597,03850104008597,849.0,639.0,g,g,250.0,250.0,3396.0,2556.0,etelizesito-leveskocka-171,Alapvető élelmiszerek|Ételízesítés|Ételízesítők|Ételízesítők
3850104042232|eva heringfilé paradicsommártásban 170 g,kg,-7111.765,-60.511,Eva heringfilé paradicsommártásban 170 g,Eva heringfilé paradicsommártásban 170 g,3850104042232,03850104042232,999.0,789.0,g,g,85.0,170.0,11752.941,4641.176,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Hering"
3850104042263|eva sprotni növényi olajban 170 g,kg,-3459.664,-46.051,Eva sprotni növényi olajban 170 g,Eva sprotni növényi olajban 170 g,3850104042263,03850104042263,894.0,689.0,g,g,119.0,170.0,7512.605,4052.941,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Sprotni"
3850104043338|eva heringfilé növényi olajban 170 g,kg,-5152.941,-52.613,Eva heringfilé növényi olajban 170 g,Eva heringfilé növényi olajban 170 g,3850104043338,03850104043338,999.0,789.0,g,g,102.0,170.0,9794.118,4641.176,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Hering"
3850104047046|vegeta ételízesítő 1 kg,kg,-171.0,-5.662,Vegeta ételízesítő 1 kg,Vegeta ételízesítő 1 kg,3850104047046,03850104047046,3020.0,2849.0,g,g,1000.0,1000.0,3020.0,2849.0,etelizesito-leveskocka-171,Alapvető élelmiszerek|Ételízesítés|Ételízesítők|Ételízesítők
3850104050565|podravka csípős ajvár 350 g,kg,-1002.857,-25.252,Podravka csípős ajvár 350 g,Podravka csípős ajvár 350 g,3850104050565,03850104050565,1390.0,1039.0,g,g,350.0,350.0,3971.429,2968.571,etelszosz-martas-225,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok"
3850104051029|podravka csemege ajvár 350 g,kg,-1002.857,-25.252,Podravka csemege ajvár 350 g,Podravka csemege ajvár 350 g,3850104051029,03850104051029,1390.0,1039.0,g,g,350.0,350.0,3971.429,2968.571,etelszosz-martas-225,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Egyéb szószok"
