key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Prima_product_name,Spar_barcode,Prima_barcode,Spar_unit_price,Prima_unit_price,Spar_unit_type,Prima_unit_type,Spar_unit_step,Prima_unit_step,Spar_base_price,Prima_base_price,Spar_categories,Prima_categories
"7622210018922|oreo original vaníliaízű töltött keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",kg,422.078,8.856,"OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g","OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",7622210018922,7622210018922,734.0,799.0,g,g,154.0,154.0,4766.234,5188.312,keksz-183,edes-keksz-160
7622210078988|győri pilóta kakaós krémmel töltött omlós keksz 180 g,kg,361.111,6.959,Győri Pilóta kakaós krémmel töltött omlós keksz 180 g,Győri Pilóta kakaós krémmel töltött omlós keksz 180 g,7622210078988,7622210078988,934.0,999.0,g,g,180.0,180.0,5188.889,5550.0,keksz-183,edes-keksz-160
7622210078995|győri pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,kg,361.111,6.959,Győri Pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,Győri Pilóta tripla kakaós krémmel töltött kakaós keksz 180 g,7622210078995,7622210078995,934.0,999.0,g,g,180.0,180.0,5188.889,5550.0,keksz-183,edes-keksz-160
7622210079008|győri pilóta vaníliás ízű karika 300 g,kg,716.667,12.052,Győri Pilóta vaníliás ízű karika 300 g,Győri Pilóta vaníliás ízű karika 300 g,7622210079008,7622210079008,1784.0,1999.0,g,g,300.0,300.0,5946.667,6663.333,keksz-183,edes-keksz-160
7622210079077|győri pilóta vaníliás ízű karika 150 g,kg,433.333,6.959,Győri Pilóta vaníliás ízű karika 150 g,Győri Pilóta vaníliás ízű karika 150 g,7622210079077,7622210079077,934.0,999.0,g,g,150.0,150.0,6226.667,6660.0,keksz-183,edes-keksz-160
7622210079091|győri pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,kg,433.333,6.959,Győri Pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,Győri Pilóta vaníliás ízű karika kakaós tejbevonómasszával 150 g,7622210079091,7622210079091,934.0,999.0,g,g,150.0,150.0,6226.667,6660.0,keksz-183,edes-keksz-160
7622210085283|dörmi puha piskóta almás-epres töltelékkel 30 g,kg,1666.667,29.586,Dörmi puha piskóta almás-epres töltelékkel 30 g,Dörmi puha piskóta almás-epres töltelékkel 30 g,7622210085283,7622210085283,169.0,219.0,g,g,30.0,30.0,5633.333,7300.0,piskota-181,piskota-croissant-162
7622210137234|oreo double creme vanília ízű töltelékkel töltött kakaós keksz 170 g,kg,529.412,11.125,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 170 g,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 170 g,7622210137234,7622210137234,809.0,899.0,g,g,170.0,170.0,4758.824,5288.235,keksz-183,edes-keksz-160
7622210137258|oreo double creme vanília ízű töltelékkel töltött kakaós keksz 157 g,kg,414.013,8.856,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 157 g,Oreo Double Creme vanília ízű töltelékkel töltött kakaós keksz 157 g,7622210137258,7622210137258,734.0,799.0,g,g,157.0,157.0,4675.159,5089.172,keksz-183,edes-keksz-160
7622210145390|sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,kg,3548.387,52.632,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,Sport étcsokoládéval mártott rumos ízű kakaós szelet 31 g,7622210145390,7622210145390,209.0,319.0,g,g,31.0,31.0,6741.935,10290.323,csokolade-175,csokolade-158
7622210145406|sport xl étcsokoládéval mártott rumos ízű kakaós szelet 42 g,kg,2404.762,38.258,Sport XL étcsokoládéval mártott rumos ízű kakaós szelet 42 g,Sport XL étcsokoládéval mártott rumos ízű kakaós szelet 42 g,7622210145406,7622210145406,264.0,365.0,g,g,42.0,42.0,6285.714,8690.476,csokolade-175,csokolade-158
7622210145413|sport xxl tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,kg,2372.549,38.535,Sport XXL tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,Sport XXL tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,7622210145413,7622210145413,314.0,435.0,g,g,51.0,51.0,6156.863,8529.412,csokolade-175,csokolade-158
"7622210194961|belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",kg,800.0,19.063,"Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)","Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622210194961,7622210194961,1259.0,1499.0,g,g,300.0,300.0,4196.667,4996.667,keksz-183,edes-keksz-160
"7622210248671|milka mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g",kg,2000.0,23.821,"Milka Mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g","Milka Mmmax alpesi tejcsokoládé meggyes zselédarabkákkal, cukordrazséval és robbanócukorkával 250 g",7622210248671,7622210248671,2099.0,2599.0,g,g,250.0,250.0,8396.0,10396.0,tablas-csokoladek-176,csokolade-158
"7622210249609|milka choco wafer kakaós töltelékkel töltött, alpesi tejcsokoládéval bevont ostya 30 g",kg,700.0,7.955,"Milka Choco Wafer kakaós töltelékkel töltött, alpesi tejcsokoládéval bevont ostya 30 g","Milka Choco Wafer kakaós töltelékkel töltött, alpesi tejcsokoládéval bevont ostya 30 g",7622210249609,7622210249609,264.0,285.0,g,g,30.0,30.0,8800.0,9500.0,csokolade-175,ostya-napolyi-161
7622210268914|milka cake & choc piskóta tejcsokoládé darabokkal és csokoládés töltelékkel 35 g,kg,1000.0,13.258,Milka Cake & Choc Piskóta Tejcsokoládé Darabokkal és Csokoládés Töltelékkel 35 G,Milka Cake & Choc Piskóta Tejcsokoládé Darabokkal és Csokoládés Töltelékkel 35 G,7622210268914,7622210268914,264.0,299.0,g,g,35.0,35.0,7542.857,8542.857,piskota-181,piskota-croissant-162
"7622210277503|milka mmmax oreo alpesi tejcsokoládé vanília ízű tejes krémtöltelékkel és kakaós keksszel, 300 g",kg,1666.667,23.821,"Milka Mmmax Oreo alpesi tejcsokoládé vanília ízű tejes krémtöltelékkel és kakaós keksszel, 300 g","Milka Mmmax Oreo alpesi tejcsokoládé vanília ízű tejes krémtöltelékkel és kakaós keksszel, 300 g",7622210277503,7622210277503,2099.0,2599.0,g,g,300.0,300.0,6996.667,8663.333,tablas-csokoladek-176,csokolade-158
"7622210346735|belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",kg,800.0,19.063,"Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)","Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",7622210346735,7622210346735,1259.0,1499.0,g,g,300.0,300.0,4196.667,4996.667,keksz-183,edes-keksz-160
7622210349675|milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,kg,650.0,8.856,Milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,Milka alpesi tej felhasználásával készült tejcsokoládé karamellás töltelékkel 100 g,7622210349675,7622210349675,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
7622210369918|milka bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,kg,722.222,8.856,Milka Bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,Milka Bubbly alpesi tejcsokoládé levegőbuborékos tejcsokoládé töltelékkel 90 g,7622210369918,7622210369918,734.0,799.0,g,g,90.0,90.0,8155.556,8877.778,tablas-csokoladek-176,csokolade-158
7622210369925|milka bubbly white alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,kg,684.211,8.856,Milka Bubbly White alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,Milka Bubbly White alpesi tejcsokoládé levegőbuborékos fehércsokoládé töltelékkel 95 g,7622210369925,7622210369925,734.0,799.0,g,g,95.0,95.0,7726.316,8410.526,tablas-csokoladek-176,csokolade-158
"7622210411679|oreo original klasszikus vaníliaízű töltött keksz, útközben is tökéletes, 4 db keksz 44 g",kg,477.273,8.268,"OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g","OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g",7622210411679,7622210411679,254.0,275.0,g,g,44.0,44.0,5772.727,6250.0,keksz-183,edes-keksz-160
7622210413147|milka choc & choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,kg,700.0,9.598,Milka Choc & Choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,Milka Choc & Choc alpesi tejcsokoládéval mártott puha piskóta kakaós töltelékkel 150 g,7622210413147,7622210413147,1094.0,1199.0,g,g,150.0,150.0,7293.333,7993.333,tablas-csokoladek-176,piskota-croissant-162
7622210594723|milka thank you alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,kg,990.909,8.45,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,7622210594723,7622210594723,1290.0,1399.0,g,g,110.0,110.0,11727.273,12718.182,csokolade-175,desszert-159
7622210597342|milka happy birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,kg,990.909,8.45,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,7622210597342,7622210597342,1290.0,1399.0,g,g,110.0,110.0,11727.273,12718.182,csokolade-175,desszert-159
7622210609830|milka mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,kg,1811.594,23.821,Milka Mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,Milka Mmmax földimogyorós-karamellás alpesi tejcsokoládé földimogyoró darabokkal és rizzsel 276 g,7622210609830,7622210609830,2099.0,2599.0,g,g,276.0,276.0,7605.072,9416.667,tablas-csokoladek-176,csokolade-158
"7622210623317|milka alpesi tejcsokoládé meggyízű tejes krémtöltelékkel és meggyes gyümölcskrémmel, 100 g",kg,650.0,8.856,"Milka alpesi tejcsokoládé meggyízű tejes krémtöltelékkel és meggyes gyümölcskrémmel, 100 g","Milka alpesi tejcsokoládé meggyízű tejes krémtöltelékkel és meggyes gyümölcskrémmel, 100 g",7622210623317,7622210623317,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
7622210635785|milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,kg,673.077,9.598,Milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,Milka közepén puha kakaós keksz alpesi tej felhasználásával készült tejcsokoládé darabokkal 156 g,7622210635785,7622210635785,1094.0,1199.0,g,g,156.0,156.0,7012.821,7685.897,keksz-183,edes-keksz-160
"7622210653215|milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g",kg,1666.667,23.821,"Milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g","Milka alpesi tejcsokoládé sajttortaízű krémtöltelékkel, epres töltelékkel és keksszel 300 g",7622210653215,7622210653215,2099.0,2599.0,g,g,300.0,300.0,6996.667,8663.333,tablas-csokoladek-176,csokolade-158
7622210669315|milka choco brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,kg,700.0,9.598,Milka Choco Brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,Milka Choco Brownie sütemény alpesi tejcsokoládéval és tejcsokoládé darabokkal 6 db 150 g,7622210669315,7622210669315,1094.0,1199.0,g,g,150.0,150.0,7293.333,7993.333,sutemeny-178,piskota-croissant-162
7622210704740|milka & oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 37 g,kg,1081.081,9.78,Milka & Oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 37 g,Milka & Oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 37 g,7622210704740,7622210704740,409.0,449.0,g,g,37.0,37.0,11054.054,12135.135,csokolade-175,csokolade-158
7622210711472|milka singles mix alpesi tejcsokoládé válogatás 138 g,kg,1666.667,9.316,Milka Singles Mix alpesi tejcsokoládé válogatás 138 g,Milka Singles Mix alpesi tejcsokoládé válogatás 138 g,7622210711472,7622210711472,2469.0,2699.0,g,g,138.0,138.0,17891.304,19557.971,desszert-bonbon-177,desszert-159
"7622210728142|belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6 50 g (300 g)",kg,800.0,19.063,"Belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6  50 g (300 g)","Belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6  50 g (300 g)",7622210728142,7622210728142,1259.0,1499.0,g,g,300.0,300.0,4196.667,4996.667,keksz-183,edes-keksz-160
7622210769947|belvita soft bakes gabonás keksz epres töltelékkel 50 g,kg,620.0,9.873,Belvita Soft Bakes Gabonás Keksz Epres Töltelékkel 50 G,Belvita Soft Bakes Gabonás Keksz Epres Töltelékkel 50 G,7622210769947,7622210769947,314.0,345.0,g,g,50.0,50.0,6280.0,6900.0,keksz-183,edes-keksz-160
7622210781727|oreo choc'o brownie kakaós töltelékkel töltött kakaós keksz 154 g,kg,422.078,8.856,Oreo Choc'o Brownie kakaós töltelékkel töltött kakaós keksz 154 g,Oreo Choc'o Brownie kakaós töltelékkel töltött kakaós keksz 154 g,7622210781727,7622210781727,734.0,799.0,g,g,154.0,154.0,4766.234,5188.312,keksz-183,edes-keksz-160
"7622210788108|belvita soft bakes gabonás, mogyoróízű keksz kakaós töltelékkel 50 g",kg,620.0,9.873,"Belvita Soft Bakes gabonás, mogyoróízű keksz kakaós töltelékkel 50 g","Belvita Soft Bakes gabonás, mogyoróízű keksz kakaós töltelékkel 50 g",7622210788108,7622210788108,314.0,345.0,g,g,50.0,50.0,6280.0,6900.0,keksz-183,edes-keksz-160
7622210818553|milka choco wafer alpesi tejcsokoládéval bevont ostya kakaós töltelékkel 5 x 30 g (150 g),kg,-1300.0,-17.824,Milka Choco Wafer alpesi tejcsokoládéval bevont ostya kakaós töltelékkel 5 x 30 g (150 g),Milka Choco Wafer alpesi tejcsokoládéval bevont ostya kakaós töltelékkel 5 x 30 g (150 g),7622210818553,7622210818553,1094.0,899.0,g,g,150.0,150.0,7293.333,5993.333,keksz-183,csokolade-158
"7622210826251|milka oreo sandwich kakaós kekszek vaníliaízű, tejes krémtöltelékkel alpesi tejcsokoládén 92 g",kg,706.522,8.856,"Milka Oreo Sandwich Kakaós Kekszek Vaníliaízű, Tejes Krémtöltelékkel Alpesi Tejcsokoládén 92 G","Milka Oreo Sandwich Kakaós Kekszek Vaníliaízű, Tejes Krémtöltelékkel Alpesi Tejcsokoládén 92 G",7622210826251,7622210826251,734.0,799.0,g,g,92.0,92.0,7978.261,8684.783,tablas-csokoladek-176,edes-keksz-160
"7622210833051|belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",kg,960.0,19.063,"Belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g","Belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",7622210833051,7622210833051,1259.0,1499.0,g,g,250.0,250.0,5036.0,5996.0,keksz-183,edes-keksz-160
7622210928580|milka i love milka alpesi tejcsokoládé praliné mogyorós krémtöltelékkel 44 g,kg,1590.909,9.272,Milka I love Milka alpesi tejcsokoládé praliné mogyorós krémtöltelékkel 44 g,Milka I love Milka alpesi tejcsokoládé praliné mogyorós krémtöltelékkel 44 g,7622210928580,7622210928580,755.0,825.0,g,g,44.0,44.0,17159.091,18750.0,desszert-bonbon-177,desszert-159
"7622210954343|sport duó tejcsokoládéval mártott szelet kókuszos, karamellás töltelékkel 60 g",kg,2016.667,38.535,"Sport Duó tejcsokoládéval mártott szelet kókuszos, karamellás töltelékkel 60 g","Sport Duó tejcsokoládéval mártott szelet kókuszos, karamellás töltelékkel 60 g",7622210954343,7622210954343,314.0,435.0,g,g,60.0,60.0,5233.333,7250.0,csokolade-175,csokolade-158
7622210957368|milka oreo choco alpesi tejcsokoládé kakaós krémtöltelékkel és kakaós kekszdarabokkal 100 g,kg,650.0,8.856,Milka Oreo Choco alpesi tejcsokoládé kakaós krémtöltelékkel és kakaós kekszdarabokkal 100 g,Milka Oreo Choco alpesi tejcsokoládé kakaós krémtöltelékkel és kakaós kekszdarabokkal 100 g,7622210957368,7622210957368,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
"7622210977434|oreo golden vaníliaízű töltött keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",kg,422.078,8.856,"OREO Golden Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g","OREO Golden Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 14 db keksz 154 g",7622210977434,7622210977434,734.0,799.0,g,g,154.0,154.0,4766.234,5188.312,keksz-183,edes-keksz-160
7622210998781|milka cookies sensations keksz alpesi tejcsokoládé darabokkal és tejcsokoládés töltelékkel 156 g,kg,673.077,9.598,Milka Cookies Sensations keksz alpesi tejcsokoládé darabokkal és tejcsokoládés töltelékkel 156 g,Milka Cookies Sensations keksz alpesi tejcsokoládé darabokkal és tejcsokoládés töltelékkel 156 g,7622210998781,7622210998781,1094.0,1199.0,g,g,156.0,156.0,7012.821,7685.897,keksz-183,edes-keksz-160
76222498|milka tender piskótatekercs tejes krémtöltelékkel tejcsokoládéval mártva 37 g,kg,1081.081,11.142,Milka Tender piskótatekercs tejes krémtöltelékkel tejcsokoládéval mártva 37 g,Milka Tender piskótatekercs tejes krémtöltelékkel tejcsokoládéval mártva 37 g,76222498,76222498,359.0,399.0,g,g,37.0,37.0,9702.703,10783.784,sutemeny-178,piskota-croissant-162
7622300026752|milka à la dessert au chocolat alpesi tejcsokoládé habosított kakaós töltelékkel 100 g,kg,650.0,8.856,Milka à la Dessert au Chocolat alpesi tejcsokoládé habosított kakaós töltelékkel 100 g,Milka à la Dessert au Chocolat alpesi tejcsokoládé habosított kakaós töltelékkel 100 g,7622300026752,7622300026752,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
7622300134532|milka mmmax alpesi tejcsokoládé karamell ízű tejes krémtöltelékkel 300 g,kg,1666.667,23.821,Milka Mmmax alpesi tejcsokoládé karamell ízű tejes krémtöltelékkel 300 g,Milka Mmmax alpesi tejcsokoládé karamell ízű tejes krémtöltelékkel 300 g,7622300134532,7622300134532,2099.0,2599.0,g,g,300.0,300.0,6996.667,8663.333,tablas-csokoladek-176,csokolade-158
7622300291785|milka alpesi tej felhasználásával készült tejcsokoládé eperízű krémmel töltve 100 g,kg,650.0,8.856,Milka alpesi tej felhasználásával készült tejcsokoládé eperízű krémmel töltve 100 g,Milka alpesi tej felhasználásával készült tejcsokoládé eperízű krémmel töltve 100 g,7622300291785,7622300291785,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
7622300292522|milka choco mini stars tejes krémmel töltött keksz tejcsokoládéval 185 g,kg,567.568,9.598,Milka Choco Mini Stars tejes krémmel töltött keksz tejcsokoládéval 185 g,Milka Choco Mini Stars tejes krémmel töltött keksz tejcsokoládéval 185 g,7622300292522,7622300292522,1094.0,1199.0,g,g,185.0,185.0,5913.514,6481.081,keksz-183,edes-keksz-160
"7622300382216|belvita kakaós, gabonás keksz csokoládédarabokkal 50g",kg,620.0,9.873,"Belvita kakaós, gabonás keksz csokoládédarabokkal 50g","Belvita kakaós, gabonás keksz csokoládédarabokkal 50g",7622300382216,7622300382216,314.0,345.0,g,g,50.0,50.0,6280.0,6900.0,keksz-183,edes-keksz-160
"7622300443269|belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",kg,800.0,19.063,"Belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)","Belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622300443269,7622300443269,1259.0,1499.0,g,g,300.0,300.0,4196.667,4996.667,keksz-183,edes-keksz-160
"7622300444181|oreo original vaníliaízű töltött keksz, vegetáriánusok is fogyaszthatják, 16 db keksz 176 g",kg,511.364,11.125,"OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 16 db keksz 176 g","OREO Original Vaníliaízű Töltött Keksz, vegetáriánusok is fogyaszthatják, 16 db keksz 176 g",7622300444181,7622300444181,809.0,899.0,g,g,176.0,176.0,4596.591,5107.955,keksz-183,edes-keksz-160
7622300570293|tuc füstölt bacon ízű kréker 100 g,kg,1410.0,32.488,Tuc füstölt bacon ízű kréker 100 g,Tuc füstölt bacon ízű kréker 100 g,7622300570293,7622300570293,434.0,575.0,g,g,100.0,100.0,4340.0,5750.0,ropi-perec-sos-kekszek-190,sos-keksz-151
7622300570316|tuc mini bacon ízű kréker 100 g,kg,1410.0,32.488,Tuc Mini Bacon ízű Kréker 100 G,Tuc Mini Bacon ízű Kréker 100 G,7622300570316,7622300570316,434.0,575.0,g,g,100.0,100.0,4340.0,5750.0,ropi-perec-sos-kekszek-190,sos-keksz-151
7622300617820|milka oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 100 g,kg,650.0,8.856,Milka Oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 100 g,Milka Oreo alpesi tejcsokoládé kakaós kekszdarabokkal és vaníliaízű tejes krémtöltelékkel 100 g,7622300617820,7622300617820,734.0,799.0,g,g,100.0,100.0,7340.0,7990.0,tablas-csokoladek-176,csokolade-158
7622300731571|dörmi csokoládés krémmel töltött puha piskóta 5 x 30 g (150 g),kg,533.333,9.535,Dörmi csokoládés krémmel töltött puha piskóta 5 x 30 g (150 g),Dörmi csokoládés krémmel töltött puha piskóta 5 x 30 g (150 g),7622300731571,7622300731571,839.0,919.0,g,g,150.0,150.0,5593.333,6126.667,sutemeny-178,piskota-croissant-162
7622300731595|dörmi tejes krémmel töltött puha piskóta 5 x 30 g (150 g),kg,533.333,9.535,Dörmi tejes krémmel töltött puha piskóta 5 x 30 g (150 g),Dörmi tejes krémmel töltött puha piskóta 5 x 30 g (150 g),7622300731595,7622300731595,839.0,919.0,g,g,150.0,150.0,5593.333,6126.667,piskota-181,piskota-croissant-162
7622300784751|milka cake & choc piskóta tejcsokoládé darabokkal és csokoládés töltelékkel 5 x 35 g (175 g),kg,600.0,9.598,Milka Cake & Choc piskóta tejcsokoládé darabokkal és csokoládés töltelékkel 5 x 35 g (175 g),Milka Cake & Choc piskóta tejcsokoládé darabokkal és csokoládés töltelékkel 5 x 35 g (175 g),7622300784751,7622300784751,1094.0,1199.0,g,g,175.0,175.0,6251.429,6851.429,piskota-181,piskota-croissant-162
"7630040406352|martini asti illatos minőségi édes pezsgő 7,5% 750 ml",l,1173.333,15.254,"Martini Asti illatos minőségi édes pezsgő 7,5% 750 ml","Martini Asti illatos minőségi édes pezsgő 7,5% 750 ml",7630040406352,7630040406352,5769.0,6649.0,ml,ml,750.0,750.0,7692.0,8865.333,pezsgo-gyongyozo-bor-252,pezsgo-gyerekpezsgo-199
7630311506897|starbucks by nespresso sunny day blend őrölt pörkölt kávé 10 kapszula 56 g,kg,7142.857,19.057,Starbucks by Nespresso Sunny Day Blend őrölt pörkölt kávé 10 kapszula 56 g,Starbucks by Nespresso Sunny Day Blend őrölt pörkölt kávé 10 kapszula 56 g,7630311506897,7630311506897,2099.0,2499.0,g,g,56.0,56.0,37482.143,44625.0,kapszulas-kave-137,kavekapszula-167
8000070018808|lavazza espresso italiano classico pörkölt őrölt kávé 250 g,kg,3100.0,16.406,Lavazza Espresso Italiano Classico pörkölt őrölt kávé 250 g,Lavazza Espresso Italiano Classico pörkölt őrölt kávé 250 g,8000070018808,8000070018808,4724.0,5499.0,g,g,250.0,250.0,18896.0,21996.0,orolt-kave-136,orolt-szemes-kave-165
8000070019911|lavazza qualità oro perfect symphony őrölt kávé 250 g,kg,2100.0,9.092,Lavazza Qualità Oro Perfect Symphony őrölt kávé 250 g,Lavazza Qualità Oro Perfect Symphony őrölt kávé 250 g,8000070019911,8000070019911,5774.0,6299.0,g,g,250.0,250.0,23096.0,25196.0,orolt-kave-136,orolt-szemes-kave-165
8000070038769|lavazza crema e gusto classico őrölt kávé 250 g,kg,3400.0,26.993,Lavazza Crema e Gusto Classico őrölt kávé 250 g,Lavazza Crema e Gusto Classico őrölt kávé 250 g,8000070038769,8000070038769,3149.0,3999.0,g,g,250.0,250.0,12596.0,15996.0,orolt-kave-136,orolt-szemes-kave-165
8000070053465|lavazza qualità oro őrölt pörkölt kávé kapszula 10 db 55 g,kg,14272.727,32.519,Lavazza Qualità Oro őrölt pörkölt kávé kapszula 10 db 55 g,Lavazza Qualità Oro őrölt pörkölt kávé kapszula 10 db 55 g,8000070053465,8000070053465,2414.0,3199.0,g,g,55.0,55.0,43890.909,58163.636,kapszulas-kave-137,kavekapszula-167
"8000320010118|cirio aprított paradicsom paradicsomlében, 400 g",kg,190.0,8.549,"Cirio aprított paradicsom paradicsomlében, 400 g","Cirio aprított paradicsom paradicsomlében, 400 g",8000320010118,8000320010118,889.0,965.0,g,g,400.0,400.0,2222.5,2412.5,paradicsompure-pesto-egyeb-olasz-szoszok-214,zoldseg-konzerv-99
"8000320990113|cirio passata passzírozott paradicsom, 500 g",kg,132.0,7.341,"Cirio Passata passzírozott paradicsom, 500 g","Cirio Passata passzírozott paradicsom, 500 g",8000320990113,8000320990113,899.0,965.0,g,g,500.0,500.0,1798.0,1930.0,paradicsompure-pesto-egyeb-olasz-szoszok-214,zoldseg-konzerv-99
"8000420020130|gancia asti édes olasz pezsgő 7,5% 0,75 l",l,1700.0,28.183,"Gancia Asti édes olasz pezsgő 7,5% 0,75 l","Gancia Asti édes olasz pezsgő 7,5% 0,75 l",8000420020130,8000420020130,4524.0,5799.0,ml,ml,750.0,750.0,6032.0,7732.0,pezsgo-gyongyozo-bor-252,pezsgo-gyerekpezsgo-199
"8000420020178|gancia prosecco száraz olasz habzóbor 11,5% 0,75 l",l,1700.0,28.183,"Gancia Prosecco száraz olasz habzóbor 11,5% 0,75 l","Gancia Prosecco száraz olasz habzóbor 11,5% 0,75 l",8000420020178,8000420020178,4524.0,5799.0,ml,ml,750.0,750.0,6032.0,7732.0,pezsgo-gyongyozo-bor-252,gyongyozobor-198
"8000500023624|kinder happy hippo cacao kakaós és tejes krémmel töltött ropogós ostya 5 x 20,7 g (103,5 g)",kg,2850.242,25.563,"Kinder Happy Hippo Cacao kakaós és tejes krémmel töltött ropogós ostya 5 x 20,7 g (103,5 g)","Kinder Happy Hippo Cacao kakaós és tejes krémmel töltött ropogós ostya 5 x 20,7 g (103,5 g)",8000500023624,8000500023624,1154.0,1449.0,g,g,103.5,103.5,11149.758,14000.0,napolyi-ostya-179,ostya-napolyi-161
