key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Prima_product_name,Spar_barcode,Prima_barcode,Spar_unit_price,Prima_unit_price,Spar_unit_type,Prima_unit_type,Spar_unit_step,Prima_unit_step,Spar_base_price,Prima_base_price,Spar_categories,Prima_categories
"5993330000305|coca-cola light colaízű energiamentes szénsavas üdítőital édesítőszerekkel, 1750 ml",l,28.571,5.889,"Coca-Cola Light colaízű energiamentes szénsavas üdítőital édesítőszerekkel, 1750 ml","Coca-Cola Light colaízű energiamentes szénsavas üdítőital édesítőszerekkel, 1750 ml",5993330000305,5993330000305,849.0,899.0,ml,ml,1750.0,1750.0,485.143,513.714,szensavas-uditoital-203,szensavas-uditoital-172
5993330000336|fanta szénsavas narancsízű üdítőital 1 l,l,-45.0,-6.988,Fanta szénsavas narancsízű üdítőital 1 l,Fanta szénsavas narancsízű üdítőital 1 l,5993330000336,5993330000336,644.0,599.0,ml,ml,1000.0,1000.0,644.0,599.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000343|fanta szénsavas narancsízű üdítőital 1,75 l",l,28.571,5.889,"Fanta szénsavas narancsízű üdítőital 1,75 l","Fanta szénsavas narancsízű üdítőital 1,75 l",5993330000343,5993330000343,849.0,899.0,ml,ml,1750.0,1750.0,485.143,513.714,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000350|fanta szénsavas narancsízű üdítőital 2,25 l",l,37.333,8.276,"Fanta szénsavas narancsízű üdítőital 2,25 l","Fanta szénsavas narancsízű üdítőital 2,25 l",5993330000350,5993330000350,1015.0,1099.0,ml,ml,2250.0,2250.0,451.111,488.444,szensavas-uditoital-203,szensavas-uditoital-172
5993330000381|fanta szénsavas narancsízű üdítőital 330 ml,l,-106.061,-7.231,Fanta szénsavas narancsízű üdítőital 330 ml,Fanta szénsavas narancsízű üdítőital 330 ml,5993330000381,5993330000381,484.0,449.0,ml,ml,330.0,330.0,1466.667,1360.606,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000404|fanta zéró cukor energiamentes narancsízű szénsavas üdítőital édesítőszerekkel 1,75 l",l,28.571,5.889,"Fanta zéró cukor energiamentes narancsízű szénsavas üdítőital édesítőszerekkel 1,75 l","Fanta zéró cukor energiamentes narancsízű szénsavas üdítőital édesítőszerekkel 1,75 l",5993330000404,5993330000404,849.0,899.0,ml,ml,1750.0,1750.0,485.143,513.714,szensavas-uditoital-203,szensavas-uditoital-172
5993330000473|sprite citrom- és limeízű szénsavas üdítőital 500 ml,l,-90.0,-8.272,Sprite citrom- és limeízű szénsavas üdítőital 500 ml,Sprite citrom- és limeízű szénsavas üdítőital 500 ml,5993330000473,5993330000473,544.0,499.0,ml,ml,500.0,500.0,1088.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000497|sprite citrom- és limeízű szénsavas üdítőital 1,75 l",l,28.571,5.889,"Sprite citrom- és limeízű szénsavas üdítőital 1,75 l","Sprite citrom- és limeízű szénsavas üdítőital 1,75 l",5993330000497,5993330000497,849.0,899.0,ml,ml,1750.0,1750.0,485.143,513.714,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000541|sprite zéró cukor citrom- és limeízű energiamentes szénsavas üdítőital édesítőszerekkel 1,75 l",l,28.571,5.889,"Sprite zéró cukor citrom- és limeízű energiamentes szénsavas üdítőital édesítőszerekkel 1,75 l","Sprite zéró cukor citrom- és limeízű energiamentes szénsavas üdítőital édesítőszerekkel 1,75 l",5993330000541,5993330000541,849.0,899.0,ml,ml,1750.0,1750.0,485.143,513.714,szensavas-uditoital-203,szensavas-uditoital-172
5993330000565|kinley tonic water tonikízű szénsavas üdítőital 500 ml,l,-90.0,-8.272,Kinley Tonic Water tonikízű szénsavas üdítőital 500 ml,Kinley Tonic Water tonikízű szénsavas üdítőital 500 ml,5993330000565,5993330000565,544.0,499.0,ml,ml,500.0,500.0,1088.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000572|kinley tonic water tonikízű szénsavas üdítőital 1,5 l",l,33.333,5.889,"Kinley Tonic Water tonikízű szénsavas üdítőital 1,5 l","Kinley Tonic Water tonikízű szénsavas üdítőital 1,5 l",5993330000572,5993330000572,849.0,899.0,ml,ml,1500.0,1500.0,566.0,599.333,szensavas-uditoital-203,szensavas-uditoital-172
5993330000602|kinley ginger ale szénsavas üdítőital gyömbér ízesítéssel 500 ml,l,-90.0,-8.272,Kinley Ginger Ale szénsavas üdítőital gyömbér ízesítéssel 500 ml,Kinley Ginger Ale szénsavas üdítőital gyömbér ízesítéssel 500 ml,5993330000602,5993330000602,544.0,499.0,ml,ml,500.0,500.0,1088.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000619|kinley ginger ale szénsavas üdítőital gyömbér ízesítéssel 1,5 l",l,33.333,5.889,"Kinley Ginger Ale szénsavas üdítőital gyömbér ízesítéssel 1,5 l","Kinley Ginger Ale szénsavas üdítőital gyömbér ízesítéssel 1,5 l",5993330000619,5993330000619,849.0,899.0,ml,ml,1500.0,1500.0,566.0,599.333,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000688|kinley tonic water zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l",l,33.333,5.889,"Kinley Tonic Water Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l","Kinley Tonic Water Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l",5993330000688,5993330000688,849.0,899.0,ml,ml,1500.0,1500.0,566.0,599.333,szensavas-uditoital-203,szensavas-uditoital-172
5993330000695|kinley ginger ale zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,l,-80.0,-7.421,Kinley Ginger Ale Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,Kinley Ginger Ale Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,5993330000695,5993330000695,539.0,499.0,ml,ml,500.0,500.0,1078.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330000701|kinley ginger ale zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l",l,33.333,5.889,"Kinley Ginger Ale Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l","Kinley Ginger Ale Zéró cukor energiamentes szénsavas üdítőital édesítőszerekkel 1,5 l",5993330000701,5993330000701,849.0,899.0,ml,ml,1500.0,1500.0,566.0,599.333,szensavas-uditoital-203,szensavas-uditoital-172
5993330000725|fuze tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 500 ml,l,0.0,0.0,Fuze Tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 500 ml,Fuze Tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 500 ml,5993330000725,5993330000725,549.0,549.0,ml,ml,500.0,500.0,1098.0,1098.0,szensavmentes-uditoitalok-202,ice-tea-175
"5993330000732|fuze tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 1,5 l",l,-20.0,-4.115,"Fuze Tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 1,5 l","Fuze Tea szénsavmentes citrom- és citromfű-ízű üdítőital fekete tea kivonattal 1,5 l",5993330000732,5993330000732,729.0,699.0,ml,ml,1500.0,1500.0,486.0,466.0,szensavmentes-uditoitalok-202,ice-tea-175
5993330000763|fuze tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 500 ml,l,0.0,0.0,Fuze Tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 500 ml,Fuze Tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 500 ml,5993330000763,5993330000763,549.0,549.0,ml,ml,500.0,500.0,1098.0,1098.0,szensavmentes-uditoitalok-202,ice-tea-175
"5993330000770|fuze tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 1,5 l",l,-20.0,-4.115,"Fuze Tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 1,5 l","Fuze Tea szénsavmentes eper-aloe vera-ízű üdítőital zöld tea kivonattal 1,5 l",5993330000770,5993330000770,729.0,699.0,ml,ml,1500.0,1500.0,486.0,466.0,szensavmentes-uditoitalok-202,ice-tea-175
5993330000787|fuze tea szénsavmentes lime- és mentaízű üdítőital zöld tea kivonattal 500 ml,l,0.0,0.0,Fuze Tea szénsavmentes lime- és mentaízű üdítőital zöld tea kivonattal 500 ml,Fuze Tea szénsavmentes lime- és mentaízű üdítőital zöld tea kivonattal 500 ml,5993330000787,5993330000787,549.0,549.0,ml,ml,500.0,500.0,1098.0,1098.0,szensavmentes-uditoitalok-202,ice-tea-175
"5993330000831|fuze tea szénsavmentes maracujaízű üdítőital zöld tea kivonattal, édesítőszerekkel 1,5 l",l,-16.667,-3.453,"Fuze Tea szénsavmentes maracujaízű üdítőital zöld tea kivonattal, édesítőszerekkel 1,5 l","Fuze Tea szénsavmentes maracujaízű üdítőital zöld tea kivonattal, édesítőszerekkel 1,5 l",5993330000831,5993330000831,724.0,699.0,ml,ml,1500.0,1500.0,482.667,466.0,szensavmentes-uditoitalok-202,ice-tea-175
"5993330000923|naturaqua szénsavmentes természetes ásványvíz 1,5 l",l,40.0,25.105,"NaturAqua szénsavmentes természetes ásványvíz 1,5 l","NaturAqua szénsavmentes természetes ásványvíz 1,5 l",5993330000923,5993330000923,239.0,299.0,ml,ml,1500.0,1500.0,159.333,199.333,asvanyviz-201,asvanyviz-173
"5993330000961|naturaqua szén-dioxiddal dúsított természetes ásványvíz 1,5 l",l,40.0,25.105,"NaturAqua szén-dioxiddal dúsított természetes ásványvíz 1,5 l","NaturAqua szén-dioxiddal dúsított természetes ásványvíz 1,5 l",5993330000961,5993330000961,239.0,299.0,ml,ml,1500.0,1500.0,159.333,199.333,asvanyviz-201,asvanyviz-173
5993330001081|cappy 100% almalé 1 l,l,50.0,4.55,Cappy 100% almalé 1 l,Cappy 100% almalé 1 l,5993330001081,5993330001081,1099.0,1149.0,ml,ml,1000.0,1000.0,1099.0,1149.0,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
"5993330001142|cappy ice fruit szénsavmentes alma-őszibarack-sárgadinnye ital citromfű ízesítéssel 1,5 l",l,13.333,2.413,"Cappy Ice Fruit szénsavmentes alma-őszibarack-sárgadinnye ital citromfű ízesítéssel 1,5 l","Cappy Ice Fruit szénsavmentes alma-őszibarack-sárgadinnye ital citromfű ízesítéssel 1,5 l",5993330001142,5993330001142,829.0,849.0,ml,ml,1500.0,1500.0,552.667,566.0,gyumolcslevek-205,gyumolcsle-gyumolcs-ital-176
"5993330001173|cappy ice fruit multivitamin szénsavmentes vegyesgyümölcs ital mangosztán ízesítéssel 1,5 l",l,13.333,2.413,"Cappy Ice Fruit Multivitamin szénsavmentes vegyesgyümölcs ital mangosztán ízesítéssel 1,5 l","Cappy Ice Fruit Multivitamin szénsavmentes vegyesgyümölcs ital mangosztán ízesítéssel 1,5 l",5993330001173,5993330001173,829.0,849.0,ml,ml,1500.0,1500.0,552.667,566.0,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
"5993330001180|cappy ice fruit szénsavmentes alma-körte ital bodzavirág ízesítéssel 1,5 l",l,13.333,2.413,"Cappy Ice Fruit szénsavmentes alma-körte ital bodzavirág ízesítéssel 1,5 l","Cappy Ice Fruit szénsavmentes alma-körte ital bodzavirág ízesítéssel 1,5 l",5993330001180,5993330001180,829.0,849.0,ml,ml,1500.0,1500.0,552.667,566.0,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
5993330001203|coca-cola colaízű szénsavas üdítőital 4 x 330 ml,l,30.303,2.742,Coca-Cola colaízű szénsavas üdítőital 4 x 330 ml,Coca-Cola colaízű szénsavas üdítőital 4 x 330 ml,5993330001203,5993330001203,1459.0,1499.0,ml,ml,1320.0,1320.0,1105.303,1135.606,szensavas-uditoital-203,szensavas-uditoital-172
5993330001241|coca-cola zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 4 x 330 ml,l,30.303,2.742,Coca-Cola Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 4 x 330 ml,Coca-Cola Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 4 x 330 ml,5993330001241,5993330001241,1459.0,1499.0,ml,ml,1320.0,1320.0,1105.303,1135.606,szensavas-uditoital-203,szensavas-uditoital-172
5993330003016|cappy körte gyümölcsital körtepüré sűrítményből cukorral és édesítőszerekkel 1 l,l,40.0,3.607,Cappy Körte gyümölcsital körtepüré sűrítményből cukorral és édesítőszerekkel 1 l,Cappy Körte gyümölcsital körtepüré sűrítményből cukorral és édesítőszerekkel 1 l,5993330003016,5993330003016,1109.0,1149.0,ml,ml,1000.0,1000.0,1109.0,1149.0,gyumolcslevek-205,gyumolcsle-gyumolcs-ital-176
"5993330003245|fuze tea energiamentes, szénsavmentes citromízű üdítőital zöld tea kivonattal 500 ml",l,10.0,0.919,"Fuze Tea energiamentes, szénsavmentes citromízű üdítőital zöld tea kivonattal 500 ml","Fuze Tea energiamentes, szénsavmentes citromízű üdítőital zöld tea kivonattal 500 ml",5993330003245,5993330003245,544.0,549.0,ml,ml,500.0,500.0,1088.0,1098.0,szensavmentes-uditoitalok-202,ice-tea-175
"5993330003405|cappy lemonade szénsavmentes citromos üdítőital eperlével és édesítőszerekkel 1,25 l",l,176.0,26.538,"Cappy Lemonade szénsavmentes citromos üdítőital eperlével és édesítőszerekkel 1,25 l","Cappy Lemonade szénsavmentes citromos üdítőital eperlével és édesítőszerekkel 1,25 l",5993330003405,5993330003405,829.0,1049.0,ml,ml,1250.0,1250.0,663.2,839.2,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
"5993330003481|kinley pink aromatic berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 500 ml",l,-90.0,-8.272,"Kinley Pink Aromatic Berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 500 ml","Kinley Pink Aromatic Berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 500 ml",5993330003481,5993330003481,544.0,499.0,ml,ml,500.0,500.0,1088.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
"5993330003498|kinley pink aromatic berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 1,5 l",l,33.333,5.889,"Kinley Pink Aromatic Berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 1,5 l","Kinley Pink Aromatic Berry szénsavas, vegyes bogyós gyümölcsízű üdítőital 1,5 l",5993330003498,5993330003498,849.0,899.0,ml,ml,1500.0,1500.0,566.0,599.333,szensavas-uditoital-203,szensavas-uditoital-172
5995000830090|caola hintőpor kamillavirág kivonattal 100 g,kg,1700.0,27.027,Caola hintőpor kamillavirág kivonattal 100 g,Caola hintőpor kamillavirág kivonattal 100 g,5995000830090,5995000830090,629.0,799.0,g,g,100.0,100.0,6290.0,7990.0,egyeb-313,babaapolas-210
"5995099191720|zwack unicum gyógynövénylikőr 40% 0,7 l",l,1178.571,9.297,"Zwack Unicum gyógynövénylikőr 40% 0,7 l","Zwack Unicum gyógynövénylikőr 40% 0,7 l",5995099191720,5995099191720,8874.0,9699.0,ml,ml,700.0,700.0,12677.143,13855.714,likor-240,palinka-likor-kremlikor-190
"5995099443898|fütyülős barack ízű szeszesital 34,5% 0,5 l",l,1030.0,10.438,"Fütyülős barack ízű szeszesital 34,5% 0,5 l","Fütyülős barack ízű szeszesital 34,5% 0,5 l",5995099443898,5995099443898,4934.0,5449.0,ml,ml,500.0,500.0,9868.0,10898.0,likor-240,palinka-likor-kremlikor-190
"5995099444109|kalinka vodka 37,5% 0,5 l",l,1620.0,20.054,"Kalinka vodka 37,5% 0,5 l","Kalinka vodka 37,5% 0,5 l",5995099444109,5995099444109,4039.0,4849.0,ml,ml,500.0,500.0,8078.0,9698.0,vodka-243,vodka-189
"5995099444420|st. hubertus gyógynövénylikőr 33% 0,2 l",l,1250.0,10.874,"St. Hubertus gyógynövénylikőr 33% 0,2 l","St. Hubertus gyógynövénylikőr 33% 0,2 l",5995099444420,5995099444420,2299.0,2549.0,ml,ml,200.0,200.0,11495.0,12745.0,likor-240,palinka-likor-kremlikor-190
"5995099444482|sütő likőr 20% 0,2 l",l,495.0,6.387,"Sütő likőr 20% 0,2 l","Sütő likőr 20% 0,2 l",5995099444482,5995099444482,1550.0,1649.0,ml,ml,200.0,200.0,7750.0,8245.0,likor-240,palinka-likor-kremlikor-190
"5995099444499|trois tours szeszesital 34,5% 0,2 l",l,1200.0,11.38,"Trois Tours szeszesital 34,5% 0,2 l","Trois Tours szeszesital 34,5% 0,2 l",5995099444499,5995099444499,2109.0,2349.0,ml,ml,200.0,200.0,10545.0,11745.0,egyeb-alkoholos-italok-koktelok-247,egyeb-szeszes-ital-192
"5995099444505|trois tours szeszesital 34,5% 0,5 l",l,800.0,9.414,"Trois Tours szeszesital 34,5% 0,5 l","Trois Tours szeszesital 34,5% 0,5 l",5995099444505,5995099444505,4249.0,4649.0,ml,ml,500.0,500.0,8498.0,9298.0,egyeb-alkoholos-italok-koktelok-247,egyeb-szeszes-ital-192
"5995099444581|zwack unicum gyógynövénylikőr 40% 0,2 l",l,1375.0,8.946,"Zwack Unicum gyógynövénylikőr 40% 0,2 l","Zwack Unicum gyógynövénylikőr 40% 0,2 l",5995099444581,5995099444581,3074.0,3349.0,ml,ml,200.0,200.0,15370.0,16745.0,likor-240,palinka-likor-kremlikor-190
"5995099444598|zwack unicum gyógynövénylikőr 40% 0,5 l",l,1190.0,9.219,"Zwack Unicum gyógynövénylikőr 40% 0,5 l","Zwack Unicum gyógynövénylikőr 40% 0,5 l",5995099444598,5995099444598,6454.0,7049.0,ml,ml,500.0,500.0,12908.0,14098.0,likor-240,palinka-likor-kremlikor-190
"5995099444697|zwack unicum barista gyógynövénylikőr arabica kávéval 34,5% 0,5 l",l,1190.0,9.219,"Zwack Unicum Barista gyógynövénylikőr arabica kávéval 34,5% 0,5 l","Zwack Unicum Barista gyógynövénylikőr arabica kávéval 34,5% 0,5 l",5995099444697,5995099444697,6454.0,7049.0,ml,ml,500.0,500.0,12908.0,14098.0,likor-240,palinka-likor-kremlikor-190
"5995099444789|zwack unicum szilva gyógynövénylikőr 34,5% 0,2 l",l,1375.0,8.946,"Zwack Unicum Szilva gyógynövénylikőr 34,5% 0,2 l","Zwack Unicum Szilva gyógynövénylikőr 34,5% 0,2 l",5995099444789,5995099444789,3074.0,3349.0,ml,ml,200.0,200.0,15370.0,16745.0,likor-240,palinka-likor-kremlikor-190
"5995099444888|vilmos eredeti vilmoskörte szeszesital 37,5% 0,5 l",l,1150.0,9.958,"Vilmos Eredeti Vilmoskörte szeszesital 37,5% 0,5 l","Vilmos Eredeti Vilmoskörte szeszesital 37,5% 0,5 l",5995099444888,5995099444888,5774.0,6349.0,ml,ml,500.0,500.0,11548.0,12698.0,likor-240,palinka-likor-kremlikor-190
"5995099446950|zwack unicum orange bitter gyógynövénylikőr narancs párlattal 34,5% 0,5 l",l,1190.0,9.219,"Zwack Unicum Orange Bitter gyógynövénylikőr narancs párlattal 34,5% 0,5 l","Zwack Unicum Orange Bitter gyógynövénylikőr narancs párlattal 34,5% 0,5 l",5995099446950,5995099446950,6454.0,7049.0,ml,ml,500.0,500.0,12908.0,14098.0,likor-240,palinka-likor-kremlikor-190
"5995099736976|captain morgan spiced gold fűszeres jamaicai rumból készült szeszesital 35% 0,7 l",l,1242.857,9.583,"Captain Morgan Spiced Gold fűszeres jamaicai rumból készült szeszesital 35% 0,7 l","Captain Morgan Spiced Gold fűszeres jamaicai rumból készült szeszesital 35% 0,7 l",5995099736976,5995099736976,9079.0,9949.0,ml,ml,700.0,700.0,12970.0,14212.857,rum-246,egyeb-szeszes-ital-192
"5995099737041|johnnie walker red label skót whisky 40% 0,7 l",l,1250.0,9.75,"Johnnie Walker Red Label skót whisky 40% 0,7 l","Johnnie Walker Red Label skót whisky 40% 0,7 l",5995099737041,5995099737041,8974.0,9849.0,ml,ml,700.0,700.0,12820.0,14070.0,whiskey-241,whiskey-188
5995663967492|master good szeletelt selyemsonka pulykamellhúsból 80 g,kg,1500.0,15.404,Master Good szeletelt selyemsonka pulykamellhúsból 80 g,Master Good szeletelt selyemsonka pulykamellhúsból 80 g,5995663967492,5995663967492,779.0,899.0,g,g,80.0,80.0,9737.5,11237.5,sonka-116,sonka-fustolt-aru-93
5995663968574|master good szeletelt sajtos csirke párizsi 90 g,kg,-133.333,-4.396,Master Good szeletelt sajtos csirke párizsi 90 g,Master Good szeletelt sajtos csirke párizsi 90 g,5995663968574,5995663968574,273.0,261.0,g,g,90.0,90.0,3033.333,2900.0,parizsi-117,parizsi-89
"5995663969472|master good füstli sajtos, füst ízesítésű virsli csirkehúsból 140 g",kg,707.143,15.0,"Master Good Füstli sajtos, füst ízesítésű virsli csirkehúsból 140 g","Master Good Füstli sajtos, füst ízesítésű virsli csirkehúsból 140 g",5995663969472,5995663969472,660.0,759.0,g,g,140.0,140.0,4714.286,5421.429,virsli-118,virsli-debreceni-94
"5995663969496|master good füstli sajtos, füst ízesítésű virsli csirkehúsból 350 g",kg,-485.714,-11.572,"Master Good Füstli sajtos, füst ízesítésű virsli csirkehúsból 350 g","Master Good Füstli sajtos, füst ízesítésű virsli csirkehúsból 350 g",5995663969496,5995663969496,1469.0,1299.0,g,g,350.0,350.0,4197.143,3711.429,virsli-118,virsli-debreceni-94
5995663973011|master good royal szeletelt csirkemell sonka 80 g,kg,1500.0,15.404,Master Good Royal szeletelt csirkemell sonka 80 g,Master Good Royal szeletelt csirkemell sonka 80 g,5995663973011,5995663973011,779.0,899.0,g,g,80.0,80.0,9737.5,11237.5,sonka-116,sonka-fustolt-aru-93
5995757004331|bacardi spiced rum alapú szeszes ital 35% 700 ml,l,2085.714,15.718,Bacardi Spiced rum alapú szeszes ital 35% 700 ml,Bacardi Spiced rum alapú szeszes ital 35% 700 ml,5995757004331,5995757004331,9289.0,10749.0,ml,ml,700.0,700.0,13270.0,15355.714,rum-246,egyeb-szeszes-ital-192
5995757004362|bombay sapphire london dry gin 40% 700 ml,l,1557.143,10.131,Bombay Sapphire London Dry gin 40% 700 ml,Bombay Sapphire London Dry gin 40% 700 ml,5995757004362,5995757004362,10759.0,11849.0,ml,ml,700.0,700.0,15370.0,16927.143,gin-244,egyeb-szeszes-ital-192
"5995863010080|kotányi real, dried saffron 0,12 g",kg,416666.667,7.704,"Kotányi Real, Dried Saffron 0,12 g","Kotányi Real, Dried Saffron 0,12 g",5995863010080,5995863010080,649.0,699.0,g,g,0.12,0.12,5408333.333,5825000.0,fuszerek-165,fuszer-123
5995863010134|kotányi pulykasült fűszersó 38 g,kg,789.474,5.894,Kotányi pulykasült fűszersó 38 g,Kotányi pulykasült fűszersó 38 g,5995863010134,5995863010134,509.0,539.0,g,g,38.0,38.0,13394.737,14184.211,so-fuszerso-166,fuszer-123
5995863010172|kotányi flekken fűszersó 35 g,kg,857.143,5.894,Kotányi flekken fűszersó 35 g,Kotányi flekken fűszersó 35 g,5995863010172,5995863010172,509.0,539.0,g,g,35.0,35.0,14542.857,15400.0,so-fuszerso-166,fuszer-123
5995863010219|kotányi fasírt fűszerkeverék 25 g,kg,1200.0,5.894,Kotányi fasírt fűszerkeverék 25 g,Kotányi fasírt fűszerkeverék 25 g,5995863010219,5995863010219,509.0,539.0,g,g,25.0,25.0,20360.0,21560.0,fuszerkeverek-168,fuszer-123
5995863010226|kotányi görög sültek gyros fűszerkeverék 35 g,kg,857.143,5.894,Kotányi görög sültek gyros fűszerkeverék 35 g,Kotányi görög sültek gyros fűszerkeverék 35 g,5995863010226,5995863010226,509.0,539.0,g,g,35.0,35.0,14542.857,15400.0,fuszerkeverek-168,fuszer-123
5995863010554|kotányi tzatziki salátaöntet fűszerkeverék 13 g,kg,1538.462,8.163,Kotányi Tzatziki salátaöntet fűszerkeverék 13 g,Kotányi Tzatziki salátaöntet fűszerkeverék 13 g,5995863010554,5995863010554,245.0,265.0,g,g,13.0,13.0,18846.154,20384.615,fuszerkeverek-168,salataontet-114
5995863010561|kotányi ezersziget salátaöntet fűszerkeverék 13 g,kg,1538.462,8.163,Kotányi ezersziget salátaöntet fűszerkeverék 13 g,Kotányi ezersziget salátaöntet fűszerkeverék 13 g,5995863010561,5995863010561,245.0,265.0,g,g,13.0,13.0,18846.154,20384.615,fuszerkeverek-168,salataontet-114
5995863015054|kotányi sült csirke fűszersó 40 g,kg,750.0,5.894,Kotányi sült csirke fűszersó 40 g,Kotányi sült csirke fűszersó 40 g,5995863015054,5995863015054,509.0,539.0,g,g,40.0,40.0,12725.0,13475.0,so-fuszerso-166,fuszer-123
5995863015061|kotányi magyaros sültek fűszersó 40 g,kg,750.0,5.894,Kotányi magyaros sültek fűszersó 40 g,Kotányi magyaros sültek fűszersó 40 g,5995863015061,5995863015061,509.0,539.0,g,g,40.0,40.0,12725.0,13475.0,so-fuszerso-166,fuszer-123
5995863015085|kotányi őrölt chili cayenne 20 g,kg,1550.0,6.828,Kotányi őrölt chili cayenne 20 g,Kotányi őrölt chili cayenne 20 g,5995863015085,5995863015085,454.0,485.0,g,g,20.0,20.0,22700.0,24250.0,fuszerek-165,fuszer-123
5995863015092|kotányi currypor fűszerkeverék 27 g,kg,1111.111,5.894,Kotányi currypor fűszerkeverék 27 g,Kotányi currypor fűszerkeverék 27 g,5995863015092,5995863015092,509.0,539.0,g,g,27.0,27.0,18851.852,19962.963,fuszerkeverek-168,fuszer-123
5995863015108|kotányi szeletelt kapor 11 g,kg,2818.182,6.828,Kotányi szeletelt kapor 11 g,Kotányi szeletelt kapor 11 g,5995863015108,5995863015108,454.0,485.0,g,g,11.0,11.0,41272.727,44090.909,fuszerek-165,fuszer-123
5995863015115|kotányi egész tarkabors 16 g,kg,3125.0,7.704,Kotányi egész tarkabors 16 g,Kotányi egész tarkabors 16 g,5995863015115,5995863015115,649.0,699.0,g,g,16.0,16.0,40562.5,43687.5,bors-167,fuszer-123
5995863015146|kotányi morzsolt tárkony 7 g,kg,4428.571,6.828,Kotányi morzsolt tárkony 7 g,Kotányi morzsolt tárkony 7 g,5995863015146,5995863015146,454.0,485.0,g,g,7.0,7.0,64857.143,69285.714,fuszerek-165,fuszer-123
5995863015245|kotányi őrölt gyömbér 22 g,kg,1409.091,6.828,Kotányi őrölt gyömbér 22 g,Kotányi őrölt gyömbér 22 g,5995863015245,5995863015245,454.0,485.0,g,g,22.0,22.0,20636.364,22045.455,fuszerek-165,fuszer-123
5995863015269|kotányi fokhagyma granulátum 28 g,kg,892.857,5.274,Kotányi fokhagyma granulátum 28 g,Kotányi fokhagyma granulátum 28 g,5995863015269,5995863015269,474.0,499.0,g,g,28.0,28.0,16928.571,17821.429,fuszerek-165,fuszer-123
5995863015344|kotányi egész babérlevél 5 g,kg,4200.0,6.688,Kotányi egész babérlevél 5 g,Kotányi egész babérlevél 5 g,5995863015344,5995863015344,314.0,335.0,g,g,5.0,5.0,62800.0,67000.0,fuszerek-165,fuszer-123
5995863015375|kotányi morzsolt majoranna 6 g,kg,2666.667,6.426,Kotányi morzsolt majoranna 6 g,Kotányi morzsolt majoranna 6 g,5995863015375,5995863015375,249.0,265.0,g,g,6.0,6.0,41500.0,44166.667,fuszerek-165,fuszer-123
5995863015382|kotányi egész szerecsendió 9 g,kg,2777.778,5.274,Kotányi egész szerecsendió 9 g,Kotányi egész szerecsendió 9 g,5995863015382,5995863015382,474.0,499.0,g,g,9.0,9.0,52666.667,55444.444,fuszerek-165,fuszer-123
