key,stores_present,base_unit,min_store,max_store,min_base_price,max_base_price,diff,pct_diff,names_by_store,barcodes_by_store,unit_prices_by_store,unit_steps_by_store,categories_by_store
haribo wummis gyümölcsízű gumicukorka 100 g,Prima;Spar;Tesco,kg,Spar,Prima,5640.0,5990.0,350.0,6.206,Prima=Haribo Wummis gyümölcsízű gumicukorka 100 g; Spar=Haribo Wummis gyümölcsízű gumicukorka 100 g; Tesco=Haribo Wummis gyümölcsízű gumicukorka 100 g,Prima=5996379377360; Spar=5996379377360; Tesco=05996379377360,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=100.0 g; Spar=100.0 g; Tesco=100.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo pico-balla gyümölcsízű gumicukorka 85 g,Prima;Spar;Tesco,kg,Spar,Prima,6635.294,7047.059,411.765,6.206,Prima=Haribo Pico-Balla gyümölcsízű gumicukorka 85 g; Spar=Haribo Pico-Balla gyümölcsízű gumicukorka 85 g; Tesco=Haribo Pico-Balla gyümölcsízű gumicukorka 85 g,Prima=8426617002473; Spar=8426617002473; Tesco=08426617002473,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=85.0 g; Spar=85.0 g; Tesco=85.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Édességek gyerekeknek|Édességek gyerekeknek"
haribo wummis f!zz gyümölcsízű gumicukorka 100 g,Prima;Spar;Tesco,kg,Spar,Prima,5640.0,5990.0,350.0,6.206,Prima=Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g; Spar=Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g; Tesco=Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g,Prima=5996379377278; Spar=5996379377278; Tesco=05996379377278,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=100.0 g; Spar=100.0 g; Tesco=100.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo spaghetti fizz gyümölcsízű gumicukorka 75 g,Prima;Spar;Tesco,kg,Spar,Prima,7520.0,7986.667,466.667,6.206,Prima=Haribo Spaghetti Fizz gyümölcsízű gumicukorka 75 g; Spar=Haribo Spaghetti Fizz gyümölcsízű gumicukorka 75 g; Tesco=Haribo Spaghetti Fizz gyümölcsízű gumicukorka 75 g,Prima=8426617003432; Spar=8426617003432; Tesco=08426617003432,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=75.0 g; Spar=75.0 g; Tesco=75.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g,Prima;Spar;Tesco,kg,Spar,Prima,7050.0,7487.5,437.5,6.206,Prima=Haribo Squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g; Spar=Haribo Squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g; Tesco=Haribo Squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g,Prima=5996379409085; Spar=5996379409085; Tesco=05996379409085,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=80.0 g; Spar=80.0 g; Tesco=80.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo miami fizz gyümölcsízű gumicukorka 85 g,Prima;Spar,kg,Spar,Prima,6635.294,7047.059,411.765,6.206,Prima=Haribo Miami Fizz gyümölcsízű gumicukorka 85 g; Spar=Haribo Miami Fizz gyümölcsízű gumicukorka 85 g,Prima=8426617359850; Spar=8426617359850,Prima=599.0; Spar=564.0,Prima=85.0 g; Spar=85.0 g,Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184
haribo starmix gyümölcs- és kólaízű gumicukorka 80 g,Prima;Spar;Tesco,kg,Spar,Prima,7050.0,7487.5,437.5,6.206,Prima=Haribo Starmix gyümölcs- és kólaízű gumicukorka 80 g; Spar=Haribo Starmix gyümölcs- és kólaízű gumicukorka 80 g; Tesco=Haribo Starmix gyümölcs- és kólaízű gumicukorka 80 g,Prima=9002975376464; Spar=9002975376464; Tesco=09002975376464,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=80.0 g; Spar=80.0 g; Tesco=80.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo happy-cola fizz kólaízű gumicukorka 80 g,Prima;Spar,kg,Spar,Prima,7050.0,7487.5,437.5,6.206,Prima=Haribo Happy-Cola Fizz kólaízű gumicukorka 80 g; Spar=Haribo Happy-Cola Fizz kólaízű gumicukorka 80 g,Prima=5996379000770; Spar=5996379000770,Prima=599.0; Spar=564.0,Prima=80.0 g; Spar=80.0 g,Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184
haribo pixel fizz gyümölcsízű gumicukorka konfekt 80 g,Prima;Spar;Tesco,kg,Spar,Prima,7050.0,7487.5,437.5,6.206,Prima=Haribo Pixel Fizz gyümölcsízű gumicukorka konfekt 80 g; Spar=Haribo Pixel Fizz gyümölcsízű gumicukorka konfekt 80 g; Tesco=Haribo Pixel Fizz gyümölcsízű gumicukorka konfekt 80 g,Prima=4001686005927; Spar=4001686005927; Tesco=04001686005927,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=80.0 g; Spar=80.0 g; Tesco=80.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo jelly beans zselés cukordrazsé 80 g,Prima;Spar;Tesco,kg,Spar,Prima,7050.0,7487.5,437.5,6.206,Prima=Haribo Jelly Beans zselés cukordrazsé 80 g; Spar=Haribo Jelly Beans zselés cukordrazsé 80 g; Tesco=Haribo Jelly Beans zselés cukordrazsé 80 g,Prima=9002975703291; Spar=4001686013625; Tesco=04001686013625,Prima=599.0; Spar=564.0; Tesco=579.0,Prima=80.0 g; Spar=80.0 g; Tesco=80.0 g,"Prima=cukorka-ragogumi-egyeb-163; Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
"maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g",Prima;Spar;Tesco,kg,Spar,Prima,8057.143,8557.143,500.0,6.206,"Prima=Maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g; Spar=Maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g; Tesco=Maretti paradicsom, olíva és oregánó ízesítésű pirított kétszersült karikák 70 g",Prima=3800205875109; Spar=3800205875109; Tesco=03800205875109,Prima=599.0; Spar=564.0; Tesco=569.0,Prima=70.0 g; Spar=70.0 g; Tesco=70.0 g,"Prima=sos-keksz-151; Spar=ropi-perec-sos-kekszek-190; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Kétszersült snackek"
maretti sült fokhagyma ízesítésű pirított kétszersült karikák 70 g,Prima;Spar,kg,Spar,Prima,8057.143,8557.143,500.0,6.206,Prima=Maretti sült fokhagyma ízesítésű pirított kétszersült karikák 70 g; Spar=Maretti sült fokhagyma ízesítésű pirított kétszersült karikák 70 g,Prima=3800205870517; Spar=3800205870517,Prima=599.0; Spar=564.0,Prima=70.0 g; Spar=70.0 g,Prima=sos-keksz-151; Spar=ropi-perec-sos-kekszek-190
univer mustár 440 g,Spar;Tesco,kg,Tesco,Spar,2565.909,2725.0,159.091,6.2,Spar=Univer mustár 440 g; Tesco=Univer mustár 440 g,Spar=5997010315635; Tesco=05997010315635,Spar=1199.0; Tesco=1129.0,Spar=440.0 g; Tesco=440.0 g,"Spar=szoszok-ontetek-6; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Mustár"
kühne poharas mustár 250 ml,Spar;Tesco,l,Tesco,Spar,4516.0,4796.0,280.0,6.2,Spar=Kühne poharas mustár 250 ml; Tesco=Kühne poharas mustár 250 ml,Spar=39045207914; Tesco=00039045207914,Spar=1199.0; Tesco=1129.0,Spar=250.0 ml; Tesco=250.0 ml,"Spar=ketchup-mustar-majonez-torma-224; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Mustár"
it's us miklos gluténmentes univerzális lisztkeverék 1 kg,Spar;Tesco,kg,Tesco,Spar,1699.0,1804.0,105.0,6.18,Spar=It's Us Miklos gluténmentes univerzális lisztkeverék 1 kg; Tesco=It's Us Miklos gluténmentes univerzális lisztkeverék 1 kg,Spar=5999881092752; Tesco=05999881092752,Spar=1804.0; Tesco=1699.0,Spar=1000.0 g; Tesco=1000.0 g,"Spar=glutenmentes-76; Tesco=Speciális|Gluténmentes|Sütés, főzés|Sütés, főzés"
toffini tofu citrom ízű vegán desszert 30 g,Spar;Tesco,kg,Tesco,Spar,8633.333,9166.667,533.333,6.178,Spar=Toffini Tofu citrom ízű vegán desszert 30 g; Tesco=Toffini Tofu citrom ízű vegán desszert 30 g,Spar=5998334500240; Tesco=05998334500240,Spar=275.0; Tesco=259.0,Spar=30.0 g; Tesco=30.0 g,Spar=vegan-77; Tesco=Speciális|Vegetáriánus és vegán|Desszertek|Desszertek
ürömi arnold csipetke 8 tojásos száraztészta 200 g,Spar;Tesco,kg,Tesco,Spar,3245.0,3445.0,200.0,6.163,Spar=Ürömi Arnold csipetke 8 tojásos száraztészta 200 g; Tesco=Ürömi Arnold csipetke 8 tojásos száraztészta 200 g,Spar=5997467300338; Tesco=05997467300338,Spar=689.0; Tesco=649.0,Spar=200.0 g; Tesco=200.0 g,"Spar=teszta-154; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Levestészták|Egyéb"
dr. oetker kakaós tortadara 30 g,Prima;Spar;Tesco,kg,Tesco,Prima,16300.0,17300.0,1000.0,6.135,Prima=Dr. Oetker kakaós tortadara 30 g; Spar=Dr. Oetker kakaós tortadara 30 g; Tesco=Dr. Oetker kakaós tortadara 30 g,Prima=5997381354615; Spar=5997381354615; Tesco=05997381354615,Prima=519.0; Spar=509.0; Tesco=489.0,Prima=30.0 g; Spar=30.0 g; Tesco=30.0 g,"Prima=sutesi-kellekanyag-130; Spar=sutesi-alapanyagok-162; Tesco=Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Tortadekoráció"
dr. oetker színes tortadara 30 g,Prima;Spar;Tesco,kg,Tesco,Prima,16300.0,17300.0,1000.0,6.135,Prima=Dr. Oetker színes tortadara 30 g; Spar=Dr. Oetker színes tortadara 30 g; Tesco=Dr. Oetker színes tortadara 30 g,Prima=5997381354622; Spar=5997381354622; Tesco=05997381354622,Prima=519.0; Spar=509.0; Tesco=489.0,Prima=30.0 g; Spar=30.0 g; Tesco=30.0 g,"Prima=sutesi-kellekanyag-130; Spar=sutesi-alapanyagok-162; Tesco=Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Tortadekoráció"
fino vegajó vega trapi kókuszzsír alapú növényi készítmény 200 g,Spar;Tesco,kg,Tesco,Spar,4495.0,4770.0,275.0,6.118,Spar=Fino VegaJó Vega Trapi kókuszzsír alapú növényi készítmény 200 g; Tesco=Fino VegaJó Vega Trapi kókuszzsír alapú növényi készítmény 200 g,Spar=5998216704810; Tesco=05998216704810,Spar=954.0; Tesco=899.0,Spar=200.0 g; Tesco=200.0 g,Spar=vegan-termekek-111; Tesco=Speciális|Vegetáriánus és vegán|Növényi alapú sajtpótlók|Növényi alapú sajtpótlók
globus klasszikus ízű mustár 720 g,Spar;Tesco,kg,Tesco,Spar,2498.611,2651.389,152.778,6.115,Spar=Globus klasszikus ízű mustár 720 g; Tesco=Globus klasszikus ízű mustár 720 g,Spar=8593838918125; Tesco=08593838918125,Spar=1909.0; Tesco=1799.0,Spar=720.0 g; Tesco=720.0 g,"Spar=ketchup-mustar-majonez-torma-224; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Mustár"
chio oven kemencében sütött hagymás-tejfölös ízű burgonyachips 50 g,Spar;Tesco,kg,Tesco,Spar,11780.0,12500.0,720.0,6.112,Spar=Chio Oven kemencében sütött hagymás-tejfölös ízű burgonyachips 50 g; Tesco=Chio Oven kemencében sütött hagymás-tejfölös ízű burgonyachips 50 g,Spar=5996253002364; Tesco=05996253002364,Spar=625.0; Tesco=589.0,Spar=50.0 g; Tesco=50.0 g,"Spar=chips-extrudalt-termekek-188; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Chips és burgonyaszirom|Burgonyachips"
univer erős pistás fokhagymakrém 160 g,Spar;Tesco,kg,Tesco,Spar,5118.75,5431.25,312.5,6.105,Spar=Univer Erős Pistás fokhagymakrém 160 g; Tesco=Univer Erős Pistás fokhagymakrém 160 g,Spar=5997010313310; Tesco=05997010313310,Spar=869.0; Tesco=819.0,Spar=160.0 g; Tesco=160.0 g,"Spar=paprikakrem-gulyaskrem-226; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Fokhagyma-, hagyma- és grillkrémek"
univer magyar ízek fokhagymakrém 160 g,Spar;Tesco,kg,Tesco,Spar,5118.75,5431.25,312.5,6.105,Spar=Univer Magyar Ízek fokhagymakrém 160 g; Tesco=Univer Magyar Ízek fokhagymakrém 160 g,Spar=5997010303229; Tesco=05997010303229,Spar=869.0; Tesco=819.0,Spar=160.0 g; Tesco=160.0 g,"Spar=paprikakrem-gulyaskrem-226; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Fokhagyma-, hagyma- és grillkrémek"
danone actimel+ áfonya- és feketeszeder ízű joghurtalapú ital 4 x 100 g (400 g),Prima;Spar,kg,Spar,Prima,2297.5,2437.5,140.0,6.094,Prima=Danone Actimel+ áfonya- és feketeszeder ízű joghurtalapú ital 4 x 100 g (400 g); Spar=Danone Actimel+ áfonya- és feketeszeder ízű joghurtalapú ital 4 x 100 g (400 g),Prima=5990031646986; Spar=5990031646986,Prima=975.0; Spar=919.0,Prima=400.0 g; Spar=400.0 g,Prima=joghurt-47; Spar=joghurtitalok-108
mizo laktózmentes uht tej 1.5% 1 l,Prima;Spar,l,Spar,Prima,509.0,540.0,31.0,6.09,Prima=Mizo laktózmentes UHT tej 1.5% 1 l; Spar=Mizo laktózmentes UHT tej 1.5% 1 l,Prima=5998200450402; Spar=5998200450402,Prima=540.0; Spar=509.0,Prima=1000.0 ml; Spar=1000.0 ml,Prima=laktozmentes-elelmiszer-34; Spar=laktozmentes-75
globus mustár 500 g,Spar;Tesco,kg,Tesco,Spar,2798.0,2968.0,170.0,6.076,Spar=Globus mustár 500 g; Tesco=Globus mustár 500 g,Spar=8720182793980; Tesco=08720182793980,Spar=1484.0; Tesco=1399.0,Spar=500.0 g; Tesco=500.0 g,"Spar=ketchup-mustar-majonez-torma-224; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Mustár"
mogyi vital mix szárazon pirított magvak és vörös áfonya keveréke 55 g,Prima;Tesco,kg,Tesco,Prima,11981.818,12709.091,727.273,6.07,Prima=Mogyi Vital Mix szárazon pirított magvak és vörös áfonya keveréke 55 g; Tesco=Mogyi Vital Mix szárazon pirított magvak és vörös áfonya keveréke 55 g,Prima=5997347539667; Tesco=05997347539667,Prima=699.0; Tesco=659.0,Prima=55.0 g; Tesco=55.0 g,"Prima=sos-es-sotlan-magvak-153; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Mag mix"
"mogyi energy mix szárazon pirított, sózott magvak, kandírozott gyümölcsök keveréke 55 g",Prima;Tesco,kg,Tesco,Prima,11981.818,12709.091,727.273,6.07,"Prima=Mogyi Energy Mix szárazon pirított, sózott magvak, kandírozott gyümölcsök keveréke 55 g; Tesco=Mogyi Energy Mix szárazon pirított, sózott magvak, kandírozott gyümölcsök keveréke 55 g",Prima=5997347539674; Tesco=05997347539674,Prima=699.0; Tesco=659.0,Prima=55.0 g; Tesco=55.0 g,"Prima=sos-es-sotlan-magvak-153; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Mag mix"
detki málnás ízű mini perec étbevonóval 160 g,Prima;Tesco,kg,Tesco,Prima,4118.75,4368.75,250.0,6.07,Prima=Detki málnás ízű mini perec étbevonóval 160 g; Tesco=Detki málnás ízű mini perec étbevonóval 160 g,Prima=5997380352711; Tesco=05997380352711,Prima=699.0; Tesco=659.0,Prima=160.0 g; Tesco=160.0 g,"Prima=edes-keksz-160; Tesco=Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Mártott kekszek"
andante kakaós-csokoládés és tejes krémmel töltött ostya 130 g,Prima;Tesco,kg,Tesco,Prima,5069.231,5376.923,307.692,6.07,Prima=Andante kakaós-csokoládés és tejes krémmel töltött ostya 130 g; Tesco=Andante kakaós-csokoládés és tejes krémmel töltött ostya 130 g,Prima=8584004010217; Tesco=08584004010217,Prima=699.0; Tesco=659.0,Prima=130.0 g; Tesco=130.0 g,"Prima=ostya-napolyi-161; Tesco=Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Ostyák, nápolyik|Ostyák, nápolyik"
milka i love milka alpesi tejcsokoládé praliné epres töltelékkel 20 db 110 g,Prima;Tesco,kg,Tesco,Prima,11990.909,12718.182,727.273,6.065,Prima=Milka I love Milka alpesi tejcsokoládé praliné epres töltelékkel 20 db 110 g; Tesco=Milka I love Milka alpesi tejcsokoládé praliné epres töltelékkel 20 db 110 g,Prima=7622210594785; Tesco=07622210594785,Prima=1399.0; Tesco=1319.0,Prima=110.0 g; Tesco=110.0 g,Prima=desszert-159; Tesco=Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék
milka alpesi tej felhasználásával készült tejcsokoládé praliné mogyorós krémtöltelékkel 110 g,Prima;Tesco,kg,Tesco,Prima,11990.909,12718.182,727.273,6.065,Prima=Milka alpesi tej felhasználásával készült tejcsokoládé praliné mogyorós krémtöltelékkel 110 g; Tesco=Milka alpesi tej felhasználásával készült tejcsokoládé praliné mogyorós krémtöltelékkel 110 g,Prima=7622210597335; Tesco=07622210597335,Prima=1399.0; Tesco=1319.0,Prima=110.0 g; Tesco=110.0 g,Prima=desszert-159; Tesco=Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék
"prevital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g",Spar;Tesco,kg,Tesco,Spar,1649.583,1749.583,100.0,6.062,"Spar=PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g; Tesco=PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g",Spar=5999546176155; Tesco=05999546176155,Spar=4199.0; Tesco=3959.0,Spar=2400.0 g; Tesco=2400.0 g,Spar=macskaeledel-323; Tesco=Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
"törley tokaji doux édes pezsgő 12,5% 0,75 l",Prima;Tesco,l,Tesco,Prima,5718.667,6065.333,346.667,6.062,"Prima=Törley Tokaji Doux édes pezsgő 12,5% 0,75 l; Tesco=Törley Tokaji Doux édes pezsgő 12,5% 0,75 l",Prima=5999136651512; Tesco=05999136651512,Prima=4549.0; Tesco=4289.0,Prima=750.0 ml; Tesco=750.0 ml,Prima=pezsgo-gyerekpezsgo-199; Tesco=Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
univer magyar ízek piros arany csemege ételízesítő paprikakrém 160 g,Spar;Tesco,kg,Tesco,Spar,4743.75,5031.25,287.5,6.061,Spar=Univer Magyar Ízek Piros Arany csemege ételízesítő paprikakrém 160 g; Tesco=Univer Magyar Ízek Piros Arany csemege ételízesítő paprikakrém 160 g,Spar=5997010301126; Tesco=05997010301126,Spar=805.0; Tesco=759.0,Spar=160.0 g; Tesco=160.0 g,Spar=etelizesito-leveskocka-171; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Paprikakrém és üveges paprika
univer magyar ízek piros arany csípős ételízesítő paprikakrém 160 g,Spar;Tesco,kg,Tesco,Spar,4743.75,5031.25,287.5,6.061,Spar=Univer Magyar Ízek Piros Arany csípős ételízesítő paprikakrém 160 g; Tesco=Univer Magyar Ízek Piros Arany csípős ételízesítő paprikakrém 160 g,Spar=5997010301133; Tesco=05997010301133,Spar=805.0; Tesco=759.0,Spar=160.0 g; Tesco=160.0 g,Spar=etelizesito-leveskocka-171; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Paprikakrém és üveges paprika
univer magyar ízek csemege gulyáskrém 160 g,Spar;Tesco,kg,Tesco,Spar,4743.75,5031.25,287.5,6.061,Spar=Univer Magyar Ízek csemege gulyáskrém 160 g; Tesco=Univer Magyar Ízek csemege gulyáskrém 160 g,Spar=5997010302031; Tesco=05997010302031,Spar=805.0; Tesco=759.0,Spar=160.0 g; Tesco=160.0 g,Spar=paprikakrem-gulyaskrem-226; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Gulyás- és pörköltkrém
univer magyar ízek csípős gulyáskrém 160 g,Spar;Tesco,kg,Tesco,Spar,4743.75,5031.25,287.5,6.061,Spar=Univer Magyar Ízek csípős gulyáskrém 160 g; Tesco=Univer Magyar Ízek csípős gulyáskrém 160 g,Spar=5997010302048; Tesco=05997010302048,Spar=805.0; Tesco=759.0,Spar=160.0 g; Tesco=160.0 g,Spar=paprikakrem-gulyaskrem-226; Tesco=Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Gulyás- és pörköltkrém
haribo chamallows tubular colors habcukorka 90 g,Spar;Tesco,kg,Tesco,Spar,6433.333,6822.222,388.889,6.045,Spar=Haribo Chamallows Tubular Colors habcukorka 90 g; Tesco=Haribo Chamallows Tubular Colors habcukorka 90 g,Spar=5410358452966; Tesco=05410358452966,Spar=614.0; Tesco=579.0,Spar=90.0 g; Tesco=90.0 g,"Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
haribo chamallows minis habcukorka 90 g,Spar;Tesco,kg,Tesco,Spar,6433.333,6822.222,388.889,6.045,Spar=Haribo Chamallows Minis habcukorka 90 g; Tesco=Haribo Chamallows Minis habcukorka 90 g,Spar=5410358000563; Tesco=05410358000563,Spar=614.0; Tesco=579.0,Spar=90.0 g; Tesco=90.0 g,"Spar=gumicukor-184; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor"
"pepsi zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel citrom ízesítéssel 1,5 l",Spar;Tesco,l,Tesco,Spar,386.0,409.333,23.333,6.045,"Spar=Pepsi Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel citrom ízesítéssel 1,5 l; Tesco=Pepsi Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel citrom ízesítéssel 1,5 l",Spar=8595723300688; Tesco=08595723300688,Spar=614.0; Tesco=579.0,Spar=1500.0 ml; Tesco=1500.0 ml,Spar=szensavas-uditoital-203; Tesco=Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés
carte d'or jégkrém eper 1000 ml,Spar;Tesco,l,Tesco,Spar,2399.0,2544.0,145.0,6.044,Spar=Carte d'Or Jégkrém Eper 1000 ml; Tesco=Carte d'Or Jégkrém Eper 1000 ml,Spar=5996037050536; Tesco=05996037050536,Spar=2544.0; Tesco=2399.0,Spar=1000.0 ml; Tesco=1000.0 ml,Spar=jegkremek-197; Tesco=Mélyhűtött|Jégkrémek|Dobozos jégkrémek|Dobozos jégkrémek 1 l
carte d'or jégkrém csokoládé 1000 ml,Spar;Tesco,l,Tesco,Spar,2399.0,2544.0,145.0,6.044,Spar=Carte d'Or Jégkrém Csokoládé 1000 ml; Tesco=Carte d'Or Jégkrém Csokoládé 1000 ml,Spar=8722700142775; Tesco=08722700142775,Spar=2544.0; Tesco=2399.0,Spar=1000.0 ml; Tesco=1000.0 ml,Spar=jegkremek-197; Tesco=Mélyhűtött|Jégkrémek|Dobozos jégkrémek|Dobozos jégkrémek 1 l
carte d'or jégkrém vanília 1000 ml,Spar;Tesco,l,Tesco,Spar,2399.0,2544.0,145.0,6.044,Spar=Carte d'Or Jégkrém Vanília 1000 ml; Tesco=Carte d'Or Jégkrém Vanília 1000 ml,Spar=8722700127796; Tesco=08722700127796,Spar=2544.0; Tesco=2399.0,Spar=1000.0 ml; Tesco=1000.0 ml,Spar=jegkremek-197; Tesco=Mélyhűtött|Jégkrémek|Dobozos jégkrémek|Dobozos jégkrémek 1 l
neogranormon baby védőkrém 150 g,Spar;Tesco,kg,Tesco,Spar,27193.333,28833.333,1640.0,6.031,Spar=Neogranormon Baby védőkrém 150 g; Tesco=Neogranormon Baby védőkrém 150 g,Spar=5999109103246; Tesco=05999109103246,Spar=4325.0; Tesco=4079.0,Spar=150.0 g; Tesco=150.0 g,Spar=babaapolas-318; Tesco=Baba|Babaápolási termékek|Babakozmetikumok|Babakozmetikumok
paco bulgur 1 kg,Spar;Tesco,kg,Tesco,Spar,929.0,985.0,56.0,6.028,Spar=Paco bulgur 1 kg; Tesco=Paco bulgur 1 kg,Spar=5997975305986; Tesco=05997975305986,Spar=985.0; Tesco=929.0,Spar=1000.0 g; Tesco=1000.0 g,"Spar=rizs-koles-hajdina-arpa-159; Tesco=Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Hüvelyesek és egyéb köretek|Hüvelyesek és egyéb köretek"
delikát ételízesítő 75 g,Spar;Tesco,kg,Tesco,Spar,6653.333,7053.333,400.0,6.012,Spar=Delikát ételízesítő 75 g; Tesco=Delikát ételízesítő 75 g,Spar=5996358010554; Tesco=05996358010554,Spar=529.0; Tesco=499.0,Spar=75.0 g; Tesco=75.0 g,Spar=etelizesito-leveskocka-171; Tesco=Alapvető élelmiszerek|Ételízesítés|Ételízesítők|Ételízesítők
biotechusa vegan protein cukormentes csokoládé-fahéj ízű fehérje italpor édesítőszerekkel 25 g,Spar;Tesco,kg,Tesco,Spar,23960.0,25400.0,1440.0,6.01,Spar=BioTechUSA Vegan Protein cukormentes csokoládé-fahéj ízű fehérje italpor édesítőszerekkel 25 g; Tesco=BioTechUSA Vegan Protein cukormentes csokoládé-fahéj ízű fehérje italpor édesítőszerekkel 25 g,Spar=5999076228393; Tesco=05999076228393,Spar=635.0; Tesco=599.0,Spar=25.0 g; Tesco=25.0 g,"Spar=cukormentes-78; Tesco=Speciális|Vegetáriánus és vegán|Édesség, rágcsálnivaló|Édesség, rágcsálnivaló"
