key,stores_present,base_unit,min_store,max_store,min_base_price,max_base_price,diff,pct_diff,names_by_store,barcodes_by_store,unit_prices_by_store,unit_steps_by_store,categories_by_store
riceup! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g,Spar;Tesco,kg,Tesco,Spar,11980.0,14780.0,2800.0,23.372,Spar=RiceUp! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g; Tesco=RiceUp! kollagénes fehérje szelet málna ízesítéssel hozzáadott cukor nélkül 50 g,Spar=3800233076035; Tesco=03800233076035,Spar=739.0; Tesco=599.0,Spar=50.0 g; Tesco=50.0 g,"Spar=protein-tartalmu-keszitmeny-151; Tesco=Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú szeletek, porok|Magas fehérjetartalmú szeletek, porok"
danone zsírszegény kaukázusi kefir 475 g,Prima;Spar;Tesco,kg,Tesco,Prima,1534.737,1892.632,357.895,23.32,Prima=Danone zsírszegény kaukázusi kefir 475 g; Spar=Danone zsírszegény kaukázusi kefir 475 g; Tesco=Danone zsírszegény kaukázusi kefir 475 g,Prima=5997536305400; Spar=5997536305400; Tesco=05997536305400,Prima=899.0; Spar=779.0; Tesco=729.0,Prima=475.0 g; Spar=475.0 g; Tesco=475.0 g,Prima=kefir-48; Spar=kefir-aludttej-105; Tesco=Tejtermék-tojás|Joghurtok|Joghurt italok|Nagy ivójoghurtok
douwe egberts omnia gold őrölt-pörkölt kávé 250 g,Spar;Tesco,kg,Tesco,Spar,9196.0,11336.0,2140.0,23.271,Spar=Douwe Egberts Omnia Gold őrölt-pörkölt kávé 250 g; Tesco=Douwe Egberts Omnia Gold őrölt-pörkölt kávé 250 g,Spar=5997100091586; Tesco=05997100091586,Spar=2834.0; Tesco=2299.0,Spar=250.0 g; Tesco=250.0 g,Spar=orolt-kave-136; Tesco=Italok|Kávé|Őrölt-pörkölt kávé|200-250g
chio stickletti hagymás-tejfölös pálcika 80 g,Spar;Tesco,kg,Tesco,Spar,6237.5,7687.5,1450.0,23.246,Spar=Chio Stickletti hagymás-tejfölös pálcika 80 g; Tesco=Chio Stickletti hagymás-tejfölös pálcika 80 g,Spar=5996253000476; Tesco=05996253000476,Spar=615.0; Tesco=499.0,Spar=80.0 g; Tesco=80.0 g,"Spar=ropi-perec-sos-kekszek-190; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Sós pálcikák, perecek"
chio stickletti original sós pálcika 100 g,Spar;Tesco,kg,Tesco,Spar,4990.0,6150.0,1160.0,23.246,Spar=Chio Stickletti Original sós pálcika 100 g; Tesco=Chio Stickletti Original sós pálcika 100 g,Spar=4000522061752; Tesco=04000522061752,Spar=615.0; Tesco=499.0,Spar=100.0 g; Tesco=100.0 g,"Spar=ropi-perec-sos-kekszek-190; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Sós pálcikák, perecek"
chio brezli original sósperec 80 g,Spar;Tesco,kg,Tesco,Spar,6237.5,7687.5,1450.0,23.246,Spar=Chio Brezli Original sósperec 80 g; Tesco=Chio Brezli Original sósperec 80 g,Spar=4000522060311; Tesco=04000522060311,Spar=615.0; Tesco=499.0,Spar=80.0 g; Tesco=80.0 g,"Spar=ropi-perec-sos-kekszek-190; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Sós pálcikák, perecek"
"nerds szőlős-epres cukorka 46,7 g",Spar;Tesco,kg,Tesco,Spar,17537.473,21605.996,4068.522,23.199,"Spar=Nerds szőlős-epres cukorka 46,7 g; Tesco=Nerds szőlős-epres cukorka 46,7 g",Spar=1230000131780; Tesco=01230000131780,Spar=1009.0; Tesco=819.0,Spar=46.7 g; Tesco=46.7 g,"Spar=cukorkak-drazsek-182; Tesco=Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Egyéb cukorkák"
lactovit lactourea regeneráló testápoló extra száraz bőrre 400 ml,Spar;Tesco,l,Tesco,Spar,3622.5,4460.0,837.5,23.119,Spar=Lactovit Lactourea regeneráló testápoló extra száraz bőrre 400 ml; Tesco=Lactovit Lactourea regeneráló testápoló extra száraz bőrre 400 ml,Spar=8411660650771; Tesco=08411660650771,Spar=1784.0; Tesco=1449.0,Spar=400.0 ml; Tesco=400.0 ml,Spar=testapolas-305; Tesco=Drogéria|Bőrápolás|Testápolás|Testápolók
lactovit lactooil mélyen hidratáló testápoló száraz bőrre 400 ml,Spar;Tesco,l,Tesco,Spar,3622.5,4460.0,837.5,23.119,Spar=Lactovit Lactooil mélyen hidratáló testápoló száraz bőrre 400 ml; Tesco=Lactovit Lactooil mélyen hidratáló testápoló száraz bőrre 400 ml,Spar=8411135354807; Tesco=08411135354807,Spar=1784.0; Tesco=1449.0,Spar=400.0 ml; Tesco=400.0 ml,Spar=testapolas-305; Tesco=Drogéria|Bőrápolás|Testápolás|Testápolók
frosch ecetes tisztítószer 1000 ml,Prima;Spar;Tesco,l,Tesco,Prima,1299.0,1599.0,300.0,23.095,Prima=Frosch ecetes tisztítószer 1000 ml; Spar=Frosch ecetes tisztítószer 1000 ml; Tesco=Frosch ecetes tisztítószer 1000 ml,Prima=4009175141729; Spar=4009175141729; Tesco=04009175141729,Prima=1599.0; Spar=1314.0; Tesco=1299.0,Prima=1000.0 ml; Spar=1000.0 ml; Tesco=1000.0 ml,"Prima=tisztitoszer-223; Spar=altalanos-tisztitoszer-273; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Általános tisztítószerek|Általános tisztítószerek"
silan aromatherapy relaxing maldives textilöblítő koncentrátum 50 mosás 1100 ml,Spar;Tesco,l,Tesco,Spar,1162.727,1430.909,268.182,23.065,Spar=Silan Aromatherapy Relaxing Maldives textilöblítő koncentrátum 50 mosás 1100 ml; Tesco=Silan Aromatherapy Relaxing Maldives textilöblítő koncentrátum 50 mosás 1100 ml,Spar=9000101800852; Tesco=09000101800852,Spar=1574.0; Tesco=1279.0,Spar=1100.0 ml; Tesco=1100.0 ml,"Spar=oblito-266; Tesco=Háztartás|Mosás|Öblítők|Elixír, koncentrátum"
"julius-k9 teljes értékű eledel felnőtt kutyák számára borjúval, nyúllal szószban 12 x 100 g (1,2 kg)",Spar;Tesco,kg,Tesco,Spar,2240.833,2757.5,516.667,23.057,"Spar=Julius-K9 teljes értékű eledel felnőtt kutyák számára borjúval, nyúllal szószban 12 x 100 g (1,2 kg); Tesco=Julius-K9 teljes értékű eledel felnőtt kutyák számára borjúval, nyúllal szószban 12 x 100 g (1,2 kg)",Spar=5998274314129; Tesco=05998274314129,Spar=3309.0; Tesco=2689.0,Spar=1200.0 g; Tesco=1200.0 g,Spar=kutyaeledel-322; Tesco=Kisállat|Kutyaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
purina one sterilcat lazaccal és sárgarépával nedves macskaeledel 4 x 85 g (340 g),Prima;Spar;Tesco,kg,Spar,Prima,4541.176,5585.294,1044.118,22.992,Prima=Purina One Sterilcat lazaccal és sárgarépával nedves macskaeledel 4 x 85 g (340 g); Spar=Purina One Sterilcat lazaccal és sárgarépával nedves macskaeledel 4 x 85 g (340 g); Tesco=Purina One Sterilcat lazaccal és sárgarépával nedves macskaeledel 4 x 85 g (340 g),Prima=7613036698733; Spar=7613036698733; Tesco=07613036698733,Prima=1899.0; Spar=1544.0; Tesco=1589.0,Prima=340.0 g; Spar=340.0 g; Tesco=340.0 g,Prima=macskaeledel-230; Spar=macskaeledel-323; Tesco=Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
bords eve olívaolajjal csökkentett zsírtartalmú margarin 500 g,Prima;Spar;Tesco,kg,Tesco,Prima,1218.0,1498.0,280.0,22.989,Prima=Bords Eve Olívaolajjal csökkentett zsírtartalmú margarin 500 g; Spar=Bords Eve Olívaolajjal csökkentett zsírtartalmú margarin 500 g; Tesco=Bords Eve Olívaolajjal csökkentett zsírtartalmú margarin 500 g,Prima=5900247001196; Spar=5900247001196; Tesco=05900247001196,Prima=749.0; Spar=656.0; Tesco=609.0,Prima=500.0 g; Spar=500.0 g; Tesco=500.0 g,"Prima=margarin-49; Spar=vaj-margarin-100; Tesco=Tejtermék-tojás|Vaj, margarin|Margarin|Csészés margarin"
"gullón zero kakaós keksz krém töltelékkel, édesítőszerrel 5 x 42 g (210 g)",Prima;Tesco,kg,Tesco,Prima,5804.762,7138.095,1333.333,22.97,"Prima=Gullón Zero kakaós keksz krém töltelékkel, édesítőszerrel 5 x 42 g (210 g); Tesco=Gullón Zero kakaós keksz krém töltelékkel, édesítőszerrel 5 x 42 g (210 g)",Prima=8410376044393; Tesco=08410376044393,Prima=1499.0; Tesco=1219.0,Prima=210.0 g; Tesco=210.0 g,Prima=cukormentes-hozzaadott-cukrot-nem-tartalmaz-33; Tesco=Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló
sertésmájkrém 62 g,Prima;Spar;Tesco,kg,Tesco,Prima,2177.419,2677.419,500.0,22.963,Prima=Sertésmájkrém 62 g; Spar=Sertésmájkrém 62 g; Tesco=Sertésmájkrém 62 g,Prima=5998305362365; Spar=5998305362365; Tesco=05998304057927,Prima=166.0; Spar=144.0; Tesco=135.0,Prima=62.0 g; Spar=62.0 g; Tesco=62.0 g,"Prima=maj-huskonzerv-melegszendvicskrem-103; Spar=pastetomok-majasok-120; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Májasok, melegszendvicskrémek és húskonzervek|Sertésmájasok és -pástétomok"
vöröshagyma lédig,Prima;Tesco,kg,Prima,Tesco,170.0,209.0,39.0,22.941,Prima=Vöröshagyma lédig; Tesco=Vöröshagyma lédig,Prima=; Tesco=02860520000000,Prima=85.0; Tesco=29.0,Prima=500.0 g; Tesco=138.756 g,Prima=zoldseg-37; Tesco=Zöldség és gyümölcs|Zöldségek|Hagyma és fokhagyma|Vöröshagyma
nescafé classic brasero azonnal oldódó kávé 200 g,Prima;Spar;Tesco,kg,Tesco,Prima,17495.0,21495.0,4000.0,22.864,Prima=Nescafé Classic Brasero azonnal oldódó kávé 200 g; Spar=Nescafé Classic Brasero azonnal oldódó kávé 200 g; Tesco=Nescafé Classic Brasero azonnal oldódó kávé 200 g,Prima=5998710983094; Spar=5998710983094; Tesco=05998710983094,Prima=4299.0; Spar=3674.0; Tesco=3499.0,Prima=200.0 g; Spar=200.0 g; Tesco=200.0 g,Prima=instant-kave-cappuccino-166; Spar=instant-kave-139; Tesco=Italok|Kávé|Instant Kávé|Brasero
nescafé classic azonnal oldódó kávé 200 g,Prima;Spar;Tesco,kg,Tesco,Prima,17495.0,21495.0,4000.0,22.864,Prima=Nescafé Classic azonnal oldódó kávé 200 g; Spar=Nescafé Classic azonnal oldódó kávé 200 g; Tesco=Nescafé Classic azonnal oldódó kávé 200 g,Prima=5998710983056; Spar=5998710983056; Tesco=05998710980697,Prima=4299.0; Spar=3674.0; Tesco=3499.0,Prima=200.0 g; Spar=200.0 g; Tesco=200.0 g,Prima=instant-kave-cappuccino-166; Spar=instant-kave-139; Tesco=Italok|Kávé|Instant Kávé|Klasszikus
nescafé crema azonnal oldódó kávé 200 g,Prima;Spar;Tesco,kg,Tesco,Prima,17495.0,21495.0,4000.0,22.864,Prima=Nescafé Crema azonnal oldódó kávé 200 g; Spar=Nescafé Crema azonnal oldódó kávé 200 g; Tesco=Nescafé Crema azonnal oldódó kávé 200 g,Prima=7613034483164; Spar=7613034483164; Tesco=07613034483164,Prima=4299.0; Spar=3674.0; Tesco=3499.0,Prima=200.0 g; Spar=200.0 g; Tesco=200.0 g,Prima=instant-kave-cappuccino-166; Spar=instant-kave-139; Tesco=Italok|Kávé|Instant Kávé|Extra krémes
koch's tejszínes tormakrém 190 g,Prima;Spar;Tesco,kg,Tesco,Prima,5994.737,7363.158,1368.421,22.827,Prima=KOCH'S Tejszínes tormakrém 190 g; Spar=KOCH'S Tejszínes tormakrém 190 g; Tesco=KOCH'S Tejszínes tormakrém 190 g,Prima=5997420113401; Spar=5997420113401; Tesco=05997420113401,Prima=1399.0; Spar=1260.0; Tesco=1139.0,Prima=190.0 g; Spar=190.0 g; Tesco=190.0 g,"Prima=torma-112; Spar=ketchup-mustar-majonez-torma-224; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Torma"
koch's majonézes torma 200 g,Prima;Tesco,kg,Tesco,Prima,5695.0,6995.0,1300.0,22.827,Prima=KOCH'S Majonézes torma 200 g; Tesco=KOCH'S Majonézes torma 200 g,Prima=5997420110202; Tesco=05997420110202,Prima=1399.0; Tesco=1139.0,Prima=200.0 g; Tesco=200.0 g,"Prima=torma-112; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Torma"
nagyi titka teljes kiőrlésű búzaliszt btkl 1 kg,Prima;Spar;Tesco,kg,Tesco,Prima,439.0,539.0,100.0,22.779,Prima=Nagyi titka teljes kiőrlésű búzaliszt BTKL 1 kg; Spar=Nagyi titka teljes kiőrlésű búzaliszt BTKL 1 kg; Tesco=Nagyi titka teljes kiőrlésű búzaliszt BTKL 1 kg,Prima=5998400562400; Spar=5998400562400; Tesco=05998400562400,Prima=539.0; Spar=489.0; Tesco=439.0,Prima=1000.0 g; Spar=1000.0 g; Tesco=1000.0 g,Prima=liszt-dara-panirmorzsa-127; Spar=buzadara-liszt-zsemlemorzsa-160; Tesco=Alapvető élelmiszerek|Liszt|Liszt|Liszt
"gillette blue3 plus comfort, eldobható borotva férfiaknak, 4 darabos kiszerelés",Spar;Tesco,db,Tesco,Spar,1539.0,1889.0,350.0,22.742,"Spar=Gillette Blue3 Plus Comfort, Eldobható Borotva Férfiaknak, 4 Darabos Kiszerelés; Tesco=Gillette Blue3 Plus Comfort, Eldobható Borotva Férfiaknak, 4 Darabos Kiszerelés",Spar=7702018489787; Tesco=08700216423489,Spar=1889.0; Tesco=1539.0,Spar=1.0 db; Tesco=1.0 db,"Spar=borotva-295; Tesco=Drogéria|Férfi borotválkozás|Borotvakészülékek, borotvák|Borotvakészülékek, borotvák"
purina felix party mix ocean mix macska jutalomfalat 60 g,Prima;Spar;Tesco,kg,Tesco,Prima,9983.333,12250.0,2266.667,22.705,Prima=Purina Felix Party Mix Ocean Mix macska jutalomfalat 60 g; Spar=Purina Felix Party Mix Ocean Mix macska jutalomfalat 60 g; Tesco=Purina Felix Party Mix Ocean Mix macska jutalomfalat 60 g,Prima=7613034119841; Spar=7613034119841; Tesco=07613034119841,Prima=735.0; Spar=674.0; Tesco=599.0,Prima=60.0 g; Spar=60.0 g; Tesco=60.0 g,Prima=macskaeledel-230; Spar=macskaeledel-323; Tesco=Kisállat|Macskaeledelek & Kiegészítők|Jutalomfalatok|Jutalomfalatok
purina felix party mix mixed grill macska jutalomfalat 60 g,Prima;Tesco,kg,Tesco,Prima,9983.333,12250.0,2266.667,22.705,Prima=Purina Felix Party Mix Mixed grill macska jutalomfalat 60 g; Tesco=Purina Felix Party Mix Mixed grill macska jutalomfalat 60 g,Prima=7613034119889; Tesco=07613034119889,Prima=735.0; Tesco=599.0,Prima=60.0 g; Tesco=60.0 g,Prima=macskaeledel-230; Tesco=Kisállat|Macskaeledelek & Kiegészítők|Jutalomfalatok|Jutalomfalatok
purina felix party mix original mix macska jutalomfalat 60 g,Prima;Tesco,kg,Tesco,Prima,9983.333,12250.0,2266.667,22.705,Prima=Purina Felix Party Mix Original Mix macska jutalomfalat 60 g; Tesco=Purina Felix Party Mix Original Mix macska jutalomfalat 60 g,Prima=7613034119865; Tesco=07613034119865,Prima=735.0; Tesco=599.0,Prima=60.0 g; Tesco=60.0 g,Prima=macskaeledel-230; Tesco=Kisállat|Macskaeledelek & Kiegészítők|Jutalomfalatok|Jutalomfalatok
rauch happy day 100% ananászlé ananászlésűrítményből 1 l,Spar;Tesco,l,Tesco,Spar,1369.0,1679.0,310.0,22.644,Spar=Rauch Happy Day 100% ananászlé ananászlésűrítményből 1 l; Tesco=Rauch Happy Day 100% ananászlé ananászlésűrítményből 1 l,Spar=90087769; Tesco=00000090087769,Spar=1679.0; Tesco=1369.0,Spar=1000.0 ml; Tesco=1000.0 ml,Spar=szensavmentes-uditoitalok-202; Tesco=Italok|Gyümölcs és zöldséglevek|100% gyümölcslevek|100% Gyümölcslevek
univer mustár 70 g,Prima;Spar;Tesco,kg,Tesco,Prima,6700.0,8214.286,1514.286,22.601,Prima=Univer mustár 70 g; Spar=Univer mustár 70 g; Tesco=Univer mustár 70 g,Prima=5997010305063; Spar=5997010305063; Tesco=05997010305063,Prima=575.0; Spar=529.0; Tesco=469.0,Prima=70.0 g; Spar=70.0 g; Tesco=70.0 g,"Prima=mustar-110; Spar=ketchup-mustar-majonez-torma-224; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Ketchup, mustár, torma, majonéz|Mustár"
martini extra száraz vermut 18% 1 l,Spar;Tesco,l,Tesco,Spar,5290.0,6485.0,1195.0,22.59,Spar=Martini extra száraz vermut 18% 1 l; Tesco=Martini extra száraz vermut 18% 1 l,Spar=7630040409049; Tesco=07630040409049,Spar=6485.0; Tesco=5290.0,Spar=1000.0 ml; Tesco=1000.0 ml,Spar=egyeb-alkoholos-italok-koktelok-247; Tesco=Italok|Szeszes italok|Vermouth|Vermouth
omnia fusion brazil & colombia lágy & gyümölcsös őrölt-pörkölt kávé 225 g,Prima;Spar;Tesco,kg,Tesco,Prima,11240.0,13773.333,2533.333,22.539,Prima=Omnia Fusion Brazil & Colombia lágy & gyümölcsös őrölt-pörkölt kávé 225 g; Spar=Omnia Fusion Brazil & Colombia lágy & gyümölcsös őrölt-pörkölt kávé 225 g; Tesco=Omnia Fusion Brazil & Colombia lágy & gyümölcsös őrölt-pörkölt kávé 225 g,Prima=8711000587713; Spar=8711000587713; Tesco=08711000587713,Prima=3099.0; Spar=2834.0; Tesco=2529.0,Prima=225.0 g; Spar=225.0 g; Tesco=225.0 g,Prima=orolt-szemes-kave-165; Spar=orolt-kave-136; Tesco=Italok|Kávé|Őrölt-pörkölt kávé|200-250g
omnia fusion uganda & kenya fűszeres & diós őrölt-pörkölt kávé 225 g,Prima;Spar;Tesco,kg,Tesco,Prima,11240.0,13773.333,2533.333,22.539,Prima=Omnia Fusion Uganda & Kenya fűszeres & diós őrölt-pörkölt kávé 225 g; Spar=Omnia Fusion Uganda & Kenya fűszeres & diós őrölt-pörkölt kávé 225 g; Tesco=Omnia Fusion Uganda & Kenya fűszeres & diós őrölt-pörkölt kávé 225 g,Prima=8711000587775; Spar=8711000587775; Tesco=08711000587775,Prima=3099.0; Spar=2834.0; Tesco=2529.0,Prima=225.0 g; Spar=225.0 g; Tesco=225.0 g,Prima=orolt-szemes-kave-165; Spar=orolt-kave-136; Tesco=Italok|Kávé|Őrölt-pörkölt kávé|200-250g
milka tuc alpesi tejcsokoládé sós krékerrel 87 g,Prima;Spar;Tesco,kg,Prima,Spar,6885.057,8436.782,1551.724,22.538,Prima=Milka Tuc alpesi tejcsokoládé sós krékerrel 87 g; Spar=Milka Tuc alpesi tejcsokoládé sós krékerrel 87 g; Tesco=Milka Tuc alpesi tejcsokoládé sós krékerrel 87 g,Prima=7622210007476; Spar=7622210007476; Tesco=07622210007476,Prima=599.0; Spar=734.0; Tesco=699.0,Prima=87.0 g; Spar=87.0 g; Tesco=87.0 g,Prima=csokolade-158; Spar=tablas-csokoladek-176; Tesco=Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Egyéb táblás tejcsokoládék
bodri bodrikutya szekszárd pannon cuvée száraz fehérbor 12% 750 ml,Prima;Spar;Tesco,l,Tesco,Prima,2665.333,3265.333,600.0,22.511,Prima=Bodri Bodrikutya Szekszárd Pannon Cuvée száraz fehérbor 12% 750 ml; Spar=Bodri Bodrikutya Szekszárd Pannon Cuvée száraz fehérbor 12% 750 ml; Tesco=Bodri Bodrikutya Szekszárd Pannon Cuvée száraz fehérbor 12% 750 ml,Prima=5998628302192; Spar=5998628302192; Tesco=05998628302192,Prima=2449.0; Spar=2275.0; Tesco=1999.0,Prima=750.0 ml; Spar=750.0 ml; Tesco=750.0 ml,Prima=feherbor-194; Spar=voros-bor-250; Tesco=Italok|Hazai fehérborok|Száraz fehérborok|Pannon
"bodri rozi szekszárdi rozé száraz rozébor 13,5% 750 ml",Prima;Spar;Tesco,l,Tesco,Prima,2665.333,3265.333,600.0,22.511,"Prima=Bodri Rozi Szekszárdi Rozé száraz rozébor 13,5% 750 ml; Spar=Bodri Rozi Szekszárdi Rozé száraz rozébor 13,5% 750 ml; Tesco=Bodri Rozi Szekszárdi Rozé száraz rozébor 13,5% 750 ml",Prima=5998628302130; Spar=5998628302130; Tesco=05998628302130,Prima=2449.0; Spar=2169.0; Tesco=1999.0,Prima=750.0 ml; Spar=750.0 ml; Tesco=750.0 ml,Prima=rosebor-195; Spar=rose-bor-251; Tesco=Italok|Hazai roséborok|Száraz roséborok|Pannon
bodri bodrikutya szekszárdi cuvée száraz vörösbor 15% 750 ml,Prima;Tesco,l,Tesco,Prima,2665.333,3265.333,600.0,22.511,Prima=Bodri Bodrikutya Szekszárdi Cuvée száraz vörösbor 15% 750 ml; Tesco=Bodri Bodrikutya Szekszárdi Cuvée száraz vörösbor 15% 750 ml,Prima=5998628302208; Tesco=05998628302208,Prima=2449.0; Tesco=1999.0,Prima=750.0 ml; Tesco=750.0 ml,Prima=vorosbor-196; Tesco=Italok|Hazai vörösborok|Száraz vörösborok|Pannon
lavazza crema e gusto forte őrölt pörkölt kávé 250 g,Spar;Tesco,kg,Tesco,Spar,11996.0,14696.0,2700.0,22.508,Spar=Lavazza Crema e Gusto Forte őrölt pörkölt kávé 250 g; Tesco=Lavazza Crema e Gusto Forte őrölt pörkölt kávé 250 g,Spar=8000070038417; Tesco=08000070038417,Spar=3674.0; Tesco=2999.0,Spar=250.0 g; Tesco=250.0 g,Spar=orolt-kave-136; Tesco=Italok|Kávé|Őrölt-pörkölt kávé|200-250g
"domestos extended power citrus fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml",Spar;Tesco,l,Tesco,Spar,871.2,1067.2,196.0,22.498,"Spar=Domestos Extended Power Citrus Fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml; Tesco=Domestos Extended Power Citrus Fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml",Spar=8712561293518; Tesco=08712561293518,Spar=1334.0; Tesco=1089.0,Spar=1250.0 ml; Tesco=1250.0 ml,"Spar=fertotlenito-es-tisztitoszer-272; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Általános tisztítószerek|Általános tisztítószerek"
"domestos extended power pine fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml",Spar;Tesco,l,Tesco,Spar,871.2,1067.2,196.0,22.498,"Spar=Domestos Extended Power Pine Fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml; Tesco=Domestos Extended Power Pine Fresh sűrű, fertőtlenítő hatású tisztítószer 1250 ml",Spar=8712561293082; Tesco=08712561293082,Spar=1334.0; Tesco=1089.0,Spar=1250.0 ml; Tesco=1250.0 ml,"Spar=fertotlenito-es-tisztitoszer-272; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Általános tisztítószerek|Általános tisztítószerek"
mizo szeletelt füstölt trappista sajt 100 g,Prima;Tesco,kg,Tesco,Prima,4980.0,6100.0,1120.0,22.49,Prima=Mizo szeletelt füstölt trappista sajt 100 g; Tesco=Mizo szeletelt füstölt trappista sajt 100 g,Prima=5998200481840; Tesco=05998200481840,Prima=610.0; Tesco=498.0,Prima=100.0 g; Tesco=100.0 g,Prima=szeletelt-reszelt-sajtok-67; Tesco=Tejtermék-tojás|Sajtok és túró|Szeletelt sajtok|Szeletelt sajtok
házias ízek lencsefőzelék 400 g,Spar;Tesco,kg,Tesco,Spar,1947.5,2385.0,437.5,22.465,Spar=Házias Ízek lencsefőzelék 400 g; Tesco=Házias Ízek lencsefőzelék 400 g,Spar=5998304053141; Tesco=05998304053141,Spar=954.0; Tesco=779.0,Spar=400.0 g; Tesco=400.0 g,"Spar=konzerv-keszetelek-213; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Konzerv készételek|Egyéb konzerv készételek"
házias ízek babfőzelék 400 g,Spar;Tesco,kg,Tesco,Spar,1947.5,2385.0,437.5,22.465,Spar=Házias Ízek babfőzelék 400 g; Tesco=Házias Ízek babfőzelék 400 g,Spar=5998304053356; Tesco=05998304053356,Spar=954.0; Tesco=779.0,Spar=400.0 g; Tesco=400.0 g,"Spar=konzerv-keszetelek-213; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Konzerv készételek|Babkonzervek"
univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g,Prima;Spar;Tesco,kg,Tesco,Prima,2546.012,3116.564,570.552,22.41,Prima=Univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g; Spar=Univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g; Tesco=Univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g,Prima=5999536005298; Spar=5999536005298; Tesco=05999536005298,Prima=508.0; Spar=457.0; Tesco=415.0,Prima=163.0 g; Spar=163.0 g; Tesco=163.0 g,Prima=bebietel-209; Spar=bebietelek-317; Tesco=Baba|Bébiétel|Üveges Bébiétel|Zöldséges
"maggi jókai bableves 42,5 g",Spar;Tesco,kg,Tesco,Spar,12211.765,14941.176,2729.412,22.351,"Spar=Maggi Jókai bableves 42,5 g; Tesco=Maggi Jókai bableves 42,5 g",Spar=8585002485502; Tesco=08585002485502,Spar=635.0; Tesco=519.0,Spar=42.5 g; Tesco=42.5 g,"Spar=egyeb-172; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant hús-és gulyáslevesporok"
maggi paradicsomleves kagylótésztával 73 g,Spar;Tesco,kg,Tesco,Spar,7109.589,8698.63,1589.041,22.351,Spar=Maggi paradicsomleves kagylótésztával 73 g; Tesco=Maggi paradicsomleves kagylótésztával 73 g,Spar=8585002485359; Tesco=08585002485359,Spar=635.0; Tesco=519.0,Spar=73.0 g; Tesco=73.0 g,"Spar=levesek-tesztak-230; Tesco=Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant levesporok|Instant krém- és zöldséglevesporok"
"the glenlivet founders reserve whiskey 40% 0,7 l",Spar;Tesco,l,Tesco,Spar,23842.857,29170.0,5327.143,22.343,"Spar=The Glenlivet Founders Reserve whiskey 40% 0,7 l; Tesco=The Glenlivet Founders Reserve whiskey 40% 0,7 l",Spar=5998829902924; Tesco=05998829902924,Spar=20419.0; Tesco=16690.0,Spar=700.0 ml; Tesco=700.0 ml,Spar=whiskey-241; Tesco=Italok|Szeszes italok|Whisky|Skót whisky
schär mix b gluténmentes kenyérliszt 1 kg,Spar;Tesco,kg,Tesco,Spar,1949.0,2384.0,435.0,22.319,Spar=Schär Mix B gluténmentes kenyérliszt 1 kg; Tesco=Schär Mix B gluténmentes kenyérliszt 1 kg,Spar=8008698004845; Tesco=08008698004845,Spar=2384.0; Tesco=1949.0,Spar=1000.0 g; Tesco=1000.0 g,"Spar=glutenmentes-76; Tesco=Speciális|Gluténmentes|Sütés, főzés|Sütés, főzés"
