key,base_unit,Spar_product_name,Spar_barcode,Spar_unit_price,Spar_unit_step,Spar_unit_type,Spar_base_price,Spar_categories,Prima_product_name,Prima_barcode,Prima_unit_price,Prima_unit_step,Prima_unit_type,Prima_base_price,Prima_categories,Tesco_product_name,Tesco_barcode,Tesco_unit_price,Tesco_unit_step,Tesco_unit_type,Tesco_base_price,Tesco_categories,min_store,max_store,pct_spread
"dreher 24 málna alkoholmentes világos sör és málna ízű ital keveréke édesítőszerrel 0,0% 0,5 l",l,"Dreher 24 Málna alkoholmentes világos sör és málna ízű ital keveréke édesítőszerrel 0,0% 0,5 l",5998817313619,429.0,500.0,ml,858.0,alkoholmentes-sor-237,"Dreher 24 Málna alkoholmentes világos sör és málna ízű ital keveréke édesítőszerrel 0,0% 0,5 l",5998817313619,485.0,500.0,ml,970.0,alkoholmentes-sor-184,"Dreher 24 Málna alkoholmentes világos sör és málna ízű ital keveréke édesítőszerrel 0,0% 0,5 l",05998817313619,359.0,500.0,ml,718.0,"Italok|Sör, cider|Alkoholmentes sörök és alkoholmentes ízesített sörök|Alkoholmentes ízesített sörök",Tesco,Prima,35.097
lavazza qualità oro őrölt pörkölt kávé kapszula 10 db 55 g,kg,Lavazza Qualità Oro őrölt pörkölt kávé kapszula 10 db 55 g,8000070053465,2414.0,55.0,g,43890.909,kapszulas-kave-137,Lavazza Qualità Oro őrölt pörkölt kávé kapszula 10 db 55 g,8000070053465,3199.0,55.0,g,58163.636,kavekapszula-167,Lavazza Qualità Oro őrölt pörkölt kávé kapszula 10 db 55 g,08000070053465,2369.0,55.0,g,43072.727,Italok|Kávé|Kávépárnák és -kapszulák|Nespresso kompatibilis,Tesco,Prima,35.036
"apenta+ anti-stress gránátalma-acai-piros szőlő ízű, enyhén szénsavas üdítőital 750 ml",l,"Apenta+ Anti-Stress gránátalma-acai-piros szőlő ízű, enyhén szénsavas üdítőital 750 ml",5998821519113,535.0,750.0,ml,713.333,szensavas-uditoital-203,"Apenta+ Anti-Stress gránátalma-acai-piros szőlő ízű, enyhén szénsavas üdítőital 750 ml",5998821519113,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Anti-Stress gránátalma-acai-piros szőlő ízű, enyhén szénsavas üdítőital 750 ml",05998821519113,429.0,750.0,ml,572.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés,Tesco,Prima,34.965
apenta+ antiox gránátalma-acai ízű szénsavmentes energiamentes üdítőital vitaminokkal 750 ml,l,Apenta+ Antiox gránátalma-acai ízű szénsavmentes energiamentes üdítőital vitaminokkal 750 ml,5998821515719,514.0,750.0,ml,685.333,szensavmentes-uditoitalok-202,Apenta+ Antiox gránátalma-acai ízű szénsavmentes energiamentes üdítőital vitaminokkal 750 ml,5998821515719,579.0,750.0,ml,772.0,energiaital-sportital-177,Apenta+ Antiox gránátalma-acai ízű szénsavmentes energiamentes üdítőital vitaminokkal 750 ml,05998821515719,429.0,750.0,ml,572.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.965
"apenta+ boost pink grapefruit ízű, enyhén szénsavas, energiamentes üdítőital édesítőszerekkel 750 ml",l,"Apenta+ Boost pink grapefruit ízű, enyhén szénsavas, energiamentes üdítőital édesítőszerekkel 750 ml",5998821519151,535.0,750.0,ml,713.333,szensavas-uditoital-203,"Apenta+ Boost pink grapefruit ízű, enyhén szénsavas, energiamentes üdítőital édesítőszerekkel 750 ml",5998821519151,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Boost pink grapefruit ízű, enyhén szénsavas, energiamentes üdítőital édesítőszerekkel 750 ml",05998821519151,429.0,750.0,ml,572.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés,Tesco,Prima,34.965
apenta+ energy water matcha ízű szénsavmentes üdítőital 750 ml,l,Apenta+ Energy Water matcha ízű szénsavmentes üdítőital 750 ml,5998821520225,524.0,750.0,ml,698.667,szensavmentes-uditoitalok-202,Apenta+ Energy Water matcha ízű szénsavmentes üdítőital 750 ml,5998821520225,579.0,750.0,ml,772.0,energiaital-sportital-177,Apenta+ Energy Water matcha ízű szénsavmentes üdítőital 750 ml,05998821520225,429.0,750.0,ml,572.0,Italok|Víz|Ízesített víz|Kis Kiszerelés,Tesco,Prima,34.965
"apenta+ fit mangó-citrom-zöld tea ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",l,"Apenta+ Fit mangó-citrom-zöld tea ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",5998821515733,535.0,750.0,ml,713.333,szensavmentes-uditoitalok-202,"Apenta+ Fit mangó-citrom-zöld tea ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",5998821515733,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Fit mangó-citrom-zöld tea ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",05998821515733,429.0,750.0,ml,572.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.965
"apenta+ immuno fehér barack ízű, enyhén szénsavas üdítőital 750 ml",l,"Apenta+ Immuno fehér barack ízű, enyhén szénsavas üdítőital 750 ml",5998821519137,535.0,750.0,ml,713.333,szensavas-uditoital-203,"Apenta+ Immuno fehér barack ízű, enyhén szénsavas üdítőital 750 ml",5998821519137,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Immuno fehér barack ízű, enyhén szénsavas üdítőital 750 ml",05998821519137,429.0,750.0,ml,572.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés,Tesco,Prima,34.965
"apenta+ power-c narancs-pomelo ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",l,"Apenta+ Power-C narancs-pomelo ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",5998821515795,535.0,750.0,ml,713.333,szensavmentes-uditoitalok-202,"Apenta+ Power-C narancs-pomelo ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",5998821515795,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Power-C narancs-pomelo ízű szénsavmentes, energiamentes üdítőital édesítőszerekkel 750 ml",05998821515795,429.0,750.0,ml,572.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.965
"apenta+ ready alma-kivi ízű szénsavmentes, energiamentes üdítőital vitaminokkal 750 ml",l,"Apenta+ Ready alma-kivi ízű szénsavmentes, energiamentes üdítőital vitaminokkal 750 ml",5998821515696,549.0,750.0,ml,732.0,szensavas-uditoital-203,"Apenta+ Ready alma-kivi ízű szénsavmentes, energiamentes üdítőital vitaminokkal 750 ml",5998821515696,579.0,750.0,ml,772.0,energiaital-sportital-177,"Apenta+ Ready alma-kivi ízű szénsavmentes, energiamentes üdítőital vitaminokkal 750 ml",05998821515696,429.0,750.0,ml,572.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.965
apenta+ relax feketeribizli-vörösáfonya-hibiszkusz ízű szénsavmentes üdítőital 750 ml,l,Apenta+ Relax feketeribizli-vörösáfonya-hibiszkusz ízű szénsavmentes üdítőital 750 ml,5998821515757,514.0,750.0,ml,685.333,szensavmentes-uditoitalok-202,Apenta+ Relax feketeribizli-vörösáfonya-hibiszkusz ízű szénsavmentes üdítőital 750 ml,5998821515757,579.0,750.0,ml,772.0,energiaital-sportital-177,Apenta+ Relax feketeribizli-vörösáfonya-hibiszkusz ízű szénsavmentes üdítőital 750 ml,05998821515757,429.0,750.0,ml,572.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.965
"finish gépi regeneráló só 1,5 kg",kg,"Finish gépi regeneráló só 1,5 kg",8594002682736,1259.0,1500.0,g,839.333,konyhai-tisztitoszer-274,"Finish gépi regeneráló só 1,5 kg",8594002682736,1699.0,1500.0,g,1132.667,gepi-mosogatoszer-221,"Finish gépi regeneráló só 1,5 kg",08594002682736,1259.0,1500.0,g,839.333,"Háztartás|Mosogatáshoz|Gépi mosogatás|Só, öblítő",Spar,Prima,34.948
globus párolt csemegekukorica 340 g,kg,Globus párolt csemegekukorica 340 g,5998304241111,660.0,285.0,g,2315.789,zoldsegkonzerv-210,Globus párolt csemegekukorica 340 g,5998304241111,745.0,285.0,g,2614.035,zoldseg-konzerv-99,Globus párolt csemegekukorica 340 g,05998304241111,659.0,340.0,g,1938.235,"Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Kukorica",Tesco,Prima,34.867
douwe egberts omnia evening koffeinmentes őrölt-pörkölt kávé 250 g,kg,Douwe Egberts Omnia Evening koffeinmentes őrölt-pörkölt kávé 250 g,5997100009666,2834.0,250.0,g,11336.0,orolt-kave-136,Douwe Egberts Omnia Evening koffeinmentes őrölt-pörkölt kávé 250 g,5997100009666,3099.0,250.0,g,12396.0,orolt-szemes-kave-165,Douwe Egberts Omnia Evening koffeinmentes őrölt-pörkölt kávé 250 g,05997100009666,2299.0,250.0,g,9196.0,Italok|Kávé|Koffeinmentes kávé|Instant kávé,Tesco,Prima,34.798
"purina felix fantastic halas válogatás aszpikban nedves macskaeledel 12 x 85 g (1,02 kg)",kg,"Purina Felix Fantastic halas válogatás aszpikban nedves macskaeledel 12 x 85 g (1,02 kg)",7613039743041,3044.0,1020.0,g,2984.314,macskaeledel-323,"Purina Felix Fantastic halas válogatás aszpikban nedves macskaeledel 12 x 85 g (1,02 kg)",7613039743041,3299.0,1020.0,g,3234.314,macskaeledel-230,"Purina Felix Fantastic halas válogatás aszpikban nedves macskaeledel 12 x 85 g (1,02 kg)",07613039743041,2449.0,1020.0,g,2400.98,Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek,Tesco,Prima,34.708
knorr bolognai spagetti alap 59 g,kg,Knorr bolognai spagetti alap 59 g,5997257387709,545.0,59.0,g,9237.288,alapporok-231,Knorr bolognai spagetti alap 59 g,5997257387709,699.0,59.0,g,11847.458,etelalap-119,Knorr bolognai spagetti alap 59 g,05997257387709,519.0,59.0,g,8796.61,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok tésztákhoz",Tesco,Prima,34.682
knorr carbonara spagetti alap 36 g,kg,Knorr carbonara spagetti alap 36 g,8710604753951,545.0,36.0,g,15138.889,alapporok-231,Knorr carbonara spagetti alap 36 g,8710604753951,699.0,36.0,g,19416.667,etelalap-119,Knorr carbonara spagetti alap 36 g,08710604753951,519.0,36.0,g,14416.667,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok tésztákhoz",Tesco,Prima,34.682
knorr gyros alap fokhagymás dresszinggel (30 g + 10 g) 40 g,kg,Knorr gyros alap fokhagymás dresszinggel (30 g + 10 g) 40 g,8718114854397,545.0,40.0,g,13625.0,alapporok-231,Knorr gyros alap fokhagymás dresszinggel (30 g + 10 g) 40 g,8718114854397,699.0,40.0,g,17475.0,etelalap-119,Knorr gyros alap fokhagymás dresszinggel (30 g + 10 g) 40 g,08718114854397,519.0,40.0,g,12975.0,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok húsokhoz, mártásokhoz",Tesco,Prima,34.682
knorr lasagne alap 52 g,kg,Knorr lasagne alap 52 g,8720182142047,629.0,52.0,g,12096.154,alapporok-231,Knorr lasagne alap 52 g,8720182142047,699.0,52.0,g,13442.308,etelalap-119,Knorr lasagne alap 52 g,08720182142047,519.0,52.0,g,9980.769,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok tésztákhoz",Tesco,Prima,34.682
knorr mac'n cheese sajtszószos tészta alap 33 g,kg,Knorr Mac'n Cheese sajtszószos tészta alap 33 g,8721201908330,545.0,33.0,g,16515.152,levesek-tesztak-230,Knorr Mac'n Cheese sajtszószos tészta alap 33 g,8721201908330,699.0,33.0,g,21181.818,etelalap-119,Knorr Mac'n Cheese sajtszószos tészta alap 33 g,08721201908330,519.0,33.0,g,15727.273,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant ételalapok|Instant szószos tészták",Tesco,Prima,34.682
knorr mexikói chilis bab alap 50 g,kg,Knorr mexikói chilis bab alap 50 g,8721317755071,629.0,50.0,g,12580.0,alapporok-231,Knorr mexikói chilis bab alap 50 g,8712566157754,699.0,50.0,g,13980.0,etelalap-119,Knorr mexikói chilis bab alap 50 g,08721317755071,519.0,50.0,g,10380.0,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok húsokhoz, mártásokhoz",Tesco,Prima,34.682
knorr milánói makaróni alap 60 g,kg,Knorr milánói makaróni alap 60 g,8712566157983,545.0,60.0,g,9083.333,alapporok-231,Knorr milánói makaróni alap 60 g,8712566157983,699.0,60.0,g,11650.0,etelalap-119,Knorr milánói makaróni alap 60 g,08721317745928,519.0,60.0,g,8650.0,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok tésztákhoz",Tesco,Prima,34.682
maggi bolognai spagetti alap 42 g,kg,Maggi bolognai spagetti alap 42 g,8585002485038,619.0,42.0,g,14738.095,alapporok-231,Maggi bolognai spagetti alap 42 g,8585002485038,699.0,42.0,g,16642.857,etelalap-119,Maggi bolognai spagetti alap 42 g,08585002485038,519.0,42.0,g,12357.143,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok húsokhoz, mártásokhoz",Tesco,Prima,34.682
maggi mexikói chilis bab alap 48 g,kg,Maggi mexikói chilis bab alap 48 g,8585002484994,619.0,48.0,g,12895.833,alapporok-231,Maggi mexikói chilis bab alap 48 g,8585002484994,699.0,48.0,g,14562.5,etelalap-119,Maggi mexikói chilis bab alap 48 g,08585002484994,519.0,48.0,g,10812.5,"Alapvető élelmiszerek|Szószok, mártások, poralapok|Poralapok|Poralapok húsokhoz, mártásokhoz",Tesco,Prima,34.682
parodontax fluoridos fogkrém 75 ml,l,Parodontax fluoridos fogkrém 75 ml,5054563949738,1574.0,75.0,ml,20986.667,fogkrem-299,Parodontax fluoridos fogkrém 75 ml,5054563949738,2099.0,75.0,ml,27986.667,szajapolas-203,Parodontax fluoridos fogkrém 75 ml,05054563949738,1559.0,75.0,ml,20786.667,Drogéria|Szájápolás|Fogkrémek|Fogkrémek,Tesco,Prima,34.638
horváth rozi szeletelt petrezselyem 5 g,kg,Horváth Rozi szeletelt petrezselyem 5 g,5995863031030,184.0,5.0,g,36800.0,fuszerek-165,Horváth Rozi szeletelt petrezselyem 5 g,5995863031030,195.0,5.0,g,39000.0,fuszer-123,Horváth Rozi szeletelt petrezselyem 5 g,05995863031030,145.0,5.0,g,29000.0,Alapvető élelmiszerek|Ételízesítés|Klasszikus fűszerek|Gyógynövény fűszerek,Tesco,Prima,34.483
topjoy alma-eper ital 250 ml,l,Topjoy alma-eper ital 250 ml,5998821520805,424.0,250.0,ml,1696.0,szensavmentes-uditoitalok-202,Topjoy alma-eper ital 250 ml,5998821520805,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy alma-eper ital 250 ml,05998821520805,349.0,250.0,ml,1396.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.384
topjoy alma-görögdinnye ital 250 ml,l,Topjoy alma-görögdinnye ital 250 ml,5998821514767,434.0,250.0,ml,1736.0,gyumolcslevek-205,Topjoy alma-görögdinnye ital 250 ml,5998821514767,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy alma-görögdinnye ital 250 ml,05998821514767,349.0,250.0,ml,1396.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.384
topjoy alma-kékszőlő ital 250 ml,l,Topjoy alma-kékszőlő ital 250 ml,5998821514903,434.0,250.0,ml,1736.0,gyumolcslevek-205,Topjoy alma-kékszőlő ital 250 ml,5998821514903,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy alma-kékszőlő ital 250 ml,05998821514903,349.0,250.0,ml,1396.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.384
topjoy alma-lime-kaktusz ital 250 ml,l,Topjoy alma-lime-kaktusz ital 250 ml,5998821514828,439.0,250.0,ml,1756.0,gyumolcslevek-205,Topjoy alma-lime-kaktusz ital 250 ml,5998821514828,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy alma-lime-kaktusz ital 250 ml,05998821514828,349.0,250.0,ml,1396.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.384
topjoy alma-szeder ital 250 ml,l,Topjoy alma-szeder ital 250 ml,5998821519892,434.0,250.0,ml,1736.0,gyumolcslevek-205,Topjoy alma-szeder ital 250 ml,5998821519892,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy alma-szeder ital 250 ml,05998821519892,349.0,250.0,ml,1396.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Prima,34.384
topjoy mangó-alma-narancs-citrom ital 250 ml,l,Topjoy mangó-alma-narancs-citrom ital 250 ml,5998821514781,434.0,250.0,ml,1736.0,gyumolcslevek-205,Topjoy mangó-alma-narancs-citrom ital 250 ml,5998821514781,469.0,250.0,ml,1876.0,gyumolcsle-gyumolcs-ital-176,Topjoy mangó-alma-narancs-citrom ital 250 ml,05998821514781,349.0,250.0,ml,1396.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,34.384
pepsi colaízű szénsavas üdítőital cukorral és édesítőszerekkel 330 ml,l,Pepsi colaízű szénsavas üdítőital cukorral és édesítőszerekkel 330 ml,5997264104092,499.0,330.0,ml,1512.121,szensavas-uditoital-203,Pepsi colaízű szénsavas üdítőital cukorral és édesítőszerekkel 330 ml,5997264104092,535.0,330.0,ml,1621.212,szensavas-uditoital-172,Pepsi colaízű szénsavas üdítőital cukorral és édesítőszerekkel 330 ml,05997264104092,399.0,330.0,ml,1209.091,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Prima,34.085
pepsi zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 330 ml,l,Pepsi Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 330 ml,5997264104115,499.0,330.0,ml,1512.121,szensavas-uditoital-203,Pepsi Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 330 ml,5997264104115,535.0,330.0,ml,1621.212,szensavas-uditoital-172,Pepsi Zero colaízű energiamentes szénsavas üdítőital édesítőszerekkel 330 ml,05997264104115,399.0,330.0,ml,1209.091,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Prima,34.085
"tuborg világos sör 4,6% 0,5 l",l,"Tuborg világos sör 4,6% 0,5 l",3858887585144,469.0,500.0,ml,938.0,vilagos-sor-234,"Tuborg világos sör 4,6% 0,5 l",3858887585144,535.0,500.0,ml,1070.0,vilagos-sor-180,"Tuborg világos sör 4,6% 0,5 l",03858887585144,399.0,500.0,ml,798.0,"Italok|Sör, cider|Világos sörök|Dobozos",Tesco,Prima,34.085
whiskas 1+ klasszikus ételek teljes értékű nedves eledel felnőtt macskáknak 4 x 85 g (340 g),kg,Whiskas 1+ Klasszikus Ételek teljes értékű nedves eledel felnőtt macskáknak 4 x 85 g (340 g),4770608263621,1154.0,340.0,g,3394.118,macskaeledel-323,Whiskas 1+ Klasszikus Ételek teljes értékű nedves eledel felnőtt macskáknak 4 x 85 g (340 g),4770608263621,1299.0,340.0,g,3820.588,macskaeledel-230,Whiskas 1+ Klasszikus Ételek teljes értékű nedves eledel felnőtt macskáknak 4 x 85 g (340 g),04770608263621,969.0,340.0,g,2850.0,Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek,Tesco,Prima,34.056
monini classico extra szűz olívaolaj 500 ml,l,Monini Classico extra szűz olívaolaj 500 ml,80053828,5249.0,500.0,ml,10498.0,ecet-olaj-citromle-161,Monini Classico extra szűz olívaolaj 500 ml,80053828,6699.0,500.0,ml,13398.0,olaj-131,Monini Classico extra szűz olívaolaj 500 ml,00000080053828,4999.0,500.0,ml,9998.0,"Alapvető élelmiszerek|Olaj, ecet|Olaj|Olívaolajok",Tesco,Prima,34.007
lindt lindor extra keserű étcsokoládé lágyan olvadó töltelékkel 70% 200 g,kg,Lindt Lindor extra keserű étcsokoládé lágyan olvadó töltelékkel 70% 200 g,8003340097855,5249.0,200.0,g,26245.0,csokolade-175,Lindt Lindor extra keserű étcsokoládé lágyan olvadó töltelékkel 70% 200 g,8003340097855,5749.0,200.0,g,28745.0,desszert-159,Lindt Lindor extra keserű étcsokoládé lágyan olvadó töltelékkel 70% 200 g,08003340097855,4299.0,200.0,g,21495.0,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék,Tesco,Prima,33.729
dr. oetker aroma rum 38 ml,l,Dr. Oetker Aroma rum 38 ml,5997381341806,314.0,38.0,ml,8263.158,sutesi-alapanyagok-162,Dr. Oetker Aroma rum 38 ml,5997381341806,399.0,38.0,ml,10500.0,aroma-befozesi-alapanyag-132,Dr. Oetker Aroma rum 38 ml,05997381341806,299.0,38.0,ml,7868.421,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Aroma",Tesco,Prima,33.445
dr. oetker vanília aroma 38 ml,l,Dr. Oetker vanília aroma 38 ml,5997381341493,314.0,38.0,ml,8263.158,sutesi-alapanyagok-162,Dr. Oetker vanília aroma 38 ml,5997381341493,399.0,38.0,ml,10500.0,aroma-befozesi-alapanyag-132,Dr. Oetker vanília aroma 38 ml,05997381341493,299.0,38.0,ml,7868.421,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Aroma",Tesco,Prima,33.445
signal family care daily white fogkrém 75 ml,l,Signal Family Care Daily White fogkrém 75 ml,5900300856794,524.0,75.0,ml,6986.667,fogkrem-299,Signal Family Care Daily White fogkrém 75 ml,5900300856794,699.0,75.0,ml,9320.0,szajapolas-203,Signal Family Care Daily White fogkrém 75 ml,05900300856794,589.0,75.0,ml,7853.333,Drogéria|Szájápolás|Fogkrémek|Fogkrémek,Spar,Prima,33.397
airwaves extreme erős mentol- és eukaliptuszízű cukormentes rágógumi édesítőszerrel 29 g,kg,Airwaves Extreme erős mentol- és eukaliptuszízű cukormentes rágógumi édesítőszerrel 29 g,4009900453349,714.0,29.0,g,24620.69,cukormentes-78,Airwaves Extreme erős mentol- és eukaliptuszízű cukormentes rágógumi édesítőszerrel 29 g,4009900453349,799.0,29.0,g,27551.724,cukorka-ragogumi-egyeb-163,Airwaves Extreme erős mentol- és eukaliptuszízű cukormentes rágógumi édesítőszerrel 29 g,04009900453349,599.0,29.0,g,20655.172,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Rágógumik",Tesco,Prima,33.389
lecker elősütött egyiptomi típusú pita,kg,Lecker elősütött egyiptomi típusú pita,5999558212308,809.0,300.0,g,2696.667,tortilla-pita-ketszersult-85,Lecker elősütött egyiptomi típusú pita,5999558212308,999.0,300.0,g,3330.0,csomagolt-pekaru-71,Lecker elősütött egyiptomi típusú pita,05999558212308,749.0,299.996,g,2496.7,Pékáru|BBQ|BBQ|BBQ,Tesco,Prima,33.376
orbit refreshers spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,kg,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,4009900536257,1574.0,67.0,g,23492.537,cukormentes-78,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,4009900536257,2099.0,67.0,g,31328.358,cukorka-ragogumi-egyeb-163,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,04009900536257,1769.0,67.0,g,26402.985,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Rágógumik",Spar,Prima,33.355
"raffaello ropogós, kókuszos ostyakülönlegesség, belsejében egész szem mandulával 230 g",kg,"Raffaello ropogós, kókuszos ostyakülönlegesség, belsejében egész szem mandulával 230 g",4008400183022,2249.0,230.0,g,9778.261,napolyi-ostya-179,"Raffaello ropogós, kókuszos ostyakülönlegesség, belsejében egész szem mandulával 230 g",4008400183022,2999.0,230.0,g,13039.13,desszert-159,"Raffaello ropogós, kókuszos ostyakülönlegesség, belsejében egész szem mandulával 230 g",04008400183022,2289.0,230.0,g,9952.174,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék,Spar,Prima,33.348
"dreher gold minőségi világos sör 5% 6 x 0,5 l",l,"Dreher Gold minőségi világos sör 5% 6 x 0,5 l",5998817313695,2819.0,3000.0,ml,939.667,vilagos-sor-234,"Dreher Gold minőségi világos sör 5% 6 x 0,5 l",5998817313695,3199.0,3000.0,ml,1066.333,vilagos-sor-180,"Dreher Gold minőségi világos sör 5% 6 x 0,5 l",05998817313695,2399.0,3000.0,ml,799.667,"Italok|Sör, cider|Világos sörök|Multipack",Tesco,Prima,33.347
lavazza crema e gusto classico őrölt kávé 250 g,kg,Lavazza Crema e Gusto Classico őrölt kávé 250 g,8000070038769,3149.0,250.0,g,12596.0,orolt-kave-136,Lavazza Crema e Gusto Classico őrölt kávé 250 g,8000070038769,3999.0,250.0,g,15996.0,orolt-szemes-kave-165,Lavazza Crema e Gusto Classico őrölt kávé 250 g,08000070038769,2999.0,250.0,g,11996.0,Italok|Kávé|Szemes Kávé|200-250g,Tesco,Prima,33.344
"danone citromízű, élőflórás, zsírszegény joghurt 4 x 125 g (500 g)",kg,"Danone citromízű, élőflórás, zsírszegény joghurt 4 x 125 g (500 g)",5997536305059,704.0,500.0,g,1408.0,izesitett-joghurt-107,"Danone citromízű, élőflórás, zsírszegény joghurt 4 x 125 g (500 g)",5997536305059,865.0,500.0,g,1730.0,joghurt-47,"Danone citromízű, élőflórás, zsírszegény joghurt 4 x 125 g (500 g)",05997536305059,649.0,500.0,g,1298.0,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Multipack kiszerelés,Tesco,Prima,33.282
"danone meggyízű, élőflórás, zsírszegény joghurt 4 x 125 g",kg,"Danone meggyízű, élőflórás, zsírszegény joghurt 4 x 125 g",5997536305066,704.0,500.0,g,1408.0,izesitett-joghurt-107,"Danone meggyízű, élőflórás, zsírszegény joghurt 4 x 125 g",5997536305066,865.0,500.0,g,1730.0,joghurt-47,"Danone meggyízű, élőflórás, zsírszegény joghurt 4 x 125 g",05997536305066,649.0,500.0,g,1298.0,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Multipack kiszerelés,Tesco,Prima,33.282
