key,base_unit,Spar_product_name,Spar_barcode,Spar_unit_price,Spar_unit_step,Spar_unit_type,Spar_base_price,Spar_categories,Prima_product_name,Prima_barcode,Prima_unit_price,Prima_unit_step,Prima_unit_type,Prima_base_price,Prima_categories,Tesco_product_name,Tesco_barcode,Tesco_unit_price,Tesco_unit_step,Tesco_unit_type,Tesco_base_price,Tesco_categories,min_store,max_store,pct_spread
knorr pörköltízesítő-kocka 12 x 10 g (120 g),kg,Knorr pörköltízesítő-kocka 12 x 10 g (120 g),5996358018932,884.0,120.0,g,7366.667,etelizesito-leveskocka-171,Knorr pörköltízesítő-kocka 12 x 10 g (120 g),5996358018932,965.0,120.0,g,8041.667,leveskocka-116,Knorr pörköltízesítő-kocka 12 x 10 g (120 g),05996358018932,919.0,120.0,g,7658.333,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Leveskockák|Gulyásleveskocka és pörköltalap",Spar,Prima,9.163
knorr tyúkhúsleveskocka 12 x 10 g (120 g),kg,Knorr tyúkhúsleveskocka 12 x 10 g (120 g),5996358014187,884.0,120.0,g,7366.667,etelizesito-leveskocka-171,Knorr tyúkhúsleveskocka 12 x 10 g (120 g),5996358014187,965.0,120.0,g,8041.667,leveskocka-116,Knorr tyúkhúsleveskocka 12 x 10 g (120 g),05996358014187,919.0,120.0,g,7658.333,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Leveskockák|Halászlé- és húsleveskockák",Spar,Prima,9.163
knorr zöldségleveskocka 12 x 10 g (120 g),kg,Knorr zöldségleveskocka 12 x 10 g (120 g),5996358018901,884.0,120.0,g,7366.667,levesek-tesztak-230,Knorr zöldségleveskocka 12 x 10 g (120 g),5996358018918,965.0,120.0,g,8041.667,leveskocka-116,Knorr zöldségleveskocka 12 x 10 g (120 g),05996358018918,919.0,120.0,g,7658.333,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Leveskockák|Halászlé- és húsleveskockák",Spar,Prima,9.163
hubba bubba gyümölcsízű rágógumi 5 db 35 g,kg,Hubba Bubba gyümölcsízű rágógumi 5 db 35 g,42212003,494.0,35.0,g,14114.286,ragogumik-leheletfrissitok-186,Hubba Bubba gyümölcsízű rágógumi 5 db 35 g,42212003,539.0,35.0,g,15400.0,cukorka-ragogumi-egyeb-163,Hubba Bubba gyümölcsízű rágógumi 5 db 35 g,00000042212003,529.0,35.0,g,15114.286,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Rágógumik",Spar,Prima,9.109
lavazza qualità oro perfect symphony őrölt kávé 250 g,kg,Lavazza Qualità Oro Perfect Symphony őrölt kávé 250 g,8000070019911,5774.0,250.0,g,23096.0,orolt-kave-136,Lavazza Qualità Oro Perfect Symphony őrölt kávé 250 g,8000070019911,6299.0,250.0,g,25196.0,orolt-szemes-kave-165,Lavazza Qualità Oro Perfect Symphony őrölt kávé 250 g,08000070019911,5990.0,250.0,g,23960.0,Italok|Kávé|Őrölt-pörkölt kávé|200-250g,Spar,Prima,9.092
kotányi őrölt feketebors 20 g,kg,Kotányi őrölt feketebors 20 g,5995863015467,454.0,20.0,g,22700.0,bors-167,Kotányi őrölt feketebors 20 g,5995863015467,485.0,20.0,g,24250.0,fuszer-123,Kotányi őrölt feketebors 20 g,05995863015467,445.0,20.0,g,22250.0,Alapvető élelmiszerek|Ételízesítés|Klasszikus fűszerek|Bors,Tesco,Prima,8.989
ben's original főzőtasakos hosszúszemű rizs 500 g,kg,Ben's Original főzőtasakos hosszúszemű rizs 500 g,5410673007681,1559.0,500.0,g,3118.0,rizs-koles-hajdina-arpa-159,Ben's Original főzőtasakos hosszúszemű rizs 500 g,5410673007681,1699.0,500.0,g,3398.0,rizs-128,Ben's Original főzőtasakos hosszúszemű rizs 500 g,05410673007681,1579.0,500.0,g,3158.0,"Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Rizs|Főzőtasakos, hosszúszemű rizs",Spar,Prima,8.98
"teleki válogatás villányi rosé cuvée classicus száraz rosébor 12% 0,75 l",l,"Teleki Válogatás Villányi Rosé Cuvée classicus száraz rosébor 12% 0,75 l",5999093404039,2064.0,750.0,ml,2752.0,rose-bor-251,"Teleki Válogatás Villányi Rosé Cuvée classicus száraz rosébor 12% 0,75 l",5999093404039,2249.0,750.0,ml,2998.667,rosebor-195,"Teleki Válogatás Villányi Rosé Cuvée classicus száraz rosébor 12% 0,75 l",05999093404039,2079.0,750.0,ml,2772.0,Italok|Hazai roséborok|Száraz roséborok|Pannon,Spar,Prima,8.963
"maoam kracher olvadó rágóbonbon-drazsé pezsgő porral töltve, részben kóla ízesítéssel 70 g",kg,"Maoam Kracher olvadó rágóbonbon-drazsé pezsgő porral töltve, részben kóla ízesítéssel 70 g",4001686536582,550.0,70.0,g,7857.143,cukorkak-drazsek-182,"Maoam Kracher olvadó rágóbonbon-drazsé pezsgő porral töltve, részben kóla ízesítéssel 70 g",4001686536582,599.0,70.0,g,8557.143,cukorka-ragogumi-egyeb-163,"Maoam Kracher olvadó rágóbonbon-drazsé pezsgő porral töltve, részben kóla ízesítéssel 70 g",04001686536582,559.0,70.0,g,7985.714,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Édességek gyerekeknek|Édességek gyerekeknek",Spar,Prima,8.909
orbit white gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,kg,Orbit White gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,42070429,389.0,14.0,g,27785.714,cukormentes-78,Orbit White gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,42070429,419.0,14.0,g,29928.571,cukorka-ragogumi-egyeb-163,Orbit White gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,00000042070429,385.0,14.0,g,27500.0,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Rágógumik",Tesco,Prima,8.831
knorr tyúkhúsleveskocka 6 x 10 g (60 g),kg,Knorr tyúkhúsleveskocka 6 x 10 g (60 g),5996358014170,569.0,60.0,g,9483.333,etelizesito-leveskocka-171,Knorr tyúkhúsleveskocka 6 x 10 g (60 g),5996358014170,619.0,60.0,g,10316.667,leveskocka-116,Knorr tyúkhúsleveskocka 6 x 10 g (60 g),05996358014170,589.0,60.0,g,9816.667,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Leveskockák|Halászlé- és húsleveskockák",Spar,Prima,8.787
"angelli cherry szőlőléből készült ízesített bor 14% 0,75 l",l,"Angelli Cherry szőlőléből készült ízesített bor 14% 0,75 l",5999136674955,2989.0,750.0,ml,3985.333,boralapu-italok-sherry-egyeb-szeszezett-bor-253,"Angelli Cherry szőlőléből készült ízesített bor 14% 0,75 l",5999136674955,3249.0,750.0,ml,4332.0,desszertbor-197,"Angelli Cherry szőlőléből készült ízesített bor 14% 0,75 l",05999136674955,2989.0,750.0,ml,3985.333,Italok|Koktélok|Koktélok|Koktélok,Spar,Prima,8.699
dr. oetker paula vaníliaízű puding csokoládéízű foltokkal 2 x 100 g (200 g),kg,Dr. Oetker Paula vaníliaízű puding csokoládéízű foltokkal 2 x 100 g (200 g),4023600002836,539.0,200.0,g,2695.0,puding-kremturo-tejberizs-97,Dr. Oetker Paula vaníliaízű puding csokoládéízű foltokkal 2 x 100 g (200 g),4023600002836,575.0,200.0,g,2875.0,puding-57,Dr. Oetker Paula vaníliaízű puding csokoládéízű foltokkal 2 x 100 g (200 g),04023600002836,529.0,200.0,g,2645.0,Tejtermék-tojás|Tejdesszertek|Puding|Puding,Tesco,Prima,8.696
nagyi titka búzafinomliszt 1 kg,kg,Nagyi titka búzafinomliszt 1 kg,5998400562240,310.0,1000.0,g,310.0,buzadara-liszt-zsemlemorzsa-160,Nagyi titka búzafinomliszt 1 kg,5998400562240,314.0,1000.0,g,314.0,liszt-dara-panirmorzsa-127,Nagyi titka búzafinomliszt 1 kg,05998400562240,289.0,1000.0,g,289.0,Alapvető élelmiszerek|Liszt|Liszt|Liszt,Tesco,Prima,8.651
süssina asztali édesítőszer 650 db 39 g,kg,Süssina asztali édesítőszer 650 db 39 g,90125201,879.0,39.0,g,22538.462,edesitoszerek-170,Süssina asztali édesítőszer 650 db 39 g,90125201,955.0,39.0,g,24487.179,cukor-edesitoszer-121,Süssina asztali édesítőszer 650 db 39 g,00000090125201,879.0,39.0,g,22538.462,Speciális|Hozzáadott cukor mentes|Édesítők|Édesítők,Spar,Prima,8.646
univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,kg,Univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,5999536005243,457.0,163.0,g,2803.681,bebietelek-317,Univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,5999536005243,465.0,163.0,g,2852.761,bebietel-209,Univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,05999536005243,428.0,163.0,g,2625.767,Baba|Bébiétel|Üveges Bébiétel|Zöldséges,Tesco,Prima,8.645
danone oikos habdesszert habosított tejtermék epres öntettel 125 g,kg,Danone Oikos Habdesszert habosított tejtermék epres öntettel 125 g,5997536304878,355.0,125.0,g,2840.0,keszdesszertek-96,Danone Oikos Habdesszert habosított tejtermék epres öntettel 125 g,5997536304878,379.0,125.0,g,3032.0,turodesszert-60,Danone Oikos Habdesszert habosított tejtermék epres öntettel 125 g,05997536304878,349.0,125.0,g,2792.0,Tejtermék-tojás|Tejdesszertek|Kész desszertek|Kész desszertek,Tesco,Prima,8.596
danone oikos habdesszert habosított tejtermék áfonyás öntettel 125 g,kg,Danone Oikos Habdesszert habosított tejtermék áfonyás öntettel 125 g,5997536304885,355.0,125.0,g,2840.0,keszdesszertek-96,Danone Oikos Habdesszert habosított tejtermék áfonyás öntettel 125 g,5997536304885,379.0,125.0,g,3032.0,turodesszert-60,Danone Oikos Habdesszert habosított tejtermék áfonyás öntettel 125 g,05997536304885,349.0,125.0,g,2792.0,Tejtermék-tojás|Tejdesszertek|Kész desszertek|Kész desszertek,Tesco,Prima,8.596
aviko gyorsfagyasztott édesburgonya hasábok ropogós bevonattal 450 g,kg,Aviko gyorsfagyasztott édesburgonya hasábok ropogós bevonattal 450 g,8710449954308,1934.0,450.0,g,4297.778,koret-195,Aviko gyorsfagyasztott édesburgonya hasábok ropogós bevonattal 450 g,8710449954308,2099.0,450.0,g,4664.444,fagyasztott-zoldseg-136,Aviko gyorsfagyasztott édesburgonya hasábok ropogós bevonattal 450 g,08710449954308,2039.0,450.0,g,4531.111,Mélyhűtött|Fagyasztott zöldség|Fagyasztott burgonya|Fagyasztott burgonya,Spar,Prima,8.532
danone oikos édes kettes élőflórás édesített joghurt eperszósszal 118 g,kg,Danone Oikos Édes Kettes élőflórás édesített joghurt eperszósszal 118 g,5997536305219,229.0,118.0,g,1940.678,izesitett-joghurt-107,Danone Oikos Édes Kettes élőflórás édesített joghurt eperszósszal 118 g,5997536305219,212.0,118.0,g,1796.61,joghurt-47,Danone Oikos Édes Kettes élőflórás édesített joghurt eperszósszal 118 g,05997536305219,211.0,118.0,g,1788.136,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Kis poharas joghurt,Tesco,Spar,8.531
danone oikos édes kettes élőflórás édesített joghurt meggyszósszal 118 g,kg,Danone Oikos Édes Kettes élőflórás édesített joghurt meggyszósszal 118 g,5997536305233,229.0,118.0,g,1940.678,izesitett-joghurt-107,Danone Oikos Édes Kettes élőflórás édesített joghurt meggyszósszal 118 g,5997536305233,212.0,118.0,g,1796.61,joghurt-47,Danone Oikos Édes Kettes élőflórás édesített joghurt meggyszósszal 118 g,05997536305233,211.0,118.0,g,1788.136,Tejtermék-tojás|Joghurtok|Ízesített joghurtok|Kis poharas joghurt,Tesco,Spar,8.531
"alpro csokoládés, növényi alapú kókuszdesszert 135 g",kg,"Alpro csokoládés, növényi alapú kókuszdesszert 135 g",5411188139928,709.0,135.0,g,5251.852,novenyi-termekek-110,"Alpro csokoládés, növényi alapú kókuszdesszert 135 g",5411188139928,769.0,135.0,g,5696.296,bio-es-novenyi-elelmiszer-35,"Alpro csokoládés, növényi alapú kókuszdesszert 135 g",05411188139928,719.0,135.0,g,5325.926,Speciális|Vegetáriánus és vegán|Desszertek|Desszertek,Spar,Prima,8.463
milka favourites töltött csokoládé válogatás 11 db 95 g,kg,Milka Favourites töltött csokoládé válogatás 11 db 95 g,7622201390303,1290.0,95.0,g,13578.947,csokolade-175,Milka Favourites töltött csokoládé válogatás 11 db 95 g,7622201390303,1399.0,95.0,g,14726.316,desszert-159,Milka Favourites töltött csokoládé válogatás 11 db 95 g,07622201390303,1369.0,95.0,g,14410.526,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék,Spar,Prima,8.45
milka happy birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,kg,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,7622210597342,1290.0,110.0,g,11727.273,csokolade-175,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,7622210597342,1399.0,110.0,g,12718.182,desszert-159,Milka Happy Birthday alpesi tejcsokoládé praliné tejes krémtöltelékkel 20 db 110 g,07622210597342,1319.0,110.0,g,11990.909,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék,Spar,Prima,8.45
milka thank you alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,kg,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,7622210594723,1290.0,110.0,g,11727.273,csokolade-175,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,7622210594723,1399.0,110.0,g,12718.182,desszert-159,Milka Thank You alpesi tejcsokoládé praliné kakaós krémtöltelékkel 110 g,07622210594723,1319.0,110.0,g,11990.909,Alapvető élelmiszerek|Csokoládék|Desszert csokoládék|Desszert csokoládék,Spar,Prima,8.45
mogyi pirított sózott héjas pisztácia 60 g,kg,Mogyi pirított sózott héjas pisztácia 60 g,5997347542773,829.0,60.0,g,13816.667,mogyoro-es-egyeb-snack-magvak-191,Mogyi pirított sózott héjas pisztácia 60 g,5997347542773,899.0,60.0,g,14983.333,sos-es-sotlan-magvak-153,Mogyi pirított sózott héjas pisztácia 60 g,05997347542773,829.0,60.0,g,13816.667,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Kesudió, pisztácia, mandula",Spar,Prima,8.444
pöttyös túró rudi mogyorókrémes desszertkészítmény 51 g,kg,Pöttyös Túró Rudi mogyorókrémes desszertkészítmény 51 g,5998200746888,324.0,51.0,g,6352.941,tejszeletek-turo-rudi-95,Pöttyös Túró Rudi mogyorókrémes desszertkészítmény 51 g,5998200746888,299.0,51.0,g,5862.745,turodesszert-60,Pöttyös Túró Rudi mogyorókrémes desszertkészítmény 51 g,05998200746888,299.0,51.0,g,5862.745,Tejtermék-tojás|Tejdesszertek|Túródesszertek|Túródesszertek,Prima,Spar,8.361
pöttyös óriás túró rudi natúr túródesszert tejbevonóval 51 g,kg,Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,5998200743108,324.0,51.0,g,6352.941,tejszeletek-turo-rudi-95,Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,5998200743108,299.0,51.0,g,5862.745,turodesszert-60,Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,05998200743108,299.0,51.0,g,5862.745,Tejtermék-tojás|Tejdesszertek|Túródesszertek|Túródesszertek,Prima,Spar,8.361
monster energy lando norris zero sugar szénsavas energiaital 500 ml,l,Monster Energy Lando Norris Zero Sugar szénsavas energiaital 500 ml,5056784917589,649.0,500.0,ml,1298.0,energiaital-204,Monster Energy Lando Norris Zero Sugar szénsavas energiaital 500 ml,5056784917589,619.0,500.0,ml,1238.0,energiaital-sportital-177,Monster Energy Lando Norris Zero Sugar szénsavas energiaital 500 ml,05056784917589,599.0,500.0,ml,1198.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Spar,8.347
"nescafé cappuccino azonnal oldódó kávéspecialitás 8 x 13,5 g (108 g)",kg,"NESCAFÉ Cappuccino azonnal oldódó kávéspecialitás 8 x 13,5 g (108 g)",8445291531581,1209.0,108.0,g,11194.444,instant-kave-139,"NESCAFÉ Cappuccino azonnal oldódó kávéspecialitás 8 x 13,5 g (108 g)",8445291531581,1299.0,108.0,g,12027.778,instant-kave-cappuccino-166,"NESCAFÉ Cappuccino azonnal oldódó kávéspecialitás 8 x 13,5 g (108 g)",08445291531581,1199.0,108.0,g,11101.852,Italok|Kávé|Instant Cappuccino|ízesített,Tesco,Prima,8.34
"oreo original klasszikus vaníliaízű töltött keksz, útközben is tökéletes, 4 db keksz 44 g",kg,"OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g",7622210411679,254.0,44.0,g,5772.727,keksz-183,"OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g",7622210411679,275.0,44.0,g,6250.0,edes-keksz-160,"OREO Original Klasszikus Vaníliaízű Töltött Keksz, Útközben is tökéletes, 4 db keksz 44 g",07622210411679,259.0,44.0,g,5886.364,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,8.268
nyakas rosé száraz rozé bor 13% 750 ml,l,Nyakas Rosé száraz rozé bor 13% 750 ml,5999509776002,2489.0,750.0,ml,3318.667,rose-bor-251,Nyakas Rosé száraz rozé bor 13% 750 ml,5999509776002,2349.0,750.0,ml,3132.0,rosebor-195,Nyakas Rosé száraz rozé bor 13% 750 ml,05999509776002,2299.0,750.0,ml,3065.333,Italok|Hazai roséborok|Száraz roséborok|Felső-Pannon,Tesco,Spar,8.264
chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,kg,Chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,8593893007468,249.0,25.0,g,9960.0,muzliszelet-gabonapehely-szelet-185,Chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,8593893007468,265.0,25.0,g,10600.0,muzli-es-egyeb-szelet-78,Chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,08593893007468,245.0,25.0,g,9800.0,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Gabonapehely- és müzliszeletek|Ízesített gabonapehely-szeletek",Tesco,Prima,8.163
nestlé cini minis fahéjas gabonapehely-szelet tejbevonó talppal vitaminokkal és kalciummal 25 g,kg,Nestlé Cini Minis fahéjas gabonapehely-szelet tejbevonó talppal vitaminokkal és kalciummal 25 g,8593893007499,249.0,25.0,g,9960.0,muzliszelet-gabonapehely-szelet-185,Nestlé Cini Minis fahéjas gabonapehely-szelet tejbevonó talppal vitaminokkal és kalciummal 25 g,8593893007499,265.0,25.0,g,10600.0,muzli-es-egyeb-szelet-78,Nestlé Cini Minis fahéjas gabonapehely-szelet tejbevonó talppal vitaminokkal és kalciummal 25 g,08593893007499,245.0,25.0,g,9800.0,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Gabonapehely- és müzliszeletek|Ízesített gabonapehely-szeletek",Tesco,Prima,8.163
"nestlé fitness epres gabonapehely-szelet vitaminokkal és ásványi anyagokkal reggelihez 23,5 g",kg,"Nestlé Fitness epres gabonapehely-szelet vitaminokkal és ásványi anyagokkal reggelihez 23,5 g",5900020005038,249.0,23.5,g,10595.745,muzliszelet-gabonapehely-szelet-185,"Nestlé Fitness epres gabonapehely-szelet vitaminokkal és ásványi anyagokkal reggelihez 23,5 g",5900020005038,265.0,23.5,g,11276.596,muzli-es-egyeb-szelet-78,"Nestlé Fitness epres gabonapehely-szelet vitaminokkal és ásványi anyagokkal reggelihez 23,5 g",05900020005038,245.0,23.5,g,10425.532,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Gabonapehely- és müzliszeletek|Ízesített gabonapehely-szeletek",Tesco,Prima,8.163
"nestlé fitness tejcsokoládés gabonapehely-szelet vitaminokkal és ásványi anyagokkal 22,5 g",kg,"Nestlé Fitness tejcsokoládés gabonapehely-szelet vitaminokkal és ásványi anyagokkal 22,5 g",5900020025678,249.0,22.5,g,11066.667,muzliszelet-gabonapehely-szelet-185,"Nestlé Fitness tejcsokoládés gabonapehely-szelet vitaminokkal és ásványi anyagokkal 22,5 g",5900020025678,265.0,22.5,g,11777.778,muzli-es-egyeb-szelet-78,"Nestlé Fitness tejcsokoládés gabonapehely-szelet vitaminokkal és ásványi anyagokkal 22,5 g",05900020025678,245.0,22.5,g,10888.889,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Gabonapehely- és müzliszeletek|Ízesített gabonapehely-szeletek",Tesco,Prima,8.163
nestlé nesquik kakaós gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,kg,Nestlé Nesquik kakaós gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,8593893007437,249.0,25.0,g,9960.0,muzliszelet-gabonapehely-szelet-185,Nestlé Nesquik kakaós gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,8593893007437,265.0,25.0,g,10600.0,muzli-es-egyeb-szelet-78,Nestlé Nesquik kakaós gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,08593893007437,245.0,25.0,g,9800.0,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Gabonapehely- és müzliszeletek|Ízesített gabonapehely-szeletek",Tesco,Prima,8.163
"gere - schubert rosé cuvée száraz rosébor 12,5% 0,75 l",l,"Gere - Schubert Rosé Cuvée száraz rosébor 12,5% 0,75 l",5999559890529,2384.0,750.0,ml,3178.667,rose-bor-251,"Gere - Schubert Rosé Cuvée száraz rosébor 12,5% 0,75 l",5999559890529,2549.0,750.0,ml,3398.667,rosebor-195,"Gere - Schubert Rosé Cuvée száraz rosébor 12,5% 0,75 l",05999559890529,2359.0,750.0,ml,3145.333,Italok|Hazai roséborok|Száraz roséborok|Pannon,Tesco,Prima,8.054
"gere - schubert sauvignon blanc száraz fehérbor 11,5% 0,75 l",l,"Gere - Schubert Sauvignon Blanc száraz fehérbor 11,5% 0,75 l",5999559890505,2384.0,750.0,ml,3178.667,feher-bor-249,"Gere - Schubert Sauvignon Blanc száraz fehérbor 11,5% 0,75 l",5999559890505,2549.0,750.0,ml,3398.667,feherbor-194,"Gere - Schubert Sauvignon Blanc száraz fehérbor 11,5% 0,75 l",05999559890505,2359.0,750.0,ml,3145.333,Italok|Hazai fehérborok|Száraz fehérborok|Pannon,Tesco,Prima,8.054
"danone yopro sovány joghurt áfonyával, édesítőszerekkel, magnéziummal és folsavval 160 g",kg,"Danone YoPro sovány joghurt áfonyával, édesítőszerekkel, magnéziummal és folsavval 160 g",5990031646634,276.0,160.0,g,1725.0,izesitett-joghurt-107,"Danone YoPro sovány joghurt áfonyával, édesítőszerekkel, magnéziummal és folsavval 160 g",5990031646634,264.0,160.0,g,1650.0,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Danone YoPro sovány joghurt áfonyával, édesítőszerekkel, magnéziummal és folsavval 160 g",05990031646634,285.0,160.0,g,1781.25,"Speciális|Sportétrend kiegészítők|Magas fehérjetartalmú joghurt, joghurtital, desszert|Joghurt",Prima,Tesco,7.955
dr. oetker piros tortazselé 12 g,kg,Dr. Oetker piros tortazselé 12 g,5997381360999,264.0,12.0,g,22000.0,sutesi-alapanyagok-162,Dr. Oetker piros tortazselé 12 g,5997381360999,285.0,12.0,g,23750.0,sutesi-kellekanyag-130,Dr. Oetker piros tortazselé 12 g,05997381360999,269.0,12.0,g,22416.667,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Zselatin",Spar,Prima,7.955
knorr lasagne tészta bolognai mártással 205 g,kg,Knorr lasagne tészta bolognai mártással 205 g,5997257351052,1574.0,205.0,g,7678.049,alapporok-231,Knorr lasagne tészta bolognai mártással 205 g,5997257351052,1699.0,205.0,g,8287.805,etelalap-119,Knorr lasagne tészta bolognai mártással 205 g,05997257351052,1649.0,205.0,g,8043.902,"Alapvető élelmiszerek|Instant ételalapok, levesporok|Instant ételalapok|Instant szószos tészták",Spar,Prima,7.942
haribo roulette gyümölcsízű gumicukorka 25 g,kg,Haribo Roulette gyümölcsízű gumicukorka 25 g,4001686372234,190.0,25.0,g,7600.0,cukorkak-drazsek-182,Haribo Roulette gyümölcsízű gumicukorka 25 g,4001686372234,205.0,25.0,g,8200.0,cukorka-ragogumi-egyeb-163,Haribo Roulette gyümölcsízű gumicukorka 25 g,04001686372234,199.0,25.0,g,7960.0,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Gumicukor",Spar,Prima,7.895
elephant chips-tallér mézes-mustáros és hagymás fűszerezéssel 70 g,kg,Elephant chips-tallér mézes-mustáros és hagymás fűszerezéssel 70 g,5949040202058,594.0,70.0,g,8485.714,chips-extrudalt-termekek-188,Elephant chips-tallér mézes-mustáros és hagymás fűszerezéssel 70 g,5949040202058,635.0,70.0,g,9071.429,chips-burgonyaszirom-155,Elephant chips-tallér mézes-mustáros és hagymás fűszerezéssel 70 g,05949040202058,589.0,70.0,g,8414.286,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Tesco,Prima,7.81
"elephant chips-tallér paradicsomos, fűszeres ízesítéssel 70 g",kg,"Elephant chips-tallér paradicsomos, fűszeres ízesítéssel 70 g",5949040203000,594.0,70.0,g,8485.714,ropi-perec-sos-kekszek-190,"Elephant chips-tallér paradicsomos, fűszeres ízesítéssel 70 g",5949040203000,635.0,70.0,g,9071.429,chips-burgonyaszirom-155,"Elephant chips-tallér paradicsomos, fűszeres ízesítéssel 70 g",05949040203000,589.0,70.0,g,8414.286,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Tesco,Prima,7.81
elephant chips-tallér szezámmagvakkal 80 g,kg,Elephant chips-tallér szezámmagvakkal 80 g,5949040201068,594.0,80.0,g,7425.0,ropi-perec-sos-kekszek-190,Elephant chips-tallér szezámmagvakkal 80 g,5949040201068,635.0,80.0,g,7937.5,chips-burgonyaszirom-155,Elephant chips-tallér szezámmagvakkal 80 g,05949040201068,589.0,80.0,g,7362.5,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Tesco,Prima,7.81
elephant sós chips-tallér 80 g,kg,Elephant sós chips-tallér 80 g,5949040201044,594.0,80.0,g,7425.0,ropi-perec-sos-kekszek-190,Elephant sós chips-tallér 80 g,5949040201044,635.0,80.0,g,7937.5,chips-burgonyaszirom-155,Elephant sós chips-tallér 80 g,05949040201044,589.0,80.0,g,7362.5,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Tesco,Prima,7.81
vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,l,Vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,5997003581108,1830.0,2000.0,ml,915.0,ecet-olaj-citromle-161,Vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,5997003581108,1698.0,2000.0,ml,849.0,olaj-131,Vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,05997003581108,1830.0,2000.0,ml,915.0,"Alapvető élelmiszerek|Olaj, ecet|Olaj|Étolajok",Prima,Spar,7.774
