index,category_id,name,display_name,url_category_path,parent_category_id,parent_url_category_path,depth,amounts,child_count,is_leaf,path,path_ids,image_url
363,tortillaChipsSzószok,"Tortilla chips, szószok","Tortilla chips, szószok",élelmiszer/édesség-és-snack/sós-ropogtatnivaló/tortilla-chips-szószok,sósRopogtatnivaló,élelmiszer/édesség-és-snack/sós-ropogtatnivaló,3,37,0,true,"Élelmiszer > Édesség és snack > Sós ropogtatnivaló > Tortilla chips, szószok",Élelmiszer|édessegEsSnack|sósRopogtatnivaló|tortillaChipsSzószok,https://cdn.metro-group.com/hu/hu_pim_144953001001_01.png
364,sósSnack,Sós snack,Sós snack,élelmiszer/édesség-és-snack/sós-ropogtatnivaló/sós-snack,sósRopogtatnivaló,élelmiszer/édesség-és-snack/sós-ropogtatnivaló,3,35,0,true,Élelmiszer > Édesség és snack > Sós ropogtatnivaló > Sós snack,Élelmiszer|édessegEsSnack|sósRopogtatnivaló|sósSnack,https://cdn.metro-group.com/hu/hu_pim_918771001001_02.png
365,Popcorn,Popcorn,Popcorn,élelmiszer/édesség-és-snack/sós-ropogtatnivaló/popcorn,sósRopogtatnivaló,élelmiszer/édesség-és-snack/sós-ropogtatnivaló,3,8,0,true,Élelmiszer > Édesség és snack > Sós ropogtatnivaló > Popcorn,Élelmiszer|édessegEsSnack|sósRopogtatnivaló|Popcorn,https://cdn.metro-group.com/hu/hu_pim_135108001001_02.png
366,Rágógumi,"Rágógumi, cukorka","Rágógumi, cukorka",élelmiszer/édesség-és-snack/rágógumi-cukorka,édessegEsSnack,élelmiszer/édesség-és-snack,2,140,3,false,"Élelmiszer > Édesség és snack > Rágógumi, cukorka",Élelmiszer|édessegEsSnack|Rágógumi,https://cdn.metro-group.com/hu/hu_pim_80133001001_01.png
367,Rágógumi_1739202366742,Rágógumi,Rágógumi,élelmiszer/édesség-és-snack/rágógumi-cukorka/rágógumi,Rágógumi,élelmiszer/édesség-és-snack/rágógumi-cukorka,3,23,0,true,"Élelmiszer > Édesség és snack > Rágógumi, cukorka > Rágógumi",Élelmiszer|édessegEsSnack|Rágógumi|Rágógumi_1739202366742,https://cdn.metro-group.com/hu/hu_pim_80133001001_01.png
368,Cukorka,Cukorka,Cukorka,élelmiszer/édesség-és-snack/rágógumi-cukorka/cukorka,Rágógumi,élelmiszer/édesség-és-snack/rágógumi-cukorka,3,112,0,true,"Élelmiszer > Édesség és snack > Rágógumi, cukorka > Cukorka",Élelmiszer|édessegEsSnack|Rágógumi|Cukorka,https://cdn.metro-group.com/hu/hu_pim_555506001001_01.png
369,Nyalóka,Nyalóka,Nyalóka,élelmiszer/édesség-és-snack/rágógumi-cukorka/nyalóka,Rágógumi,élelmiszer/édesség-és-snack/rágógumi-cukorka,3,5,0,true,"Élelmiszer > Édesség és snack > Rágógumi, cukorka > Nyalóka",Élelmiszer|édessegEsSnack|Rágógumi|Nyalóka,https://cdn.metro-group.com/hu/hu_pim_167756001001_02.png
370,szárítottTermekek_1740401193847,Szárított termék,Szárított termék,élelmiszer/édesség-és-snack/szárított-termék,édessegEsSnack,élelmiszer/édesség-és-snack,2,45,2,false,Élelmiszer > Édesség és snack > Szárított termék,Élelmiszer|édessegEsSnack|szárítottTermekek_1740401193847,https://cdn.metro-group.com/hu/hu_pim_179482001001_01.png
371,Diófelek,Diófélék,Diófélék,élelmiszer/édesség-és-snack/szárított-termék/diófélék,szárítottTermekek_1740401193847,élelmiszer/édesség-és-snack/szárított-termék,3,38,0,true,Élelmiszer > Édesség és snack > Szárított termék > Diófélék,Élelmiszer|édessegEsSnack|szárítottTermekek_1740401193847|Diófelek,https://cdn.metro-group.com/hu/hu_pim_115776001001_02.png
372,Magvak_1740401218150,Magvak,Magvak,élelmiszer/édesség-és-snack/szárított-termék/magvak,szárítottTermekek_1740401193847,élelmiszer/édesség-és-snack/szárított-termék,3,7,0,true,Élelmiszer > Édesség és snack > Szárított termék > Magvak,Élelmiszer|édessegEsSnack|szárítottTermekek_1740401193847|Magvak_1740401218150,https://cdn.metro-group.com/hu/hu_pim_102864001001_02.png
373,Karácsony_1740401594024,Szezonális édesség,Szezonális édesség,élelmiszer/édesség-és-snack/szezonális-édesség,édessegEsSnack,élelmiszer/édesség-és-snack,2,8,0,true,Élelmiszer > Édesség és snack > Szezonális édesség,Élelmiszer|édessegEsSnack|Karácsony_1740401594024,https://cdn.metro-group.com/hu/hu_pim_167940001001_01.png
