index,id,name,slug,parent_id,count,child_count,is_leaf,is_fetch_root,path,path_ids,permalink,image_url
27,1350,Alkoholos sör,alkoholos,1348,31,0,true,false,Ital > Sör > Alkoholos sör,1339|1348|1350,https://cooponline.hu/kategoria/ital/sor/alkoholos/,https://cooponline.hu/wp-content/uploads/2023/06/ital-sor.webp
28,1377,Tej,tej,1339,31,1,false,false,Ital > Tej,1339|1377,https://cooponline.hu/kategoria/ital/tej/,https://cooponline.hu/wp-content/uploads/2023/06/Ital-tej.webp
29,1378,Tartós UHT,tartos-uht,1377,31,0,true,false,Ital > Tej > Tartós UHT,1339|1377|1378,https://cooponline.hu/kategoria/ital/tej/tartos-uht/,https://cooponline.hu/wp-content/uploads/2023/06/Ital-tej-1.webp
30,1340,Ásványvíz,asvanyviz,1339,51,0,true,false,Ital > Ásványvíz,1339|1340,https://cooponline.hu/kategoria/ital/asvanyviz/,https://cooponline.hu/wp-content/uploads/2023/06/ital-asvanyviz.webp
31,1341,"Üdítő, Ice tea",udito-ice-tea,1339,154,0,true,false,"Ital > Üdítő, Ice tea",1339|1341,https://cooponline.hu/kategoria/ital/udito-ice-tea/,https://cooponline.hu/wp-content/uploads/2023/06/Ital-udito.webp
32,1385,"Kenyér, péksütemény",kenyer-peksutemeny,,13,0,true,true,"Kenyér, péksütemény",1385,https://cooponline.hu/kategoria/kenyer-peksutemeny/,https://cooponline.hu/wp-content/uploads/2023/06/Kenyer-peksutemeny.webp
33,1323,Konzerv,konzerv,,201,3,false,true,Konzerv,1323,https://cooponline.hu/kategoria/konzerv/,https://cooponline.hu/wp-content/uploads/2023/06/konzer.webp
34,1326,"Befőtt, Savanyúság",befott-savanyusag,1323,80,0,true,false,"Konzerv > Befőtt, Savanyúság",1323|1326,https://cooponline.hu/kategoria/konzerv/befott-savanyusag/,https://cooponline.hu/wp-content/uploads/2023/06/Konzerv-befott.webp
35,1325,"Hús, hal konzerv",hus-hal,1323,90,0,true,false,"Konzerv > Hús, hal konzerv",1323|1325,https://cooponline.hu/kategoria/konzerv/hus-hal/,https://cooponline.hu/wp-content/uploads/2023/06/Konzerv-hus-hal.webp
36,1324,"Készétel, Melegszendvics",keszetel-melegszendvics,1323,31,0,true,false,"Konzerv > Készétel, Melegszendvics",1323|1324,https://cooponline.hu/kategoria/konzerv/keszetel-melegszendvics/,https://cooponline.hu/wp-content/uploads/2023/06/Konzerv-keszetel.webp
37,1412,"Sajtok, vajak, margarinok",sajtok-vajak-margarinok,,4,0,true,true,"Sajtok, vajak, margarinok",1412,https://cooponline.hu/kategoria/sajtok-vajak-margarinok/,https://cooponline.hu/wp-content/uploads/2023/06/sajtok-vajak.webp
38,1379,"Szalámik, kolbászok, étkezési zsír",szalamik-kolbaszok,,3,0,true,true,"Szalámik, kolbászok, étkezési zsír",1379,https://cooponline.hu/kategoria/szalamik-kolbaszok/,https://cooponline.hu/wp-content/uploads/2023/06/szalami-kolbasz.webp
39,1316,Sütés-Főzés,sutes-fozes,,153,3,false,true,Sütés-Főzés,1316,https://cooponline.hu/kategoria/sutes-fozes/,https://cooponline.hu/wp-content/uploads/2023/06/sutes.webp
