store,product_name,barcode,unit_price,unit_step,unit_type,base_price,base_unit,reason,categories
Tesco,Paloma Woody Cherry levegőillatosító 4 ml,05997270730209,999.0,4.0,ml,249750.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Paloma Woody Vanilla Dream levegőillatosító 4 ml,05997270730193,999.0,4.0,ml,249750.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Ambi Pur Fürdőszobai Légfrissítő - Folyamatos Küzdelem a szagokkal Sevilla1X,08700216448178,1849.0,7.5,ml,246533.333,l,too_high,Háztartás|Légfrissítés|Zselés illatosítók|Zselés illatosítók
Tesco,"Aroma Car Wood Pomegranate autó légfrissítő 6,5 ml",05904224126322,1599.0,6.5,ml,246000.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,"Aroma Car Gold Tattoo autó légfrissítő 6,5 ml",05904224126339,1599.0,6.5,ml,246000.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Ambi Pur Fürdőszobai Légfrissítő - Folyamatos Szagsemlegesítés És Szagmegelőzés Cotton Fresh 2 X,08700216014649,3599.0,15.0,ml,239933.333,l,too_high,"Háztartás|Légfrissítés|Kézi permetek, aeroszolok|Kézi permetek, aeroszolok"
Tesco,Nivea Q10 Anti-Wrinkle Expert kettős hatású szérum 30 ml,09005800376882,6990.0,30.0,ml,233000.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,NIVEA Cellular Expert Filler nappali arcápoló UV szérum fluid FF50+ 30 ml,09005800388656,6690.0,30.0,ml,223000.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Aroma Car Ventis Forest Fruits autó légfrissítő 8 ml,05907718929157,1749.0,8.0,ml,218625.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Aroma Car Ventis Black autó légfrissítő 8 ml,05908241631043,1749.0,8.0,ml,218625.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Aroma Car Cherry autó légfrissítő 8 ml,05902846831402,1749.0,8.0,ml,218625.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Ambi Pur Fürdőszobai Légfrissítő - Folyamatos Szagsemlegesítés És Szagmegelőzés Aloha 2 X,08006530250979,3449.0,16.0,ml,215562.5,l,too_high,Háztartás|Légfrissítés|Zselés illatosítók|Zselés illatosítók
Tesco,Glade Sense & Spray Relaxing Zen automata légfrissítő készülék 18 ml,05000204075618,3619.0,18.0,ml,201055.556,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Tesco,Pattex Repair Universal ragasztó 2 x 3 ml,09000100671385,1199.0,6.0,ml,199833.333,l,too_high,Otthon-hobbi|Barkácsolás|Ragasztás|Ragasztók és kiegészítők
Tesco,"Paloma Air Deo Fresh & Green Parfum Duo levegőillatosító 2 x 2,5 ml",05997270780341,999.0,5.0,ml,199800.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,"Ambi Pur 3Volution Spring Awakening elektromos légfrissítő kezdőcsomag, 20ml",08006540528921,3889.0,20.0,ml,194450.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Ambi Pur 3Volution Aloha elektromos légfrissítő kezdőcsomag, 20ml",08700216775854,3889.0,20.0,ml,194450.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Ambi Pur 3Volution Morning Dew elektromos légfrissítő kezdőcsomag, 20ml",08700216737159,3889.0,20.0,ml,194450.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Ambi Pur Sevilla Elektromos Légfrissítő-utántöltő, 20ml",08700216802338,3799.0,20.0,ml,189950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Aroma Car Ventis Refill Black cserélhető betét 8 ml,05902846837732,1299.0,8.0,ml,162375.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Aroma Car Ventis Refill Calm Ocean cserélhető betét 8 ml,05902846837701,1299.0,8.0,ml,162375.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Aroma Car Ventis Refill Green Lemon cserélhető autólégfrissítő betét 8 ml,05902846837725,1299.0,8.0,ml,162375.0,l,too_high,Otthon-hobbi|Autós kiegészítők|Illatosítók|Illatosítók
Tesco,Ziaja napfényes mangó ajakbalzsam 12 ml,05901887056669,1899.0,12.0,ml,158250.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Ajakápoló termékek
Tesco,Air Wick Bársonyos Szatén és Éji Liliom elektromos légfrissítő készülék & utántöltő 19 ml,05949152113457,2999.0,19.0,ml,157842.105,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Air Wick Eukaliptusz és Cédrusfa elektromos légfrissítő készülék & utántöltő 19 ml,05999109545848,2999.0,19.0,ml,157842.105,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Air Wick Trópusi Mangó és Maracuja elektromos légfrissítő készülék & utántöltő 19 ml,05999109546821,2999.0,19.0,ml,157842.105,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Spar,TheSilkyWay Hajhullás Csökkentő Szérum 8 x 10 ml,5900249013029,12599.0,80.0,ml,157487.5,l,too_high,hajapolo-termekek-303
Tesco,L'Oréal Paris Revitalift Laser krémes szérum hármas hatással 50 ml,03600524254278,7490.0,50.0,ml,149800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,NIVEA Cellular Expert Lift Nappali krém 50 ml,09005800311319,7490.0,50.0,ml,149800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,"Garnier Skin Naturals Hyaluronic Aloe szuper szérum, 30 ml",03600542432917,4299.0,30.0,ml,143300.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,"Garnier Skin Naturals Ragyogást Adó Szuper Szérum C-vitaminnal*, 30 ml",03600542433303,4299.0,30.0,ml,143300.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Glade Sense & Spray Sensual Sandalwood & Jasmine automata légfrissítő utántöltő 18 ml,05000204638516,2479.0,18.0,ml,137722.222,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Tesco,Glade Sense & Spray Tranquil Lavender & Aloe automata légfrissítő utántöltő 18 ml,05000204595369,2479.0,18.0,ml,137722.222,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Tesco,Glade Sense & Spray Bubbly Berry Splash automata légfrissítő utántöltő 18 ml,05000204256598,2479.0,18.0,ml,137722.222,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Spar,ĽOréal Paris Revitalift Laser X3 nappali krém 50 ml,3600522895114,6824.0,50.0,ml,136480.0,l,too_high,kremek-292
Tesco,Ambi Pur 3Volution Elektromos Légfrissítő-utántöltő Spring Awakening 20 ml,08001841227955,2719.0,20.0,ml,135950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Ambi Pur 3Volution Gold Orchid Elektromos Illatpárologtató-utántöltő, 20ml",08001841922690,2719.0,20.0,ml,135950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Ambi Pur Flowers & Spring Elektromos Légfrissítő-utántöltő, 20ml",04015600570637,2719.0,20.0,ml,135950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Adidas Energy Drive eau de parfum 50 ml,03616305447043,6790.0,50.0,ml,135800.0,l,too_high,Drogéria|Parfümök|Férfi parfümök|Férfi parfümök
Tesco,NIVEA Q10 Collagen Expert nappali és éjszakai tápláló arcvaj 50 ml,09005800399218,6699.0,50.0,ml,133980.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Air Wick Essential Oils Nyári Hangulat pálcikás légfrissítő 30 ml,05011417554630,3999.0,30.0,ml,133300.0,l,too_high,Háztartás|Légfrissítés|Gyertyák és pálcás diffúzorok|Gyertyák és pálcás diffúzorok
Tesco,"ĽOréal Paris Collagen specialist szérum a ráncok korrigálásáért, 30 ml",03600524186302,3999.0,30.0,ml,133300.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,"Ambi Pur 3Volution Elektromos légfrissítő-utántöltő, Morning Dew 20 ml",08700216737128,2599.0,20.0,ml,129950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Fresh Mandarin Dream elektromos légfrissítő készülék 20 ml,05000204420708,2579.0,20.0,ml,128950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,"Garnier Color Sensation Tartós hajfesték S100 Ezüstszöke, 60 +40 +12 ml",03600542110532,1539.0,12.0,ml,128250.0,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Sensation tartós hajfesték 8 .11 hamvas gyöngyszőke, 60 +40 +12 ml",03600542482714,1539.0,12.0,ml,128250.0,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Sensation 7 .12 Sötét rózsaszőke, 60 +40 +12 ml",03600542407335,1539.0,12.0,ml,128250.0,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Sensation Tartós hajfesték S11 Ragyogó ezüst, 60 +40 +12 ml",03600542259125,1539.0,12.0,ml,128250.0,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Ambi Pur Sevilla Elektromos Légfrissítő-utántöltő, 20ml",08700216448161,2549.0,20.0,ml,127450.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Sense & Spray Peach Paradise automata légfrissítő utántöltő 18 ml,05000204429060,2269.0,18.0,ml,126055.556,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Spar,Adidas Chill Zone eau de parfum 50 ml,3616305447111,6299.0,50.0,ml,125980.0,l,too_high,parfum-testpermet-314
Spar,Adidas Get Comfy eau de parfum 50 ml,3616305447241,6299.0,50.0,ml,125980.0,l,too_high,parfum-testpermet-314
Spar,"Ambi Pur 3Volution Gold Orchid Elektromos Illatpárologtató-utántöltő, 20ml",8001841922690,2519.0,20.0,ml,125950.0,l,too_high,legfrissito-278
Tesco,ĽOréal Paris Revitalift Laser X3 nappali krém 50 ml,03600522895114,6190.0,50.0,ml,123800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,"ĽOréal Paris revitalift Laser X3 öregedésgátló éjszakai arcápoló, 50 ml",03600522895121,6190.0,50.0,ml,123800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Éjszakai arckrémek
Tesco,ĽOréal Paris Revitalift Filler Ha éjszakai krém 50 ml,03600523201419,6190.0,50.0,ml,123800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Éjszakai arckrémek
Tesco,Glade Sensual Sandalwood & Jasmine elektromos légfrissítő készülék 20 ml,05000204360196,2399.0,20.0,ml,119950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Relaxing Zen elektromos légfrissítő készülék 20 ml,05000204360165,2399.0,20.0,ml,119950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Sense & Spray Floral Cherries automata légfrissítő utántöltő 18 ml,05000204405170,2159.0,18.0,ml,119944.444,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Tesco,"Garnier Color Naturals Tartós hajfesték 2 .0 Természetes fekete, 60 +40 +12 ml",03600541091719,1439.0,12.0,ml,119916.667,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Ziaja C.B3 aktív arcszérum, könnyű textúrával 30 ml",05901887056188,3579.0,30.0,ml,119300.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Air Wick Levendula Mező és Harangvirág aroma diffúzor utántöltő 20 ml,05999109546029,2359.0,20.0,ml,117950.0,l,too_high,Háztartás|Légfrissítés|Diffúzorok|Diffúzorok
Tesco,Air Wick Pamut és Fehér Orchidea aroma diffúzor utántöltő 20 ml,05949152113471,2359.0,20.0,ml,117950.0,l,too_high,Háztartás|Légfrissítés|Diffúzorok|Diffúzorok
Tesco,Air Wick Fehér Bazsarózsa és Jázmin Virág aroma diffúzor utántöltő 20 ml,05999109546036,2359.0,20.0,ml,117950.0,l,too_high,Háztartás|Légfrissítés|Diffúzorok|Diffúzorok
Tesco,"Garnier Color Naturals Tartós hajfesték 6 ,34 Csokoládé, 60 +40 +12 ml",03600542601535,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Naturals Tartós hajfesték 6 Sötétszőke, 60 +40 +12 ml",03600542601542,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Világos árnyalatok
Tesco,"Garnier Color Naturals Tartós hajfesték 7 .40 Érzéki rézvörös, 60 +40 +12 ml",03600541264137,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Vörös árnyalatok
Tesco,"Garnier Color Naturals Tartós hajfesték 3 .23 Étcsokoládé, 60 +40 +12 ml",03600541678484,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Naturals Tartós hajfesték 1 Ultra fekete, 60 +40 +12 ml",03600542601481,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Fekete árnyalatok
Tesco,"Garnier Color Naturals Tartós hajfesték 9 N Nagyon világos szőke, 60 +40 +12 ml",03600541916661,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,"Garnier Color Naturals 5 .12 Jeges Világosbarna, 60 +40 +12 ml",03600542335676,1399.0,12.0,ml,116583.333,l,too_high,Drogéria|Hajápolás|Hajfestékek|Hajfestékek
Tesco,Helia-D Cell Concept sejtmegújító + ránctalanító nappali arckrém 55+ 50 ml,05999561857244,5790.0,50.0,ml,115800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,Air Wick Cseresznyevirág és Málna aroma diffúzor utántöltő 20 ml,05999109546883,2299.0,20.0,ml,114950.0,l,too_high,Háztartás|Légfrissítés|Diffúzorok|Diffúzorok
Tesco,"Pantene Grow Hajhullás Elleni Fejbőrápoló Szérum, 60ml, Növeli a Sűrűséget és Csökkenti a Hajhullást",08006530088909,6799.0,60.0,ml,113316.667,l,too_high,Drogéria|Hajápolás|Hajpakolás|Hajpakolás
Tesco,Air Wick Trópusi Mangó és Maracuja elektromos utántöltő légfrissítő készülékhez 19 ml,05999109546814,2099.0,19.0,ml,110473.684,l,too_high,Háztartás|Légfrissítés|Automata légfrissítők|Automata légfrissítők
Tesco,NIVEA Cellular Expert Filler ránctalanító nappali arckrém SPF 15 50 ml,09005800244143,5490.0,50.0,ml,109800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,Air Wick Pamut és Fehér Orchidea elektromos utántöltő légfrissítő készülékhez 19 ml,05999109545961,2059.0,19.0,ml,108368.421,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Air Wick Óceáni Szellő és Tengeri Só elektromos utántöltő légfrissítő készülékhez 19 ml,05999109545978,2059.0,19.0,ml,108368.421,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Air Wick Fehér Bazsarózsa és Jázminvirág elektromos légfrissítő készülék & utántöltő 19 ml,05999109545824,2059.0,19.0,ml,108368.421,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Spar,TheSilkyWay Argán Olaj 50 ml,5900249013555,5399.0,50.0,ml,107980.0,l,too_high,hajapolo-termekek-303
Tesco,Glade Romantic Vanilla Blossom elektromos légfrissítő készülék utántöltő 20 ml,05000204332568,2159.0,20.0,ml,107950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Sensual Sandalwood & Jasmine elektromos légfrissítő készülék utántöltő 20 ml,05000204333251,2159.0,20.0,ml,107950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Bubbly Berry Splash elektromos légfrissítő készülék utántöltő 20 ml,05000204333282,2159.0,20.0,ml,107950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,NIVEA Q10 Power ránctalanító nappali arckrém SPF 30 50 ml,09005800302997,5390.0,50.0,ml,107800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,NIVEA Q10 Energy ránctalanító nappali arckrém fáradt fakó bőrre SPF 15 50 ml,09005800390727,5390.0,50.0,ml,107800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,NIVEA Q10 Power ránctalanító éjszakai arckrém 50 ml,09005800227252,5390.0,50.0,ml,107800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Éjszakai arckrémek
Tesco,NIVEA Q10 Power ránctalanító nappali arckrém minden bőrtípusra SPF 15 50 ml,09005800390697,5390.0,50.0,ml,107800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Nappali arckrémek
Tesco,"Garnier Skin Naturals mindennapos, láthatatlan, ragyogást adó fluid Spf 50 +, 40 ml",03600542572927,4299.0,40.0,ml,107475.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Neutrogena Hydro Boost hidratáló gél 50 ml,03574661533827,5290.0,50.0,ml,105800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Arckrémek
Tesco,Neutrogena Hydro Boost éjszakai arcápoló 50 ml,03574661401089,5290.0,50.0,ml,105800.0,l,too_high,Drogéria|Bőrápolás|Arcápolás|Éjszakai arckrémek
Tesco,Glade Peach Paradise elektromos légfrissítő utántöltő 20 ml,05000204429695,2099.0,20.0,ml,104950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
Tesco,Glade Floral Cherries elektromos légfrissítő készülék utántöltő 20 ml,05000204441628,2099.0,20.0,ml,104950.0,l,too_high,Háztartás|Légfrissítés|Elektromos illatosítók|Elektromos illatosítók
