id,gtin,title,description,brandName,defaultImageUrl,superDepartmentName,departmentName,aisleName,shelfName,displayType,averageWeight,bulkBuyLimit,isForSale,media,status,productType,images,details/details,details/packSize,allergenInfo,nutritionInfo,price.actual,price.unitPrice,price.unitOfMeasure,price.sellPrice,price.wasPrice,price.percentageSaved
2005100630116,08592459010294,IBK Trade fagyasztva szárított szeletelt eper 30 g,,TESCO STANDARD,https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225,Zöldség. gyümölcs,"Aszalványok, magvak és keverékek",Aszalt gyümölcs,Egyéb aszalt gyümölcs,Quantity,0.04,24,True,"{""defaultImage"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg"", ""aspectRatio"": null, ""__typename"": ""ProductMediaDefaultImageType""}, ""__typename"": ""ProductMediaType""}",AvailableForSale,SingleProduct,"{""display"": [{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}], ""__typename"": ""ProductImagesType""}",,"[{""value"": ""0.03"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]","[{""name"": ""Other Allergen Info"", ""values"": [""A term\u00e9k f\u00f6ldimogyor\u00f3t, csonth\u00e9jasokat, szez\u00e1mot \u00e9s k\u00e9n-dioxidot tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""name"": ""Typical Values"", ""perComp"": ""100 g term\u00e9kben"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Energia"", ""perComp"": ""1359 kJ/323 kcal"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Zs\u00edrok"", ""perComp"": ""1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""ebb\u0151l tel\u00edtett zs\u00edrsav"", ""perComp"": ""0,1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Sz\u00e9nhidr\u00e1tok"", ""perComp"": ""61 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""ebb\u0151l cukrok"", ""perComp"": ""44 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Feh\u00e9rje"", ""perComp"": ""6 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Rost"", ""perComp"": ""16 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""S\u00f3"", ""perComp"": ""0,01 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}]",1399,46633.33,kg,,,
2004121250176,05997010314454,Univer Disney Baby bio sárgarépa-alma bébiital 4 hónapos kortól 200 ml,,Univer,https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=225&w=225,Baba,Bébiital,Bébiital,Baba gyümölcsital,Quantity,0.35,24,True,"{""defaultImage"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg"", ""aspectRatio"": null, ""__typename"": ""ProductMediaDefaultImageType""}, ""__typename"": ""ProductMediaType""}",AvailableForSale,SingleProduct,"{""display"": [{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/cdd92e54-a961-4b5d-9107-85c7a2bb1c42/97aa0a30-3c60-41d7-831d-f81d261eef6e_2054070610.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}], ""__typename"": ""ProductImagesType""}",,"[{""value"": ""0.2"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",null,"[{""name"": ""Typical Values"", ""perComp"": ""100 g term\u00e9kben"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Energia"", ""perComp"": ""85 kJ / 20 kcal"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Zs\u00edr"", ""perComp"": ""0,1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""amelyb\u0151l tel\u00edtett zs\u00edrsavak"", ""perComp"": ""0 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Sz\u00e9nhidr\u00e1t"", ""perComp"": ""3,5 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""amelyb\u0151l cukrok"", ""perComp"": ""3,0 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Rost"", ""perComp"": ""1,5 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Feh\u00e9rje"", ""perComp"": ""0,4 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""S\u00f3"", ""perComp"": ""0,04 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""N\u00e1trium"", ""perComp"": ""16 mg"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}]",579,2895,l,,,
2004121235454,05998031152025,"Hilltop Kamocsay Prémium Neszmélyi Chardonnay száraz fehérbor 13,5% 75 cl",Neszmélyi védett eredetű száraz fehérbor,Hilltop ,https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225,Italok,Hazai fehérborok,Száraz fehérborok,Felső-Pannon,Quantity,1.23,24,True,"{""defaultImage"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg"", ""aspectRatio"": null, ""__typename"": ""ProductMediaDefaultImageType""}, ""__typename"": ""ProductMediaType""}",AvailableForSale,SingleProduct,"{""display"": [{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}, {""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}], ""__typename"": ""ProductImagesType""}",,"[{""value"": ""0.75"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]","[{""name"": ""Other Allergen Info"", ""values"": [""K\u00e9n-dioxidot tartalmaz""], ""__typename"": ""AllergenInfoItemType""}]",[],2629,3505.33,l,,,
