__typename,aisleId,aisleName,averageWeight,baseProductId,brandName,bulkBuyLimit,bulkBuyLimitGroupId,bulkBuyLimitMessage,catchWeightList,charges,defaultImageUrl,departmentId,departmentName,depositAmount,description,details.__typename,details.additives,details.alcoholInfo,details.alcoholInfo.__typename,details.alcoholInfo.alcoholByVolumeOtherText,details.alcoholInfo.alcoholType,details.alcoholInfo.alcoholUnits,details.alcoholInfo.alcoholUnitsOtherText,details.alcoholInfo.country,details.alcoholInfo.currentVintage,details.alcoholInfo.grapeVariety,details.alcoholInfo.history,details.alcoholInfo.legalNotice.__typename,details.alcoholInfo.legalNotice.link,details.alcoholInfo.legalNotice.message,details.alcoholInfo.packMeasure,details.alcoholInfo.packQty,details.alcoholInfo.percentageAlcohol,details.alcoholInfo.producer,details.alcoholInfo.regionOfOrigin,details.alcoholInfo.regionalInformation,details.alcoholInfo.storageInstructions,details.alcoholInfo.storageType,details.alcoholInfo.tasteCategory,details.alcoholInfo.tastingNotes,details.alcoholInfo.typeOfClosure,details.alcoholInfo.vinificationDetails,details.alcoholInfo.wineColour,details.alcoholInfo.wineEffervescence,details.alcoholInfo.wineMaker,details.allergenInfo,details.boxContents,details.brandMarketing,details.clothingInfo.__typename,details.clothingInfo.careInstructions,details.clothingInfo.fibreComposition,details.clothingInfo.sizeChart,details.clothingInfo.specialFeature,details.components,details.cookingInstructions.__typename,details.cookingInstructions.cookingGuidelines,details.cookingInstructions.cookingMethods,details.cookingInstructions.cookingPrecautions,details.cookingInstructions.microwave.__typename,details.cookingInstructions.microwave.chilled.__typename,details.cookingInstructions.microwave.chilled.detail,details.cookingInstructions.microwave.chilled.instructions,details.cookingInstructions.microwave.frozen.__typename,details.cookingInstructions.microwave.frozen.detail,details.cookingInstructions.microwave.frozen.instructions,details.cookingInstructions.otherInstructions,details.cookingInstructions.oven.__typename,details.cookingInstructions.oven.chilled.__typename,details.cookingInstructions.oven.chilled.instructions,details.cookingInstructions.oven.chilled.temperature,details.cookingInstructions.oven.chilled.time,details.cookingInstructions.oven.frozen.__typename,details.cookingInstructions.oven.frozen.instructions,details.cookingInstructions.oven.frozen.temperature,details.cookingInstructions.oven.frozen.time,details.directions,details.dosage,details.drainedWeight,details.energyEfficiency.__typename,details.energyEfficiency.class,details.energyEfficiency.energyClassUrl,details.energyEfficiency.productInfoDoc,details.features,details.freezingInstructions,details.guidelineDailyAmount.__typename,details.guidelineDailyAmount.dailyAmounts,details.guidelineDailyAmount.title,details.hazardInfo,details.hazardInfo.__typename,details.hazardInfo.chemicalName,details.hazardInfo.productName,details.hazardInfo.signalWord,details.hazardInfo.statements,details.hazardInfo.symbolCodes,details.healthClaims,details.healthmark,details.ingredients,details.legalLabelling,details.lowerAgeLimit,details.manufacturerMarketing,details.marketingTextInfo,details.nappyInfo,details.netContents,details.numberOfUses,details.nutritionInfo,details.nutritionalClaims,details.originInformation,details.otherInformation,details.otherNutritionInformation,details.packSize,details.preparationAndUsage,details.preparationGuidelines,details.productMarketing,details.recyclingInfo,details.safetyWarning,details.specifications,details.storage,details.upperAgeLimit,details.warnings,displayType,foodIcons,groupBulkBuyLimit,gtin,icons,id,images.__typename,images.display,isForSale,isNew,isRestrictedOrderAmendment,maxWeight,media.__typename,media.defaultImage.__typename,media.defaultImage.aspectRatio,media.defaultImage.url,minWeight,multiPackDetails,price.__typename,price.actual,price.unitOfMeasure,price.unitPrice,productType,promotions,restrictions,reviews.__typename,reviews.entries,reviews.info.__typename,reviews.info.count,reviews.info.offset,reviews.info.page,reviews.info.total,reviews.stats.__typename,reviews.stats.noOfReviews,reviews.stats.overallRating,seller,sellers.__typename,sellers.results,sellers.totalCount,shelfId,shelfLife,shelfName,status,superDepartmentId,superDepartmentName,title,tpnb,tpnc
ProductType,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDQXN6YWx2JUMzJUExbnlvaywlMjBtYWd2YWslMjAlQzMlQTlzJTIwa2V2ZXIlQzMlQTlrZWslN0NBc3phbHQlMjBneSVDMyVCQ20lQzMlQjZsY3M=,Aszalt gyümölcs,0.04,2005100630116,TESCO STANDARD,24,,,,[],https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDQXN6YWx2JUMzJUExbnlvaywlMjBtYWd2YWslMjAlQzMlQTlzJTIwa2V2ZXIlQzMlQTlrZWs=,"Aszalványok, magvak és keverékek",0,[],ProductDetailsType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék földimogyorót, csonthéjasokat, szezámot és kén-dioxidot tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]",,"[""Próbáljon ki más gyümölcsöket is"", ""Darabolt ananász"", ""Egész málna""]",ClothingInfoType,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",CookingInstructionsType,[],[],[],MicrowaveCookingInstructionType,MicrowaveCookingInstructionDetailType,,[],MicrowaveCookingInstructionDetailType,,[],[],OvenCookingInstructionType,OvenCookingInstructionDetailType,[],,,OvenCookingInstructionDetailType,[],,,,,,EnergyEfficiencyType,,,,,,GuidelineDailyAmountType,[],,,,,,,,,,,[],[],,,,,30g,,"[{""name"": ""Typical Values"", ""perComp"": ""100 g termékben"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Energia"", ""perComp"": ""1359 kJ/323 kcal"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Zsírok"", ""perComp"": ""1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""ebből telített zsírsav"", ""perComp"": ""0,1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Szénhidrátok"", ""perComp"": ""61 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""ebből cukrok"", ""perComp"": ""44 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Fehérje"", ""perComp"": ""6 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Rost"", ""perComp"": ""16 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Só"", ""perComp"": ""0,01 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}]",,[],,,"[{""value"": ""0.03"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,,,,,[],"[""Száraz helyen tárolja, óvja a melegtől és a közvetlen napfénytől.Minőségét megőrzi: lásd a csomagoláson.""]",,,Quantity,[],0,08592459010294,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2005100630116,ProductImagesType,"[{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}]",True,False,,,ProductMediaType,ProductMediaDefaultImageType,,https://digitalcontent.api.tesco.com/v2/media/ghs/40dc9e66-4052-4a54-b6c7-4cd56795f97b/f44046a5-547a-45a7-8624-5779aeb68d67_1490939323.jpeg,,,PriceType,1399,kg,46633.33,SingleProduct,[],[],ReviewsType,"[{""rating"": {""value"": 5, ""range"": 5, ""__typename"": ""RatingType""}, ""author"": {""nickname"": null, ""authoredByMe"": false, ""__typename"": ""ReviewAuthorType""}, ""status"": ""Approved"", ""summary"": ""Pazar!!"", ""text"": ""Eszméletlen finom! Magában is, de sima joghurtba keverve is páratlan ízkombináció :)"", ""syndicated"": false, ""syndicationSource"": {""name"": null, ""clientUrl"": null, ""__typename"": ""SyndicationSourceType""}, ""submissionDateTime"": ""2024-11-26T18:33:08.632Z"", ""reviewId"": ""trn:tesco:ugc:rnr:uuid:3f123b01-e9c8-4b34-b899-90362a0f5607"", ""verifiedBuyer"": false, ""promotionalReview"": false, ""__typename"": ""ReviewType""}]",ListInfoType,1,0,1,1,ReviewStatsType,1,5,,ProductSellers,"[{""id"": ""2005100630116"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1399, ""unitPrice"": 46633.33, ""unitOfMeasure"": ""kg"", ""__typename"": ""PriceType""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDQXN6YWx2JUMzJUExbnlvaywlMjBtYWd2YWslMjAlQzMlQTlzJTIwa2V2ZXIlQzMlQTlrZWslN0NBc3phbHQlMjBneSVDMyVCQ20lQzMlQjZsY3MlN0NFZ3klQzMlQTliJTIwYXN6YWx0JTIwZ3klQzMlQkNtJUMzJUI2bGNz,,Egyéb aszalt gyümölcs,AvailableForSale,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNz,Zöldség. gyümölcs,IBK Trade fagyasztva szárított szeletelt eper 30 g,2005100630116,2005100630116
ProductType,b;QmFiYSU3Q0IlQzMlQTliaWl0YWwlN0NCJUMzJUE5YmlpdGFs,Bébiital,0.35,2004121250176,Univer,24,,,,[],https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=225&w=225,b;QmFiYSU3Q0IlQzMlQTliaWl0YWw=,Bébiital,50,[],ProductDetailsType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClothingInfoType,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",CookingInstructionsType,[],[],[],MicrowaveCookingInstructionType,MicrowaveCookingInstructionDetailType,,[],MicrowaveCookingInstructionDetailType,,[],[],OvenCookingInstructionType,OvenCookingInstructionDetailType,[],,,OvenCookingInstructionDetailType,[],,,,,,EnergyEfficiencyType,,,,,,GuidelineDailyAmountType,[],,,HazardInfoType,,,,"[""Biztonsági vákuumzárás. Ha a fedél közepe benyomható, kérjük, ne vegye meg.""]",[],,,"[""Víz"", ""Sárgarépa* 30%"", ""Almavelő* 20%"", ""Citromlé sűrítmény*"", ""Antioxidáns (aszkorbinsav)"", ""*Ellenőrzött ökológiai gazdálkodásból""]",[],4 Hó,,"[""0% cukor hozzáadott**"", ""Az Univer ezért ajánlja:"", ""- szigorúan ellenőrzött alapanyagokból készül;"", ""- **csak természetes módon előforduló cukrokat tartalmaz""]",,200ml,,"[{""name"": ""Typical Values"", ""perComp"": ""100 g termékben"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Energia"", ""perComp"": ""85 kJ / 20 kcal"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Zsír"", ""perComp"": ""0,1 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""amelyből telített zsírsavak"", ""perComp"": ""0 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Szénhidrát"", ""perComp"": ""3,5 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""amelyből cukrok"", ""perComp"": ""3,0 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Rost"", ""perComp"": ""1,5 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Fehérje"", ""perComp"": ""0,4 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Só"", ""perComp"": ""0,04 g"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}, {""name"": ""Nátrium"", ""perComp"": ""16 mg"", ""perServing"": null, ""referenceIntake"": null, ""referencePercentage"": null, ""__typename"": ""NutritionalInfoItemType""}]","[""0% cukor hozzáadott"", ""Csak természetes módon előforduló cukrokat tartalmaz""]",[],"[""A Disney jóváhagyásával."", ""EU Organikus - Biokontroll HU-ÖKO-01, EU-/nem EU-mezőgazdaság""]",,"[{""value"": ""0.2"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]","[""Felhasználási útmutató"", ""Frissítő bébiitalunkat a babának lehetőleg pohárból vagy kiskanállal kínálja bármely napszakban. Felhasználás előtt kérjük, rázza össze. A növényi rostok kiülepedése természetes jelenség. Óvja gyermeke fogainak épségét! Kérjük mindig pontosan tartsa be a felhasználási útmutatót.""]",,"[""0% cukor hozzáadott**"", ""Az Univer ezért ajánlja:"", ""- szigorúan ellenőrzött alapanyagokból készül;"", ""- **csak természetes módon előforduló cukrokat tartalmaz""]",,,[],"[""Minőségét megőrzi a fedélen feltüntetett időpontig. Felbontás után, visszazárva, hűtőben (0-10°C) tárolva 2 napon belül elfogyasztható.""]",,"[""Biztonsági vákuumzárás. Ha a fedél közepe benyomható, kérjük, ne vegye meg.""]",Quantity,[],0,05997010314454,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}, {""id"": ""EU Organikus"", ""caption"": ""EU Organikus"", ""__typename"": ""IconsInfoType""}]",2004121250176,ProductImagesType,"[{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/cdd92e54-a961-4b5d-9107-85c7a2bb1c42/97aa0a30-3c60-41d7-831d-f81d261eef6e_2054070610.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}]",True,False,,,ProductMediaType,ProductMediaDefaultImageType,,https://digitalcontent.api.tesco.com/v2/media/ghs/e13d5c77-cead-426a-af90-25965b29b367/c9958dc3-b8a7-4feb-9542-73cfc654fc29.jpeg,,,PriceType,579,l,2895,SingleProduct,[],[],ReviewsType,[],ListInfoType,0,0,1,0,ReviewStatsType,,,,ProductSellers,"[{""id"": ""2004121250176"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 579, ""unitPrice"": 2895, ""unitOfMeasure"": ""l"", ""__typename"": ""PriceType""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QmFiYSU3Q0IlQzMlQTliaWl0YWwlN0NCJUMzJUE5YmlpdGFsJTdDQmFiYSUyMGd5JUMzJUJDbSVDMyVCNmxjc2l0YWw=,,Baba gyümölcsital,AvailableForSale,b;QmFiYQ==,Baba,Univer Disney Baby bio sárgarépa-alma bébiital 4 hónapos kortól 200 ml,2004121250176,2004121250176
ProductType,b;SXRhbG9rJTdDSGF6YWklMjBmZWglQzMlQTlyYm9yb2slN0NTeiVDMyVBMXJheiUyMGZlaCVDMyVBOXJib3Jvaw==,Száraz fehérborok,1.23,2004121235454,Hilltop ,24,,,,[],https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225,b;SXRhbG9rJTdDSGF6YWklMjBmZWglQzMlQTlyYm9yb2s=,Hazai fehérborok,50,"[""Neszmélyi védett eredetű száraz fehérbor""]",ProductDetailsType,,,AlcoholInfoItemType,"[""13,5% vol.""]",Bor,,[],Magyarország,,Chardonnay,,AlcoholLegalNotice,,"[""Alkoholtartalmú termékeket 18. életévét be nem töltött, valamint erős alkoholos befolyásoltság alatt álló személy részére nem értékesítünk és nem szolgálunk ki.""]",,,13.5,,,"[""Neszmély""]",,Szobahőmérsékletű,,,,,Fehér,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Kén-dioxidot tartalmaz""], ""__typename"": ""AllergenInfoItemType""}]",,,ClothingInfoType,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",CookingInstructionsType,[],[],[],MicrowaveCookingInstructionType,MicrowaveCookingInstructionDetailType,,[],MicrowaveCookingInstructionDetailType,,[],[],OvenCookingInstructionType,OvenCookingInstructionDetailType,[],,,OvenCookingInstructionDetailType,[],,,,,,EnergyEfficiencyType,,,,"[""Érezd+"", ""100 ml = E 382 kJ/78 kcal"", ""Magyar termék""]",,GuidelineDailyAmountType,[],,,,,,,,,,,[],[],,,"[""Amikor nem foglalkozol a szürke hétköznapokkal; csak élvezed a nedűt, amit a természet tölt a poharadba, és együtt mozdulsz az élettel. Pont Most, pont Itt."", ""Illatában"", ""Fehér gyümölcs: ++++++++"", ""Egzotikus: +++++++"", ""Virágos: +++++++"", ""Ásványos: ++++++"", ""Csonthéjasok: ++++++"", ""Ízében"", ""Gyümölcsös"", ""Telt""]",,75cl ℮,,[],,[],"[""Védőgázas csomagolásban palackozva"", ""NEBIH: LKPK""]",,"[{""value"": ""0.75"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]","[""Ételekhez: konfitált húsok, érlelt sajtok""]",,"[""Amikor nem foglalkozol a szürke hétköznapokkal; csak élvezed a nedűt, amit a természet tölt a poharadba, és együtt mozdulsz az élettel. Pont Most, pont Itt."", ""Illatában"", ""Fehér gyümölcs: ++++++++"", ""Egzotikus: +++++++"", ""Virágos: +++++++"", ""Ásványos: ++++++"", ""Csonthéjasok: ++++++"", ""Ízében"", ""Gyümölcsös"", ""Telt""]",,,[],,,,Quantity,[],0,05998031152025,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}]",2004121235454,ProductImagesType,"[{""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}, {""default"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=225&w=225"", ""originalUrl"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=225&w=225"", ""__typename"": ""ProductImageType""}, ""zoom"": {""url"": ""https://digitalcontent.api.tesco.com/v2/media/ghs/0b22647a-5a14-44fa-9238-2553ffad533c/28604c07-ab42-4d99-b2db-ab69afebabd6_531984009.jpeg?h=540&w=540"", ""__typename"": ""ProductImageType""}, ""__typename"": ""ProductAlternativeImageType""}]",True,False,,,ProductMediaType,ProductMediaDefaultImageType,,https://digitalcontent.api.tesco.com/v2/media/ghs/037e5dea-84a6-492c-a762-55fed296241a/0422aba8-fd9c-4c4e-be91-a07a3eb20343_547858686.jpeg,,,PriceType,2629,l,3505.33,SingleProduct,[],[],ReviewsType,[],ListInfoType,0,0,1,0,ReviewStatsType,,,,ProductSellers,"[{""id"": ""2004121235454"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2629, ""unitPrice"": 3505.33, ""unitOfMeasure"": ""l"", ""__typename"": ""PriceType""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSGF6YWklMjBmZWglQzMlQTlyYm9yb2slN0NTeiVDMyVBMXJheiUyMGZlaCVDMyVBOXJib3JvayU3Q0ZlbHMlQzUlOTEtUGFubm9u,,Felső-Pannon,AvailableForSale,b;SXRhbG9r,Italok,"Hilltop Kamocsay Prémium Neszmélyi Chardonnay száraz fehérbor 13,5% 75 cl",2004121235454,2004121235454
