aisleName,averageWeight,baseProductId,brandName,catchWeightList,defaultImageUrl,departmentName,description,details.__typename,details.additives,details.alcoholInfo,details.alcoholInfo.__typename,details.alcoholInfo.alcoholType,details.alcoholInfo.country,details.alcoholInfo.grapeVariety,details.alcoholInfo.percentageAlcohol,details.alcoholInfo.regionOfOrigin,details.alcoholInfo.regionalInformation,details.alcoholInfo.tasteCategory,details.alcoholInfo.wineColour,details.allergenInfo,details.components,details.directions,details.dosage,details.drainedWeight,details.features,details.healthClaims,details.ingredients,details.lowerAgeLimit,details.netContents,details.nutritionalClaims,details.originInformation,details.otherInformation,details.packSize,details.recyclingInfo,displayType,gtin,icons,id,isForSale,isNew,media.defaultImage.url,multiPackDetails,price.__typename,price.actual,price.unitOfMeasure,price.unitPrice,productType,promotions,restrictions,seller,sellers.__typename,sellers.results,sellers.totalCount,shelfId,shelfName,status,superDepartmentName,title,tpnb,tpnc
Likőr,0.05,2004020336061,Ferencz,,https://digitalcontent.api.tesco.com/v2/media/ghs/86c41f1f-31e2-40a9-9c41-7963c3267304/8b7b7d33-611a-4f77-9ef2-1ba8802aedc9_280559988.jpeg?h=225&w=225,Szeszes italok,"[""Keserű likőr""]",ProductDetailsType,,,AlcoholInfoItemType,Likőr,Magyarország,,40,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Kizárólag gyógynövénykivonatból, gyógynövénypárlatból, gabonaszeszből, továbbá cukor felhasználásával készült prémium  likőr-különlegesség.""]",,[],,40ml,,"[{""title"": ""Produce of"", ""value"": ""Származási ország: Magyarország"", ""__typename"": ""OriginInformationType""}]","[""alk. 40% (V/V)""]","[{""value"": ""0.04"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05995267206041,[],2004020336061,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/86c41f1f-31e2-40a9-9c41-7963c3267304/8b7b7d33-611a-4f77-9ef2-1ba8802aedc9_280559988.jpeg,,PriceType,499,l,12475,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020336061"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 499, ""unitPrice"": 12475, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDU3plc3plcyUyMGl0YWxvayU3Q0xpayVDNSU5MXIlN0NHeSVDMyVCM2d5biVDMyVCNnYlQzMlQTlueSwlMjBrZXNlciVDNSVCMSUyMGxpayVDNSU5MXI=,"Gyógynövény, keserű likőr",AvailableForSale,Italok,Ferencz keserű likőr 40% 40 ml,2004020336061,2004020336061
Sárgarépa,0.15,2004003258701,TESCO LOOSE-STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/b2992153-f2d3-4a68-9fa3-8e173775664c/eb4422d3-911a-4a3f-808c-c492e242bde3.jpeg?h=225&w=225,Zöldségek,"[""Sárgarépa""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,[],,,,[],"[""A termék származási országával kapcsolatban kérjük tekintse meg Általános Szerződési Feltételeinket.""]",,,QuantityOrWeight,02815470000000,[],2004003258701,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/b2992153-f2d3-4a68-9fa3-8e173775664c/eb4422d3-911a-4a3f-808c-c492e242bde3.jpeg,,PriceType,41.25,kg,275,LooseProduce,"[{""id"": ""VI00000267"", ""promotionType"": ""MKD"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""-44% 275 Ft (korábbi ár: 499 Ft)"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [], ""qualities"": null, ""info"": null, ""__typename"": ""PromotionType""}]",[],,ProductSellers,"[{""id"": ""2004003258701"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 41.25, ""unitPrice"": 275, ""unitOfMeasure"": ""kg""}, ""promotions"": [{""id"": ""VI00000267"", ""promotionType"": ""MKD"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""-44% 275 Ft (korábbi ár: 499 Ft)"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [], ""qualities"": null, ""info"": null, ""metaData"": null}], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDWiVDMyVCNmxkcyVDMyVBOWdlayU3Q1MlQzMlQTFyZ2FyJUMzJUE5cGElN0NTJUMzJUExcmdhciVDMyVBOXBh,Sárgarépa,AvailableForSale,Zöldség. gyümölcs,Sárgarépa lédig,2004003258701,2004003258701
Fagyasztott készételek,0.62,2005105008661,Master Good,,https://digitalcontent.api.tesco.com/v2/media/ghs/c1255171-071f-4f12-a89c-e3458bfbb68a/93f9d3b3-e876-4a33-aaf3-e6f3097befcd_960142004.jpeg?h=225&w=225,Fagyasztott készételek és gombócok,"[""Tempurával bevont, elősütött, gyorsfagyasztott, bőrös csirke mellhúsból formázott termék.  ""]",ProductDetailsType,"[""Nem tartalmaz Géntechnológiával módosított összetevők""]",,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Nyomokban tejet, szóját és zellert tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Bőrős csirke mellhús 44%*"", ""Ivóvíz 18%"", ""Csirkebőr"", ""<strong>Búzaliszt</strong> (<strong>búzaliszt</strong>"", ""kálcium karbonát"", ""vas"", ""niacin"", ""tiamin)"", ""Napraforgóolaj"", ""Kukoricaliszt"", ""Keményítők (módosított kukorica (E1442)"", ""burgonya"", ""borsó"", ""tápióka)"", ""<strong>Durum búzadara</strong>"", ""<strong>Búzaglutén</strong>"", ""Étkezési só"", ""Térfogatnövelő szerek (E450"", ""E500"", ""E341)"", ""Dextróz"", ""Repceolaj"", ""*A hús GMO-mentes termelésben felhasználható takarmánnyal etetett állattól származik""]",,600g ℮,,[],,"[{""value"": ""0.6"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05996638000077,[],2005105008661,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/c1255171-071f-4f12-a89c-e3458bfbb68a/93f9d3b3-e876-4a33-aaf3-e6f3097befcd_960142004.jpeg,,PriceType,2239,kg,3731.67,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105008661"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2239, ""unitPrice"": 3731.67, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;RmFneWFzenRvdHQlMjAlQzMlQTFydWslN0NGYWd5YXN6dG90dCUyMGslQzMlQTlzeiVDMyVBOXRlbGVrJTIwJUMzJUE5cyUyMGdvbWIlQzMlQjNjb2slN0NGYWd5YXN6dG90dCUyMGslQzMlQTlzeiVDMyVBOXRlbGVrJTdDRmFneWFzenRvdHQlMjBrJUMzJUE5c3olQzMlQTl0ZWxlaw==,Fagyasztott készételek,AvailableForSale,Fagyasztott áruk,Master Good Western Chicken Nuggets gyorsfagyasztott elősütött csirkéből formázott termék 600 g,2005105008661,2005105008661
"Reggelizőpelyhek, kásák, müzlik",0.05,2004020325328,Cerbona,,https://digitalcontent.api.tesco.com/v2/media/ghs/6f9e5777-6dc9-4b04-925d-1061ae47a30c/80e9eafe-09e3-4a44-8d67-27a1aa51d1c7_200936958.jpeg?h=225&w=225,Vegetáriánus és vegán,"[""Áfonyás rizskása, gluténmentes, laktózmentes.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék dióféléket, földimogyorót és szójából készült terméket tartalmazhat!""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Gluténmentes"", ""Laktózmentes""]",,"[""Rizsliszt 38%"", ""Cukor"", ""Kukoricakeményítő"", ""Chia mag*"", ""Glükózszirup"", ""Fagyasztva szárított áfonyapor 1"", ""5% (glükózszirup"", ""áfonya 40%)"", ""Fagyasztva szárított gyümölcs darabok (feketeribizli 0"", ""9%"", ""vörösáfonya 0"", ""6%)"", ""Aromák"", ""Fagyasztva szárított kékáfonya granulátum 0"", ""7% (cukor"", ""glükózszirup"", ""kékáfonya 25%"", ""sűrítőanyag: nátrium-alginát)"", ""Étkezési só"", ""*Aztékzsályamag (Salvia hispanica)""]",,45g,,[],,"[{""value"": ""0.045"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05998400310926,[],2004020325328,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/6f9e5777-6dc9-4b04-925d-1061ae47a30c/80e9eafe-09e3-4a44-8d67-27a1aa51d1c7_200936958.jpeg,,PriceType,285,kg,6333.33,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020325328"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 285, ""unitPrice"": 6333.33, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q1ZlZ2V0JUMzJUExcmklQzMlQTFudXMlMjAlQzMlQTlzJTIwdmVnJUMzJUExbiU3Q1JlZ2dlbGl6JUM1JTkxcGVseWhlaywlMjBrJUMzJUExcyVDMyVBMWssJTIwbSVDMyVCQ3psaWslN0NSZWdnZWxpeiVDNSU5MXBlbHloZWssJTIwayVDMyVBMXMlQzMlQTFrLCUyMG0lQzMlQkN6bGlr,"Reggelizőpelyhek, kásák, müzlik",AvailableForSale,Speciális táplálkozás,"Cerbona Vegan gluténmentes, laktózmentes áfonyás rizskása 45 g",2004020325328,2004020325328
Forró csokoládé,0.29,2004005794696,La Festa,,https://digitalcontent.api.tesco.com/v2/media/ghs/8f89f1d5-1e77-4280-8add-567393752fab/1ff654e4-5d64-47fc-8bca-94d7f5f19573_1546866878.jpeg?h=225&w=225,Kakaó és forró csokoládé,"[""Csokoládé ízű instant kakaó italpor.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tej"", ""Szója""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Cukor"", ""Zsírszegény kakaópor (15%)"", ""<strong>Tejsavópor</strong>"", ""Glükózszirup"", ""Teljes mértékben hidrogénezett kókuszzsír"", ""Keményítő"", ""<strong>Tejfehérjék</strong>"", ""Só"", ""Aroma"", ""Emulgeálószer: lecitinek (<strong>szójából</strong>)"", ""Stabilizátorok (kálium-foszfátok és karboxi-metil-cellulóz)""]",,10 x 25g ℮,,[],"[""250 g e (10 x 25 g)""]","[{""value"": ""0.25"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05900910000037,[],2004005794696,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/8f89f1d5-1e77-4280-8add-567393752fab/1ff654e4-5d64-47fc-8bca-94d7f5f19573_1546866878.jpeg,,PriceType,2059,kg,8236,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004005794696"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2059, ""unitPrice"": 8236, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDS2FrYSVDMyVCMyUyMCVDMyVBOXMlMjBmb3JyJUMzJUIzJTIwY3Nva29sJUMzJUExZCVDMyVBOSU3Q0ZvcnIlQzMlQjMlMjBjc29rb2wlQzMlQTFkJUMzJUE5JTdDS2xhc3N6aWt1cw==,Klasszikus,AvailableForSale,Italok,La Festa Hot Chocolatta Classico csokoládé ízű instant kakaó italpor 10 x 25 g,2004005794696,2004005794696
"Ketchup, mustár, torma, majonéz",0.35,2004120027881,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/ad0f9422-43c6-4438-be52-07329ba9cc57/7658a524-e4bc-4969-9430-b59c7063c5e2_201558553.jpeg?h=225&w=225,"Szószok, mártások, poralapok","[""Ecetes torma.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Allergén anyagok: lásd az összetevők között vastag betűvel kiemelve.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Magyar termék"", ""100% elégedettségi garancia""]",,"[""Reszelt torma (53%)"", ""Ivóvíz"", ""Ecet (7"", ""2%)"", ""Kristálycukor"", ""Napraforgó étolaj"", ""Módosított kukoricakeményítő"", ""Stabilizátor (guármagliszt"", ""szentjánoskenyérmagliszt"", ""xantángumi)"", ""Étkezési só"", ""Étkezési sav (citromsav)"", ""Tartósítószerek (<strong>kálium-metabiszulfit</strong>"", ""kálium-szorbát)"", ""<strong>Tejfehérje</strong>""]",,200g,,"[{""title"": ""Produce of"", ""value"": ""Származási ország: Magyarország"", ""__typename"": ""OriginInformationType""}]",,"[{""value"": ""0.2"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05995805032514,[],2004120027881,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/ad0f9422-43c6-4438-be52-07329ba9cc57/7658a524-e4bc-4969-9430-b59c7063c5e2_201558553.jpeg,,PriceType,429,kg,2145,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004120027881"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 429, ""unitPrice"": 2145, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDU3olQzMlQjNzem9rLCUyMG0lQzMlQTFydCVDMyVBMXNvaywlMjBwb3JhbGFwb2slN0NLZXRjaHVwLCUyMG11c3QlQzMlQTFyLCUyMHRvcm1hLCUyMG1ham9uJUMzJUE5eiU3Q1Rvcm1h,Torma,AvailableForSale,Alapvető élelmiszerek,Tesco ecetes torma 200 g,2004120027881,2004120027881
Tesco Finest termékek,0.21,2004020323956,TESCO FINEST,,https://digitalcontent.api.tesco.com/v2/media/ghs/4bb6cb18-d7c0-4fad-9e02-3342b4fc0d00/a3ab7944-42b4-48ba-9612-f57eb25a4e49_257716244.jpeg?h=225&w=225,Nemzetközi konyha,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tej""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Double Gloucester sajt (<strong>tejből</strong>)"", ""Színezék (annatto"", ""norbixin)"", ""Zsírtartalom a szárazanyagban min.: 48% (m/m)""]",,200g ℮,,[],"[""Védőgázas csomagolásban.""]","[{""value"": ""0.2"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05057545755617,[],2004020323956,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/4bb6cb18-d7c0-4fad-9e02-3342b4fc0d00/a3ab7944-42b4-48ba-9612-f57eb25a4e49_257716244.jpeg,,PriceType,2399,kg,11995,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020323956"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2399, ""unitPrice"": 11995, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTmVtemV0ayVDMyVCNnppJTIwa29ueWhhJTdDVGVzY28lMjBGaW5lc3QlMjB0ZXJtJUMzJUE5a2VrJTdDVGVzY28lMjBGaW5lc3QlMjB0ZXJtJUMzJUE5a2Vr,Tesco Finest termékek,AvailableForSale,Alapvető élelmiszerek,"Tesco Finest Double Gloucester zsíros, kemény sajt 200 g",2004020323956,2004020323956
Savanyúság,0.535,2004008140605,Kofa,,https://digitalcontent.api.tesco.com/v2/media/ghs/c7afc800-1844-4c6f-94b8-52fef4413ddf/813fe1f1-1932-4efe-aa19-41bc45a725fa_1176203559.jpeg?h=225&w=225,Zöldségek,"[""Pepperóni paprika, csípős savanyúság. Pasztőrözött.""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,150g,,,"[""Ivóvíz"", ""Pepperóni paprika"", ""Étkezési só"", ""Savanyúságot szabályzók (E260"", ""E330)"", ""Szilárdító anyag (E509)""]",,350g ℮,,[],,"[{""value"": ""0.15"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05999538090551,[],2004008140605,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/c7afc800-1844-4c6f-94b8-52fef4413ddf/813fe1f1-1932-4efe-aa19-41bc45a725fa_1176203559.jpeg,,PriceType,839,kg,5593.33,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004008140605"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 839, ""unitPrice"": 5593.33, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;WiVDMyVCNmxkcyVDMyVBOWcuJTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDWiVDMyVCNmxkcyVDMyVBOWdlayU3Q1NhdmFueSVDMyVCQXMlQzMlQTFnJTdDUGFwcmlrYQ==,Paprika,AvailableForSale,Zöldség. gyümölcs,"Kofa pepperóni paprika, csípős savanyúság 350 g",2004008140605,2004008140605
Kávépárnák és -kapszulák,0.076,2005105014666,NESCAFÉ ,,https://digitalcontent.api.tesco.com/v2/media/ghs/da55d1cb-b984-4745-9c87-ad4e34c99fe3/081c62ab-c130-48fc-9dab-fe5456aac3f4_288354415.jpeg?h=225&w=225,Kávé,[],ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Legalább 80%-ban újrahasznosított alumínium felhasználásával készült""]",,[],,53g ℮,,[],"[""Védőgázas csomagolásban.""]","[{""value"": ""0.053"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08445291148338,"[{""id"": ""Möbius-szalag"", ""caption"": ""Möbius-szalag"", ""__typename"": ""IconsInfoType""}]",2005105014666,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/da55d1cb-b984-4745-9c87-ad4e34c99fe3/081c62ab-c130-48fc-9dab-fe5456aac3f4_288354415.jpeg,,PriceType,1449,kg,27339.62,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105014666"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1449, ""unitPrice"": 27339.62, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTklN0NLJUMzJUExdiVDMyVBOXAlQzMlQTFybiVDMyVBMWslMjAlQzMlQTlzJTIwLWthcHN6dWwlQzMlQTFrJTdDTmVzcHJlc3NvJTIwa29tcGF0aWJpbGlz,Nespresso kompatibilis,AvailableForSale,Italok,NESCAFÉ Farmers Origins Colombia Espresso koffeinmentes őrölt pörkölt kávé kapszula 10 db 53 g,2005105014666,2005105014666
Gluténmentes,0.285,2004020208404,Schär,,https://digitalcontent.api.tesco.com/v2/media/ghs/1edb1b1a-dfb8-429a-881e-bcb23286a980/1fe66cd0-e4e4-40ff-b198-7cc328100fca_263116773.jpeg?h=225&w=225,Gluténmentes,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Nyomokban szezámmagot, lupint és mustárt tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Kifejezetten gluténérzékenyek számára készült"", ""Laktózt nem tartalmaz"", ""Búzamentes""]",,"[""Víz"", ""Kukorica keményítő"", ""Rizsliszt"", ""Novényi rostok (psyllium"", ""citrusfélék)"", ""Lenmag 2"", ""8%"", ""Sűrítőanyag: hidroxipropil-metil-cellulóz"", ""Növényi olajok változó arányban (napraforgó"", ""repce)"", ""<strong>Szójafehérje</strong>"", ""Napraforgó magok 1"", ""7%"", ""Élesztő"", ""Köles magok 1"", ""1%"", ""Cukor"", ""Só"", ""Étkezési sáv: citromsav""]",,250g ℮,,[],"[""Védőgázas csomagolásba csomagolva."", ""Áthúzott kalász szimbólum - IT-016-361""]","[{""value"": ""0.25"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08008698024140,"[{""id"": ""Áthúzott kalász szimbólum"", ""caption"": ""Áthúzott kalász szimbólum"", ""__typename"": ""IconsInfoType""}, {""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004020208404,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/1edb1b1a-dfb8-429a-881e-bcb23286a980/1fe66cd0-e4e4-40ff-b198-7cc328100fca_263116773.jpeg,,PriceType,1269,kg,5076,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020208404"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1269, ""unitPrice"": 5076, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;UCVDMyVBOWslQzMlQTFydSU3Q0dsdXQlQzMlQTlubWVudGVzJTdDR2x1dCVDMyVBOW5tZW50ZXMlN0NHbHV0JUMzJUE5bm1lbnRlcyUyMGNzb21hZ29sdA==,Gluténmentes csomagolt,AvailableForSale,Pékáru,Schär gluténmentes szeletelt magvas kenyér 250 g,2004020208404,2004020208404
Baromfi,0.2,2004002638160,TESCO LOOSE-STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/20e58b0c-f5f4-4bf3-bbc8-4429484d2712/632e3d05-fb01-455e-8234-107b3da96ebc_434309580.jpeg?h=225&w=225,Pultos friss húsok,"[""Friss csirkecomb""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,[],,,,[],,,,QuantityOrWeight,02804680000000,[],2004002638160,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/20e58b0c-f5f4-4bf3-bbc8-4429484d2712/632e3d05-fb01-455e-8234-107b3da96ebc_434309580.jpeg,,PriceType,199.8,kg,999,LooseProduce,[],[],,ProductSellers,"[{""id"": ""2004002638160"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 199.8, ""unitPrice"": 999, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SCVDMyVCQXMsJTIwZmVsdiVDMyVBMWdvdHQlN0NQdWx0b3MlMjBmcmlzcyUyMGglQzMlQkFzb2slN0NCYXJvbWZpJTdDQmFyb21maQ==,Baromfi,AvailableForSale,"Hús, felvágott",Friss csirkecomb,2004002638160,2004002638160
Őrölt-pörkölt kávé,1,2004002752958,Eduscho,,https://digitalcontent.api.tesco.com/v2/media/ghs/ebcbbc11-aa78-4892-b77e-b43fa12258aa/fc8d0a3c-8d08-467a-af7a-a89ba2fe6980_1540971293.jpeg?h=225&w=225,Kávé,[],ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Ízprofil: élénkítő íz & markáns aroma"", ""Intenzitás 5/5"", ""Pörkölés 3/5""]",,[],,1000g ℮,,[],,"[{""value"": ""1"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05997338170732,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004002752958,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/ebcbbc11-aa78-4892-b77e-b43fa12258aa/fc8d0a3c-8d08-467a-af7a-a89ba2fe6980_1540971293.jpeg,,PriceType,6690,kg,6690,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004002752958"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 6690, ""unitPrice"": 6690, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTklN0MlQzUlOTByJUMzJUI2bHQtcCVDMyVCNnJrJUMzJUI2bHQlMjBrJUMzJUExdiVDMyVBOSU3QzkwMC0xMDAwZw==,900-1000g,AvailableForSale,Italok,"Eduscho Family őrölt, pörkölt kávé 1000 g",2004002752958,2004002752958
