aisleName,averageWeight,baseProductId,brandName,catchWeightList,defaultImageUrl,departmentName,description,details.__typename,details.additives,details.alcoholInfo,details.alcoholInfo.__typename,details.alcoholInfo.alcoholType,details.alcoholInfo.country,details.alcoholInfo.grapeVariety,details.alcoholInfo.percentageAlcohol,details.alcoholInfo.regionOfOrigin,details.alcoholInfo.regionalInformation,details.alcoholInfo.tasteCategory,details.alcoholInfo.wineColour,details.allergenInfo,details.components,details.directions,details.dosage,details.drainedWeight,details.features,details.healthClaims,details.ingredients,details.lowerAgeLimit,details.netContents,details.nutritionalClaims,details.originInformation,details.otherInformation,details.packSize,details.recyclingInfo,displayType,gtin,icons,id,isForSale,isNew,media.defaultImage.url,multiPackDetails,price.__typename,price.actual,price.unitOfMeasure,price.unitPrice,productType,promotions,restrictions,seller,sellers.__typename,sellers.results,sellers.totalCount,shelfId,shelfName,status,superDepartmentName,title,tpnb,tpnc
Zabital,1.06,2005105004503,Joya,,https://digitalcontent.api.tesco.com/v2/media/ghs/94beead2-4c50-4767-8561-a2ab92cb4404/e67e5afc-2e25-4ea3-bd8f-9f800dcd122c_2016300592.jpeg?h=225&w=225,Növényi italok,"[""Zabital kalciummal, D- és B12-vitaminnal, ultramagas hőmérsékleten hőkezelt (UHT).""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Olyan üzemben készül, amelyben diófélék / szója is feldolgozásra kerülnek.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Hozzáadott cukrot nem tartalmaz"", ""Természetes módon előforduló cukrokat tartalmaz""]",,"[""Víz"", ""<strong>Zab</strong> 6%"", ""Napraforgó étolaj"", ""Borsó fehérje"", ""Kalcium-karbonát"", ""Savanyúságot szabályozó anyagok: dikálium-foszfát"", ""nátrium-hidrogénkarbonát"", ""Só"", ""Stabilizátor: gellángumi"", ""Természetes aromák"", ""D-vitamin"", ""B12-vitamin""]",,1l ℮,"[""Hozzáadott cukrot nem tartalmaz"", ""Természetes módon előforduló cukrokat tartalmaz""]",[],"[""FSC® C014047 - Mix""]","[{""value"": ""1"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,09020200031292,"[{""id"": ""FSC"", ""caption"": ""FSC"", ""__typename"": ""IconsInfoType""}, {""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}, {""id"": ""Tetra Pak"", ""caption"": ""Tetra Pak"", ""__typename"": ""IconsInfoType""}]",2005105004503,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/94beead2-4c50-4767-8561-a2ab92cb4404/e67e5afc-2e25-4ea3-bd8f-9f800dcd122c_2016300592.jpeg,,PriceType,839,l,839,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105004503"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 839, ""unitPrice"": 839, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q04lQzMlQjZ2JUMzJUE5bnlpJTIwaXRhbG9rJTdDWmFiaXRhbCU3Q1phYml0YWw=,Zabital,AvailableForSale,Speciális táplálkozás,Joya Voll növényi ital (zab) UHT 1 l,2005105004503,2005105004503
"Lisztek, panírmorzsák",0.27,2004120195485,Prézli,,https://digitalcontent.api.tesco.com/v2/media/ghs/00c8e5ae-c523-48b5-a89c-0abc1becfaf6/9bae411d-7c32-4e31-b756-d5a723ef30eb_2033354093.jpeg?h=225&w=225,Sütés-főzés hozzávalók,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Búza""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Teljes kiőrlésű lisztből""]",,"[""<strong>Búza teljeskiőrlésű liszt</strong> (BTKL)"", ""Víz"", ""Étkezési só"", ""Élesztő""]",,250g,,"[{""title"": ""Produce of"", ""value"": ""Származási hely: Magyarország"", ""__typename"": ""OriginInformationType""}]",,"[{""value"": ""0.25"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05999885491056,[],2004120195485,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/00c8e5ae-c523-48b5-a89c-0abc1becfaf6/9bae411d-7c32-4e31-b756-d5a723ef30eb_2033354093.jpeg,,PriceType,829,kg,3316,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004120195485"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 829, ""unitPrice"": 3316, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUyVDMyVCQ3QlQzMlQTlzLWYlQzUlOTF6JUMzJUE5cyUyMGhvenolQzMlQTF2YWwlQzMlQjNrJTdDTGlzenRlaywlMjBwYW4lQzMlQURybW9yenMlQzMlQTFrJTdDUGFuJUMzJUFEcm1vcnpzJUMzJUExaw==,Panírmorzsák,AvailableForSale,Alapvető élelmiszerek,Prézli Royal teljes kiőrlésű morzsa 250 g,2004120195485,2004120195485
Tejszín,0.21,2004010804557,Meggle,,https://digitalcontent.api.tesco.com/v2/media/ghs/4c32aa8c-5af6-46cd-85a9-1cb2076c703f/5f945d8d-3957-4d2f-9c19-1c0f232fb121_1406670219.jpeg?h=225&w=225,"Tejföl, kefír, tejszín","[""Főzőtejszín 20% (m/m) zsírtartalommal. Ultramagas hőmérsékleten hökezelt (UHT) homogénezett.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Tartalmaz"", ""values"": [""Tej""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""20% zsír""]",,"[""<strong>Tejszín</strong>"", ""<strong>Tejfehérje</strong>"", ""Sűrítő: szentjánoskenyérgumi"", ""karragén"", ""guargumi""]",,200ml ℮,,[],"[""Tetra Pak® - Megőrzi, ami jó"", ""FSC® C014047 - Mix - Karton""]","[{""value"": ""0.2"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,04034900027429,"[{""id"": ""Élelmiszerekkel érintkező"", ""caption"": ""Élelmiszerekkel érintkező"", ""__typename"": ""IconsInfoType""}, {""id"": ""FSC"", ""caption"": ""FSC"", ""__typename"": ""IconsInfoType""}, {""id"": ""Möbius-szalag"", ""caption"": ""Möbius-szalag"", ""__typename"": ""IconsInfoType""}, {""id"": ""Tetra Pak"", ""caption"": ""Tetra Pak"", ""__typename"": ""IconsInfoType""}]",2004010804557,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/4c32aa8c-5af6-46cd-85a9-1cb2076c703f/5f945d8d-3957-4d2f-9c19-1c0f232fb121_1406670219.jpeg,,PriceType,599,l,2995,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004010804557"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 599, ""unitPrice"": 2995, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;VGVqdGVybSVDMyVBOWtlaywlMjB0b2olQzMlQTFzJTdDVGVqZiVDMyVCNmwsJTIwa2VmJUMzJUFEciwlMjB0ZWpzeiVDMyVBRG4lN0NUZWpzeiVDMyVBRG4lN0NUZWpzeiVDMyVBRG4=,Tejszín,AvailableForSale,"Tejtermékek, tojás",Meggle UHT főzőtejszín 20% 200 ml,2004010804557,2004010804557
"Csomagolt, szeletelt kenyér",0.535,2005105013057,Kanizsa Pékség,,https://digitalcontent.api.tesco.com/v2/media/ghs/d73b51e5-7799-4770-b7a8-12635c6cfcaa/1ef46553-ec57-48a1-97fc-7a28549f03f4.jpeg?h=225&w=225,Tartós pékáru,"[""Teljes kiőrlésű rozsos kenyér szeletelt ""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Tejet is tartalmazhat!""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Élelmirost-forrás""]",,"[""Ivóvíz"", ""Teljes kiőrlésű <strong>búzaliszt</strong> (32%)"", ""<strong>Rozsliszt</strong> (19%)"", ""Sütőélesztő"", ""Teljes kiőrlésű <strong>rozs</strong> granulátum"", ""Növényi olaj (napraforgó)"", ""Étkezési só"", ""Kovászkészítmény [<strong>rozskovász</strong> (ivóvíz"", ""<strong>rozsliszt</strong>"", ""<strong>kovászmag</strong> (<strong>rozst</strong> tartalmaz))"", ""savanyúságot szabályozó anyag (ecetsav)]"", ""Sütőipari adalék [emulgeálószerek (zsírsavak mono- és digliceridjei"", ""nátrium-sztearoil-2-laktilát)"", ""<strong>búzaliszt</strong>"", ""<strong>búzamaláta liszt</strong>"", ""csomósodást gátló anyag (kálcium-karbonát)"", ""lisztkezelő szer (aszkorbinsav)]"", ""Tartósítószer (szorbinsav)""]",,500g,"[""Élelmirost-forrás""]",[],,"[{""value"": ""0.5"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05999028603056,"[{""id"": ""Hazai Feldolgozású Termék"", ""caption"": ""Hazai Feldolgozású Termék"", ""__typename"": ""IconsInfoType""}]",2005105013057,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/d73b51e5-7799-4770-b7a8-12635c6cfcaa/1ef46553-ec57-48a1-97fc-7a28549f03f4.jpeg,,PriceType,769,kg,1538,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105013057"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 769, ""unitPrice"": 1538, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;UCVDMyVBOWslQzMlQTFydSU3Q1RhcnQlQzMlQjNzJTIwcCVDMyVBOWslQzMlQTFydSU3Q0Nzb21hZ29sdCwlMjBzemVsZXRlbHQlMjBrZW55JUMzJUE5ciU3Q0Nzb21hZ29sdCwlMjBzemVsZXRlbHQlMjBrZW55JUMzJUE5cg==,"Csomagolt, szeletelt kenyér",AvailableForSale,Pékáru,Kanizsa Pékség teljes kiőrlésű szeletelt rozsos kenyér 500 g,2005105013057,2005105013057
Nyugati konyha,0.237,2004020026045,Nick,,https://digitalcontent.api.tesco.com/v2/media/ghs/f2c95600-66c2-4e14-9a8f-756dcba9be12/b1cdb8bb-2380-4b0e-a8cd-e44243dc3dd8_540355222.jpeg?h=225&w=225,Nemzetközi konyha,[],ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Nem tartalmaz allergéneket""]",,"[""Glükóz-fruktóz szirup"", ""Cukor"", ""Víz"", ""Dextróz"", ""Kukoricakeményítő"", ""Zselatin"", ""Aroma"", ""Színező: kármin""]",,200g,,[],,"[{""value"": ""0.2"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,04013200226008,[],2004020026045,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/f2c95600-66c2-4e14-9a8f-756dcba9be12/b1cdb8bb-2380-4b0e-a8cd-e44243dc3dd8_540355222.jpeg,,PriceType,1549,kg,7745,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020026045"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1549, ""unitPrice"": 7745, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDTmVtemV0ayVDMyVCNnppJTIwa29ueWhhJTdDTnl1Z2F0aSUyMGtvbnloYSU3Q055dWdhdGklMjBrb255aGE=,Nyugati konyha,AvailableForSale,Alapvető élelmiszerek,Nick pillecukor 200 g,2004020026045,2004020026045
BBQ,0.265,2004120007179,Jaus,,https://digitalcontent.api.tesco.com/v2/media/ghs/7e59b115-b92e-4ff1-9b4e-7df0a0fb788f/ae131064-7403-43c6-92da-e1af967617f9_1530862674.jpeg?h=225&w=225,BBQ,"[""Hot dog kifli. Etil-alkohollal kezelt termék.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Nyomokban szezámmagot tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""<strong>Búza</strong>liszt 64% (Származási hely: Németország)"", ""Víz"", ""Cukor 7%"", ""Napraforgóolaj 3%"", ""Élesztő"", ""Só"", ""Emulgeálószerek: E471"", ""E481"", ""Árpa <strong>maláta</strong> liszt"", ""Savanyúságot szabályozó anyag: nátrium-acetátok"", ""Természetes aroma""]",,4 x 62.5g ℮,,[],,"[{""value"": ""0.25"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,04058077763133,[],2004120007179,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/7e59b115-b92e-4ff1-9b4e-7df0a0fb788f/ae131064-7403-43c6-92da-e1af967617f9_1530862674.jpeg,,PriceType,899,kg,3596,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004120007179"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 899, ""unitPrice"": 3596, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;UCVDMyVBOWslQzMlQTFydSU3Q0JCUSU3Q0JCUSU3Q0JCUQ==,BBQ,AvailableForSale,Pékáru,"Jaus hot dog kifli 4 x 62,5 g (250 g)",2004120007179,2004120007179
"Humusz, krémek, saláták",0.34,2005105571725,Filippo Berio,,https://digitalcontent.api.tesco.com/v2/media/ghs/905b1e5a-0584-481d-9297-92f49ed4a426/e0a2b410-fe28-43e8-886b-51935906a7cd_455223346.jpeg?h=225&w=225,Vegetáriánus és vegán,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék nyomokban tartalmazhat mogyorót és más fán termő héjas gyümölcsöket, szezámmagot, szóját, szulfitokat, valamint dióhéj- és mogyoróhéj-darabokat.Az allergén anyagok vastag aláhúzott betűkkel vannak feltüntetve.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Nap szárította paradicsom (40"", ""2%)"", ""Napraforgóolaj"", ""Bazsalikom"", ""Tofu (víz"", ""<strong>szója</strong>)"", ""Paradicsom püré"", ""Extra szűz olívaolaj"", ""<strong>Kesudió</strong>"", ""Fehér borecet"", ""Só"", ""Cékla"", ""Savanyúságot szabályozó anyag: citromsav"", ""Antioxidáns: aszkorbinsav""]",,190g ℮,,[],,"[{""value"": ""0.19"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08002210132986,[],2005105571725,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/905b1e5a-0584-481d-9297-92f49ed4a426/e0a2b410-fe28-43e8-886b-51935906a7cd_455223346.jpeg,,PriceType,1299,kg,6836.84,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105571725"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1299, ""unitPrice"": 6836.84, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q1ZlZ2V0JUMzJUExcmklQzMlQTFudXMlMjAlQzMlQTlzJTIwdmVnJUMzJUExbiU3Q0h1bXVzeiwlMjBrciVDMyVBOW1laywlMjBzYWwlQzMlQTF0JUMzJUExayU3Q04lQzMlQjZ2JUMzJUE5bnlpJTIwYWxhcCVDMyVCQSUyMGtyJUMzJUE5bQ==,Növényi alapú krém,AvailableForSale,Speciális táplálkozás,Filippo Berio vegán vörös pesto 190 g,2005105571725,2005105571725
Fehérborok,1.137,2004121234708,TESCO FINEST,,https://digitalcontent.api.tesco.com/v2/media/ghs/bac5d8b0-a560-40d6-bd01-74d562790c10/08965dc0-d43e-4cd7-a49b-13065d4f121b_729649248.jpeg?h=225&w=225,Nemzetközi borok,[],ProductDetailsType,,,AlcoholInfoItemType,Bor,Új-Zéland,,12.5,,,,Fehér,"[{""name"": ""Other Allergen Info"", ""values"": [""Szulfitokat tartalmaz.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,[],,0.75l ℮,,[],,"[{""value"": ""0.75"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007170475,[],2004121234708,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/bac5d8b0-a560-40d6-bd01-74d562790c10/08965dc0-d43e-4cd7-a49b-13065d4f121b_729649248.jpeg,,PriceType,2999,l,3998.67,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004121234708"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2999, ""unitPrice"": 3998.67, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDTmVtemV0ayVDMyVCNnppJTIwYm9yb2slN0NGZWglQzMlQTlyYm9yb2slN0MlQzMlOUFqLVolQzMlQTlsYW5k,Új-Zéland,AvailableForSale,Italok,"Marlborough Sauvignon Blanc fehérbor 12,5% 0,75 l",2004121234708,2004121234708
Kávépárnák és -kapszulák,0.074,2005105002140,Starbucks,,https://digitalcontent.api.tesco.com/v2/media/ghs/d2adda06-46c0-4079-9046-a3e3b6aedbcf/ff051f16-0cd4-4909-83df-55a25908832b_21076455.jpeg?h=225&w=225,Kávé,"[""Tartalom: 10 kapszula aromázott őrölt pörkölt kávé a Nespresso rendszerhez. "", ""Segíts az újrahasznosításban. Olvasd be a kódot, vagy látogass el a starbucksathome.com/hu oldalra és tudd meg, hogyan hasznosíthatod újra a kapszulákat.""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Őrölt pörkölt kávé"", ""Természetes vaníliaaroma egyéb természetes aromákkal""]",,51g ℮,,[],"[""Védőgázas csomagolásban."", ""80%-ban újrahasznosított alumínium felhasználásával készült.""]","[{""value"": ""0.051"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08445290156075,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}, {""id"": ""Möbius-szalag"", ""caption"": ""Möbius-szalag"", ""__typename"": ""IconsInfoType""}]",2005105002140,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/d2adda06-46c0-4079-9046-a3e3b6aedbcf/ff051f16-0cd4-4909-83df-55a25908832b_21076455.jpeg,,PriceType,1949,kg,38215.69,SingleProduct,"[{""id"": ""CC10500214041540"", ""promotionType"": ""CCP"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""Clubcard ár 1599 Ft, normál ár 1949 Ft"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [""CLUBCARD_PRICING""], ""qualities"": null, ""info"": null, ""__typename"": ""PromotionType""}]",[],,ProductSellers,"[{""id"": ""2005105002140"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1949, ""unitPrice"": 38215.69, ""unitOfMeasure"": ""kg""}, ""promotions"": [{""id"": ""CC10500214041540"", ""promotionType"": ""CCP"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""Clubcard ár 1599 Ft, normál ár 1949 Ft"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [""CLUBCARD_PRICING""], ""qualities"": null, ""info"": null, ""metaData"": null}], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDSyVDMyVBMXYlQzMlQTklN0NLJUMzJUExdiVDMyVBOXAlQzMlQTFybiVDMyVBMWslMjAlQzMlQTlzJTIwLWthcHN6dWwlQzMlQTFrJTdDTmVzcHJlc3NvJTIwa29tcGF0aWJpbGlz,Nespresso kompatibilis,AvailableForSale,Italok,Starbucks by Nespresso Creamy Vanilla vaníliaízű őrölt pörkölt kávé 10 kapszula 51 g,2005105002140,2005105002140
Növényi alapú sajtpótlók,0.21,2004020335978,VeganChef,,https://digitalcontent.api.tesco.com/v2/media/ghs/17cde9f5-a6fc-4229-bb89-2b2702f1652e/60186c2d-d743-45cb-9bbd-e9f996f3bf2f_875221327.jpeg?h=225&w=225,Vegetáriánus és vegán,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Nem tartalmaz"", ""values"": [""Glutént tartalmazó gabonafélék""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Vegán"", ""Laktózmentes"", ""Gluténmentes"", ""Pálmaolajmentes""]",,"[""Tisztított ivóvíz"", ""Módosított keményítő 24%"", ""Növényi olaj (shea"", ""kókusz) 23%"", ""Burgonyakeményítő"", ""Himalaya kristálysó"", ""Aroma"", ""Színezék (béta-karotin)""]",,200g,,"[{""title"": ""Produce of"", ""value"": ""Származási ország: Magyarország"", ""__typename"": ""OriginInformationType""}]",,"[{""value"": ""0.2"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05999559315930,"[{""id"": ""V-Label (European Vegetarian Union)"", ""caption"": ""V-Label (European Vegetarian Union)"", ""__typename"": ""IconsInfoType""}]",2004020335978,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/17cde9f5-a6fc-4229-bb89-2b2702f1652e/60186c2d-d743-45cb-9bbd-e9f996f3bf2f_875221327.jpeg,,PriceType,1089,kg,5445,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020335978"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1089, ""unitPrice"": 5445, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;U3BlY2klQzMlQTFsaXMlMjB0JUMzJUExcGwlQzMlQTFsa296JUMzJUExcyU3Q1ZlZ2V0JUMzJUExcmklQzMlQTFudXMlMjAlQzMlQTlzJTIwdmVnJUMzJUExbiU3Q04lQzMlQjZ2JUMzJUE5bnlpJTIwYWxhcCVDMyVCQSUyMHNhanRwJUMzJUIzdGwlQzMlQjNrJTdDTiVDMyVCNnYlQzMlQTlueWklMjBhbGFwJUMzJUJBJTIwc2FqdHAlQzMlQjN0bCVDMyVCM2s=,Növényi alapú sajtpótlók,AvailableForSale,Speciális táplálkozás,VeganChef natúr vegán tömb 200 g,2004020335978,2004020335978
"Hurka, kolbász, szalámi, turista",0.41,2004120452618,Csabahús,,https://digitalcontent.api.tesco.com/v2/media/ghs/856940ed-a36e-4b77-bf98-328bf981e03f/6a7e4b42-403d-4955-a470-444780fb9a96.jpeg?h=225&w=225,Csemege húskészítmények,"[""Szárításos érleléssel készült füstölt parasztkolbász, védőgázas csomagolásban.""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Bükkfán füstölt"", ""Hazai feldolgozású termék""]",,"[""Sertéshús"", ""Sertésszalonna"", ""Nitrites sókeverék [étkezési só"", ""tartósítószer (nátrium-nitrit)]"", ""Fűszerkeverék (fűszerek és fűszerkivonatok"", ""dextróz"", ""étkezési só)"", ""Antioxidáns (rozmaringkivonat)"", ""Ehető sertésbél"", ""100 g késztermék 129 g sertéshús felhasználásával készült""]",,0.4kg,,"[{""title"": ""Produce of"", ""value"": ""A sertéshús származási helye: EU"", ""__typename"": ""OriginInformationType""}]",,"[{""value"": ""0.4"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05998339700454,[],2004120452618,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/856940ed-a36e-4b77-bf98-328bf981e03f/6a7e4b42-403d-4955-a470-444780fb9a96.jpeg,,PriceType,2389,kg,5972.5,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004120452618"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 2389, ""unitPrice"": 5972.5, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SCVDMyVCQXMsJTIwZmVsdiVDMyVBMWdvdHQlN0NDc2VtZWdlJTIwaCVDMyVCQXNrJUMzJUE5c3olQzMlQUR0bSVDMyVBOW55ZWslN0NIdXJrYSwlMjBrb2xiJUMzJUExc3osJTIwc3phbCVDMyVBMW1pLCUyMHR1cmlzdGElN0NTemFsJUMzJUExbWksJTIwa29sYiVDMyVBMXN6JTIwKHN6ZWxldGVsdCwlMjBjc29tYWdvbHQp,"Szalámi, kolbász (szeletelt, csomagolt)",AvailableForSale,"Hús, felvágott",Csabahús csabai parasztkolbász 400 g,2004120452618,2004120452618
