barcode,name,price_file1,price_file1_parsed,price_file2,price_file2_parsed,abs_diff,pct_vs_file1,pct_symmetric
5999564154388.0,Szafi Free gluténmentes vaníliás chia magos quinoa kása alap 300 g,1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999564154227.0,"Szafi Reform gluténmentes, csökkentett szénhidrát-tartalmú kenyér és péksütemény lisztkeverék 500 g",2399.0,2399.0,2399.0,2399.0,0.0,0.0,0.0
5999564153725.0,Szafi Free expressz lisztkeverék kelesztés nélküli tésztákhoz 1000 g,3499.0,3499.0,3499.0,3499.0,0.0,0.0,0.0
5999567470089.0,Polcz zöldséges csirkeragu 350 g,1699.0,1699.0,1699.0,1699.0,0.0,0.0,0.0
5999567470096.0,Polcz zöldborsós csirke rizzsel 350 g,1699.0,1699.0,1699.0,1699.0,0.0,0.0,0.0
5999567470102.0,Polcz marokkói csicseriborsó 350 g,1499.0,1499.0,1499.0,1499.0,0.0,0.0,0.0
5999567470171.0,Polcz kennivaló vegán pecsenye krém 330 g,1599.0,1599.0,1599.0,1599.0,0.0,0.0,0.0
5999571052486.0,XIXO Tutti Fruity tuttifruttiízű koffeinmentes szénsavas üdítőital hozzáadott vitaminokkal 250 ml,249.0,249.0,249.0,249.0,0.0,0.0,0.0
5999571052448.0,"XIXO Cola Zero kólaízű, szénsavas üdítőital édesítőszerekkel 250 ml",249.0,249.0,249.0,249.0,0.0,0.0,0.0
5999571052431.0,XIXO Cola kólaízű szénsavas üdítőital cukorral és édesítőszerrel 250 ml,249.0,249.0,249.0,249.0,0.0,0.0,0.0
5999571050611.0,"HELL Ice Coffee Salted Caramel UHT laktózmentes sós karamell ízű ital tejjel, kávékivonattal 250 ml",399.0,399.0,399.0,399.0,0.0,0.0,0.0
5999570532231.0,"Fehér Nyúl Rafa Sour IPA sör 6,8% 330 ml",1449.0,1449.0,1449.0,1449.0,0.0,0.0,0.0
5999570532064.0,"Fehér Nyúl IPA 6,5% 330 ml",1249.0,1249.0,1249.0,1249.0,0.0,0.0,0.0
5999570532026.0,"Fehér Nyúl Turbid New England IPA sör 5,8% 330 ml",1249.0,1249.0,1249.0,1249.0,0.0,0.0,0.0
5999570300366.0,"Sauska Extra Dry száraz fehér pezsgő 12,5% 0,75 l",6049.0,6049.0,6049.0,6049.0,0.0,0.0,0.0
5999570300328.0,"Sauska Rosé Brut száraz rosé pezsgő 12,5% 0,75 l",7949.0,7949.0,7949.0,7949.0,0.0,0.0,0.0
5999570300304.0,"Sauska Brut Minőségi Pezsgő Méthode Traditionelle száraz fehér pezsgő 12,5% 0,75 L",7349.0,7349.0,7349.0,7349.0,0.0,0.0,0.0
5999569371902.0,"Szia Uram! szűretlen felsőerjesztésű kézműves sör és mangós-maracujás üdítőital keveréke 4,5% 330 ml",949.0,949.0,949.0,949.0,0.0,0.0,0.0
5999569371896.0,"Szia Uram! szűretlen alsóerjesztésű sör és citromos üdítőital keveréke 4,7% 330 ml",949.0,949.0,949.0,949.0,0.0,0.0,0.0
5999569371452.0,"First Voodoo IPA India Pale Ale felsőerjesztésű szűretlen sör 5,6% 330 ml",1199.0,1199.0,1199.0,1199.0,0.0,0.0,0.0
5999569371407.0,"First Craft Beer Hippie American Pale Ale szűretlen felsőerjesztésű sör 5,2% 330 ml",1199.0,1199.0,1199.0,1199.0,0.0,0.0,0.0
5999569371384.0,"First Craft Beer Belgian Cherry búzasör és meggyes üdítőital keveréke 4,5% 330 ml",1199.0,1199.0,1199.0,1199.0,0.0,0.0,0.0
5999569081535.0,Bocco d'Oro chia magos jégkrém és mangó sorbet málna szósszal 500 ml,1999.0,1999.0,1999.0,1999.0,0.0,0.0,0.0
5999569081528.0,Bocco d'Oro joghurt jégkrém áfonyás szósszal és citromízű öntettel 500 ml,1999.0,1999.0,1999.0,1999.0,0.0,0.0,0.0
5999569081504.0,"Bocco d'Oro csokoládés és pisztáciás jégkrém, pirított tésztás pisztáciás szósszal 500 ml",2999.0,2999.0,2999.0,2999.0,0.0,0.0,0.0
5999568675209.0,Master Good Fini Dino Dinoszaurusz Nuggets gyorsfagyasztott panírozott csirke mellhús 800 g,2799.0,2799.0,2799.0,2799.0,0.0,0.0,0.0
5999568650503.0,Rábcakapi BIO édesburgonya 500 g,1299.0,1299.0,1299.0,1299.0,0.0,0.0,0.0
5999568625129.0,It's Us Kitti's gluténmentes csicseriborsó tarhonya 250 g,1099.0,1099.0,1099.0,1099.0,0.0,0.0,0.0
5999568625112.0,It's Us Cérnametélt gluténmentes csicseriborsó száraztészta 200 g,1099.0,1099.0,1099.0,1099.0,0.0,0.0,0.0
5999567470607.0,Polcz káposztás pulyka rizzsel 340 g,1699.0,1699.0,1699.0,1699.0,0.0,0.0,0.0
