store_name,store_product_id,product_name,unit_step,unit_type,tipus,javasolt_mennyiseg,javasolt_egyseg,bizonyossag,indok,local_image_paths
Metro,BTY-X1665400320021,"Friss Feldolgozott Sertéscomb, Darált",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/0bbd4d1774057faf.png
Metro,BTY-X1696500320021,"Friss Feldolgozott Sertés Lapocka, Darált",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b2921ea1383ed917.png
Metro,BTY-X7839600320021,Friss Sertés Lapocka kocka 2 x 2 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e14e5afc8fd5ca6b.png
Metro,BTY-X7839900320021,Friss Sertéscomb kockák 2 x 2 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/6ed5b8e936330366.png
Metro,BTY-X6385800320021,Friss Feldolgozott Oldalas,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/6400b31b83250a17.png
Metro,BTY-X7839800320021,Friss Sertés Lapocka csíkok 1 x 5 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ef9652853c060693.png
Metro,BTY-X10601100320021,"Friss Feldolgozott Sertéscomb, Darált",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/97bad5376b3f0e52.png
Metro,BTY-X1664800320021,"Friss Feldolgozott Sertéscomb, Csont nélkül kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/0790a7c5dc1cbd91.png
Metro,BTY-X1696300320021,"Friss Feldolgozott Sertés Lapocka, Csont nélkül, Import",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/3ff168892504fb43.png
Metro,BTY-X15187600320021,Friss Sertés Karaj Szeletelt - 80 g / szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e9fd5ef513947440.png
Metro,BTY-X6383100320021,Friss Feldolgozott Sertéscomb,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/61769aa25dc30f33.png
Metro,BTY-X7840200320021,Friss Sertéscomb csíkok 1 x 5 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/960ee52f0da97a1a.png
Metro,BTY-X6384200320021,"Friss Feldolgozott Sertéscomb, Darált",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/d47da911407a34b8.png
Metro,BTY-X1665500320021,Friss Sertéskaraj Csont Nélkül,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/eb55f5bc53ee34fa.png
Metro,BTY-X7671100320021,Friss Bőrös Csontos Malac Hátsó Csülök,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e1c9e3d6c56326b4.png
Metro,BTY-X11665400320021,Friss Feldolgozott Sertés Karaj Pillangó szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/bf543711897f4fd4.png
Metro,BTY-X10850200320021,"Friss Feldolgozott Sertés Karaj, Szeletelt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/986bb355bb3efe2c.png
Metro,BTY-X6384400320021,"Friss Feldolgozott Sertés Lapocka, Csont nélkül",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/693a1e369af9b20b.png
Metro,BTY-X15224900320021,Friss Sertés Karaj Szeletelt - 120 g / szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/829e7b4352e74ca3.png
Metro,BTY-X6386600320021,Sertés Hátsó Csülök,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/fd3877f5c8334a00.png
Metro,BTY-X6384500320021,Friss Sertés Darált Lapocka kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/747ebec841503f35.png
Metro,BTY-X1696600320021,"Friss Feldolgozott Sertéstarja, Csont nélkül, Import",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a6051302cfa23c2c.png
Metro,BTY-X6385300320021,"Friss Feldolgozott Sertés Tarja, Csont nélkül",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/2ce231fd9e5f6cc3.png
Metro,BTY-X15188000320021,Friss Sertés Karaj Szeletelt - 160 g / szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/451d049f46caa93a.png
Metro,BTY-X7841800320021,Friss Sertés Karaj Szelet 12 mm 50 g/ szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/48efb384c4799ca7.png
Metro,BTY-X6385100320021,"Friss Feldolgozott Sertés Karaj, Csont nélkül",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/2aa72ac2b39d4aea.png
Metro,BTY-X15188100320021,Friss Sertés Tarja Szelet 160 g,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/5608e027f8b295a3.png
Metro,BTY-X15224800320021,Friss Sertés Karaj Szeletelt - 60 g / szelet,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f26114ef577878a4.png
Metro,BTY-X15870500320021,KOMETA Friss Magyaros Csont nélküli Tarja Vödörben,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/40a868c5abd65d37.png
Metro,BTY-X18661700320021,Friss Sertés Velő Védőgázos Csomagolásban 1 kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/03d7860f0ee622d0.png
Metro,BTY-X3906300320021,"Bőrős Félsertés Lábbal, Farral és Fejjel 40 - 48 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f14d57f410aaec95.png
Metro,BTY-X3917400320021,"Bőrős Félsertés Lábbal, Farral és Fejjel 40 - 48 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f6340462670d01b7.png
Metro,BTY-X11167600320021,METRO Chef friss Ír Marha Oldallapocka Érlelt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/fd25ff40d76744cd.png
Metro,BTY-X15873600320021,METRO Chef Ír Marha Short Ribs,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/c2c3d19184befd8c.png
Metro,BTY-X12650500320021,"METRO Prémium Friss Marhahús Argentin Rostélyos 1,6-3 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/d740f36454985eff.png
Metro,BTY-X11167700320021,METRO Chef Friss Érlelt Ír Marha Fehérpecsenye,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/c08c1b7c7281e7ba.png
Metro,BTY-X12650300320021,METRO Prémium Friss Argentín Marha Hátszín,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a06ed057998c0d47.png
Metro,BTY-X11167500320021,METRO Chef Friss Érlelt Ír Marha Vesepecsenye Érlelt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a80cb632d01aae01.png
Metro,BTY-X2160800320021,"Friss Marha Lábszár, Csont nélkül Vákuumcsomagolásban",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/bf6205cdb96e7765.png
Metro,BTY-X11168000320021,METRO Chef Friss Érlelt Ír Marha Gömbölyű Felsál,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f771e31c1000a352.png
Metro,BTY-X12650100320021,METRO Prémium friss marhahús fartő Argentin,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ade5ef7dc7823eca.png
Metro,BTY-X15488300320021,METRO Chef Ír Marha Tomahawk Steak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ad3d2a28d72fdfcb.png
Metro,BTY-X15997500320021,METRO Prémium friss Marha Vesepecsenye Argentin,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e1a5e037540d324f.png
Metro,BTY-X18695300320021,METRO Chef Márványozott Marha Chuckroll,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/76bcc316733f34c0.png
Metro,BTY-X18695400320021,METRO Chef Márványozott Marha Rostélyos,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ad422163212b1de5.png
Metro,BTY-X18695500320021,METRO Chef Márványozott Marha Hátszín,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/0d92081a070c6654.png
Metro,BTY-X18695900320021,METRO Chef Márványozott Marha Keresztfartő,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/404e07c88653c03d.png
Metro,BTY-X16349400320021,"Friss Marha Comb Darabolt, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ec463da52332c89c.png
Metro,BTY-X4798700320021,Friss Marha Húsos Csont Tasak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/27830a8519ea265c.png
Metro,BTY-X5226100320021,Friss Marha Színhús 95% Vákuumcsomagolt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e92462d01c4cf975.png
Metro,BTY-X4797000320021,"Friss Marha Lábszár, Csont nélkül, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/12301414f09de4a0.png
Metro,BTY-X16348900320021,"Friss Marha Lapocka Darabolt, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/248b48cfb891f12a.png
Metro,BTY-X4796600320021,"Friss Marha Gömbölyű Felsál, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b867d4ca218545f8.png
Metro,BTY-X4796700320021,"Friss Marha Fartő, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b4caf284220aa5fc.png
Metro,BTY-X17004100320021,"Friss Marha Nudli, EU",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/21ebe8667b276927.png
Metro,BTY-X12652300320021,Friss Marha Vesepecsenye Vákuumcsomagolt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/bf5f7092b5a8fd4a.png
Metro,BTY-X15997400320021,"Friss Marha Vesepecsenye Brazil 1,8-2,3 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/49e5b445a76ad315.png
Metro,BTY-X7828000320021,Friss Marha Lábszár Kocka 2 X 2 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a3f54fa4b580b186.png
Metro,BTY-X4797400320021,"Friss Marha Vastaglapocka, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/45197f234432c9b7.png
Metro,BTY-X4799400320021,"Friss Marha Gulyáshús, Vákuumcsomagolt 80 %",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/8a8bebd454f58a27.png
Metro,BTY-X8977000320021,"Friss Marha Nyak Csont nélkül Import, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/4966fc191e51369d.png
Metro,BTY-X17060500320021,"Friss Marha Tisztított Lábszár, Csont nélkül, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b9c5dcaffa7e3fac.png
Metro,BTY-X4797600320021,Friss Marha Nyak Csont nélkül Vákuumcsomagolt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/41a93c9076a14c51.png
Metro,BTY-X12651000320021,Friss Csont nélküli Marhaszegy USA,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/9cc43b5d554d6baf.png
Metro,BTY-X17004200320021,Friss Marhahús Kockázott EU,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/16cf1ecbbef52dc7.png
Metro,BTY-X12650800320021,"METRO Chef Friss Marha Hátszín, Brazil 5-6 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/60d0bba1ec5a560c.png
Metro,BTY-X12651400320021,"Friss Marha Felsál Vákuumcsomagolt 2,5 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/13d56dde169c5690.png
Metro,BTY-X11964100320021,"Friss Angus Marha Rostélyos, Csont nélkül",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/5130b516f155d5d7.png
Metro,BTY-X15939900320021,Friss Marha Picanha,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b9480c1aa8c86411.png
Metro,BTY-X18383300320021,"Friss A5 Wagyu Marha Ribeye kb.1,5 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/7130dc253d3ca28a.png
Metro,BTY-X18383500320021,"Friss A5 Wagyu Marha Hátszín kb.1,5 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/73fdb6851d8df471.png
Metro,BTY-X18636900320021,Marha darálthús 80%-os vákuumcsomagolt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f25ee58ae2561a71.png
Metro,BTY-X4797900320021,"Friss Marha Rostélyos, Csont nélkül Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/d04ed6dcfc7559ab.png
Metro,BTY-X4799100320021,Friss Marha Szív Vácuumcsomagolásban,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f54065c4041b9e45.png
Metro,BTY-X5969800320021,Friss Marha Stefánia USA,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ee33be25ef43edde.png
Metro,BTY-X8102400320021,Friss Angus Marha Szegy Brisket Csont Nélküli Vákuumcsomagolt,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/bf1a12f4bf6e4a32.png
Metro,BTY-X18686000320021,METRO Chef Márványozott Marha Vesepecsenye,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/927af80462718adf.png
Metro,BTY-X14590600320021,"Friss Marha Apróhús, Vákuumcsomagolt 80/20",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/73c0fdafc50766cc.png
Metro,BTY-X8765200320021,"Friss Marhafarok, Vákuumcsomagolt EU",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/8fb0761e4fd1a7fd.png
Metro,BTY-X15940100320021,Friss Marha Szegy kb.6 kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f7b18ef026c32cdc.png
Metro,BTY-X8102700320021,Friss Angus Marha Stefánia Flat Iron,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/4d9216ff2c36844f.png
Metro,BTY-X8104400320021,"Friss Angus Marha Puha Hátszín Flank, Vákuumcsomagolt",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b8cd4f7c7dc560ca.png
Metro,BTY-X8117600320021,Friss Marhafaggyú Vakuumcsomagolásban,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/87a5457a7c325dfe.png
Metro,BTY-X8118400320021,Friss Angus Marha Csontos Lábszár (Osso Bucco),1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/69cac31b38f05405.png
Metro,BTY-X17531600320021,Hamburger Húspogácsa 80/20 1 kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/aaa0f17390754ba7.png
Metro,BTY-X10601300320021,Friss Darált Marhanyak Csont Nélkül 80%,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/36cb505a6f46f7d8.png
Metro,BTY-X10005900320021,Friss Marha Darált Fartő Hamburger Pogácsa,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/30aae677ffdb20db.png
Metro,BTY-X16847100320021,Friss Feldolgozott Marhacomb,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/e3db21a11c1cd9f7.png
Metro,BTY-X14824400320021,Friss Feldolgozott Marhanyak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/dc6fcf06d868fe88.png
Metro,BTY-X17529300320021,Hamburger húspogácsa 80/20 1 kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/c5f860f3552985c0.png
Metro,BTY-X17549200320021,Hamburger húspogácsa 70/30 1 kg,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/ee7b47916c46b391.png
Metro,BTY-X16847300320021,Friss Marha Darált Lapocka,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/215ebb61dec3150a.png
Metro,BTY-X16846700320021,Feldolgozott Friss Darált Marhacomb,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/b99a23948fd33167.png
Metro,BTY-X7828200320021,Friss Marha Pörkölt Kocka Lábszár 3 x 3 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/4f9c0def65e3f2e5.png
Metro,BTY-X7829300320021,Friss Marha Nyak Kocka 3 x 3 cm,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/181d14876ef8bad3.png
Metro,BTY-X18072800320021,Hamburgerpogácsa alapanyag 80/20,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/9a492318e576196c.png
Metro,BTY-X14689400320021,Friss Marha Apróhús 80/20 Hamburger Pogácsa,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/d2f71c194a7ceb28.png
Metro,BTY-X6088700320021,"Friss Marha Oldallapocka EU kb.1,8 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/03b1b890d42870cb.png
Metro,BTY-X16847400320021,Friss Feldolgozott Marha Lapocka,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/9f4724d7d56fb4fa.png
Metro,BTY-X4798800320021,Friss Marha Velős Csont Tasak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/3f397108e19d95f4.png
Metro,BTY-X12651700320021,"Friss Marha Hátszín Vákuumcsomagolt 4,5-5 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/499da01a16bd4749.png
Metro,BTY-X7830600320021,Friss Marha Felsál Kocka,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/fef87e478a927e36.png
Metro,BTY-X4801000320021,Friss Marha Lapocka,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/40dda4e00174a863.png
Metro,BTY-X4801400320021,Friss Marhanyak Csont nélkül,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/558ec6f5aba8110f.png
Metro,BTY-X4799700320021,Friss Marha Gömbölyű Felsál,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/0ecd0decfaf174f1.png
Metro,BTY-X11525200320021,Friss Marha Argentin Fartő Hamburger Pogácsa,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/1f5add5e1fd14148.png
Metro,BTY-X11964000320021,Friss Angus Marha T-bone Steak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/19dbaea4a5791b05.png
Metro,BTY-X11964300320021,"Friss Angus Marha Hátszín, Csont nélküli Skin",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/2c820a8e15e21910.png
Metro,BTY-X14495000320021,Friss Marhapacal Lédig,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/9f7b390790594f11.png
Metro,BTY-X16628800320021,"TERRA PANNONIA - Friss, Angus Marha Comb",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/f3b463333dac6c56.png
Metro,BTY-X17656700320021,Friss Marha Puha Hátszín Ausztrália,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/6c9ed59e7943b824.png
Metro,BTY-X17657000320021,"Friss marha oldalas lapocka USA kb.1,7 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/7d063a7a52975a13.png
Metro,BTY-X17678700320021,Friss Marha Vesepecsenye Uruguay,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/9e51683b1acf3f04.png
Metro,BTY-X17679400320021,Friss Marha Puha Hátszín Ausztrália,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a5496174ca272d55.png
Metro,BTY-X17679600320021,Friss Marha Comb Ball Tip USA,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/7e82568b8075e7ec.png
Metro,BTY-X17680500320021,"Friss Marha Vesepecsenye Uruguay 1,8-2,2 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/7eeb89f95044ddcf.png
Metro,BTY-X17684000320021,Friss Marhanyak Chuck Roll USA,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/a1b63ba4817b94a9.png
Metro,BTY-X18098200320021,Hamburgerpogácsa Alapanyag 70/30,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/82d426389305ba1d.png
Metro,BTY-X18383700320021,"Friss A5 Wagyu Marha Vesepecsenye kb.4,5 kg",1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/8c44eefc03290dae.png
Metro,BTY-X8102800320021,Friss Angus Marha BBQ Short Ribs Védőgázos,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/592c45ef6772982b.png
Metro,BTY-X10834100320021,METRO Chef Friss Borjú Lapocka Csont nélkül,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/8b9e08e790e5d580.png
Metro,BTY-X10835900320021,METRO Chef Borjú Tomahawk Steak,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/918b70a0c6d9390d.png
Metro,BTY-X12652600320021,METRO Chef Friss Borjú Gömbölyű Felsál,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/5038075da30e7bdb.png
Metro,BTY-X10834300320021,METRO Chef Láncos Friss Borjú Szűzpecsenye,1000.0,g,ledig,,g,auto,bolti ledig jelzes; lepeskoz volt: 1000.0 g,data/markets_data/product_images/metro/5f664154507ae78a.png
