store_name,store_product_id,product_name,korrekcio_tipus,eredeti_mennyiseg,eredeti_egyseg,javitott_mennyiseg,javitott_egyseg,indok,forras
Metro,BTY-X16332500320021,METRO Chef Konfitált Kacsacomb 5 db / Csomag,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X4341300320021,"Friss Pulykamellfilé, Vákuumcsomagolt",ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X4338300320021,Friss Pulyka Felsőcombfilé kb. 3 kg,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X16972800320021,Friss Hízott Liba Farhát,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X15349200320021,Friss Hízott Liba Zúza Vakuumcsomagolásban 1 kg,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X7034100320021,Friss Hízott Libacomb,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X5523500320021,Friss Hízott Liba Nyak,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X7034000320021,Friss Hízott Libamell Filé,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X821300320021,Friss Egész Kacsacomb,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X10834800320021,"Friss Hízott Egész Kacsa, Zsigerelt",ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X822300320021,Friss Kacsa Bőr Háj,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
Metro,BTY-X4340900320021,Friss Pulyka Szárnyközép,ledig,1000.0,g,,g,bolti ledig/sulyra mert jelzes - egysegar hasznalando,bolti_api
