barcode_norm,product_name_old,product_name_new,category_norm_old,category_norm_new,category_base_old,category_base_new,unit_price_old,unit_price_new
8410376064445,"Gullón Zero zabkeksz tejcsokoládé bevonattal, cukor hozzáadása nélkül, édesítőszerrel 150 g","Gullón Zero zabkeksz tejcsokoládé bevonattal, cukor hozzáadása nélkül, édesítőszerrel 150 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1925.0,1925.0
8410376024326,Gullón Zero étcsokoládéval bevont teljes kiőrlésű cukormentes keksz édesítőszerrel 270 g,Gullón Zero étcsokoládéval bevont teljes kiőrlésű cukormentes keksz édesítőszerrel 270 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,2034.0,2034.0
8410376043686,Gullón keksz édesítőszerrel hozzáadott cukor nélkül 280 g,Gullón keksz édesítőszerrel hozzáadott cukor nélkül 280 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,994.0,994.0
8410376009392,"Gullón élelmi rostban gazdag keksz, édesítőszerrel, cukormentes 170 g","Gullón élelmi rostban gazdag keksz, édesítőszerrel, cukormentes 170 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,674.0,674.0
7622210180278,Győri Korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,Győri Korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,599.0,599.0
5998821516150,"Nestea Zero citrom ízű cukormentes tea üdítőital édesítőszerekkel 1,5 l","Nestea Zero citrom ízű cukormentes tea üdítőital édesítőszerekkel 1,5 l",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,669.0,669.0
5998821516174,"Nestea Zero őszibarack ízű cukormentes tea üdítőital édesítőszerekkel 1,5 l","Nestea Zero őszibarack ízű cukormentes tea üdítőital édesítőszerekkel 1,5 l",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,669.0,669.0
7394376620904,Oatly! cukormentes zabital hozzáadott vitaminokkal és ásványi anyagokkal 1 l,Oatly! cukormentes zabital hozzáadott vitaminokkal és ásványi anyagokkal 1 l,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1309.0,1309.0
42123880,Orbit Blueberry feketeáfonya-ízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Blueberry feketeáfonya-ízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,369.0
42247371,Orbit Bubblemint gyümölcs- és mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Bubblemint gyümölcs- és mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,369.0
4009900519212,Orbit Bubblemint gyümölcs- és mentaízű cukormentes rágógumi édesítőszerrel 29 g,Orbit Bubblemint gyümölcs- és mentaízű cukormentes rágógumi édesítőszerrel 29 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,684.0,755.0
42211501,Orbit Mints Spearmint mentaízű cukormentes töltetlen keménycukorka édesítőszerrel 28 g,Orbit Mints Spearmint mentaízű cukormentes töltetlen keménycukorka édesítőszerrel 28 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,464.0,464.0
42211631,Orbit Mints Strong Mint mentaízű cukormentes töltetlen keménycukorka édesítőszerrel 28 g,Orbit Mints Strong Mint mentaízű cukormentes töltetlen keménycukorka édesítőszerrel 28 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,464.0,464.0
50173204,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,369.0
4009900546720,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 29 g,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 29 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,569.0,629.0
4009900412087,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 64 g,Orbit Peppermint mentaízű cukormentes rágógumi édesítőszerrel 64 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1419.0,1574.0
4009900549257,"Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 17,9 g","Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 17,9 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,399.0,440.0
4009900536257,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,Orbit Refreshers Spearmint menta- és mentolízű cukormentes rágógumi édesítőszerrel 67 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1419.0,1574.0
4009900540582,"Orbit Refreshers Tropical gyümölcsízű cukormentes rágógumi édesítőszerrel 17,9 g","Orbit Refreshers Tropical gyümölcsízű cukormentes rágógumi édesítőszerrel 17,9 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,399.0,440.0
4009900540551,Orbit Refreshers Tropical gyümölcsízű cukormentes rágógumi édesítőszerrel 67 g,Orbit Refreshers Tropical gyümölcsízű cukormentes rágógumi édesítőszerrel 67 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1700.0,1889.0
4009900545662,"Orbit Refreshers eper- és citromízű cukormentes rágógumi édesítőszerrel 17,9 g","Orbit Refreshers eper- és citromízű cukormentes rágógumi édesítőszerrel 17,9 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,399.0,440.0
4009900544559,Orbit Refreshers eper- és citromízű cukormentes rágógumi édesítőszerrel 67 g,Orbit Refreshers eper- és citromízű cukormentes rágógumi édesítőszerrel 67 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1700.0,1889.0
50173822,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,389.0
4009900492447,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 29 g,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 29 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,684.0,755.0
4009900412117,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 64 g,Orbit Spearmint mentaízű cukormentes rágógumi édesítőszerrel 64 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1490.0,1659.0
50173808,Orbit Sweetmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Sweetmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,389.0
42070375,Orbit White Classic mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit White Classic mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,359.0,389.0
42069942,Orbit White Freshmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,Orbit White Freshmint mentaízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,359.0,369.0
42070429,Orbit White gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,Orbit White gyümölcsízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,359.0,389.0
50173976,Orbit Winterfrost menta- és mentolízű cukormentes rágógumi édesítőszerrel 14 g,Orbit Winterfrost menta- és mentolízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,389.0
4009900552448,Orbit XXL Spearmint mentaízű cukormentes rágógumi édesítőszerrel 50 g,Orbit XXL Spearmint mentaízű cukormentes rágógumi édesítőszerrel 50 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1029.0,1144.0
42070351,Orbit eperízű cukormentes rágógumi édesítőszerrel 14 g,Orbit eperízű cukormentes rágógumi édesítőszerrel 14 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,335.0,389.0
4009900552332,"Orbit görögdinnye- és málnaízű cukormentes rágógumi édesítőszerrel 17,9 g","Orbit görögdinnye- és málnaízű cukormentes rágógumi édesítőszerrel 17,9 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,399.0,440.0
4009900552165,Orbit görögdinnye- és málnaízű cukormentes rágógumi édesítőszerrel 67 g,Orbit görögdinnye- és málnaízű cukormentes rágógumi édesítőszerrel 67 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1700.0,1889.0
8413209319088,"Pictolin cseresznye ízesítésű, tejszínes cukormentes cukorka édesítőszerrel 65 g","Pictolin cseresznye ízesítésű, tejszínes cukormentes cukorka édesítőszerrel 65 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,659.0,659.0
9008700184649,"Rauch MyTea Zero cukormentes ice tea citromos üdítőital fekete teából, édesítőszerekkel 1,5 l","Rauch MyTea Zero cukormentes ice tea citromos üdítőital fekete teából, édesítőszerekkel 1,5 l",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,784.0,724.0
9008700184663,"Rauch MyTea Zero cukormentes ice tea őszibarackos üdítőital fekete teából édesítőszerrel 1,5 l","Rauch MyTea Zero cukormentes ice tea őszibarackos üdítőital fekete teából édesítőszerrel 1,5 l",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,784.0,724.0
7610700948637,Ricola Citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,Ricola Citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,689.0,839.0
7610700026571,Ricola Fresh Mint cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,Ricola Fresh Mint cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,689.0,839.0
7610700022443,"Ricola Málna-Citromfű svájci gyógynövény cukorkák cukormentes, édesítőszerekkel 40 g","Ricola Málna-Citromfű svájci gyógynövény cukorkák cukormentes, édesítőszerekkel 40 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,689.0,839.0
7610700614914,Ricola cukormentes tőzegáfonya svájci gyógynövény cukorkák 40 g,Ricola cukormentes tőzegáfonya svájci gyógynövény cukorkák 40 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,689.0,839.0
5997250302471,"Szamos Marcipell étcsokoládé mandulás masszával, édesítőszerekkel 85 g","Szamos Marcipell étcsokoládé mandulás masszával, édesítőszerekkel 85 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,2544.0,2544.0
8410342002174,Torras epres étcsokoládé édesítőszerrel 75 g,Torras epres étcsokoládé édesítőszerrel 75 g,energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,1335.0,1335.0
8410342005595,"Torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g","Torras tejcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,839.0,839.0
8410342005601,"Torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g","Torras étcsokoládé hozzáadott cukor nélkül, édesítőszerrel 75 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,839.0,839.0
5997443314847,Urban LoveFree citromízű nápolyi 180 g,"Urban Love Free nápolyi citromízű krémmel, édesítőszerrel 180 g",energiaszeletek-73,lekvar-mez-kremek-78,energiaszeletek,lekvar-mez-kremek,899.0,899.0
5997381335973,Dr. Oetker instant expressz zselatin fix 20 g,Dr. Oetker instant expressz zselatin fix 20 g,enjoy-termekek-160,etelszosz-martas-164,enjoy-termekek,etelszosz-martas,384.0,384.0
5997359110007,Lucullus étkezési zselatin 15 g,Lucullus étkezési zselatin 15 g,enjoy-termekek-160,etelszosz-martas-164,enjoy-termekek,etelszosz-martas,275.0,275.0
5999033887533,S-Budget étkezési szódabikarbóna 50 g,S-Budget étkezési szódabikarbóna 50 g,enjoy-termekek-160,etelszosz-martas-164,enjoy-termekek,etelszosz-martas,75.0,75.0
5999033882897,SPAR étkezési keményítő 400 g,SPAR étkezési keményítő 400 g,enjoy-termekek-160,etelszosz-martas-164,enjoy-termekek,etelszosz-martas,539.0,550.0
5998201225306,Cirmi zsírszegény kefir 150 g,Cirmi zsírszegény kefir 150 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,119.0,119.0
5997536113975,Danone kefir 4 x 130 g,Danone kefir 4 x 130 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,704.0,704.0
5997536305417,Danone zsírszegény kaukázusi kefir 330 g,Danone zsírszegény kaukázusi kefir 330 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,564.0,564.0
5997536305400,Danone zsírszegény kaukázusi kefir 475 g,Danone zsírszegény kaukázusi kefir 475 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,779.0,779.0
5999509250533,"Garabonciás házi aludttej 0,5 l","Garabonciás házi aludttej 0,5 l",etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,519.0,519.0
5998200751288,Milli natúr kaukázusi kefir 400 g,Milli natúr kaukázusi kefir 400 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,734.0,734.0
5998200452130,Mizo kaukázusi kefir 450 g,Mizo kaukázusi kefir 450 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,834.0,834.0
5998200451270,Mizo kefir 150 g,Mizo kefir 150 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,215.0,215.0
4025500186821,"Müller Kalinka zsírszegény kefir 1,5% 500 g","Müller Kalinka zsírszegény kefir 1,5% 500 g",etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,659.0,659.0
5998202943797,"Nádudvari zsírszegény élőflórás kefir 1,4% 350 g","Nádudvari zsírszegény élőflórás kefir 1,4% 350 g",etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,355.0,355.0
5998202942448,Nádudvari élőflórás kefir 330 g,Nádudvari élőflórás kefir 330 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,539.0,539.0
5999139401961,"S-Budget kefir 3,5% 175 g","S-Budget kefir 3,5% 175 g",etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,119.0,119.0
5999033879309,SPAR élőflórás kaukázusi kefir 450 g,SPAR élőflórás kaukázusi kefir 450 g,etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,409.0,409.0
5999033888875,"SPAR élőflórás, homogénezett kefir 450 g","SPAR élőflórás, homogénezett kefir 450 g",etelizesito-leveskocka-102,csokolade-105,etelizesito-leveskocka,csokolade,529.0,529.0
5997359136090,Lucullus fasírt fűszerkeverék 34 g,Lucullus fasírt fűszerkeverék 34 g,etelszosz-martas-164,alma-es-korte-7,etelszosz-martas,alma-es-korte,355.0,355.0
5997359134614,Lucullus flekken gyorspác fűszerkeverék 40 g,Lucullus flekken gyorspác fűszerkeverék 40 g,etelszosz-martas-164,alma-es-korte-7,etelszosz-martas,alma-es-korte,324.0,324.0
5997480711692,Házi Arany fasírt fűszerkeverék 33 g,Házi Arany fasírt fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5997480711715,Házi Arany fokhagymás fűszerkeverék 33 g,Házi Arany fokhagymás fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5997480711722,Házi Arany grill fűszerkeverék 33 g,Házi Arany grill fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5997480711791,Házi Arany szárnyas fűszerkeverék 33 g,Házi Arany szárnyas fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5997480711760,Házi Arany sült hal fűszerkeverék 33 g,Házi Arany sült hal fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5997480711807,Házi Arany ázsiai wok fűszerkeverék 33 g,Házi Arany ázsiai wok fűszerkeverék 33 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,215.0,215.0
5995863010639,Kotányi Cézár salátaöntet fűszerkeverék 13 g,Kotányi Cézár salátaöntet fűszerkeverék 13 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,245.0,245.0
5995863218127,Kotányi Kentucky csirkeszárnyak fűszerkeverék 45 g,Kotányi Kentucky csirkeszárnyak fűszerkeverék 45 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863011339,Kotányi Könnyű Konyha citromos-friss halak fűszerkeverék 25 g,Kotányi Könnyű Konyha citromos-friss halak fűszerkeverék 25 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863011308,Kotányi Könnyű Konyha zöldség fűszerkeverék 25 g,Kotányi Könnyű Konyha zöldség fűszerkeverék 25 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863315871,Kotányi Pizza fűszerkeverék 18 g,Kotányi Pizza fűszerkeverék 18 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863015863,Kotányi Provence ízei fűszerkeverék 17 g,Kotányi Provence ízei fűszerkeverék 17 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,454.0,454.0
5995863035496,Kotányi Secrets of India Bombay masala fűszerkeverék 20 g,Kotányi Secrets of India Bombay masala fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,574.0,574.0
5995863035427,Kotányi Secrets of Mexico taco fűszerkeverék 20 g,Kotányi Secrets of Mexico taco fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,574.0,574.0
5995863018031,Kotányi Toscana ízei fűszerkeverék 14 g,Kotányi Toscana ízei fűszerkeverék 14 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,454.0,454.0
5995863010554,Kotányi Tzatziki salátaöntet fűszerkeverék 13 g,Kotányi Tzatziki salátaöntet fűszerkeverék 13 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,245.0,245.0
5995863710157,Kotányi chilis bab - chili con carne fűszerkeverék 25 g,Kotányi chilis bab - chili con carne fűszerkeverék 25 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863015092,Kotányi currypor fűszerkeverék 27 g,Kotányi currypor fűszerkeverék 27 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863010561,Kotányi ezersziget salátaöntet fűszerkeverék 13 g,Kotányi ezersziget salátaöntet fűszerkeverék 13 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,245.0,245.0
5995863010219,Kotányi fasírt fűszerkeverék 25 g,Kotányi fasírt fűszerkeverék 25 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863015801,Kotányi fokhagymás pecsenye fűszerkeverék 25 g,Kotányi fokhagymás pecsenye fűszerkeverék 25 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863010530,Kotányi fokhagymás salátaöntet fűszerkeverék 13 g,Kotányi fokhagymás salátaöntet fűszerkeverék 13 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,245.0,245.0
5995863018291,Kotányi fokhagymás sült csirke fűszerkeverék 30 g,Kotányi fokhagymás sült csirke fűszerkeverék 30 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863010226,Kotányi görög sültek gyros fűszerkeverék 35 g,Kotányi görög sültek gyros fűszerkeverék 35 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863010578,Kotányi kapros salátaöntet fűszerkeverék 13 g,Kotányi kapros salátaöntet fűszerkeverék 13 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,245.0,245.0
5995863310180,Kotányi sült oldalas fűszerkeverék 40 g,Kotányi sült oldalas fűszerkeverék 40 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5995863015627,Kotányi vadak fűszerkeverék 20 g,Kotányi vadak fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,509.0,509.0
5997359135062,Lucullus curry fűszerkeverék 20 g,Lucullus curry fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,269.0,269.0
8710671149398,SPAR taco fűszerkeverék 40 g,SPAR taco fűszerkeverék 40 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,434.0,434.0
5907573338378,Vegeta Natur Aranybarna Sültcsirke fűszerkeverék 20 g,Vegeta Natur Aranybarna Sültcsirke fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,345.0,345.0
5907573338415,Vegeta Natur grill zöldség fűszerkeverék 20 g,Vegeta Natur grill zöldség fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,345.0,345.0
3850104284793,Vegeta Natur zöldfűszeres szárnyas fűszerkeverék 20 g,Vegeta Natur zöldfűszeres szárnyas fűszerkeverék 20 g,etelszosz-martas-164,instant-elelmiszerek-168,etelszosz-martas,instant-elelmiszerek,345.0,345.0
5998207942931,Camping tejszínes kenhető félzsíros ömlesztett sajt 100 g,Camping tejszínes kenhető félzsíros ömlesztett sajt 100 g,etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,253.0,253.0
5997684502218,"Medve natúr kenhető, zsíros ömlesztett sajt 8 x 17,5 g (140 g)","Medve natúr kenhető, zsíros ömlesztett sajt 8 x 17,5 g (140 g)",etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,518.0,518.0
5997684536299,"Medve natúr, kenhető, zsíros ömlesztett sajt 100 g","Medve natúr, kenhető, zsíros ömlesztett sajt 100 g",etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,330.0,330.0
5999033885874,S-Budget csípőspaprikás ömlesztett sajt 8 db 140 g,S-Budget csípőspaprikás ömlesztett sajt 8 db 140 g,etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,318.0,318.0
5999033885843,S-Budget natúr ömlesztett sajt 8 db 140 g,S-Budget natúr ömlesztett sajt 8 db 140 g,etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,318.0,318.0
5999033885850,S-Budget sonkás ömlesztett sajt 8 db 140 g,S-Budget sonkás ömlesztett sajt 8 db 140 g,etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,318.0,318.0
5999033885867,S-Budget téliszalámis ömlesztett sajt 8 db 140 g,S-Budget téliszalámis ömlesztett sajt 8 db 140 g,etrendkiegeszitok-87,egyeb-etrendkiegeszitok-vitaminok-90,etrendkiegeszitok,egyeb-etrendkiegeszitok-vitaminok,318.0,318.0
8595564502203,Bona Vita Crunchy Muesli with Hazelnuts 375 g,Bona Vita Crunchy Muesli with Hazelnuts 375 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,1059.0,1059.0
8595564503613,Bona Vita Crunchy Muesli with Strawberry 375 g,Bona Vita Crunchy Muesli with Strawberry 375 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,1059.0,1059.0
8595564516347,Bonavita finom zabpehely 500 g,Bonavita finom zabpehely 500 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,469.0,469.0
5998400305885,Cerbona finomszemű zabpehely 500 g,Cerbona finomszemű zabpehely 500 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,729.0,729.0
5998400312548,Cerbona instant zabpehely 450 g,Cerbona instant zabpehely 450 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,729.0,729.0
5998400315259,"Cerbona mogyoróvajas-banános rizskása kollagénnel és inulinnal, édesítőszerrel 45 g","Cerbona mogyoróvajas-banános rizskása kollagénnel és inulinnal, édesítőszerrel 45 g",fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,369.0,369.0
5998400315235,Cerbona málnás-citromos rizskása kollagénnel és inulinnal 45 g,Cerbona málnás-citromos rizskása kollagénnel és inulinnal 45 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,369.0,369.0
5998400315211,Cerbona étcsokoládés rizskása kollagénnel és inulinnal 45 g,Cerbona étcsokoládés rizskása kollagénnel és inulinnal 45 g,fagyasztott-elelmiszerek-128,pizzak-131,fagyasztott-elelmiszerek,pizzak,369.0,369.0
