barcode_norm,product_name_old,product_name_new,unit_price_old,unit_price_new,price_diff,price_pct,categories_old,categories_new,available_old,available_new,image_urls_old,image_urls_new
11210009387,Tabasco mérsékelten csípős Jalapeno zöldpaprikás szósz 60 ml,Tabasco mérsékelten csípős Jalapeno zöldpaprikás szósz 60 ml,1695.0,1695.0,0.0,0.0,bebietelek-221,szoszok-ontetek-6,True,True,https://imageproxy.wolt.com/assets/689b7180f18c6aaa80309184,https://imageproxy.wolt.com/assets/689b7180f18c6aaa80309184
11210697003,Tabasco Sriracha csípős szósz 256 ml,Tabasco Sriracha csípős szósz 256 ml,2289.0,2289.0,0.0,0.0,bebietelek-221,szoszok-ontetek-6,True,True,https://imageproxy.wolt.com/assets/689b7180f18c6aaa80309186,https://imageproxy.wolt.com/assets/689b7180f18c6aaa80309186
15999139403238,"SPAR Hazai Szeretem füstölt, nyers, gyorspácolt, kötözött bőrös csont nélküli sertéslapocka","SPAR Hazai Szeretem füstölt, nyers, gyorspácolt, kötözött bőrös csont nélküli sertéslapocka",1670.0,2405.0,735.0,44.01197604790419,hal-123,sertes-126,True,False,https://imageproxy.wolt.com/assets/689b766e87a8f04a4a7d7fee;https://imageproxy.wolt.com/assets/689b766f87a8f04a4a7d7ff2,https://imageproxy.wolt.com/assets/689b766e87a8f04a4a7d7fee;https://imageproxy.wolt.com/assets/689b766f87a8f04a4a7d7ff2
2002141120010,Gallicoop pulykanyak,Gallicoop pulykanyak,1153.62,1196.52,42.90000000000009,3.7187288708586967,sertes-121,baromfi-124,False,False,https://imageproxy.wolt.com/assets/6679412511daf54b0d99550a,https://imageproxy.wolt.com/assets/6679412511daf54b0d99550a
2003947950016,"SPAR BBQ szeletelt sertés tarja, csont nélkül, hagymás fűszerezésű olajos marinádban","SPAR BBQ szeletelt sertés tarja, csont nélkül, hagymás fűszerezésű olajos marinádban",2590.25,2590.25,0.0,0.0,hal-123,hus-3,True,False,https://imageproxy.wolt.com/assets/689b6a0df18c6aaa80308567;https://imageproxy.wolt.com/assets/689b6a0ef18c6aaa8030856b,https://imageproxy.wolt.com/assets/689b6a0df18c6aaa80308567;https://imageproxy.wolt.com/assets/689b6a0ef18c6aaa8030856b
2004840540014,"Tolle zsíros, félkemény trappista sajt","Tolle zsíros, félkemény trappista sajt",584.0,490.0,-94.0,-16.095890410958905,laktozmentes-84,kemeny-felkemeny-sajtok-87,True,True,https://imageproxy.wolt.com/assets/69bbd7cc94e8ba0fb797db70,https://imageproxy.wolt.com/assets/69bbd7cc94e8ba0fb797db70
3014260022082,"Oral-B Pro-Expert CrossAction All In One Medium kézi fogkefe, 2 db","Oral-B Pro-Expert CrossAction All In One Medium kézi fogkefe, 2 db",1529.0,1679.0,150.0,9.810333551340745,azsiai-tesztafelek-293,fogkefe-298,True,True,https://imageproxy.wolt.com/assets/6938169cd04962baa1b138f0,https://imageproxy.wolt.com/assets/68c413632c60b119670f0010
3014260022839,Oral-B 3 Effect Medium Manual Toothbrush x2,Oral-B 3 Effect Medium Manual Toothbrush x2,609.0,629.0,20.0,3.284072249589491,azsiai-tesztafelek-293,fogkefe-298,True,True,https://imageproxy.wolt.com/assets/66793cb134063d58fe45ff21,https://imageproxy.wolt.com/assets/66793cb134063d58fe45ff21
3014260101503,Oral-B – OM026 123 Ragyogó Tisztaság Fogkefe 40 Közepes Keménységű Sörte – db,Oral-B – OM026 123 Ragyogó Tisztaság Fogkefe 40 Közepes Keménységű Sörte – db,744.0,839.0,95.0,12.768817204301076,azsiai-tesztafelek-293,fogkefe-298,True,True,https://imageproxy.wolt.com/assets/68c4139f2c60b119670f0088,https://imageproxy.wolt.com/assets/68c4139f2c60b119670f0088
3014260214692,"Gillette Series Nyugtató Hatású Borotvazselé Aloe Verával, 200ml","Gillette Series Nyugtató Hatású Borotvazselé Aloe Verával, 200ml",1385.0,1574.0,189.0,13.646209386281589,gyogyteak-289,borotvahab-294,True,True,https://imageproxy.wolt.com/assets/68e5095489477a351265c358,https://imageproxy.wolt.com/assets/6a051f6ba95d72fa52308705
3014260258313,Gillette Arctic Ice Borotválkozás Utáni Arcszesz 100 ml,Gillette Arctic Ice Borotválkozás Utáni Arcszesz 100 ml,4409.0,4619.0,210.0,4.7629848038103875,durum-teszta-291,aftershave-296,True,True,https://imageproxy.wolt.com/assets/68c413952c60b119670f007b,https://imageproxy.wolt.com/assets/68c413952c60b119670f007b
3014260283254,"Gillette BlueII Plus Eldobható Férfi Borotva, 5 db","Gillette BlueII Plus Eldobható Férfi Borotva, 5 db",1324.0,1469.0,145.0,10.95166163141994,c-vitamin-290,borotva-295,True,True,https://imageproxy.wolt.com/assets/68dbcdefe4991e9d3ee08a5e,https://imageproxy.wolt.com/assets/68dbcdefe4991e9d3ee08a5e
3038359911965,Panzani négysajtos-tejszínes tésztaszósz 370 g,Panzani négysajtos-tejszínes tésztaszósz 370 g,1784.0,1889.0,105.0,5.885650224215247,bebietelek-221,etelszosz-martas-225,False,True,https://imageproxy.wolt.com/assets/689b70e987a8f04a4a7d7804,https://imageproxy.wolt.com/assets/689b70e987a8f04a4a7d7804
3038359911972,Panzani tejszínes-baconos carbonara tésztaszósz 370 g,Panzani tejszínes-baconos carbonara tésztaszósz 370 g,1784.0,1889.0,105.0,5.885650224215247,bebietelek-221,etelszosz-martas-225,True,True,https://imageproxy.wolt.com/assets/689b6fb09bbcfa1dc39babd6,https://imageproxy.wolt.com/assets/689b6fb09bbcfa1dc39babd6
3046920011013,Lindt Excellence extra finom tejcsokoládé 100 g,Lindt Excellence extra finom tejcsokoládé 100 g,2309.0,2309.0,0.0,0.0,likor-172,csokolade-175,True,True,https://imageproxy.wolt.com/assets/689b6aaaf18c6aaa80308755,https://imageproxy.wolt.com/assets/689b6aaaf18c6aaa80308755
3046920020640,Lindt Excellence extra étcsokoládé málnával 100 g,Lindt Excellence extra étcsokoládé málnával 100 g,2309.0,2309.0,0.0,0.0,likor-172,csokolade-175,True,True,https://imageproxy.wolt.com/assets/689b6d2ef18c6aaa80308bed,https://imageproxy.wolt.com/assets/689b6d2ef18c6aaa80308bed
3046920024105,Lindt Excellence 70% extra étcsokoládé 100 g,Lindt Excellence 70% extra étcsokoládé 100 g,2309.0,2309.0,0.0,0.0,likor-172,csokolade-175,True,True,https://imageproxy.wolt.com/assets/68ecf1ab190712a29dd2f843,https://imageproxy.wolt.com/assets/68ecf1ab190712a29dd2f843
3046920024112,Lindt Excellence 85% extra étcsokoládé 100 g,Lindt Excellence 85% extra étcsokoládé 100 g,2834.0,2834.0,0.0,0.0,likor-172,csokolade-175,True,True,https://imageproxy.wolt.com/assets/68ecf1ac190712a29dd2f844,https://imageproxy.wolt.com/assets/68ecf1ac190712a29dd2f844
3046920028370,"Lindt Excellence Intense Orange étcsokoládé narancslével és mandulával, 100 g","Lindt Excellence Intense Orange étcsokoládé narancslével és mandulával, 100 g",2309.0,2309.0,0.0,0.0,likor-172,csokolade-175,True,True,https://imageproxy.wolt.com/assets/689b729f87a8f04a4a7d7b1e,https://imageproxy.wolt.com/assets/689b729f87a8f04a4a7d7b1e
3059943021693,Air Wick Pure Cseresznyevirág aeroszol spray 250 ml,Air Wick Pure Cseresznyevirág aeroszol spray 250 ml,1889.0,1889.0,0.0,0.0,cukrasz-termekek-274,legfrissito-278,True,True,https://imageproxy.wolt.com/assets/689b6aacf18c6aaa8030875e;https://imageproxy.wolt.com/assets/689b6aadf18c6aaa80308763,https://imageproxy.wolt.com/assets/689b6aacf18c6aaa8030875e;https://imageproxy.wolt.com/assets/689b6aadf18c6aaa80308763
